EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,Arc3FGA,SecondChanceArc3FGA,FG2A,FG3A,OpponentPoints,SecondChanceFG3A,NonHeaveArc3FGA,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,FoulsDrawn,FG3APct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,Arc3Frequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,AtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,Points,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,ShootingFouls,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFGA,DefTwoPtRebounds,DefRebounds,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,Arc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted3s,NonHeaveArc3FGM,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffShortMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,PenaltyDefPoss,FTDefRebounds,FTA,NonShootingFoulsDrawn,DefFTReboundPct,PtsAssisted3s,ThreePtAssists,Arc3Assists,DefThreePtRebounds,TwoPtShootingFoulsDrawn,Assisted3sPct,DefThreePtReboundPct,DefArc3ReboundPct,Arc3PctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,FtPoints,2pt And 1 Free Throw Trips,PenaltyOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,FTOffRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffFTReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PtsPutbacks,HeaveAttempts,BadPassOutOfBoundsTurnovers,BlockedAtRim,LostBallSteals,SecondChanceCorner3FGA,Loose Ball Fouls,Offensive Fouls Drawn,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceFG3M,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,AtRimPctBlocked,LongMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedArc3,Clear Path Fouls,SecondChanceArc3FGM,OffensiveGoaltends,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls Drawn,DefensiveGoaltends,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
1627732-1627788-1629003-1629680-201588,1610612755,"Ben Simmons, Furkan Korkmaz, Shake Milton, Matisse Thybulle, George Hill","Simmons, Korkmaz, Milton, Thybulle, Hill",1627732-1627788-1629003-1629680-201588,PHI,38.0,1,1.0,-2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,75.78947368421053,21.0,17.0,12.0,17.0,0.5,0.5,1.0,1.0,0.5078,0.5016,2.6,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2021,2020-21,False
1627732-1627788-1629003-1630178-203118,1610612755,"Ben Simmons, Furkan Korkmaz, Shake Milton, Tyrese Maxey, Mike Scott","Simmons, Korkmaz, Milton, Maxey, Scott",1627732-1627788-1629003-1630178-203118,PHI,82.0,1,1.0,,2.0,2.0,,4.0,1.0,,,2.0,,4.0,,,,,,,,,,,,,,,,,,70.2439024390244,22.0,19.0,22.0,19.0,0.5,,,0.5,0.58555,,4.7,,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2021,2020-21,False
1627732-1627788-1629003-1630178-2730,1610612755,"Ben Simmons, Furkan Korkmaz, Shake Milton, Tyrese Maxey, Dwight Howard","Simmons, Korkmaz, Milton, Maxey, Howard",1627732-1627788-1629003-1630178-2730,PHI,44.0,1,1.0,-3.0,2.0,3.0,,5.0,,1.0,,1.0,1.0,3.0,,1.0,,,,1.0,,,,,,0.5,,,,,,163.63636363636365,14.5,5.0,14.5,5.0,,0.5,,0.5,0.483775,,17.6,25.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2021,2020-21,False
1627732-1627788-1629003-202699-2730,1610612755,"Ben Simmons, Furkan Korkmaz, Shake Milton, Tobias Harris, Dwight Howard","Simmons, Korkmaz, Milton, Harris, Howard",1627732-1627788-1629003-202699-2730,PHI,122.0,1,2.0,1.0,4.0,4.0,1.0,8.0,,1.0,,4.0,1.0,6.0,,1.0,,1.0,1.0,1.0,,,,,,0.2,0.5,,0.5,,,94.42622950819673,17.0,13.5,16.0,13.5,,0.2,,0.2,0.47445000000000004,0.4963,12.125,26.2,,2.0,4.0,2.0,7.0,,4.0,,,,,,1.0,5.0,,,0.5,0.7,0.7,,,,0.8,0.5,0.5,,,,,,,,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2021,2020-21,False
1627732-1627788-1629003-203552-203954,1610612755,"Ben Simmons, Furkan Korkmaz, Shake Milton, Seth Curry, Joel Embiid","Simmons, Korkmaz, Milton, Curry, Embiid",1627732-1627788-1629003-203552-203954,PHI,8.0,1,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,180.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2021,2020-21,False
1627732-1627788-1629680-1630178-201588,1610612755,"Ben Simmons, Furkan Korkmaz, Matisse Thybulle, Tyrese Maxey, George Hill","Simmons, Korkmaz, Thybulle, Maxey, Hill",1627732-1627788-1629680-1630178-201588,PHI,68.0,1,1.0,,2.0,2.0,,4.0,,1.0,,,1.0,3.0,,1.0,,,,1.0,,,,,2.0,1.0,,,,,,84.70588235294117,10.0,24.0,10.0,24.0,,1.0,,1.0,0.49545,,,26.9,,,,,3.0,,,,1.0,,3.0,1.0,1.0,3.0,,,,1.5,0.75,,,,,,,,,1.0,,0.5,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,2.0,,,3.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2021,2020-21,False
1627732-1627788-1629680-201588-203954,1610612755,"Ben Simmons, Furkan Korkmaz, Matisse Thybulle, George Hill, Joel Embiid","Simmons, Korkmaz, Thybulle, Hill, Embiid",1627732-1627788-1629680-201588-203954,PHI,79.0,1,1.0,7.0,4.0,3.0,,7.0,1.0,1.0,,2.0,1.0,,,1.0,,,,3.0,,,,,2.0,0.3333333333333333,,,,,,127.59493670886076,9.25,14.0,9.25,14.0,0.3333333333333333,0.3333333333333333,,0.6666666666666666,0.58965,,2.6,26.5,1.0,1.0,1.0,2.0,7.0,2.0,2.0,1.0,1.0,1.0,2.0,,,7.0,0.5,0.5,1.0,0.6666666666666666,0.875,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,2.0,,1.0,1.0,,0.5,0.6666666666666666,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2021,2020-21,False
1627732-1627788-1629680-202699-203954,1610612755,"Ben Simmons, Furkan Korkmaz, Matisse Thybulle, Tobias Harris, Joel Embiid","Simmons, Korkmaz, Thybulle, Harris, Embiid",1627732-1627788-1629680-202699-203954,PHI,26.0,1,,-2.0,,2.0,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,110.76923076923076,,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2021,2020-21,False
1627732-1627788-1629680-203552-203954,1610612755,"Ben Simmons, Furkan Korkmaz, Matisse Thybulle, Seth Curry, Joel Embiid","Simmons, Korkmaz, Thybulle, Curry, Embiid",1627732-1627788-1629680-203552-203954,PHI,1016.0,6,17.0,,37.0,38.0,6.0,75.0,8.0,11.0,1.0,14.0,13.0,40.0,1.0,11.0,3.0,2.0,6.0,23.0,2.0,,7.0,2.0,11.0,0.48148148148148145,0.2857142857142857,0.3333333333333333,0.3125,,0.375,106.2992125984252,13.486486486486486,13.605263157894736,12.837837837837839,13.31578947368421,0.2962962962962963,0.4074074074074074,0.3333333333333333,0.7777777777777778,0.5725592592592592,0.8861,5.264285714285713,25.23076923076923,5.0,1.0,5.0,7.0,40.0,10.0,4.0,5.0,8.0,4.0,19.0,1.0,6.0,36.0,0.7142857142857143,0.7142857142857143,0.5,0.48148148148148145,0.5571428571428572,0.625,0.625,0.8,0.18518518518518517,0.2,0.25,1.0,8.0,17.0,0.8,0.8,1.0,0.037037037037037035,3.0,4.0,1.0,2.0,4.0,3.0,3.0,0.3076923076923077,0.3076923076923077,0.5,0.3333333333333333,0.5,0.5,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.1,15.0,1.0,18.0,3.0,1.0,9.0,3.0,2.0,8.0,4.0,0.75,0.8,0.8571428571428571,0.6666666666666666,0.15625,0.2222222222222222,14.0,,17.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,4.0,2.0,6.0,12.0,20.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,20.0,17.0,2.0,3.0,0.3333333333333333,0.25,0.4,0.5588235294117647,0.07142857142857142,0.2,0.7142857142857143,0.3333333333333333,0.8333333333333334,0.5,0.6666666666666666,0.13333333333333333,0.6666666666666666,1.0,1.0,1.0,0.07407407407407407,0.5,0.5,1.0,0.3333333333333333,1.0,0.2,0.5,0.1,1.0,0.5,0.2,0.56102,0.07142857142857142,0.5,0.4594594594594595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2021,2020-21,False
1627732-1627788-1630178-201588-203118,1610612755,"Ben Simmons, Furkan Korkmaz, Tyrese Maxey, George Hill, Mike Scott","Simmons, Korkmaz, Maxey, Hill, Scott",1627732-1627788-1630178-201588-203118,PHI,101.0,2,2.0,6.0,4.0,5.0,,9.0,,2.0,,3.0,2.0,2.0,,2.0,1.0,,1.0,4.0,,,,,2.0,0.4,,1.0,0.5,,1.0,128.31683168316832,13.75,9.2,13.5,8.8,,0.4,,0.4,0.45976999999999996,,10.833333333333334,26.4,,2.0,3.0,2.0,8.0,2.0,2.0,1.0,2.0,,5.0,1.0,1.0,6.0,0.5,1.0,0.6666666666666666,0.7,0.6666666666666666,,,,0.6,0.6666666666666666,0.6666666666666666,,2.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,0.5,0.5,1.0,1.0,1.0,,0.5,0.5,0.5,0.25,,1.0,3.0,,1.0,3.0,1.0,1.0,,2.0,1.0,,,1.0,0.3333333333333333,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2021,2020-21,False
