EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,TotalPoss,FtPoints,Points,FTDefRebounds,DefRebounds,Rebounds,FTA,Technical Free Throw Trips,FirstChancePoints,DefFTReboundPct,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,OffPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,OffRebounds,Fouls,FoulsDrawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShootingFouls,DefShortMidRangeReboundPct,Fg2aBlocked,ThreePtShootingFoulsDrawn,FG2APctBlocked,ShortMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,Corner3Assists,LongMidRangeAssists,SelfOReb,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,Loose Ball Fouls,Blocked3s,BlockedArc3,RecoveredBlocks,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsPutbacks,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,AtRimPctBlocked,LiveBallTurnoverPct,OffAtRimReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,LostBallTurnovers,LongMidRangePctBlocked,Travels,NonShootingFoulsDrawn,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,LostBallOutOfBoundsTurnovers,Offensive Fouls,3pt And 1 Free Throw Trips,BlockedLongMidRange,OffLongMidRangeReboundPct,DefensiveGoaltends,BlockedCorner3,OffensiveGoaltends,FTOffRebounds,OffFTReboundPct,HeaveAttempts,Defensive 3 Seconds Violations,Corner3PctBlocked,Clear Path Fouls,HeaveMakes,team_id,year,season,team_vs
1626195-1627742-1628366-1628404-1629627,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Josh Hart, Zion Williamson","Hernangomez, Ingram, Ball, Hart, Williamson",1626195-1627742-1628366-1628404-1629627,NOP,13.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110.76923076923076,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,True
1626195-1627742-1628366-1628404-1629638,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Josh Hart, Nickeil Alexander-Walker","Hernangomez, Ingram, Ball, Hart, Alexander-Walker",1626195-1627742-1628366-1628404-1629638,NOP,436.0,4,-1.0,14.0,29.0,7.0,18.0,,6.0,8.0,9.0,,15.0,,95.77981651376147,14.928571428571429,13.428571428571429,7.0,15.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,6.0,1.0,2.0,4.0,7.0,1.0,7.0,19.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,6.0,2.0,3.0,6.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,9.0,1.0,1.0,4.0,2.0,2.0,2.0,5.0,1.0,5.0,2.0,1.0,1.0,2.0,4.0,4.0,0.75,0.75,1.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.5,0.5,0.39285714285714285,0.3333333333333333,0.25,0.5,0.5,0.4,0.5,0.5,0.3333333333333333,0.8,0.16666666666666666,0.6666666666666666,0.2222222222222222,0.5,0.2,0.6666666666666666,1.0,0.5,15.133333333333333,13.933333333333334,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.5,0.2857142857142857,0.5,0.5,1.0,0.07142857142857142,0.42857142857142855,0.16666666666666666,0.16666666666666666,1.0,0.6666666666666666,0.5,1.0,0.3333333333333333,0.25,1.0,0.5,0.7142857142857143,0.16666666666666666,0.5064071428571428,0.58785,0.5595875,0.2777777777777778,0.45454545454545453,0.16666666666666666,0.2222222222222222,4.6571428571428575,25.714285714285715,0.26666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,True
1626195-1627742-1628366-1628404-1629740,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Josh Hart, Nicolo Melli","Hernangomez, Ingram, Ball, Hart, Melli",1626195-1627742-1628366-1628404-1629740,NOP,140.0,1,1.0,4.0,8.0,,5.0,,2.0,2.0,,,5.0,,82.28571428571428,20.0,19.75,2.0,4.0,,,,1.0,2.0,,,,,,1.0,,1.0,1.0,,,1.0,3.0,1.0,1.0,4.0,,,,,,,,,,,,2.0,3.0,1.0,1.0,,1.0,1.0,1.0,,,3.0,,,,2.0,,4.0,,,,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,,,0.625,,,0.625,,,0.25,1.0,,,,0.6666666666666666,,,,,,,15.0,15.0,0.5,0.5,0.5,,0.25,,,,,0.25,1.0,1.0,1.0,,,,,,,,0.75,1.0,0.4720375,,,,,,,6.266666666666667,26.8,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,True
1626195-1627742-1628366-1628404-1630184,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Josh Hart, Kira Lewis Jr.","Hernangomez, Ingram, Ball, Hart, Lewis Jr.",1626195-1627742-1628366-1628404-1630184,NOP,224.0,6,7.0,6.0,14.0,6.0,12.0,,3.0,4.0,9.0,,12.0,,90.0,14.666666666666666,14.666666666666666,4.0,8.0,,,1.0,1.0,1.0,,,,,2.0,4.0,1.0,,,,,3.0,5.0,,1.0,5.0,,1.0,,,,,,,,,4.0,2.0,,,,2.0,,2.0,,1.0,1.0,4.0,,1.0,2.0,1.0,1.0,1.0,4.0,,3.0,,,,,,,0.6666666666666666,0.6666666666666666,,,,0.6,,,0.5,,,0.6,,,0.16666666666666666,1.0,0.5,1.0,,1.0,0.3333333333333333,0.5,,1.0,1.0,,17.0,16.75,0.16666666666666666,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,0.5,0.16666666666666666,,,,,,,,,,,,0.3333333333333333,,0.4959833333333334,0.4258,,0.4,0.375,,,5.0600000000000005,23.1,,1.0,,2.0,1.0,0.4,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,True
1626195-1627742-1628366-1628404-200755,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Josh Hart, JJ Redick","Hernangomez, Ingram, Ball, Hart, Redick",1626195-1627742-1628366-1628404-200755,NOP,1359.0,11,5.0,42.0,85.0,5.0,56.0,,15.0,18.0,5.0,,53.0,,90.06622516556293,15.833333333333334,14.714285714285714,23.0,43.0,2.0,,3.0,10.0,12.0,,,1.0,1.0,1.0,4.0,3.0,8.0,19.0,1.0,1.0,12.0,19.0,9.0,22.0,51.0,,1.0,1.0,,3.0,1.0,1.0,1.0,,2.0,6.0,18.0,18.0,19.0,8.0,3.0,6.0,9.0,5.0,2.0,,24.0,2.0,1.0,5.0,10.0,3.0,8.0,6.0,1.0,3.0,4.0,4.0,,5.0,2.0,2.0,0.25,0.25,0.6666666666666666,0.4090909090909091,0.4090909090909091,0.631578947368421,,1.0,0.6219512195121951,0.75,0.5,0.6511627906976745,0.75,0.5,0.5365853658536586,0.625,0.14285714285714285,0.8333333333333334,0.16666666666666666,0.6818181818181818,0.15789473684210525,0.3333333333333333,0.2,0.5714285714285714,0.8,1.0,16.13953488372093,15.581395348837209,0.2926829268292683,0.8333333333333334,0.8333333333333334,0.2,0.0975609756097561,0.25,0.25,,0.07317073170731707,0.4634146341463415,0.42105263157894735,0.4444444444444444,0.625,,,,0.5,0.5,1.0,0.5,0.8292682926829268,0.42105263157894735,0.5343743902439024,0.3766,0.6479999999999999,0.06976744186046512,0.14285714285714285,0.05357142857142857,0.03571428571428571,5.742105263157894,25.968181818181815,0.046511627906976744,4.0,0.5,,,,,,1.0,3.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,0.045454545454545456,0.05263157894736842,0.8,0.05263157894736842,1.0,0.07317073170731707,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,True
1626195-1627742-1628366-1628404-202339,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Josh Hart, Eric Bledsoe","Hernangomez, Ingram, Ball, Hart, Bledsoe",1626195-1627742-1628366-1628404-202339,NOP,1858.0,12,11.0,61.0,120.0,8.0,86.0,2.0,20.0,27.0,13.0,,74.0,1.0,93.00322927879441,14.442622950819672,14.245901639344263,31.0,59.0,8.0,15.0,8.0,16.0,21.0,3.0,3.0,,,4.0,5.0,7.0,7.0,18.0,1.0,5.0,21.0,31.0,12.0,25.0,75.0,3.0,4.0,2.0,,12.0,1.0,2.0,6.0,,11.0,18.0,24.0,30.0,18.0,7.0,9.0,10.0,19.0,5.0,6.0,2.0,48.0,5.0,2.0,7.0,11.0,7.0,12.0,13.0,1.0,7.0,3.0,2.0,1.0,4.0,11.0,8.0,0.42857142857142855,0.45,0.8333333333333334,0.48,0.48,0.6774193548387096,0.75,0.5,0.6964285714285714,1.0,0.6875,0.6935483870967742,1.0,0.6875,0.44642857142857145,0.6470588235294118,0.2,0.7,0.38461538461538464,0.6666666666666666,0.30434782608695654,,0.36363636363636365,0.42857142857142855,0.7142857142857143,0.6666666666666666,16.559322033898304,15.779661016949152,0.375,0.7619047619047619,0.8,0.375,0.08928571428571429,0.8,0.8,0.5,0.125,0.32142857142857145,0.3888888888888889,0.3888888888888889,0.7142857142857143,0.5,1.0,0.3333333333333333,0.16666666666666666,,,0.625,0.8214285714285714,0.3888888888888889,0.5427732142857142,0.625525,0.51490625,0.11290322580645161,0.1891891891891892,0.13953488372093023,0.12790697674418605,5.3903225806451625,25.404,0.13559322033898305,5.0,0.7142857142857143,1.0,,0.03225806451612903,,,1.0,5.0,5.0,1.0,2.0,6.0,,5.0,1.0,2.0,1.0,1.0,,2.0,,5.0,2.0,1.0,1.0,2.0,1.0,,,1.0,0.09090909090909091,0.5,0.08928571428571429,0.2,0.2,1.0,0.7142857142857143,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,0.047619047619047616,0.6,0.4,0.5,0.16666666666666666,1.0,1.0,0.125,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,True
1626195-1627742-1628366-1629117-1630230,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Wenyen Gabriel, Naji Marshall","Hernangomez, Ingram, Ball, Gabriel, Marshall",1626195-1627742-1628366-1629117-1630230,NOP,165.0,1,-1.0,5.0,9.0,2.0,4.0,,2.0,2.0,2.0,,4.0,,78.54545454545455,19.4,18.2,3.0,4.0,2.0,5.0,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,5.0,,,,,,1.0,1.0,,,2.0,,2.0,,,,,,,,,,,,,1.0,1.0,,,3.0,,1.0,1.0,1.0,,1.0,2.0,2.0,,,,,,1.0,,1.0,0.5,,1.0,0.6666666666666666,,1.0,0.5,0.5,,1.0,,0.6666666666666666,,,,,1.0,,17.0,17.0,,,,,0.5,1.0,1.0,,0.5,,,,,,,,,,,,0.5,,0.5045,,0.3853,0.3333333333333333,0.5,,0.5,9.3,22.9,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,True
1626195-1627742-1628366-1629117-202339,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Wenyen Gabriel, Eric Bledsoe","Hernangomez, Ingram, Ball, Gabriel, Bledsoe",1626195-1627742-1628366-1629117-202339,NOP,750.0,4,16.0,27.0,57.0,6.0,36.0,1.0,12.0,16.0,8.0,,27.0,1.0,109.44,13.555555555555555,13.222222222222221,12.0,30.0,9.0,11.0,6.0,5.0,11.0,2.0,3.0,1.0,2.0,,2.0,1.0,6.0,9.0,1.0,4.0,6.0,15.0,6.0,10.0,20.0,3.0,4.0,1.0,,9.0,1.0,3.0,4.0,,14.0,4.0,8.0,15.0,9.0,6.0,2.0,5.0,7.0,5.0,2.0,,19.0,1.0,3.0,5.0,6.0,4.0,4.0,4.0,,4.0,3.0,3.0,,3.0,14.0,9.0,0.3333333333333333,0.4,0.8333333333333334,0.6,0.6,0.4,0.75,0.3333333333333333,0.6,0.9,1.0,0.6206896551724138,0.9,1.0,0.4,0.75,0.3333333333333333,0.8333333333333334,0.25,0.7857142857142857,0.3076923076923077,0.5,,0.6,0.8,1.0,12.8,11.7,0.44,0.45454545454545453,0.45454545454545453,0.4,0.08,,,,0.04,0.36,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.6,0.6666666666666666,,0.2,0.2857142857142857,0.5,0.5714285714285714,0.84,0.6666666666666666,0.5635220000000001,0.5582625,0.5382285714285714,0.13793103448275862,0.21052631578947367,0.25,0.3888888888888889,4.5,25.46,0.3,1.0,1.0,2.0,,0.13333333333333333,0.5,,1.0,2.0,,1.0,1.0,3.0,,,,1.0,3.0,3.0,,,,5.0,,,,2.0,1.0,,,,0.09090909090909091,0.6666666666666666,0.08,0.5,1.0,,,,,1.0,1.0,,,,,4.0,4.0,2.0,5.0,,5.0,1.0,2.0,,,,,,1.0,,1.0,0.3333333333333333,1.0,,,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,True
1626195-1627742-1628366-1629627-1629638,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Zion Williamson, Nickeil Alexander-Walker","Hernangomez, Ingram, Ball, Williamson, Alexander-Walker",1626195-1627742-1628366-1629627-1629638,NOP,261.0,3,-2.0,9.0,18.0,3.0,8.0,,4.0,4.0,4.0,,8.0,,99.31034482758622,15.333333333333334,14.666666666666666,4.0,9.0,8.0,2.0,,1.0,1.0,,,1.0,1.0,,,,1.0,2.0,,1.0,1.0,1.0,1.0,2.0,10.0,,,,,,1.0,1.0,1.0,3.0,5.0,2.0,,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,5.0,,,2.0,2.0,,1.0,3.0,,1.0,1.0,1.0,,1.0,5.0,8.0,1.0,1.0,1.0,0.5,0.5,1.0,,1.0,0.8333333333333334,,0.5,0.8,,0.625,0.6666666666666666,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,,,0.5,1.0,,13.666666666666666,13.666666666666666,0.3333333333333333,1.0,1.0,1.0,,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,0.5,1.0,0.5,1.0,0.5,0.5111,,0.504975,0.25,0.5,,0.625,3.4,26.3,0.8888888888888888,1.0,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1610612740,2021,2020-21,True
1626195-1627742-1628366-1629627-1630184,1610612740,"Willy Hernangomez, Brandon Ingram, Lonzo Ball, Zion Williamson, Kira Lewis Jr.","Hernangomez, Ingram, Ball, Williamson, Lewis Jr.",1626195-1627742-1628366-1629627-1630184,NOP,252.0,4,-2.0,10.0,19.0,,11.0,1.0,5.0,5.0,,,11.0,1.0,108.57142857142857,11.8,11.8,4.0,9.0,2.0,2.0,,1.0,1.0,,,,,,1.0,2.0,2.0,4.0,,1.0,1.0,3.0,3.0,6.0,13.0,,,,,,,,2.0,,6.0,2.0,,9.0,4.0,2.0,1.0,3.0,4.0,2.0,1.0,,11.0,,,3.0,1.0,,1.0,,,,,,,,6.0,2.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,,,0.6111111111111112,,1.5,0.6111111111111112,,1.5,0.6666666666666666,0.5,,1.0,,0.8,,,,,1.0,,14.88888888888889,14.88888888888889,0.1111111111111111,1.0,1.0,1.0,0.1111111111111111,,,,0.2222222222222222,0.4444444444444444,0.5,0.5,1.0,,,,,,,0.5,0.7777777777777778,0.5,0.5182611111111111,,0.42555,,,,0.5454545454545454,9.966666666666667,24.75,0.2222222222222222,1.0,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,0.1111111111111111,,,,0.5,0.5,1.0,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1610612740,2021,2020-21,True
