EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2A,PtsUnassisted2s,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,BadPassTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefTwoPtReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyDefPoss,AtRimFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3A,PtsAssisted2s,HeaveAttempts,TwoPtAssists,Corner3Assists,AtRimAssists,BadPassSteals,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,LongMidRangeFGM,LongMidRangeAssists,Travels,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFGM,FtPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,OffThreePtRebounds,FTDefRebounds,ShootingFouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedLongMidRange,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFtPoints,SelfOReb,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceArc3Frequency,PenaltyCorner3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsUnassisted3s,ShortMidRangeAssists,StepOutOfBoundsTurnovers,Technical Free Throw Trips,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,ShortMidRangePctBlocked,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,BlockingFouls,BlockingFoulsDrawn,PtsPutbacks,Charge Fouls Drawn,Charge Fouls,FTOffRebounds,OffFTReboundPct,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,PenaltyCorner3FGM,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,Fg3aBlocked,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,team_id,year,season,team_vs
101130-201143-201229-201952-2594,1610612737,"Johan Petro, Al Horford, Anthony Tolliver, Jeff Teague, Kyle Korver","Petro, Horford, Tolliver, Teague, Korver",101130-201143-201229-201952-2594,ATL,149.0,2,2.0,-1.0,4.0,5.0,2.0,1.0,9,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,0.5,1.0,1.0,86.97986577181207,13.5,19.0,13.25,18.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5090666666666667,0.6454,8.133333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,False
101130-201143-201229-2594-2734,1610612737,"Johan Petro, Al Horford, Anthony Tolliver, Kyle Korver, Devin Harris","Petro, Horford, Tolliver, Korver, Harris",101130-201143-201229-2594-2734,ATL,115.0,2,2.0,-3.0,4.0,4.0,,,8,,,,,1.0,,1.0,3.0,6.0,,,,,2.0,,2.0,,,1.0,,1.0,,2.0,,,1.0,,,,3.0,,,0.75,0.75,0.5,,,1.0,,,,100.17391304347825,15.25,13.5,15.25,13.5,,,,,0.5,,0.5,0.4684,,16.2,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,False
101130-201143-201952-2052-2594,1610612737,"Johan Petro, Al Horford, Jeff Teague, DeShawn Stevenson, Kyle Korver","Petro, Horford, Teague, Stevenson, Korver",101130-201143-201952-2052-2594,ATL,155.0,2,3.0,-1.0,4.0,6.0,,1.0,10,1.0,,,,1.0,1.0,2.0,5.0,6.0,,,1.0,,2.0,1.0,3.0,1.0,,1.0,,,1.0,1.0,,,,,1.0,,2.0,,0.5,0.5,0.5,1.0,1.0,,1.0,0.5,,,92.9032258064516,15.25,15.666666666666666,14.5,15.666666666666666,0.2,,,,0.2,,0.8,0.4937875,,9.3,,,2.0,1.0,3.0,3.0,1.0,,1.0,2.0,,5.0,2.0,,,,,,,1.0,0.3333333333333333,0.5,0.6,1.0,1.0,1.0,,0.4,,,,,36.36666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5826,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,False
101130-201143-201952-2052-2746,1610612737,"Johan Petro, Al Horford, Jeff Teague, DeShawn Stevenson, Josh Smith","Petro, Horford, Teague, Stevenson, Smith",101130-201143-201952-2052-2746,ATL,117.0,1,2.0,1.0,4.0,3.0,,,7,1.0,,,,1.0,2.0,2.0,4.0,3.0,,2.0,,1.0,2.0,,2.0,,,,,1.0,,1.0,,,,,,,4.0,,1.0,0.6666666666666666,0.6666666666666666,,,1.0,1.0,,,1.0,86.15384615384616,13.0,21.666666666666668,13.0,21.666666666666668,0.3333333333333333,,,,0.3333333333333333,,0.6666666666666666,0.5081666666666667,,8.45,,,,,1.0,,,,,1.0,,2.0,1.0,,,,,,,,,,0.3333333333333333,1.0,,1.0,,,,,,,24.8,3.0,1.0,,1.0,,,,,,,,2.0,,1.0,,,,0.5,0.5,,,,,1.0,1.0,,0.3333333333333333,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,False
101130-201143-201952-2594-2734,1610612737,"Johan Petro, Al Horford, Jeff Teague, Kyle Korver, Devin Harris","Petro, Horford, Teague, Korver, Harris",101130-201143-201952-2594-2734,ATL,603.0,3,10.0,-2.0,21.0,19.0,8.0,1.0,40,4.0,3.0,1.0,1.0,6.0,5.0,11.0,19.0,21.0,6.0,4.0,,3.0,8.0,1.0,9.0,1.0,1.0,1.0,,1.0,,2.0,,,4.0,,4.0,1.0,19.0,8.0,0.45454545454545453,0.38235294117647056,0.475,0.5,,0.75,0.75,0.09090909090909091,,1.0,95.52238805970148,14.952380952380953,15.210526315789474,14.238095238095237,14.526315789473685,0.23529411764705882,0.058823529411764705,1.0,1.0,0.35294117647058826,0.42857142857142855,0.5882352941176471,0.4943411764705883,0.4592785714285714,11.563636363636364,0.38095238095238093,,5.0,1.0,6.0,3.0,5.0,,1.0,4.0,,9.0,3.0,1.0,,1.0,,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.35294117647058826,0.75,,1.0,1.0,0.29411764705882354,,,,,26.233333333333334,8.0,2.0,1.0,1.0,,,1.0,,,,1.0,6.0,,3.0,1.0,2.0,,0.6,0.6,,,,,0.5,0.6666666666666666,1.0,0.058823529411764705,1.0,1.0,1.0,,,,0.14285714285714285,,,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,6.0,1.0,3.0,4.0,10.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,1.0,10.0,2.0,0.5,0.42857142857142855,0.5555555555555556,0.09090909090909091,0.25,1.0,0.2,0.2,1.0,0.5,0.3333333333333333,0.05555555555555555,0.08333333333333333,0.5263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,False
101130-201143-201952-2594-2746,1610612737,"Johan Petro, Al Horford, Jeff Teague, Kyle Korver, Josh Smith","Petro, Horford, Teague, Korver, Smith",101130-201143-201952-2594-2746,ATL,611.0,3,10.0,-2.0,21.0,21.0,10.0,3.0,42,6.0,,,2.0,5.0,3.0,13.0,15.0,17.0,5.0,,2.0,3.0,11.0,3.0,14.0,1.0,,1.0,,,,1.0,,1.0,3.0,,6.0,,14.0,10.0,0.23076923076923078,0.16666666666666666,0.32608695652173914,1.0,0.2,1.0,0.7333333333333333,0.2,0.25,,98.98527004909984,13.285714285714286,15.80952380952381,12.238095238095237,15.428571428571429,0.3333333333333333,0.1111111111111111,,,0.2777777777777778,,0.6111111111111112,0.5142694444444444,0.41787857142857143,8.661538461538461,0.47619047619047616,,3.0,,5.0,,3.0,,,3.0,,6.0,8.0,1.0,,1.0,,1.0,,,,,0.2777777777777778,0.6666666666666666,0.3333333333333333,0.7142857142857143,,0.16666666666666666,,,,,24.82,9.0,2.0,,2.0,,,1.0,,1.0,1.0,2.0,6.0,,3.0,,2.0,1.0,1.0,1.0,,,0.16666666666666666,,0.3333333333333333,0.3333333333333333,1.0,0.1111111111111111,,,,,,,0.14285714285714285,0.462875,0.06666666666666667,1.0,1.0,,0.2,0.2,1.0,,9.0,1.0,,5.0,5.0,,1.0,,1.0,11.0,4.0,2.0,1.0,5.0,2.0,,,0.25,,,,0.2,0.3333333333333333,1.0,1.0,,0.19047619047619047,0.25,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.06666666666666667,0.5,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,False
101130-201143-201952-2734-2746,1610612737,"Johan Petro, Al Horford, Jeff Teague, Devin Harris, Josh Smith","Petro, Horford, Teague, Harris, Smith",101130-201143-201952-2734-2746,ATL,2145.0,4,36.0,-9.0,66.0,68.0,,5.0,134,15.0,,5.0,18.0,23.0,22.0,56.0,61.0,70.0,,14.0,3.0,8.0,23.0,5.0,28.0,6.0,3.0,2.0,,2.0,,4.0,1.0,,13.0,1.0,12.0,,57.0,,0.39285714285714285,0.4375,0.4411764705882353,0.5,0.08823529411764706,0.8888888888888888,0.7931034482758621,0.13157894736842105,0.14285714285714285,0.8,89.95804195804196,16.40909090909091,15.617647058823529,15.969696969696969,15.367647058823529,0.234375,0.28125,0.2777777777777778,0.29411764705882354,0.359375,,0.359375,0.47226796875,,10.673214285714286,,3.0,5.0,4.0,8.0,9.0,5.0,3.0,3.0,18.0,2.0,39.0,15.0,2.0,,2.0,,2.0,,0.75,0.5,0.5,0.125,0.75,0.6666666666666666,0.8888888888888888,,0.078125,0.6,0.6,0.6666666666666666,0.6,24.525,2.0,8.0,1.0,3.0,,,,,,4.0,,30.0,,15.0,1.0,3.0,3.0,0.6818181818181818,0.6818181818181818,,0.5,0.5,0.07142857142857142,0.5333333333333333,0.6153846153846154,0.375,0.046875,0.3333333333333333,0.3333333333333333,1.0,,,,,0.5109333333333334,0.06557377049180328,9.0,7.0,1.0,0.391304347826087,0.391304347826087,0.7777777777777778,,5.0,4.0,,,,3.0,2.0,,6.0,10.0,5.0,,,,,,,,0.05357142857142857,0.13333333333333333,,0.5,0.5,0.625,1.0,,0.07352941176470588,0.08333333333333333,,,,,,1.0,1.0,0.07692307692307693,,,,1.0,1.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,0.5,0.05555555555555555,0.5,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,False
101130-201143-203098-2052-2734,1610612737,"Johan Petro, Al Horford, John Jenkins, DeShawn Stevenson, Devin Harris","Petro, Horford, Jenkins, Stevenson, Harris",101130-201143-203098-2052-2734,ATL,44.0,1,1.0,2.0,1.0,,,,1,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,1.0,1.0,1.0,,,,,,,,32.72727272727273,22.0,,22.0,,,,,,1.0,,,0.3251,,19.5,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,False
101130-201229-201274-201952-2594,1610612737,"Johan Petro, Anthony Tolliver, Ivan Johnson, Jeff Teague, Kyle Korver","Petro, Tolliver, Johnson, Teague, Korver",101130-201229-201274-201952-2594,ATL,84.0,1,1.0,,2.0,2.0,,,4,,,,,1.0,,1.0,1.0,1.0,,,,1.0,2.0,,2.0,,,,,,,,,,2.0,,4.0,,1.0,,,,0.25,,,1.0,1.0,,,1.0,68.57142857142857,19.0,23.0,19.0,23.0,,,,,1.0,,,0.424,,16.2,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,1.0,,,0.5,0.5,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,False
101130-201229-201274-2594-2734,1610612737,"Johan Petro, Anthony Tolliver, Ivan Johnson, Kyle Korver, Devin Harris","Petro, Tolliver, Johnson, Korver, Harris",101130-201229-201274-2594-2734,ATL,15.0,1,,,,1.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,15.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,False
