EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DeadBallTurnovers,Turnovers,PenaltyTurnovers,3SecondViolations,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsUnassisted2s,Fg2aBlocked,AtRimAssists,OffTwoPtRebounds,DefTwoPtRebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Offensive Fouls,BlockingFoulsDrawn,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,ShortMidRangeFGA,PtsPutbacks,FTDefRebounds,ShortMidRangePctBlocked,DefFTReboundPct,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceCorner3FGA,SecondChanceFG3A,ShootingFouls,BlockingFouls,BlockedShortMidRange,RecoveredBlocks,OffArc3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,SecondChanceCorner3Frequency,Corner3FGM,Corner3Assists,LostBallTurnovers,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ShortMidRangeFGM,2pt And 1 Free Throw Trips,OffShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,BadPassSteals,Travels,Charge Fouls,Loose Ball Fouls,PenaltyCorner3FGM,SelfOReb,SecondChanceTurnovers,SelfORebPct,PenaltyCorner3Accuracy,PtsUnassisted3s,Offensive Fouls Drawn,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,Fg3aBlocked,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,ShortMidRangePctAssisted,SecondChanceArc3PctAssisted,BlockedLongMidRange,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,Technical Free Throw Trips,Corner3PctBlocked,OffFTReboundPct,Blocked3s,BlockedArc3,HeaveAttempts,Clear Path Fouls,Defensive 3 Seconds Violations,LongMidRangePctBlocked,BlockedCorner3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1740-201596-2034-2544-2547,1610612748,"Rashard Lewis, Mario Chalmers, Mike Miller, LeBron James, Chris Bosh","Lewis, Chalmers, Miller, James, Bosh",1740-201596-2034-2544-2547,MIA,129.0,1,2.0,1.0,3.0,3.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,6.0,3.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.8333333333333334,0.8333333333333334,0.75,0.5,0.75,0.6666666666666666,1.0,1.0,0.5,1.0,1.0,1.0,66.97674418604652,19.666666666666668,23.333333333333332,19.666666666666668,21.666666666666668,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,0.5057166666666667,0.5057166666666667,0.16666666666666666,1.0,19.1,24.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2013,2012-13,False
1740-202708-2034-2544-2547,1610612748,"Rashard Lewis, Norris Cole, Mike Miller, LeBron James, Chris Bosh","Lewis, Cole, Miller, James, Bosh",1740-202708-2034-2544-2547,MIA,17.0,1,,-2.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,169.41176470588235,13.0,4.0,13.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2013,2012-13,False
1740-202708-2203-2365-951,1610612748,"Rashard Lewis, Norris Cole, Shane Battier, Chris Andersen, Ray Allen","Lewis, Cole, Battier, Andersen, Allen",1740-202708-2203-2365-951,MIA,316.0,1,5.0,-2.0,8.0,9.0,2.0,2.0,17.0,1.0,2.0,2.0,,,1.0,,,2.0,4.0,,3.0,4.0,8.0,10.0,2.0,4.0,,1.0,,,,,2.0,,1.0,,1.0,,1.0,,,2.0,1.0,2.0,4.0,3.0,7.0,1.0,4.0,1.0,4.0,,4.0,,2.0,,0.5,0.5,,,,,0.5,,0.2857142857142857,,0.4444444444444444,1.0,,0.42857142857142855,1.0,0.3333333333333333,0.6666666666666666,0.6,0.5,1.0,77.46835443037975,20.625,16.77777777777778,18.125,15.444444444444445,0.2857142857142857,0.5,0.5,,0.2857142857142857,0.14285714285714285,,,,,,,0.7142857142857143,,0.5482785714285715,0.6905,0.5,,9.2,23.566666666666666,0.25,1.0,2.0,2.0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.5,1.0,1.0,1.0,0.4055,0.2222222222222222,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2013,2012-13,False
1740-202708-2544-2547-951,1610612748,"Rashard Lewis, Norris Cole, LeBron James, Chris Bosh, Ray Allen","Lewis, Cole, James, Bosh, Allen",1740-202708-2544-2547-951,MIA,43.0,1,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,2.0,,,2.0,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,2.0,2.0,,,,,,,,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,,0.5,,,1.0,100.46511627906976,6.5,30.0,3.0,29.0,0.5,1.0,1.0,,0.5,,,,,0.5,,,0.5,,0.551975,0.551975,1.0,1.0,18.0,24.1,1.0,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,0.3898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2013,2012-13,False
201202-201596-2034-2544-2548,1610612748,"Joel Anthony, Mario Chalmers, Mike Miller, LeBron James, Dwyane Wade","Anthony, Chalmers, Miller, James, Wade",201202-201596-2034-2544-2548,MIA,133.0,2,2.0,,4.0,6.0,3.0,3.0,10.0,,,,,,,,,1.0,5.0,,,4.0,6.0,6.0,2.0,4.0,1.0,3.0,,,4.0,6.0,,,,,,,,,,,,,1.0,3.0,4.0,,2.0,,4.0,,2.0,6.0,3.0,,,,,,,,0.2,0.3333333333333333,0.2,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.6,,,,,0.75,,,108.27067669172932,19.0,9.5,18.25,9.5,,,,,,,,,,,,,0.8,,0.5008,0.43226666666666663,0.6666666666666666,1.0,2.7399999999999998,,0.75,,,,,1.0,4.0,3.0,1.0,2.0,2.0,3.0,,3.0,,,,,,,,2.0,,,,0.5,0.5,0.6,0.5,,,0.75,1.0,,,,,0.8,0.25,0.5,,1.0,0.46485,0.2857142857142857,0.2857142857142857,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.2,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2013,2012-13,False
201202-201596-2203-2544-2548,1610612748,"Joel Anthony, Mario Chalmers, Shane Battier, LeBron James, Dwyane Wade","Anthony, Chalmers, Battier, James, Wade",201202-201596-2203-2544-2548,MIA,162.0,1,3.0,-1.0,4.0,4.0,,2.0,8.0,,,2.0,,,2.0,,,1.0,2.0,,4.0,,2.0,3.0,,2.0,,,,,,,,,2.0,,,,,,,,2.0,1.0,3.0,2.0,5.0,1.0,,,,,,,,,,,,,,,0.5,,0.16666666666666666,,0.16666666666666666,0.5,,0.6666666666666666,1.0,0.5,0.75,0.4,,1.0,71.1111111111111,24.25,16.25,14.75,14.5,,,,,0.3333333333333333,0.3333333333333333,,,,,,,0.8333333333333334,,0.5475666666666666,,1.0,,5.2,24.375,,,,,,1.0,1.0,,1.0,1.0,2.0,,,,2.0,,,,,,,,1.0,,1.0,1.0,0.5,,,,0.6666666666666666,,,,1.0,,,0.16666666666666666,1.0,1.0,,,,,,4.0,1.0,1.0,,1.0,,,,,0.16666666666666666,0.5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2013,2012-13,False
201202-201596-2544-2547-2548,1610612748,"Joel Anthony, Mario Chalmers, LeBron James, Chris Bosh, Dwyane Wade","Anthony, Chalmers, James, Bosh, Wade",201202-201596-2544-2547-2548,MIA,110.0,1,2.0,-6.0,4.0,4.0,,,8.0,,,1.0,,,,,,,,1.0,1.0,,3.0,9.0,,,,,,,,,,3.0,,,,1.0,1.0,,,3.0,,,,,,1.0,,,,,3.0,,,,,,1.0,1.0,,1.0,,,1.5,,1.5,,,1.0,,,,,,,104.72727272727273,16.5,11.0,16.5,11.0,,,,,1.0,,,,,,,,1.0,,0.50115,,,,,24.5,,,3.0,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2013,2012-13,False
201202-201596-2544-2548-2617,1610612748,"Joel Anthony, Mario Chalmers, LeBron James, Dwyane Wade, Udonis Haslem","Anthony, Chalmers, James, Wade, Haslem",201202-201596-2544-2548-2617,MIA,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2013,2012-13,False
201202-201596-2544-2548-951,1610612748,"Joel Anthony, Mario Chalmers, LeBron James, Dwyane Wade, Ray Allen","Anthony, Chalmers, James, Wade, Allen",201202-201596-2544-2548-951,MIA,127.0,1,2.0,5.0,4.0,4.0,4.0,1.0,8.0,,,,,,,,,3.0,5.0,,,3.0,9.0,4.0,,2.0,3.0,5.0,,,3.0,9.0,,,,,,,,,,,,,2.0,2.0,4.0,2.0,2.0,,3.0,,7.0,9.0,4.0,,,,,,,,0.6,0.6,0.6,0.6,0.75,0.5,0.75,,,,1.0,1.0,,,90.70866141732283,12.5,19.25,11.75,19.25,,,,,,,,,,,,,0.2,,0.46454000000000006,0.46454000000000006,0.2222222222222222,1.0,5.24,,1.0,,,,,,1.0,1.0,1.0,2.0,6.0,,,2.0,2.0,,,,,,,2.0,,,,0.5,0.5,,,,1.0,1.0,1.0,,1.0,1.0,,0.2,,,,0.2,0.54175,0.3333333333333333,0.3333333333333333,4.0,,1.0,,4.0,2.0,,,,0.8,0.5,,,,,2.0,,,,,,,,,,,,,,,,3.0,1.0,1.0,0.75,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2013,2012-13,False
201202-202708-2034-2544-951,1610612748,"Joel Anthony, Norris Cole, Mike Miller, LeBron James, Ray Allen","Anthony, Cole, Miller, James, Allen",201202-202708-2034-2544-951,MIA,485.0,2,8.0,,13.0,13.0,,,26.0,,1.0,1.0,,2.0,3.0,,,2.0,5.0,2.0,4.0,3.0,13.0,13.0,,,,,,,,,,6.0,3.0,2.0,,2.0,2.0,2.0,,6.0,,1.0,5.0,,5.0,4.0,3.0,,4.0,,13.0,,,,,,1.0,0.5,,0.5,0.4,,0.5555555555555556,,0.5909090909090909,,,0.4444444444444444,0.5,,0.7142857142857143,,,0.5,77.19587628865979,15.615384615384615,21.692307692307693,15.615384615384615,20.307692307692307,0.1111111111111111,,,,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,,,,0.8888888888888888,0.6666666666666666,0.5375944444444445,,,,4.9399999999999995,25.9,,2.0,2.0,,,2.0,4.0,,,,4.0,1.0,,,4.0,2.0,1.0,,,,1.0,2.0,1.0,,1.0,,,0.2,0.25,,0.8,,,,0.75,,,0.4444444444444444,0.5,0.6666666666666666,,,,0.18181818181818182,0.2857142857142857,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2013,2012-13,False
201202-202708-2203-2544-951,1610612748,"Joel Anthony, Norris Cole, Shane Battier, LeBron James, Ray Allen","Anthony, Cole, Battier, James, Allen",201202-202708-2203-2544-951,MIA,265.0,1,4.0,-5.0,6.0,6.0,2.0,2.0,12.0,,,1.0,1.0,,1.0,,1.0,1.0,7.0,1.0,2.0,,5.0,10.0,,,,,1.0,2.0,,3.0,2.0,3.0,1.0,,1.0,1.0,2.0,,,5.0,,1.0,2.0,4.0,6.0,2.0,1.0,,,,5.0,3.0,2.0,,1.0,1.0,1.0,0.5,0.5,0.5,0.14285714285714285,,0.2777777777777778,0.75,0.2777777777777778,,0.75,0.2222222222222222,1.0,,0.6666666666666666,0.6666666666666666,,1.0,65.20754716981132,22.666666666666668,21.5,19.333333333333332,21.0,,,,,0.1111111111111111,0.1111111111111111,,,,0.5,0.5,,0.8888888888888888,,0.5418333333333334,0.41835,,0.6,1.9714285714285715,25.2,0.3333333333333333,1.0,1.0,,,1.0,6.0,,,3.0,,,1.0,4.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,0.5,0.6666666666666666,0.6,,,,,0.6666666666666666,0.16666666666666666,0.16666666666666666,1.0,,0.6124666666666666,,,1.0,,3.0,,1.0,,,,,0.1111111111111111,1.0,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,1.0,2.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2013,2012-13,False
201202-202708-2544-2547-2548,1610612748,"Joel Anthony, Norris Cole, LeBron James, Chris Bosh, Dwyane Wade","Anthony, Cole, James, Bosh, Wade",201202-202708-2544-2547-2548,MIA,293.0,1,5.0,2.0,9.0,11.0,,1.0,20.0,,2.0,,,2.0,2.0,,,2.0,6.0,2.0,2.0,1.0,11.0,9.0,,2.0,,,,,,,2.0,,2.0,2.0,1.0,,1.0,,,2.0,,1.0,4.0,1.0,5.0,3.0,1.0,,2.0,,9.0,,,,0.5,1.0,,1.0,,1.0,0.3333333333333333,,0.625,,0.6111111111111112,1.0,,0.25,1.0,,0.5714285714285714,0.25,,1.0,98.29351535836177,11.222222222222221,17.454545454545453,11.222222222222221,15.272727272727273,0.25,,,,,0.25,1.0,1.0,,,,,0.75,1.0,0.57450625,,0.18181818181818182,,7.333333333333333,25.95,,1.0,2.0,,,2.0,4.0,,1.0,1.0,2.0,,1.0,1.0,3.0,2.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.5,0.5,0.25,,0.5,0.5,1.0,,0.5,0.5,0.5,0.5,,0.6408,0.1111111111111111,0.14285714285714285,10.0,1.0,1.0,,,2.0,,,,,1.0,1.0,,,,1.0,,,1.0,,0.3333333333333333,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2013,2012-13,False
201202-202708-2544-2547-951,1610612748,"Joel Anthony, Norris Cole, LeBron James, Chris Bosh, Ray Allen","Anthony, Cole, James, Bosh, Allen",201202-202708-2544-2547-951,MIA,30.0,1,,-2.0,1.0,1.0,,,2.0,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,23.0,7.0,23.0,7.0,,,,,,,,,,,,,,,0.3682,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2013,2012-13,False
201202-202708-2544-2548-2617,1610612748,"Joel Anthony, Norris Cole, LeBron James, Dwyane Wade, Udonis Haslem","Anthony, Cole, James, Wade, Haslem",201202-202708-2544-2548-2617,MIA,7.0,1,,-2.0,,1.0,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.71428571428572,,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2013,2012-13,False
