EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,FTDefRebounds,DefRebounds,Rebounds,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefFTReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,HeaveAttempts,BadPassOutOfBoundsTurnovers,Offensive Fouls,BlockedShortMidRange,SecondChanceFg2Pct,SecondChanceEfgPct,OffLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,ShortMidRangeFGM,BlockingFoulsDrawn,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,OffAtRimReboundPct,SecondChanceCorner3FGA,SecondChanceFG3A,PtsPutbacks,Fg3aBlocked,ShortMidRangeAssists,SelfOReb,Offensive Fouls Drawn,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,SelfORebPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3FGA,SecondChanceArc3Frequency,Loose Ball Fouls Drawn,Clear Path Fouls,Charge Fouls Drawn,SecondChanceArc3FGM,SecondChanceFG3M,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,StepOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,3SecondViolations,Corner3PctBlocked,BlockedLongMidRange,3pt And 1 Free Throw Trips,OffensiveGoaltends,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,team_id,year,season,team_vs
101132-101161-101181-101187-101249,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Alan Anderson, John Lucas III","Kleiza, Johnson, Calderon, Anderson, Lucas III",101132-101161-101181-101187-101249,TOR,63.0,1,1.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114.28571428571428,15.5,10.666666666666666,15.5,9.666666666666666,1.0,1.0,1.0,0.4096,0.4096,1.0,17.55,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2013,2012-13,False
101132-101161-101181-101187-201942,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Alan Anderson, DeMar DeRozan","Kleiza, Johnson, Calderon, Anderson, DeRozan",101132-101161-101181-101187-201942,TOR,1308.0,6,22.0,,40.0,39.0,17.0,26.0,79.0,3.0,10.0,10.0,19.0,43.0,43.0,4.0,7.0,21.0,6.0,1.0,12.0,16.0,41.0,21.0,17.0,0.5263157894736842,0.5714285714285714,0.47058823529411764,0.5,0.5384615384615384,0.6176470588235294,1.0,86.97247706422019,17.1,16.0,16.125,14.794871794871796,0.29411764705882354,0.3,0.3333333333333333,0.5072058823529412,0.533625,0.4883720930232558,11.605263157894736,0.425,3.0,7.0,7.0,3.0,3.0,2.0,1.0,6.0,1.0,3.0,3.0,9.0,1.0,4.0,4.0,15.0,11.0,1.0,2.0,2.0,2.0,7.0,7.0,14.0,9.0,3.0,9.0,3.0,2.0,7.0,3.0,10.0,2.0,1.0,5.0,2.0,23.0,2.0,1.0,1.0,5.0,6.0,4.0,6.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,7.0,1.0,14.0,1.0,2.0,11.0,15.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.7,0.7,0.75,0.26666666666666666,0.2857142857142857,0.26666666666666666,0.5,0.4411764705882353,0.10526315789473684,0.5,0.1,0.5,0.5,0.46153846153846156,0.1111111111111111,0.8333333333333334,0.18181818181818182,0.5789473684210527,0.15,0.5,0.16666666666666666,0.2,0.6666666666666666,0.4,0.4,1.0,0.5,1.0,0.20588235294117646,1.0,1.0,0.7142857142857143,0.058823529411764705,0.6666666666666666,0.17647058823529413,0.16666666666666666,0.16666666666666666,1.0,0.2647058823529412,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.21428571428571427,1.0,0.21428571428571427,0.3333333333333333,0.2857142857142857,0.25,0.6470588235294118,0.3333333333333333,0.2953,0.13513513513513514,0.19047619047619047,0.0625,0.046511627906976744,24.89333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2013,2012-13,False
101132-101161-101181-101187-203082,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Alan Anderson, Terrence Ross","Kleiza, Johnson, Calderon, Anderson, Ross",101132-101161-101181-101187-203082,TOR,415.0,3,7.0,-9.0,13.0,14.0,6.0,11.0,27.0,2.0,5.0,4.0,7.0,12.0,21.0,1.0,2.0,6.0,4.0,2.0,4.0,7.0,10.0,6.0,6.0,0.5714285714285714,0.5,0.3333333333333333,0.25,0.42857142857142855,0.5,1.0,93.6867469879518,16.153846153846153,14.642857142857142,15.23076923076923,14.285714285714286,0.4166666666666667,0.4,0.4,0.5399272727272727,0.48310000000000003,0.5,13.757142857142856,0.46153846153846156,1.0,2.0,2.0,,,,,2.0,,1.0,,3.0,,1.0,,5.0,4.0,2.0,,2.0,,2.0,4.0,4.0,,,2.0,,,2.0,,2.0,,,1.0,1.0,4.0,1.0,2.0,,2.0,,3.0,1.0,1.0,,1.0,,2.0,1.0,,3.0,,1.0,2.0,,3.0,,,5.0,4.0,,,1.0,,1.0,1.0,,1.0,,,1.0,0.5,0.5,,,,,0.5,0.4166666666666667,,,,0.3333333333333333,,,0.6666666666666666,0.6666666666666666,0.25,0.4,0.42857142857142855,,,0.5,,,,0.6666666666666666,,,0.16666666666666666,1.0,1.0,0.5,,0.5,0.16666666666666666,,,,0.25,,,,,,0.25,,0.25,,0.5833333333333334,,0.57785,0.07692307692307693,0.125,,0.16666666666666666,29.52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2013,2012-13,False
101132-101161-101181-101249-200745,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, John Lucas III, Andrea Bargnani","Kleiza, Johnson, Calderon, Lucas III, Bargnani",101132-101161-101181-101249-200745,TOR,337.0,2,6.0,5.0,9.0,9.0,,,18.0,,1.0,3.0,5.0,14.0,9.0,,,,2.0,,4.0,5.0,14.0,,,0.6,,0.6666666666666666,,0.7,,,76.9139465875371,15.444444444444445,22.0,15.333333333333334,19.0,0.1111111111111111,,,0.5023888888888889,,,6.720000000000001,,,2.0,2.0,,,2.0,1.0,2.0,,,1.0,2.0,,,2.0,4.0,2.0,,,,,,,4.0,6.0,,2.0,1.0,,2.0,2.0,4.0,1.0,1.0,2.0,,10.0,1.0,,,,4.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,2.0,,,1.0,,,1.0,,1.0,1.0,,,0.6666666666666666,0.6666666666666666,1.0,0.5,,0.5,,0.4444444444444444,,,,,,0.6666666666666666,,,0.5,0.6666666666666666,0.25,,1.0,,0.3333333333333333,1.0,1.0,,,1.0,0.2222222222222222,1.0,1.0,1.0,0.2222222222222222,,0.2222222222222222,0.5,0.5,1.0,0.2222222222222222,0.5,0.5,1.0,,,,,,,0.6666666666666666,0.5,,0.1,0.16666666666666666,,,23.8,,,,,,,1.0,,,,,,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2013,2012-13,False
101132-101161-101181-200745-200768,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Andrea Bargnani, Kyle Lowry","Kleiza, Johnson, Calderon, Bargnani, Lowry",101132-101161-101181-200745-200768,TOR,47.0,1,1.0,-2.0,1.0,2.0,1.0,2.0,3.0,,,,2.0,,2.0,,2.0,,,,1.0,2.0,,,1.0,,,,,,,,91.91489361702128,20.0,13.5,18.0,13.5,,,,0.4811,0.4811,,2.6,1.0,1.0,,2.0,,2.0,,,,,,,1.0,,1.0,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,1.0,0.5,,,1.0,0.5,,,,1.0,,,,,,0.6666666666666666,,,,,,,,,,0.3333333333333333,,,,0.6666666666666666,,,,0.3333333333333333,,1.0,,0.6286,,,,,36.5,,1.0,,,,,,,,,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2013,2012-13,False
101132-101161-101181-200745-201942,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Andrea Bargnani, DeMar DeRozan","Kleiza, Johnson, Calderon, Bargnani, DeRozan",101132-101161-101181-200745-201942,TOR,1756.0,10,29.0,-7.0,57.0,55.0,12.0,24.0,112.0,4.0,14.0,17.0,42.0,42.0,49.0,5.0,10.0,10.0,14.0,,23.0,29.0,35.0,10.0,12.0,0.40476190476190477,0.5,0.37,0.45454545454545453,0.38181818181818183,0.4166666666666667,,91.84510250569477,16.771929824561404,14.545454545454545,15.631578947368421,13.89090909090909,0.28,0.2857142857142857,0.3333333333333333,0.490569,0.5403409090909091,0.23809523809523808,8.647619047619047,0.21052631578947367,7.0,12.0,18.0,4.0,8.0,10.0,,1.0,,1.0,1.0,7.0,,,1.0,8.0,5.0,4.0,1.0,7.0,,1.0,,20.0,3.0,,7.0,1.0,5.0,10.0,1.0,11.0,1.0,,8.0,1.0,23.0,2.0,3.0,1.0,5.0,18.0,6.0,4.0,3.0,1.0,4.0,3.0,4.0,1.0,,8.0,1.0,2.0,2.0,2.0,12.0,2.0,1.0,11.0,11.0,1.0,,5.0,,1.0,2.0,2.0,2.0,2.0,4.0,1.0,0.5882352941176471,0.6666666666666666,1.0,0.125,,0.125,0.5833333333333334,0.16,0.11904761904761904,0.2,0.14285714285714285,0.5,0.25,0.8181818181818182,0.12,0.7142857142857143,0.2857142857142857,0.7931034482758621,0.15625,0.1111111111111111,0.3333333333333333,,0.8888888888888888,0.5,0.8181818181818182,0.6666666666666666,1.0,1.0,0.36,0.6666666666666666,0.7058823529411765,0.6666666666666666,0.2,0.25,0.02,,,,0.14,0.14285714285714285,0.16666666666666666,1.0,0.7272727272727273,0.5,0.09090909090909091,,,,0.52,0.14285714285714285,0.57245,0.09259259259259259,0.10869565217391304,,0.16666666666666666,24.7375,2.0,3.0,3.0,,,,,0.75,0.6,0.1,0.6,0.6666666666666666,1.0,,0.1,0.125,0.16666666666666666,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.125,0.05555555555555555,0.14285714285714285,0.038461538461538464,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2013,2012-13,False
101132-101161-101181-200745-203082,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Andrea Bargnani, Terrence Ross","Kleiza, Johnson, Calderon, Bargnani, Ross",101132-101161-101181-200745-203082,TOR,311.0,2,5.0,4.0,9.0,8.0,4.0,4.0,17.0,2.0,3.0,5.0,6.0,14.0,10.0,2.0,2.0,7.0,4.0,2.0,2.0,3.0,14.0,7.0,4.0,0.8333333333333334,1.0,0.625,0.5,0.7222222222222222,0.6,1.0,78.71382636655949,18.11111111111111,18.5,16.77777777777778,18.125,0.375,0.6666666666666666,0.6666666666666666,0.4912625,0.446275,0.5,11.316666666666668,0.4444444444444444,1.0,2.0,2.0,,,1.0,,,,,,2.0,,2.0,,2.0,4.0,,,,,2.0,3.0,6.0,,,2.0,,,3.0,,3.0,,,1.0,1.0,6.0,1.0,,,,,1.0,,,,1.0,1.0,,,,1.0,,,2.0,,2.0,,,3.0,4.0,1.0,1.0,1.0,,1.0,,,,,,1.0,0.6,0.6,,,,,,0.25,,,,1.0,,,,,0.5,,0.3333333333333333,,0.5,,,,,,,,0.25,1.0,1.0,0.5,0.125,0.5,,,,,0.25,,,,,,,,0.5,,0.5,,,0.125,0.16666666666666666,,,26.0,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2013,2012-13,False
101132-101161-101181-200768-202334,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Kyle Lowry, Ed Davis","Kleiza, Johnson, Calderon, Lowry, Davis",101132-101161-101181-200768-202334,TOR,140.0,1,2.0,3.0,5.0,5.0,5.0,5.0,10.0,1.0,1.0,1.0,1.0,8.0,5.0,1.0,1.0,8.0,2.0,,2.0,2.0,8.0,8.0,5.0,1.0,1.0,0.8,0.8,0.8,0.8,,102.85714285714285,12.8,15.2,12.8,15.2,0.2,1.0,1.0,0.51483,0.51483,1.0,23.4,1.0,,,,,,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,,,,,2.0,4.0,,,3.0,3.0,2.0,1.0,,,1.0,1.0,,1.0,,,3.0,,,,,2.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,0.5,0.5,0.5,0.5,,0.8,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,0.4,0.5,0.5,1.0,0.4,0.5,0.5,,,,0.4,0.5,0.4,0.5,0.8,0.5,,,,,,24.6,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2013,2012-13,False
101132-101161-101181-200768-203082,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Kyle Lowry, Terrence Ross","Kleiza, Johnson, Calderon, Lowry, Ross",101132-101161-101181-200768-203082,TOR,22.0,1,,2.0,1.0,,1.0,,1.0,,,,,2.0,,,,2.0,,,,,2.0,2.0,1.0,,,,,1.0,1.0,,65.45454545454545,22.0,,22.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2013,2012-13,False
101132-101161-101181-201187-201942,1610612761,"Linas Kleiza, Amir Johnson, Jose Calderon, Dominic McGuire, DeMar DeRozan","Kleiza, Johnson, Calderon, McGuire, DeRozan",101132-101161-101181-201187-201942,TOR,26.0,1,,-2.0,,1.0,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,55.38461538461538,,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2013,2012-13,False
