EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Travels,PenaltyTurnovers,ShootingFouls,Charge Fouls,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,Corner3Assists,FTDefRebounds,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,PenaltyFg3Pct,AtRimPctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,SecondChanceTurnovers,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,BlockingFouls,Offensive Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,Defensive 3 Seconds Violations,Clear Path Fouls,BlockedArc3,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1713-1717-1882-1890-201564,1610612742,"Vince Carter, Dirk Nowitzki, Elton Brand, Shawn Marion, O.J. Mayo","Carter, Nowitzki, Brand, Marion, Mayo",1713-1717-1882-1890-201564,DAL,5.0,1,-3.0,1.0,1.0,1.0,3.0,288.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2013,2012-13,True
1713-1717-1882-1890-201954,1610612742,"Vince Carter, Dirk Nowitzki, Elton Brand, Shawn Marion, Darren Collison","Carter, Nowitzki, Brand, Marion, Collison",1713-1717-1882-1890-201954,DAL,291.0,6,-1.0,10.0,9.0,19.0,11.0,94.02061855670104,15.0,14.4,5.0,9.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,10.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,6.0,1.0,1.0,2.0,3.0,6.0,3.0,1.0,1.0,1.0,8.0,4.0,4.0,1.0,0.3333333333333333,0.5,0.75,0.5,0.5,0.375,0.5,0.25,0.45454545454545453,0.5,0.4,0.5,1.0,0.5,1.0,1.0,0.25,0.6,0.4,1.0,0.5,1.0,1.0,1.0,15.666666666666666,15.333333333333334,0.25,1.0,1.0,0.5,0.25,0.5,0.5,0.25,0.25,0.5,1.0,0.25,1.0,0.5,0.75,0.52959375,0.5499,0.506625,0.2727272727272727,0.42857142857142855,0.2,0.4,6.95,24.0,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2013,2012-13,True
1713-1717-1882-1890-2229,1610612742,"Vince Carter, Dirk Nowitzki, Elton Brand, Shawn Marion, Mike James","Carter, Nowitzki, Brand, Marion, James",1713-1717-1882-1890-2229,DAL,553.0,4,1.0,19.0,8.0,36.0,16.0,93.74321880650994,14.68421052631579,13.68421052631579,9.0,17.0,8.0,2.0,3.0,5.0,1.0,2.0,2.0,4.0,1.0,5.0,,1.0,,5.0,12.0,1.0,4.0,17.0,1.0,2.0,2.0,4.0,8.0,,2.0,10.0,6.0,4.0,2.0,1.0,3.0,4.0,1.0,9.0,,2.0,,2.0,7.0,9.0,2.0,11.0,4.0,5.0,5.0,2.0,5.0,1.0,2.0,1.0,2.0,15.0,10.0,8.0,,0.6,0.75,0.4166666666666667,0.5,0.5,0.5,0.5,0.5,0.5333333333333333,0.5,0.5555555555555556,0.07692307692307693,,0.7777777777777778,0.3333333333333333,0.6666666666666666,,0.75,0.3333333333333333,0.25,,0.5,1.0,1.0,16.11764705882353,16.058823529411764,0.38461538461538464,0.6,0.6,0.3333333333333333,0.38461538461538464,0.2,0.25,,0.07692307692307693,1.0,0.5,0.5,0.5,,0.46153846153846156,0.4602230769230769,0.4974,0.4564625,0.07142857142857142,0.07692307692307693,0.11764705882352941,0.5882352941176471,7.658333333333334,24.9,0.47058823529411764,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.2,0.2,0.5,0.75,0.2,1.0,0.15384615384615385,0.5,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2013,2012-13,True
1713-1717-1882-201564-201954,1610612742,"Vince Carter, Dirk Nowitzki, Elton Brand, O.J. Mayo, Darren Collison","Carter, Nowitzki, Brand, Mayo, Collison",1713-1717-1882-201564-201954,DAL,4985.0,42,-4.0,163.0,58.0,322.0,169.0,93.01504513540623,15.257668711656441,14.177914110429448,83.0,159.0,91.0,12.0,20.0,28.0,1.0,6.0,10.0,14.0,10.0,29.0,17.0,19.0,11.0,44.0,87.0,36.0,41.0,165.0,1.0,12.0,5.0,23.0,49.0,23.0,26.0,87.0,54.0,34.0,2.0,19.0,27.0,36.0,14.0,81.0,3.0,12.0,,17.0,39.0,58.0,15.0,73.0,11.0,25.0,27.0,38.0,57.0,22.0,5.0,1.0,5.0,160.0,83.0,89.0,7.0,0.6136363636363636,0.627906976744186,0.5057471264367817,0.08333333333333333,0.46938775510204084,0.5040650406504065,0.08333333333333333,0.4236111111111111,0.5506756756756757,0.16666666666666666,0.4942528735632184,0.2926829268292683,,0.6290322580645161,0.2857142857142857,0.85,0.125,0.6829268292682927,0.22727272727272727,0.2631578947368421,,0.5555555555555556,0.6666666666666666,0.6,15.71069182389937,14.641509433962264,0.22764227642276422,0.7142857142857143,0.7692307692307693,0.7,0.23577235772357724,0.3448275862068966,0.37037037037037035,0.13821138211382114,0.15447154471544716,0.5,0.16666666666666666,0.19444444444444445,0.7142857142857143,0.1527777777777778,0.5203252032520326,0.48426382113821137,0.4634636363636364,0.4778368055555555,0.15714285714285714,0.21153846153846154,0.030303030303030304,0.5272727272727272,10.006896551724138,24.41111111111111,0.5723270440251572,14.0,30.0,6.0,12.0,27.0,6.0,5.0,9.0,3.0,3.0,10.0,,13.0,5.0,14.0,8.0,,2.0,11.0,11.0,2.0,2.0,8.0,4.0,1.0,6.0,0.75,0.3333333333333333,0.3333333333333333,0.05747126436781609,0.06896551724137931,0.56,0.375,0.6470588235294118,,0.3,0.24390243902439024,0.4666666666666667,0.4827586206896552,0.7142857142857143,0.3157894736842105,0.3157894736842105,0.5,0.3157894736842105,6.0,4.0,12.0,1.0,3.0,5.0,9.0,6.0,2.0,8.0,4.0,6.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,2.0,0.21739130434782608,0.07142857142857142,0.03333333333333333,1.0,0.26666666666666666,0.23076923076923078,0.9333333333333333,0.4,0.35294117647058826,0.35294117647058826,1.0,0.16666666666666666,0.3333333333333333,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2013,2012-13,True
1713-1717-1882-201564-201958,1610612742,"Vince Carter, Dirk Nowitzki, Elton Brand, O.J. Mayo, Rodrigue Beaubois","Carter, Nowitzki, Brand, Mayo, Beaubois",1713-1717-1882-201564-201958,DAL,529.0,8,5.0,16.0,3.0,35.0,16.0,95.27410207939509,14.6875,14.6875,9.0,19.0,8.0,1.0,2.0,2.0,,,,,3.0,6.0,1.0,1.0,1.0,6.0,13.0,2.0,6.0,21.0,,,2.0,2.0,6.0,1.0,4.0,8.0,2.0,10.0,,1.0,1.0,2.0,1.0,5.0,,1.0,,1.0,8.0,9.0,1.0,10.0,2.0,2.0,3.0,5.0,9.0,3.0,,,,19.0,8.0,8.0,,0.16666666666666666,0.16666666666666666,0.46153846153846156,,0.3333333333333333,0.5,,0.2857142857142857,0.5526315789473685,1.0,0.4444444444444444,0.13333333333333333,,1.0,0.14285714285714285,1.0,,1.0,0.125,0.3333333333333333,,1.0,,,15.473684210526315,15.473684210526315,0.13333333333333333,1.0,1.0,0.5,0.4,0.5,0.6,0.06666666666666667,0.06666666666666667,,,,,0.14285714285714285,0.26666666666666666,0.42472333333333334,,0.40688571428571424,0.17647058823529413,0.2,0.09523809523809523,0.38095238095238093,11.153846153846153,23.4,0.42105263157894735,1.0,5.0,,1.0,3.0,,2.0,1.0,,,,,,,,,,1.0,,1.0,,,2.0,,,2.0,1.0,0.5,0.5,0.15384615384615385,0.16666666666666666,,,1.0,,,0.3333333333333333,0.2,0.25,,,,,,1.0,,,,2.0,,,1.0,,,,,,,2.0,,,1.0,,,,,,0.2,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2013,2012-13,True
1713-1717-1882-201564-202346,1610612742,"Vince Carter, Dirk Nowitzki, Elton Brand, O.J. Mayo, Dominique Jones","Carter, Nowitzki, Brand, Mayo, Jones",1713-1717-1882-201564-202346,DAL,142.0,1,-1.0,5.0,,9.0,5.0,91.26760563380282,12.6,12.6,2.0,4.0,,2.0,1.0,3.0,1.0,2.0,,,,1.0,1.0,,,2.0,5.0,1.0,,4.0,1.0,2.0,2.0,,,,,,,4.0,2.0,,,,,,,2.0,,1.0,1.0,2.0,2.0,4.0,,,,,,,,,,2.0,,,,,,0.4,0.5,,0.3333333333333333,0.5,,0.3333333333333333,0.5,,0.16666666666666666,,1.0,0.6666666666666666,1.0,,1.0,0.5,1.0,,1.0,,,19.75,18.5,0.5,0.3333333333333333,0.3333333333333333,,0.16666666666666666,,,0.16666666666666666,,1.0,0.5,,,,0.6666666666666666,0.49264166666666664,0.57035,,,,0.5,,5.8,23.8,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.5,,0.25,,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2013,2012-13,True
1713-1717-1882-201564-203109,1610612742,"Vince Carter, Dirk Nowitzki, Elton Brand, O.J. Mayo, Jae Crowder","Carter, Nowitzki, Brand, Mayo, Crowder",1713-1717-1882-201564-203109,DAL,6.0,1,2.0,1.0,1.0,2.0,,480.0,4.0,4.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,1.0,1.0,,,2.0,,,,1.0,1.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,0.9069,,0.9069,,,,1.0,0.4,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2013,2012-13,True
1713-1717-1882-201564-2229,1610612742,"Vince Carter, Dirk Nowitzki, Elton Brand, O.J. Mayo, Mike James","Carter, Nowitzki, Brand, Mayo, James",1713-1717-1882-201564-2229,DAL,1813.0,19,22.0,61.0,34.0,119.0,55.0,94.51737451737452,15.770491803278688,15.540983606557377,30.0,58.0,34.0,5.0,10.0,13.0,1.0,1.0,9.0,11.0,1.0,3.0,4.0,12.0,8.0,17.0,31.0,16.0,16.0,77.0,1.0,1.0,7.0,11.0,20.0,8.0,13.0,47.0,10.0,24.0,2.0,12.0,5.0,13.0,3.0,34.0,2.0,3.0,,9.0,15.0,25.0,5.0,30.0,2.0,6.0,16.0,13.0,20.0,4.0,2.0,,2.0,70.0,43.0,31.0,6.0,0.29411764705882354,0.3125,0.5483870967741935,1.0,0.55,0.648936170212766,0.8333333333333334,0.6071428571428571,0.6754385964912281,0.875,0.6527777777777778,0.3404255319148936,,0.8333333333333334,0.21428571428571427,1.0,0.3333333333333333,0.8888888888888888,0.25,0.5,0.5,0.8333333333333334,0.75,1.0,14.672413793103448,14.051724137931034,0.2765957446808511,0.7692307692307693,0.8333333333333334,0.3,0.06382978723404255,0.3333333333333333,0.3333333333333333,0.0851063829787234,0.2553191489361702,0.3333333333333333,1.0,0.39285714285714285,0.8181818181818182,0.2857142857142857,0.6170212765957447,0.5004414893617021,0.569275,0.5148232142857143,0.0784313725490196,0.11428571428571428,0.09090909090909091,0.6103896103896104,11.238709677419354,24.525000000000002,0.5862068965517241,6.0,15.0,7.0,9.0,24.0,7.0,1.0,8.0,6.0,,2.0,,7.0,1.0,4.0,3.0,,,1.0,7.0,,,6.0,2.0,,3.0,0.8888888888888888,0.5625,0.5625,0.03225806451612903,,0.6666666666666666,0.3333333333333333,1.0,,,0.3191489361702128,0.4,0.4,0.3333333333333333,0.5833333333333334,0.6363636363636364,0.8571428571428571,0.5833333333333334,2.0,,,4.0,2.0,4.0,3.0,2.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,,1.0,,2.0,,,0.5,0.07692307692307693,,1.0,0.1111111111111111,0.25,1.0,1.0,0.5,0.5,1.0,,,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0625,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,1610612742,2013,2012-13,True
1713-1717-1882-201604-201954,1610612742,"Vince Carter, Dirk Nowitzki, Elton Brand, Chris Douglas-Roberts, Darren Collison","Carter, Nowitzki, Brand, Douglas-Roberts, Collison",1713-1717-1882-201604-201954,DAL,54.0,1,,2.0,2.0,4.0,,106.66666666666666,21.0,21.0,1.0,2.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,1.0,,6.0,6.0,,,,,,,,1.0,,,,,,,1.0,0.63765,,0.63765,,,,,,23.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2013,2012-13,True
1713-1717-1882-201604-201958,1610612742,"Vince Carter, Dirk Nowitzki, Elton Brand, Chris Douglas-Roberts, Rodrigue Beaubois","Carter, Nowitzki, Brand, Douglas-Roberts, Beaubois",1713-1717-1882-201604-201958,DAL,304.0,2,-2.0,11.0,,21.0,12.0,99.47368421052632,13.454545454545455,13.0,5.0,10.0,1.0,1.0,,1.0,,,,,2.0,4.0,,2.0,,2.0,7.0,2.0,,10.0,,1.0,,1.0,1.0,,,2.0,2.0,2.0,,2.0,1.0,3.0,,8.0,,1.0,,1.0,3.0,4.0,1.0,5.0,1.0,2.0,2.0,1.0,,,1.0,,1.0,10.0,2.0,1.0,,0.5,0.5,0.2857142857142857,,1.0,0.5555555555555556,,1.0,0.5555555555555556,,1.0,0.2222222222222222,,0.5,0.2,1.0,,0.5714285714285714,0.2,0.5,,0.3333333333333333,1.0,,15.6,14.9,0.1111111111111111,,,,0.4444444444444444,0.5,0.5,,0.2222222222222222,,,,,,0.3333333333333333,0.43193888888888887,0.4533,0.1851,,,,0.2,12.271428571428572,26.4,0.1,,2.0,2.0,2.0,6.0,2.0,,2.0,2.0,1.0,,,1.0,,1.0,1.0,,1.0,,2.0,,,,1.0,,,1.0,1.0,1.0,,,0.5,,0.5,,0.5,0.2222222222222222,,,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2013,2012-13,True
