EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,LongMidRangeFGA,Corner3FGM,Corner3FGA,Fg2aBlocked,Corner3Assists,BadPassSteals,Offensive Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyOffPoss,AtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,FG2M,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,AtRimAssists,LongMidRangeAssists,DefThreePtRebounds,BadPassTurnovers,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,DefThreePtReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyShotQualityAvg,PenaltyOffPossPct,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,DefCorner3ReboundPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyPointsPct,PenaltyAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,FtPoints,SecondChanceFG3A,PenaltyFG2M,HeaveAttempts,OffThreePtRebounds,ShootingFouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,LongMidRangePctBlocked,OffThreePtReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,ShortMidRangeAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,Loose Ball Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChancePointsPct,SecondChanceFtPoints,PenaltyFtPoints,LostBallOutOfBoundsTurnovers,NonShootingFoulsDrawn,BlockedShortMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,BlockingFoulsDrawn,BlockingFouls,Charge Fouls,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,3SecondViolations,Travels,SecondChanceCorner3FGA,PtsUnassisted3s,BlockedLongMidRange,SecondChanceCorner3Frequency,team_id,year,season,team_vs
101130-201143-201229-201952-2594,1610612737,"Johan Petro, Al Horford, Anthony Tolliver, Jeff Teague, Kyle Korver","Petro, Horford, Tolliver, Teague, Korver",101130-201143-201229-201952-2594,ATL,149.0,2,2.0,1.0,5.0,4.0,2.0,1.0,9,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.5,0.5,0.375,0.375,0.5,0.3333333333333333,0.5,1.0,0.5,0.6666666666666666,1.0,1.0,0.3333333333333333,86.97986577181207,19.0,13.5,18.0,13.25,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5671,0.6598,0.95,26.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,True
101130-201143-201229-2594-2734,1610612737,"Johan Petro, Al Horford, Anthony Tolliver, Kyle Korver, Devin Harris","Petro, Horford, Tolliver, Korver, Harris",101130-201143-201229-2594-2734,ATL,115.0,2,2.0,3.0,4.0,4.0,,,8,1.0,,1.0,1.0,2.0,2.0,2.0,6.0,3.0,,6.0,1.0,1.0,2.0,2.0,1.0,6.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,1.0,,6.0,1.0,1.0,1.0,0.75,0.75,0.5,,1.0,,1.0,,,1.0,,100.17391304347825,13.5,15.25,13.5,15.25,0.25,0.25,1.0,1.0,1.0,,0.75,1.0,0.5647875,,10.35,24.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.25,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,True
101130-201143-201952-2052-2594,1610612737,"Johan Petro, Al Horford, Jeff Teague, DeShawn Stevenson, Kyle Korver","Petro, Horford, Teague, Stevenson, Korver",101130-201143-201952-2052-2594,ATL,155.0,2,3.0,1.0,6.0,4.0,,,10,3.0,,,,5.0,,,6.0,5.0,,,,,,2.0,,4.0,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,6.0,,,,0.6,0.6,,1.0,,,0.5,,,,,92.9032258064516,15.666666666666666,15.25,15.666666666666666,14.5,0.6,,,,,,0.6,,0.54904,,7.459999999999999,,2.0,,,,,,,,,0.4,,,,,1.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,1.0,1.0,0.4931,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,True
101130-201143-201952-2052-2746,1610612737,"Johan Petro, Al Horford, Jeff Teague, DeShawn Stevenson, Josh Smith","Petro, Horford, Teague, Stevenson, Smith",101130-201143-201952-2052-2746,ATL,117.0,1,2.0,-1.0,3.0,4.0,,,7,,,1.0,2.0,1.0,1.0,2.0,3.0,4.0,,3.0,2.0,1.0,1.0,1.0,1.0,3.0,,,1.0,,1.0,,,,,,,,,,,,,3.0,1.0,0.5,0.5,0.5,0.5,0.6666666666666666,,,,1.0,,,,,86.15384615384616,21.666666666666668,13.0,21.666666666666668,13.0,,0.6666666666666666,0.5,0.5,1.0,,0.6666666666666666,0.5,0.4954,,18.3,24.4,1.0,,,,,,,,,0.3333333333333333,,,,,3.0,,,,,1.0,,,,,,1.0,,3.0,,,,1.0,,,,,,,,,0.4954,1.0,1.0,2.0,1.0,2.0,3.0,3.0,0.5,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,True
101130-201143-201952-2594-2734,1610612737,"Johan Petro, Al Horford, Jeff Teague, Kyle Korver, Devin Harris","Petro, Horford, Teague, Korver, Harris",101130-201143-201952-2594-2734,ATL,603.0,3,10.0,2.0,19.0,21.0,8.0,2.0,40,2.0,,2.0,5.0,8.0,3.0,8.0,21.0,19.0,,9.0,4.0,2.0,3.0,4.0,2.0,11.0,1.0,6.0,10.0,2.0,12.0,,1.0,,1.0,1.0,1.0,2.0,1.0,4.0,1.0,4.0,,21.0,1.0,0.375,0.42857142857142855,0.53125,0.5555555555555556,0.5,0.5,1.0,0.25,0.9090909090909091,0.25,1.0,1.0,,95.52238805970148,15.210526315789474,14.952380952380953,14.526315789473685,14.238095238095237,0.125,0.3125,0.4,0.4,1.0,,0.625,0.5,0.5104533333333333,,12.725,28.7125,4.0,1.0,3.0,1.0,1.0,1.0,,0.125,,0.25,0.1875,0.3333333333333333,0.3333333333333333,1.0,8.0,1.0,1.0,2.0,4.0,4.0,2.0,6.0,1.0,1.0,,4.0,,8.0,0.25,0.25,0.5,0.8,0.8,0.5,0.5,1.0,0.5,0.6666666666666666,,0.1111111111111111,0.51081875,0.42105263157894735,1.0,3.0,2.0,5.0,12.0,12.0,0.4,0.6666666666666666,0.6,,0.3333333333333333,0.3333333333333333,0.5714285714285714,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.75,0.25,0.25,0.5,1.0,1.0,0.125,0.5,0.5,1.0,1.0,0.2222222222222222,0.5,0.16666666666666666,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,True
101130-201143-201952-2594-2746,1610612737,"Johan Petro, Al Horford, Jeff Teague, Kyle Korver, Josh Smith","Petro, Horford, Teague, Korver, Smith",101130-201143-201952-2594-2746,ATL,611.0,3,10.0,2.0,21.0,21.0,10.0,3.0,42,9.0,2.0,,,20.0,,3.0,17.0,15.0,3.0,,,,,3.0,,6.0,4.0,8.0,13.0,4.0,17.0,1.0,1.0,,1.0,1.0,,2.0,1.0,6.0,,3.0,,15.0,,,,0.34782608695652173,0.3695652173913043,0.13043478260869565,0.5,0.8,0.3333333333333333,0.8,0.26666666666666666,0.6666666666666666,1.0,0.07142857142857142,98.98527004909984,15.80952380952381,13.285714285714286,15.428571428571429,12.238095238095237,0.391304347826087,,,,,0.6666666666666666,0.5217391304347826,,0.506145652173913,0.526,8.985,24.0,8.0,,3.0,1.0,,1.0,,0.05,,0.34782608695652173,0.13043478260869565,,,,9.0,6.0,3.0,1.0,8.0,6.0,6.0,10.0,3.0,1.0,1.0,4.0,1.0,9.0,0.375,0.42857142857142855,0.4,0.8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.125,0.14285714285714285,1.0,0.375,0.52960625,0.42857142857142855,,,,2.0,4.0,4.0,,0.25,0.25,1.0,,,0.23529411764705882,2.0,1.0,3.0,,2.0,,1.0,,2.0,,,4.0,1.0,1.0,,1.0,,,,,2.0,0.3333333333333333,0.125,,,0.75,,0.13043478260869565,0.3333333333333333,0.3333333333333333,,0.6666666666666666,0.25,,0.043478260869565216,0.05,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.5,1.0,0.5,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,True
101130-201143-201952-2734-2746,1610612737,"Johan Petro, Al Horford, Jeff Teague, Devin Harris, Josh Smith","Petro, Horford, Teague, Harris, Smith",101130-201143-201952-2734-2746,ATL,2145.0,4,36.0,9.0,68.0,66.0,,6.0,134,20.0,3.0,3.0,8.0,45.0,3.0,12.0,70.0,61.0,4.0,9.0,8.0,3.0,3.0,18.0,3.0,39.0,5.0,31.0,34.0,6.0,40.0,,2.0,,6.0,4.0,3.0,10.0,1.0,12.0,,13.0,1.0,63.0,1.0,0.25,0.25,0.5175438596491229,0.546875,0.21052631578947367,0.6,0.9117647058823529,0.25,0.868421052631579,0.20689655172413793,0.3333333333333333,0.9285714285714286,,89.95804195804196,15.617647058823529,16.40909090909091,15.367647058823529,15.969696969696969,0.3508771929824561,0.14035087719298245,0.375,0.375,1.0,0.75,0.5614035087719298,0.375,0.5068728070175438,0.603375,7.457777777777778,24.858333333333334,11.0,,4.0,2.0,,2.0,,0.044444444444444446,,0.19298245614035087,0.07017543859649122,,,,2.0,17.0,,2.0,25.0,,30.0,20.0,15.0,11.0,2.0,2.0,3.0,2.0,0.6,0.6521739130434783,0.5555555555555556,0.5,0.5,0.85,0.85,0.6470588235294118,0.18181818181818182,0.18181818181818182,1.0,,0.585675,0.029411764705882353,,1.0,,2.0,1.0,1.0,,,0.16666666666666666,0.5,0.5,,0.014285714285714285,,6.0,14.0,,1.0,,11.0,,,,1.0,5.0,14.0,,,6.0,3.0,2.0,3.0,3.0,,,,0.1111111111111111,,0.8571428571428571,1.0,0.24561403508771928,0.42857142857142855,0.5,,,0.5,,0.09523809523809523,0.11764705882352941,3.0,3.0,7.0,4.0,2.0,1.0,1.0,,1.0,0.75,0.75,0.7,1.0,0.1111111111111111,0.9230769230769231,0.3333333333333333,1.0,0.1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.375,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,True
101130-201143-203098-2052-2734,1610612737,"Johan Petro, Al Horford, John Jenkins, DeShawn Stevenson, Devin Harris","Petro, Horford, Jenkins, Stevenson, Harris",101130-201143-203098-2052-2734,ATL,44.0,1,1.0,-2.0,,1.0,,,1,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,32.72727272727273,,22.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,True
101130-201229-201274-201952-2594,1610612737,"Johan Petro, Anthony Tolliver, Ivan Johnson, Jeff Teague, Kyle Korver","Petro, Tolliver, Johnson, Teague, Korver",101130-201229-201274-201952-2594,ATL,84.0,1,1.0,,2.0,2.0,,,4,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,4.0,,2.0,,1.0,,,,,,0.5,,1.0,,1.0,,,1.0,,68.57142857142857,23.0,19.0,23.0,19.0,,0.5,,,,,0.5,,0.542,,7.7,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,True
101130-201229-201274-2594-2734,1610612737,"Johan Petro, Anthony Tolliver, Ivan Johnson, Kyle Korver, Devin Harris","Petro, Tolliver, Johnson, Korver, Harris",101130-201229-201274-2594-2734,ATL,15.0,1,,,1.0,,,,1,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,96.0,15.0,,15.0,,,1.0,,,,,1.0,,0.312,,,28.1,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.312,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2013,2012-13,True
