EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsUnassisted2s,DefThreePtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,Blocked3s,BlockedCorner3,Blocks,FirstChancePoints,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PlusMinus,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,FG3M,PtsUnassisted3s,NonHeaveArc3FGM,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedArc3,RecoveredBlocks,Fg3Pct,NonHeaveFg3Pct,AtRimPctBlocked,DefAtRimReboundPct,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,Assisted2sPct,NonPutbacksAssisted2sPct,OffThreePtReboundPct,OffArc3ReboundPct,AtRimPctAssisted,SecondChanceAtRimPctAssisted,Blocked2s,BlockedShortMidRange,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsAssisted3s,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,PenaltyTurnovers,NonShootingPenaltyNonTakeFouls,Assisted3sPct,PenaltyFg3Pct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,Corner3FGM,SecondChanceFtPoints,Corner3Assists,FTDefRebounds,Loose Ball Fouls,Offensive Fouls,BlockedAtRim,DefFTReboundPct,OffLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFGM,PenaltyAtRimAccuracy,SecondChanceCorner3FGA,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,OffCorner3ReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,FTOffRebounds,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Travels,3SecondViolations,Technical Free Throw Trips,Defensive 3 Seconds Violations,HeaveAttempts,OffensiveGoaltends,Corner3PctBlocked,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1495-1938-201168-201980-202390,1610612759,"Tim Duncan, Manu Ginobili, Tiago Splitter, Danny Green, Gary Neal","Duncan, Ginobili, Splitter, Green, Neal",1495-1938-201168-201980-202390,SAS,109.0,2,2.0,4.0,5.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,118.89908256880734,12.0,12.2,12.0,12.2,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5166000000000001,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2013,2012-13,True
1495-1938-201168-201980-202695,1610612759,"Tim Duncan, Manu Ginobili, Tiago Splitter, Danny Green, Kawhi Leonard","Duncan, Ginobili, Splitter, Green, Leonard",1495-1938-201168-201980-202695,SAS,387.0,6,6.0,12.0,9.0,21.0,2.0,7.0,1.0,4.0,2.0,5.0,13.0,12.0,16.0,10.0,,2.0,6.0,,,,,,,2.0,,2.0,2.0,,,,10.0,0.38461538461538464,0.35714285714285715,0.375,,,0.6666666666666666,,78.13953488372093,19.0,17.666666666666668,18.416666666666668,17.666666666666668,0.5,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.25,0.3333333333333333,0.14285714285714285,0.5714285714285714,0.442675,7.138461538461538,-4.0,4.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,4.0,1.0,1.0,3.0,4.0,1.0,0.5,0.25,0.3333333333333333,0.2,0.3333333333333333,0.25,0.07142857142857142,0.07692307692307693,0.25,0.6666666666666666,0.5714285714285714,0.5,0.75,0.3333333333333333,0.6666666666666666,0.14285714285714285,1.0,1.0,0.07142857142857142,0.6666666666666666,0.5,0.3333333333333333,0.6,0.2,0.5566833333333333,0.4361499999999999,0.06666666666666667,0.07142857142857142,0.16666666666666666,0.25,26.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2013,2012-13,True
1495-1938-201168-201980-2225,1610612759,"Tim Duncan, Manu Ginobili, Tiago Splitter, Danny Green, Tony Parker","Duncan, Ginobili, Splitter, Green, Parker",1495-1938-201168-201980-2225,SAS,194.0,2,3.0,6.0,7.0,13.0,1.0,2.0,1.0,2.0,,2.0,4.0,10.0,6.0,4.0,1.0,3.0,3.0,,,,,,,,,,3.0,1.0,,1.0,10.0,0.5,0.7,0.7142857142857143,,1.0,1.0,1.0,96.49484536082474,14.833333333333334,15.0,14.833333333333334,14.714285714285714,0.4,0.5,1.0,0.4,0.5,0.5,,0.6,0.5159900000000001,4.925000000000001,4.0,3.0,,,,,,,1.0,,,1.0,3.0,,,,,1.0,2.0,,1.0,3.0,,1.0,1.0,,2.0,,,5.0,,1.0,3.0,3.0,1.0,,0.5,,0.5,,0.5,0.2,0.25,,1.0,,,,,1.0,,,,0.2,,,,,,,0.3968,0.16666666666666666,,,0.3,24.7,0.5,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2013,2012-13,True
1495-1938-201168-202390-2225,1610612759,"Tim Duncan, Manu Ginobili, Tiago Splitter, Gary Neal, Tony Parker","Duncan, Ginobili, Splitter, Neal, Parker",1495-1938-201168-202390-2225,SAS,50.0,2,1.0,1.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,2.0,2.0,,,,1.0,,,,,,,,,1.0,,,,,,1.0,0.5,0.5,,,,,57.599999999999994,30.0,20.0,16.0,20.0,0.5,1.0,1.0,,,,,1.0,0.479,1.6,,,,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,1.0,,2.0,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,1.0,,1.0,,0.5,,,,,1.0,,,,,,,0.5,1.0,1.0,,,,,,,,1.0,,28.6,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2013,2012-13,True
1495-1938-201168-202695-202709,1610612759,"Tim Duncan, Manu Ginobili, Tiago Splitter, Kawhi Leonard, Cory Joseph","Duncan, Ginobili, Splitter, Leonard, Joseph",1495-1938-201168-202695-202709,SAS,107.0,1,2.0,4.0,4.0,8.0,,1.0,,1.0,1.0,,3.0,,5.0,,,,,1.0,1.0,,,,,1.0,,2.0,,,,1.0,,,,,,,,,107.66355140186916,16.0,10.75,16.0,10.0,0.25,,,0.25,,,0.25,0.5,0.447025,10.766666666666666,-5.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,0.25,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2013,2012-13,True
1495-1938-201168-202695-2225,1610612759,"Tim Duncan, Manu Ginobili, Tiago Splitter, Kawhi Leonard, Tony Parker","Duncan, Ginobili, Splitter, Leonard, Parker",1495-1938-201168-202695-2225,SAS,645.0,6,11.0,21.0,21.0,42.0,,10.0,3.0,6.0,3.0,4.0,19.0,14.0,21.0,4.0,2.0,6.0,14.0,3.0,3.0,,1.0,,2.0,1.0,,3.0,3.0,,,,12.0,0.21052631578947367,0.28,0.2692307692307692,0.5,1.0,1.0,,93.76744186046511,16.571428571428573,14.142857142857142,14.571428571428571,14.142857142857142,0.4,,,0.24,0.5,0.6,0.12,0.64,0.507894,6.057894736842106,-7.0,11.0,6.0,3.0,,6.0,8.0,1.0,4.0,1.0,2.0,6.0,,1.0,7.0,1.0,2.0,2.0,11.0,4.0,,10.0,,4.0,6.0,8.0,4.0,8.0,1.0,2.0,1.0,,10.0,11.0,,0.14285714285714285,0.18181818181818182,0.125,0.3333333333333333,0.125,0.3125,0.24,0.3157894736842105,0.16666666666666666,1.0,0.5333333333333333,0.42105263157894735,0.8,,1.0,0.07692307692307693,0.3333333333333333,0.3333333333333333,0.16,0.75,,0.125,0.5333333333333333,0.13333333333333333,0.58268125,0.53472,0.038461538461538464,0.05,0.14285714285714285,0.7142857142857143,24.650000000000002,0.5238095238095238,2.0,2.0,,2.0,,,,,0.3333333333333333,0.3333333333333333,0.5,,,0.5,0.5,0.5,,4.0,2.0,4.0,,10.0,,0.5,0.5,,,,,,,2.0,2.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,0.3333333333333333,1.0,0.08,1.0,0.13333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2013,2012-13,True
1495-1938-201168-2225-2588,1610612759,"Tim Duncan, Manu Ginobili, Tiago Splitter, Tony Parker, Matt Bonner","Duncan, Ginobili, Splitter, Parker, Bonner",1495-1938-201168-2225-2588,SAS,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2013,2012-13,True
1495-1938-201980-202390-202695,1610612759,"Tim Duncan, Manu Ginobili, Danny Green, Gary Neal, Kawhi Leonard","Duncan, Ginobili, Green, Neal, Leonard",1495-1938-201980-202390-202695,SAS,1140.0,10,19.0,36.0,36.0,72.0,5.0,7.0,2.0,6.0,9.0,10.0,22.0,33.0,49.0,14.0,3.0,12.0,16.0,2.0,1.0,1.0,1.0,,2.0,5.0,1.0,12.0,11.0,,,2.0,28.0,0.45454545454545453,0.40625,0.4342105263157895,0.5,0.42857142857142855,0.5625,0.6,90.94736842105263,17.333333333333332,14.333333333333334,17.194444444444443,13.11111111111111,0.21875,0.7142857142857143,0.7142857142857143,0.1875,0.3333333333333333,0.3333333333333333,0.28125,0.53125,0.4937140625,10.304545454545455,-16.0,6.0,19.0,4.0,2.0,2.0,,3.0,7.0,,1.0,10.0,7.0,2.0,3.0,,5.0,,1.0,1.0,4.0,4.0,4.0,7.0,,3.0,6.0,4.0,,12.0,3.0,3.0,4.0,6.0,1.0,0.6666666666666666,,0.6666666666666666,,0.625,0.3333333333333333,0.3125,,,0.6666666666666666,0.25,0.2,0.5,0.25,1.0,,0.3333333333333333,0.3333333333333333,0.21875,0.6666666666666666,1.0,,,0.5,0.6304000000000001,0.442025,0.08571428571428572,0.12,0.15151515151515152,0.12121212121212122,24.6,0.16666666666666666,,2.0,,,1.0,,,1.0,0.2,0.2,,0.4,0.5,,,,,6.0,3.0,5.0,2.0,12.0,1.0,0.3,0.375,0.125,0.14285714285714285,0.4,,2.0,1.0,3.0,,,,6.0,2.0,,1.0,,,1.0,1.0,,3.0,1.0,,1.0,,0.5,,0.09375,,,,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2013,2012-13,True
1495-1938-201980-202390-202709,1610612759,"Tim Duncan, Manu Ginobili, Danny Green, Gary Neal, Cory Joseph","Duncan, Ginobili, Green, Neal, Joseph",1495-1938-201980-202390-202709,SAS,220.0,3,4.0,7.0,5.0,12.0,3.0,3.0,1.0,2.0,1.0,5.0,6.0,13.0,5.0,6.0,1.0,3.0,4.0,,,,,,,,,2.0,,,,,9.0,0.8333333333333334,0.8125,0.8125,,1.0,1.0,1.0,78.54545454545455,14.857142857142858,23.2,11.857142857142858,23.2,0.375,1.0,1.0,0.25,0.5,0.5,0.125,0.625,0.5166875,5.733333333333333,8.0,2.0,,2.0,1.0,1.0,1.0,1.0,2.0,,,2.0,,2.0,2.0,,4.0,2.0,2.0,,,4.0,,2.0,,,2.0,1.0,,,,,4.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.25,,,1.0,,0.5,,,,,1.0,1.0,0.25,0.5,1.0,,0.5,,0.3924,0.55605,,,0.3076923076923077,0.3076923076923077,27.15,0.2857142857142857,1.0,1.0,3.0,1.0,,,,,0.5,0.5,,,,0.5,0.5,0.5,,4.0,2.0,2.0,1.0,4.0,1.0,0.4,0.4,1.0,1.0,0.3333333333333333,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2013,2012-13,True
1495-1938-201980-202390-2225,1610612759,"Tim Duncan, Manu Ginobili, Danny Green, Gary Neal, Tony Parker","Duncan, Ginobili, Green, Neal, Parker",1495-1938-201980-202390-2225,SAS,567.0,7,9.0,21.0,21.0,42.0,6.0,7.0,3.0,6.0,4.0,10.0,17.0,27.0,25.0,10.0,,5.0,9.0,2.0,1.0,1.0,,,2.0,4.0,,7.0,6.0,,,2.0,25.0,0.5882352941176471,0.575,0.5869565217391305,,,0.2857142857142857,,106.66666666666667,13.619047619047619,13.380952380952381,12.476190476190476,12.333333333333334,0.35,0.8571428571428571,1.0,0.3,0.5,0.75,0.2,0.5,0.553921052631579,7.947058823529411,2.0,9.0,13.0,2.0,1.0,1.0,3.0,1.0,2.0,,2.0,3.0,4.0,1.0,3.0,1.0,2.0,4.0,5.0,2.0,1.0,12.0,,2.0,3.0,3.0,2.0,4.0,,7.0,3.0,1.0,12.0,9.0,1.0,0.3333333333333333,0.8,0.25,0.7857142857142857,0.25,0.75,0.15,0.17647058823529413,0.3333333333333333,0.4,0.42857142857142855,0.5,1.0,,1.0,,0.25,0.25,0.1,0.25,1.0,,0.42857142857142855,0.2857142857142857,0.55925,0.5860083333333334,0.13636363636363635,0.15789473684210525,0.07407407407407407,0.4444444444444444,28.733333333333334,0.42857142857142855,1.0,1.0,,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.25,,0.5,0.5,0.5,,10.0,5.0,6.0,4.0,13.0,1.0,0.5,0.5,1.0,,0.6666666666666666,,2.0,,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,,,2.0,,1.0,2.0,1.0,0.5,,,0.3333333333333333,,0.05,1.0,,0.5,,,,3.0,,1.0,2.0,0.75,0.6666666666666666,,,,3.0,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2013,2012-13,True
