EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,OffThreePtReboundPct,OffArc3ReboundPct,2pt And 1 Free Throw Trips,Technical Free Throw Trips,PenaltyOffPoss,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,Corner3Assists,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceFG2M,SecondChancePoints,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffShortMidRangeReboundPct,SecondChancePointsPct,Offensive Fouls,ThreePtShootingFoulsDrawn,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PtsUnassisted3s,PtsPutbacks,Defensive 3 Seconds Violations,PenaltyArc3FGM,SecondChanceFtPoints,LongMidRangePctBlocked,PenaltyArc3Accuracy,HeaveAttempts,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceCorner3Frequency,SecondChanceArc3FGA,SecondChanceArc3Frequency,BlockedLongMidRange,3SecondViolations,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,DefensiveGoaltends,FTOffRebounds,OffFTReboundPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,BlockedCorner3,3pt And 1 Free Throw Trips,OffensiveGoaltends,Clear Path Fouls,HeaveMakes,Corner3PctBlocked,team_id,year,season,team_vs
101139-200789-200809-201578-2575,1610612739,"CJ Miles, Daniel Gibson, Chris Quinn, Marreese Speights, Luke Walton","Miles, Gibson, Quinn, Speights, Walton",101139-200789-200809-201578-2575,CLE,1521.0,3,25.0,8.0,49.0,45.0,1.0,94.0,5.0,8.0,1.0,4.0,10.0,3.0,9.0,2.0,7.0,9.0,12.0,27.0,7.0,11.0,5.0,50.0,42.0,1.0,16.0,8.0,21.0,9.0,7.0,1.0,8.0,7.0,15.0,7.0,4.0,2.0,2.0,37.0,2.0,8.0,8.0,3.0,19.0,2.0,21.0,1.0,3.0,1.0,2.0,8.0,6.0,3.0,2.0,1.0,11.0,1.0,6.0,1.0,13.0,1.0,2.0,9.0,2.0,1.0,1.0,1.0,6.0,3.0,3.0,3.0,3.0,1.0,50.0,0.6666666666666666,0.6666666666666666,1.0,0.6363636363636364,0.6363636363636364,0.4444444444444444,0.5921052631578947,0.6097560975609756,0.2894736842105263,0.037037037037037035,0.125,0.7272727272727273,1.0,0.6153846153846154,0.14285714285714285,0.8,0.6956521739130435,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.2,1.0,0.8,0.7777777777777778,1.0,0.058823529411764705,88.99408284023669,0.3333333333333333,15.857142857142858,16.533333333333335,15.775510204081632,14.911111111111111,0.21052631578947367,0.625,0.7142857142857143,0.8,0.2631578947368421,0.4,0.4,0.5,0.23684210526315788,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.05263157894736842,0.23684210526315788,0.7777777777777778,0.7777777777777778,1.0,1.0,0.5,0.7777777777777778,0.49378552631578954,0.6478,0.07317073170731707,0.1,9.607407407407406,25.254545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,False
101139-200789-200809-202684-203092,1610612739,"CJ Miles, Daniel Gibson, Chris Quinn, Tristan Thompson, Tyler Zeller","Miles, Gibson, Quinn, Thompson, Zeller",101139-200789-200809-202684-203092,CLE,54.0,1,1.0,-2.0,2.0,1.0,,3.0,,,,,,,2.0,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,16.0,22.0,16.0,22.0,,,,,,,,,1.0,,,,,,,,,,,,0.4011,,,,21.55,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,False
101139-200789-201578-201956-2575,1610612739,"CJ Miles, Daniel Gibson, Marreese Speights, Omri Casspi, Luke Walton","Miles, Gibson, Speights, Casspi, Walton",101139-200789-201578-201956-2575,CLE,172.0,1,3.0,-7.0,5.0,5.0,1.0,10.0,,1.0,,,1.0,,,,,2.0,,2.0,,2.0,,,7.0,1.0,,,,2.0,,1.0,,,,,,,,,,,1.0,1.0,2.0,1.0,3.0,,,,,,,2.0,,,2.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,0.5,0.5,1.0,,1.0,1.0,,,1.0,0.25,,,,1.0,,,,,83.72093023255813,,20.8,13.6,17.8,13.6,0.25,,,,0.25,,,,,,,,,0.5,,,,,0.75,,0.4653875,,,,4.75,25.8,,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,False
101139-200789-201578-201961-202087,1610612739,"CJ Miles, Daniel Gibson, Marreese Speights, Wayne Ellington, Alonzo Gee","Miles, Gibson, Speights, Ellington, Gee",101139-200789-201578-201961-202087,CLE,114.0,1,2.0,-2.0,3.0,3.0,1.0,6.0,1.0,3.0,1.0,,,,,,,,1.0,3.0,,,1.0,3.0,5.0,1.0,,2.0,,,,1.0,,,,,,,,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,2.0,1.0,,,,,3.0,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,,1.0,0.5,,1.0,0.5,0.5,,,,1.0,,,,75.78947368421053,,16.666666666666668,21.333333333333332,12.333333333333334,21.333333333333332,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,1.0,1.0,,0.43093333333333333,0.4234,0.3333333333333333,0.3333333333333333,3.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,False
101139-200789-201578-201961-202684,1610612739,"CJ Miles, Daniel Gibson, Marreese Speights, Wayne Ellington, Tristan Thompson","Miles, Gibson, Speights, Ellington, Thompson",101139-200789-201578-201961-202684,CLE,131.0,1,2.0,-7.0,4.0,4.0,,8.0,,,,1.0,1.0,,1.0,1.0,,,1.0,2.0,,1.0,,2.0,9.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,1.0,,,,,2.0,,,,,,0.5,0.3333333333333333,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,87.93893129770993,,20.0,12.75,20.0,12.75,,,,,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,0.3333333333333333,,,,,,0.3333333333333333,,0.45125,,0.25,0.3333333333333333,12.8,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,False
101139-200789-201578-201961-2575,1610612739,"CJ Miles, Daniel Gibson, Marreese Speights, Wayne Ellington, Luke Walton","Miles, Gibson, Speights, Ellington, Walton",101139-200789-201578-201961-2575,CLE,867.0,3,14.0,-7.0,28.0,30.0,,58.0,2.0,4.0,,2.0,7.0,2.0,4.0,2.0,,4.0,6.0,15.0,2.0,6.0,4.0,22.0,29.0,,10.0,2.0,6.0,4.0,,2.0,5.0,2.0,7.0,,2.0,2.0,1.0,16.0,,5.0,5.0,,10.0,,10.0,,5.0,2.0,3.0,2.0,2.0,3.0,,,5.0,,2.0,1.0,6.0,,2.0,7.0,,,,,6.0,3.0,2.0,1.0,2.0,1.0,22.0,0.8333333333333334,0.8333333333333334,1.0,0.3333333333333333,0.3333333333333333,0.4,0.42857142857142855,0.4583333333333333,0.2857142857142857,0.13333333333333333,0.25,0.4,,0.625,,1.0,0.7692307692307693,,,,,1.0,0.6666666666666666,1.0,1.0,,96.33217993079585,0.5,16.75,13.266666666666667,16.75,12.1,0.19047619047619047,0.5,0.6666666666666666,1.0,0.3333333333333333,0.2857142857142857,0.3333333333333333,1.0,0.19047619047619047,0.5,0.5,0.5,0.09523809523809523,0.19047619047619047,,,,,0.47619047619047616,,0.4712595238095238,,0.125,0.16666666666666666,9.833333333333334,24.616666666666664,6.0,,,,,,,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,0.75,0.75,0.14285714285714285,1.0,1.0,1.0,0.5,1.0,0.5034,0.13636363636363635,0.10714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,False
101139-200789-201578-202681-202684,1610612739,"CJ Miles, Daniel Gibson, Marreese Speights, Kyrie Irving, Tristan Thompson","Miles, Gibson, Speights, Irving, Thompson",101139-200789-201578-202681-202684,CLE,99.0,1,2.0,5.0,3.0,4.0,,7.0,1.0,2.0,,1.0,1.0,,,,,,2.0,3.0,,,1.0,5.0,,,,4.0,,,,,,,,,,,,,,2.0,,1.0,3.0,,3.0,,,,,,,,,,,,,,1.0,,,2.0,1.0,,,,1.0,1.0,,,,,5.0,,,,,,0.6666666666666666,0.6666666666666666,0.8333333333333334,,,,,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,101.81818181818183,,16.333333333333332,12.5,16.333333333333332,12.5,0.6666666666666666,0.5,0.5,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,0.6666666666666666,,0.42219999999999996,,0.3333333333333333,0.3333333333333333,3.5666666666666664,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,False
101139-200789-201578-202681-2575,1610612739,"CJ Miles, Daniel Gibson, Marreese Speights, Kyrie Irving, Luke Walton","Miles, Gibson, Speights, Irving, Walton",101139-200789-201578-202681-2575,CLE,163.0,2,3.0,-8.0,6.0,5.0,1.0,11.0,,1.0,1.0,,,,1.0,,,2.0,,2.0,,2.0,,,8.0,1.0,,,,2.0,,,,,,,,,,,,,1.0,,1.0,1.0,2.0,,,,,1.0,,2.0,1.0,,3.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.3333333333333333,,1.0,,,1.0,0.25,,,,,1.0,,,,97.17791411042944,,15.0,14.6,14.5,14.6,0.25,,,,,,,,0.25,,,,,0.5,,,,1.0,0.75,,0.534475,,,,10.55,26.05,1.0,1.0,,,0.5,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,False
101139-200789-201578-202684-203079,1610612739,"CJ Miles, Daniel Gibson, Marreese Speights, Tristan Thompson, Dion Waiters","Miles, Gibson, Speights, Thompson, Waiters",101139-200789-201578-202684-203079,CLE,210.0,3,4.0,-1.0,8.0,7.0,,15.0,,,,1.0,1.0,,3.0,,,,1.0,4.0,,,1.0,3.0,4.0,,2.0,,,,,,1.0,,1.0,,,1.0,,2.0,,1.0,3.0,,4.0,,4.0,,1.0,1.0,,1.0,1.0,2.0,,1.0,3.0,,,,1.0,,,2.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,,,,0.25,0.25,0.3,,,,0.3333333333333333,,0.75,,0.5,0.6666666666666666,,,,,,1.0,,1.0,,102.85714285714286,,13.25,14.857142857142858,13.25,13.285714285714286,,,,,0.25,1.0,1.0,1.0,0.75,,,,,,,,,,,,0.407625,,0.2,0.2,14.3,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,False
101139-200789-201578-202684-2733,1610612739,"CJ Miles, Daniel Gibson, Marreese Speights, Tristan Thompson, Shaun Livingston","Miles, Gibson, Speights, Thompson, Livingston",101139-200789-201578-202684-2733,CLE,241.0,2,4.0,7.0,6.0,7.0,1.0,13.0,,,,1.0,4.0,,1.0,1.0,2.0,2.0,1.0,5.0,3.0,3.0,,11.0,4.0,1.0,,2.0,9.0,2.0,2.0,1.0,,3.0,3.0,2.0,,,,9.0,2.0,1.0,2.0,,3.0,2.0,5.0,,,,,,,,,,,,,,2.0,,1.0,2.0,,1.0,1.0,,,,,,,,9.0,,,1.0,1.0,1.0,0.2,0.6875,0.6875,0.375,0.2,,,,1.0,0.5,1.0,1.0,0.5,,1.0,,1.0,1.0,1.0,,,77.67634854771784,,18.5,18.571428571428573,16.166666666666668,18.571428571428573,,,,,0.5,0.25,0.3333333333333333,,0.125,,,,0.125,0.25,1.0,1.0,1.0,,0.375,1.0,0.49446875,0.4212,,,8.28,24.766666666666666,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.25,1.0,1.0,1.0,,,,,,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,False
