EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,FirstChancePoints,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,LongMidRangeFGM,DefTwoPtRebounds,LostBallSteals,Travels,ShootingFouls,Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,DefTwoPtReboundPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyOffPoss,PenaltyDefPoss,PenaltyArc3FGA,PenaltyFG3A,PtsAssisted2s,TwoPtAssists,AtRimAssists,OffThreePtRebounds,Loose Ball Fouls,Charge Fouls Drawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,OffThreePtReboundPct,OffArc3ReboundPct,AtRimPctAssisted,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,Technical Free Throw Trips,DefAtRimReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGA,PenaltyArc3FGM,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyPoints,PtsUnassisted3s,FTDefRebounds,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsPutbacks,LiveBallTurnovers,BadPassTurnovers,BlockedAtRim,RecoveredBlocks,SecondChanceFg2Pct,LiveBallTurnoverPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyFtPoints,SelfOReb,LostBallOutOfBoundsTurnovers,LostBallTurnovers,BlockingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,OffLongMidRangeReboundPct,SelfORebPct,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,BlockingFouls,Loose Ball Fouls Drawn,Fg3aBlocked,LongMidRangeAssists,FG3APctBlocked,Corner3PctBlocked,LongMidRangePctAssisted,SecondChanceCorner3FGM,ShortMidRangeAssists,FTOffRebounds,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,3SecondViolations,OffFTReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGA,DefensiveGoaltends,OffensiveGoaltends,PenaltyCorner3Frequency,HeaveAttempts,Arc3PctBlocked,Clear Path Fouls,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Blocked3s,BlockedCorner3,team_id,year,season,team_vs
101109-200779-202697-2030-467,1610612752,"Raymond Felton, Steve Novak, Iman Shumpert, Kenyon Martin, Jason Kidd","Felton, Novak, Shumpert, Martin, Kidd",101109-200779-202697-2030-467,NYK,284.0,1,5.0,5.0,9.0,8.0,2.0,17,1.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,3.0,4.0,1.0,12.0,7.0,1.0,1.0,1.0,4.0,2.0,9.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,9.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,0.75,1.0,0.75,0.2,0.6111111111111112,1.5,0.6,1.0,0.4444444444444444,0.4,0.5,0.5,1.0,0.6666666666666666,0.4,0.6666666666666666,1.0,86.19718309859155,15.222222222222221,18.375,14.555555555555555,18.25,0.4444444444444444,0.25,0.5,0.1111111111111111,0.1111111111111111,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.8888888888888888,0.6666666666666666,0.5802722222222223,0.5901,0.1,0.16666666666666666,0.3333333333333333,4.74,24.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2013,2012-13,False
101109-200779-2030-2546-467,1610612752,"Raymond Felton, Steve Novak, Kenyon Martin, Carmelo Anthony, Jason Kidd","Felton, Novak, Martin, Anthony, Kidd",101109-200779-2030-2546-467,NYK,260.0,2,4.0,,8.0,9.0,,17,,,5.0,,1.0,1.0,1.0,,,2.0,5.0,1.0,2.0,1.0,8.0,8.0,,,,,4.0,3.0,1.0,1.0,,1.0,1.0,1.0,,3.0,,1.0,2.0,,2.0,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,,,,8.0,1.0,0.5,,0.5,0.4,0.5,,0.5714285714285714,,0.2857142857142857,,,,1.0,1.0,,,1.0,94.15384615384616,18.625,12.333333333333334,18.625,12.333333333333334,,,,0.7142857142857143,0.14285714285714285,,,,0.14285714285714285,1.0,1.0,1.0,,,,0.2857142857142857,1.0,0.41135714285714287,,0.14285714285714285,0.2,,16.5,24.4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2013,2012-13,False
101109-200779-203142-2546-2747,1610612752,"Raymond Felton, Steve Novak, Chris Copeland, Carmelo Anthony, JR Smith","Felton, Novak, Copeland, Anthony, Smith",101109-200779-203142-2546-2747,NYK,2.0,1,,2.0,1.0,,,1,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,720.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2013,2012-13,False
101109-200779-2199-2546-467,1610612752,"Raymond Felton, Steve Novak, Tyson Chandler, Carmelo Anthony, Jason Kidd","Felton, Novak, Chandler, Anthony, Kidd",101109-200779-2199-2546-467,NYK,94.0,3,2.0,-3.0,4.0,5.0,1.0,9,1.0,1.0,1.0,,,,3.0,,1.0,2.0,2.0,,3.0,,4.0,7.0,,1.0,,,2.0,,3.0,,,,1.0,,,2.0,,,,1.0,1.0,,,,,,2.0,,,,,,4.0,,,,,1.0,0.4,,0.4,,0.6,,,,,,0.3333333333333333,,,137.87234042553192,11.75,9.4,10.5,9.4,0.2,1.0,1.0,0.2,,,,,0.6,,,,1.0,,,0.8,,0.45106999999999997,,,,,9.85,25.8,1.0,,,,,1.0,,,,,1.0,1.0,,,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.36925,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2013,2012-13,False
101109-202697-2030-203143-2546,1610612752,"Raymond Felton, Iman Shumpert, Kenyon Martin, Pablo Prigioni, Carmelo Anthony","Felton, Shumpert, Martin, Prigioni, Anthony",101109-202697-2030-203143-2546,NYK,296.0,4,5.0,2.0,8.0,10.0,,18,,,2.0,,,1.0,2.0,,,3.0,4.0,1.0,2.0,3.0,12.0,10.0,,,,,6.0,3.0,2.0,1.0,,1.0,1.0,1.0,,3.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,3.0,3.0,1.0,,,,12.0,1.0,0.5,,0.5,0.75,0.75,,0.7857142857142857,,0.3333333333333333,,,,,0.5,,,,87.56756756756756,15.625,17.1,15.625,13.7,,,,0.3333333333333333,,,,,0.3333333333333333,0.5,0.5,1.0,,,,0.3333333333333333,0.5,0.4433583333333333,,0.14285714285714285,0.2,,14.4,26.2,2.0,1.0,,1.0,1.0,2.0,1.0,,0.5,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2013,2012-13,False
101109-202697-2030-203143-467,1610612752,"Raymond Felton, Iman Shumpert, Kenyon Martin, Pablo Prigioni, Jason Kidd","Felton, Shumpert, Martin, Prigioni, Kidd",101109-202697-2030-203143-467,NYK,309.0,1,5.0,9.0,9.0,9.0,2.0,18,1.0,2.0,1.0,,1.0,3.0,6.0,1.0,2.0,2.0,6.0,3.0,7.0,,13.0,4.0,1.0,3.0,,3.0,4.0,3.0,6.0,3.0,2.0,1.0,1.0,1.0,,3.0,2.0,1.0,5.0,4.0,9.0,2.0,,,,,,,,,,,10.0,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.5,0.375,0.5,0.375,0.5384615384615384,0.3333333333333333,0.5,0.5,1.0,1.0,0.5,1.0,,83.88349514563106,17.0,17.333333333333332,13.222222222222221,17.333333333333332,0.15384615384615385,0.5,1.0,0.07692307692307693,0.07692307692307693,,,,0.46153846153846156,0.5,0.5,0.3333333333333333,0.5,0.5,1.0,0.6923076923076923,0.5,0.4945807692307692,0.540225,,,0.23076923076923078,8.033333333333333,25.442857142857143,1.0,3.0,2.0,,1.0,3.0,,,1.0,1.0,1.0,1.0,,,7.0,7.0,5.0,5.0,,,,2.0,,,7.0,1.0,,,0.5,0.3333333333333333,,0.5555555555555556,0.47226111111111113,0.7777777777777778,,3.0,,1.0,0.23076923076923078,,,1.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,13.0,6.0,1.0,1.0,13.0,0.6,0.5,0.7222222222222222,0.7222222222222222,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.25,0.1111111111111111,1.0,0.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2013,2012-13,False
101109-202697-2030-2199-2546,1610612752,"Raymond Felton, Iman Shumpert, Kenyon Martin, Tyson Chandler, Carmelo Anthony","Felton, Shumpert, Martin, Chandler, Anthony",101109-202697-2030-2199-2546,NYK,633.0,1,11.0,-10.0,19.0,19.0,2.0,38,4.0,9.0,5.0,,1.0,,2.0,,,5.0,16.0,,3.0,2.0,12.0,22.0,,,,2.0,8.0,,2.0,,3.0,,1.0,,,2.0,2.0,2.0,6.0,2.0,8.0,1.0,1.0,,,1.0,4.0,3.0,1.0,1.0,,1.0,10.0,,,,,0.3125,0.2631578947368421,0.5,0.275,0.5,0.15789473684210525,0.1875,0.3333333333333333,0.18181818181818182,1.0,1.0,0.14285714285714285,0.4,1.0,86.44549763033174,19.473684210526315,13.842105263157896,19.31578947368421,13.842105263157896,0.47368421052631576,0.4444444444444444,0.6666666666666666,0.2631578947368421,0.05263157894736842,,,,0.10526315789473684,,,,,,,0.631578947368421,,0.513471052631579,0.59525,0.05,0.058823529411764705,0.16666666666666666,8.1125,24.666666666666668,1.0,4.0,,,1.0,2.0,1.0,,1.0,1.0,0.2,0.2,,,,,,,2.0,1.0,1.0,,,,,,0.2,0.25,,,0.25,,,,,2.0,1.0,1.0,0.10526315789473684,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2013,2012-13,False
101109-202697-2030-2199-2747,1610612752,"Raymond Felton, Iman Shumpert, Kenyon Martin, Tyson Chandler, JR Smith","Felton, Shumpert, Martin, Chandler, Smith",101109-202697-2030-2199-2747,NYK,228.0,1,4.0,-6.0,8.0,7.0,1.0,15,1.0,4.0,,,1.0,,,,,1.0,5.0,,1.0,3.0,5.0,11.0,,,,2.0,2.0,,,,2.0,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,1.0,2.0,5.0,1.0,,,,3.0,,,,,0.2,0.16666666666666666,1.0,0.3125,1.0,0.16666666666666666,0.4,0.5,0.25,1.0,0.3333333333333333,0.2,0.3333333333333333,,94.73684210526316,15.375,15.0,15.375,13.714285714285714,0.6666666666666666,0.25,0.5,,0.16666666666666666,,,,,,,,,,,0.8333333333333334,,0.49790833333333334,0.5487,0.25,0.16666666666666666,0.4,3.9,23.2,,,,,2.0,2.0,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.16666666666666666,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2013,2012-13,False
101109-202697-2030-2546-2747,1610612752,"Raymond Felton, Iman Shumpert, Kenyon Martin, Carmelo Anthony, JR Smith","Felton, Shumpert, Martin, Anthony, Smith",101109-202697-2030-2546-2747,NYK,1290.0,8,22.0,10.0,37.0,39.0,6.0,76,6.0,12.0,8.0,1.0,1.0,4.0,7.0,2.0,2.0,14.0,26.0,5.0,8.0,9.0,52.0,42.0,2.0,2.0,2.0,14.0,24.0,12.0,7.0,4.0,3.0,4.0,6.0,3.0,1.0,16.0,6.0,7.0,14.0,6.0,20.0,2.0,2.0,1.0,,4.0,7.0,11.0,5.0,1.0,,1.0,38.0,0.8,0.625,1.0,0.625,0.5384615384615384,0.6323529411764706,1.2,0.6666666666666666,1.1666666666666667,0.23529411764705882,0.11538461538461539,0.25,0.5,0.875,0.7058823529411765,0.4,0.8333333333333334,0.75,84.83720930232558,16.135135135135137,17.76923076923077,15.702702702702704,16.71794871794872,0.35294117647058826,0.5,0.6666666666666666,0.23529411764705882,0.029411764705882353,1.0,1.0,1.0,0.20588235294117646,0.5714285714285714,0.5714285714285714,0.75,0.4,1.0,1.0,0.5882352941176471,0.5714285714285714,0.48503088235294123,0.52888,0.13157894736842105,0.16666666666666666,0.2692307692307692,8.146153846153847,25.7,4.0,5.0,,,8.0,14.0,,1.0,0.5555555555555556,1.0,0.5,0.5,,,9.0,24.0,1.0,1.0,4.0,2.0,2.0,,,,9.0,2.0,0.14285714285714285,0.18181818181818182,,,0.3333333333333333,0.125,0.4956375,0.24324324324324326,4.0,6.0,,0.3333333333333333,0.17647058823529413,0.6666666666666666,0.6666666666666666,2.0,4.0,,,3.0,4.0,7.0,,14.0,3.0,2.0,,14.0,,0.5714285714285714,0.5,0.6363636363636364,,0.6666666666666666,,,1.0,,0.5,0.5,,0.2692307692307692,3.0,3.0,3.0,6.0,3.0,2.0,,1.0,1.0,0.75,0.5,1.0,0.6,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2013,2012-13,False
101109-202697-2030-2546-467,1610612752,"Raymond Felton, Iman Shumpert, Kenyon Martin, Carmelo Anthony, Jason Kidd","Felton, Shumpert, Martin, Anthony, Kidd",101109-202697-2030-2546-467,NYK,628.0,3,10.0,-9.0,19.0,19.0,1.0,38,6.0,7.0,3.0,,,,4.0,,,7.0,12.0,,4.0,4.0,18.0,27.0,,,,,10.0,,4.0,,,,2.0,,,4.0,2.0,1.0,3.0,2.0,5.0,3.0,1.0,2.0,,4.0,5.0,5.0,,,,,18.0,,,,,0.5833333333333334,0.4375,,0.4722222222222222,,0.25,,,0.4,1.0,1.0,0.2222222222222222,,,87.13375796178345,17.57894736842105,15.473684210526315,17.42105263157895,15.473684210526315,0.4375,0.8571428571428571,0.8571428571428571,0.1875,,,,,0.25,,,,,,,0.6875,,0.563534375,0.5432,,,,6.933333333333334,25.8,1.0,2.0,2.0,,2.0,4.0,,,1.0,1.0,0.3333333333333333,0.3333333333333333,,,8.0,8.0,1.0,1.0,4.0,2.0,2.0,,,,8.0,,0.2857142857142857,0.2857142857142857,,,0.3333333333333333,0.16666666666666666,0.5539916666666667,0.42105263157894735,,2.0,1.0,,0.125,,,2.0,3.0,,,1.0,2.0,5.0,,7.0,,,,7.0,,0.4,0.3333333333333333,0.4375,,,0.5,,1.0,,0.5,0.6666666666666666,,0.3888888888888889,,1.0,,,2.0,1.0,,,,0.5,1.0,,1.0,,3.0,,,1.0,,2.0,,2.0,0.5,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2013,2012-13,False
