EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,GamesPlayed,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,SecondsPlayed,Minutes,DefPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PlusMinus,PenaltyDefPoss,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls,Offensive Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFtPoints,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,FTDefRebounds,Travels,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,DefFTReboundPct,OffFTReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallTurnovers,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,HeaveAttempts,LostBallOutOfBoundsTurnovers,BlockingFouls,Technical Free Throw Trips,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,Charge Fouls Drawn,BlockingFoulsDrawn,BlockedLongMidRange,3SecondViolations,FG3APctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,team_id,year,season,team_vs
101138-1718-1891-202348-708,1610612738,"Brandon Bass, Paul Pierce, Jason Terry, Jordan Crawford, Kevin Garnett","Bass, Pierce, Terry, Crawford, Garnett",101138-1718-1891-202348-708,BOS,1,3.0,,,6,,,110.0,2.0,3.0,1.0,1.0,,,,,2.0,2.0,4.0,2.0,,,,,,,2.0,,,,2.0,,,,,,,4.0,,1.0,,,1.0,,,1.0,,,,,,78.54545454545455,20.0,16.666666666666668,20.0,16.666666666666668,0.5,1.0,1.0,,,,,0.5,0.48615,,,,,,,6.6,2.0,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,1.0,,,2.0,,1.0,1.0,2.0,,,,,,,,1.0,1.0,,,,0.5,0.5,,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,,,,0.5,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,True
101138-1718-201145-201584-202340,1610612738,"Brandon Bass, Paul Pierce, Jeff Green, Courtney Lee, Avery Bradley","Bass, Pierce, Green, Lee, Bradley",101138-1718-201145-201584-202340,BOS,3,21.0,,2.0,40,,,626.0,10.0,19.0,3.0,4.0,,,,,4.0,12.0,19.0,17.0,,,6.0,,,,2.0,,2.0,2.0,6.0,3.0,4.0,1.0,3.0,,1.0,13.0,,0.3333333333333333,,,0.5,1.5,,0.5,1.5,,0.25,0.2,,92.01277955271566,18.19047619047619,12.842105263157896,17.047619047619047,12.736842105263158,0.23529411764705882,0.75,0.75,,,,,0.5294117647058824,0.5016205882352941,0.5442,,0.05555555555555555,0.07692307692307693,0.3157894736842105,,11.366666666666667,2.0,4.0,1.0,7.0,2.0,1.0,,1.0,3.0,1.0,,,3.0,5.0,2.0,2.0,,,6.0,9.0,,3.0,1.0,,3.0,3.0,6.0,1.0,2.0,15.0,,1.0,3.0,4.0,,4.0,4.0,,2.0,,2.0,2.0,4.0,,,,0.75,0.75,1.0,0.6,,0.6,0.29411764705882354,,,0.5,0.75,1.0,,0.8,1.0,0.16666666666666666,,0.5,,1.0,1.0,,0.6666666666666666,0.058823529411764705,0.4117647058823529,0.11764705882352941,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,,,,0.3333333333333333,23.919999999999998,,1.0,2.0,1.0,2.0,,,2.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,1610612738,2013,2012-13,True
101138-1718-201145-201944-202348,1610612738,"Brandon Bass, Paul Pierce, Jeff Green, Terrence Williams, Jordan Crawford","Bass, Pierce, Green, Williams, Crawford",101138-1718-201145-201944-202348,BOS,1,3.0,3.0,,7,3.0,1.0,84.0,1.0,4.0,,,,,,,,,1.0,2.0,,,,,,1.0,,,,,3.0,,3.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,0.25,,0.25,,,,120.00000000000001,13.666666666666666,10.75,13.666666666666666,10.5,,,,,,,,1.0,0.4749,,0.4749,0.5,1.0,,1.0,,-1.0,4.0,,,,,,,1.0,,,1.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,25.1,,,,,,,1.0,,,,,3.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,True
101138-1718-201145-201944-708,1610612738,"Brandon Bass, Paul Pierce, Jeff Green, Terrence Williams, Kevin Garnett","Bass, Pierce, Green, Williams, Garnett",101138-1718-201145-201944-708,BOS,1,2.0,,,3,,,41.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,2.0,,,,,,,,2.0,,,,,,,,,,,2.0,,1.0,,,0.5,,,0.5,,,,,,105.36585365853658,7.5,26.0,7.5,26.0,0.5,1.0,1.0,,,,,1.0,0.5009,,,,,,,1.4,2.0,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,31.2,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,True
101138-1718-201145-202340-2404,1610612738,"Brandon Bass, Paul Pierce, Jeff Green, Avery Bradley, Chris Wilcox","Bass, Pierce, Green, Bradley, Wilcox",101138-1718-201145-202340-2404,BOS,1,5.0,1.0,,10,1.0,0.2,153.0,3.0,5.0,1.0,2.0,,,1.0,1.0,2.0,3.0,6.0,5.0,,,,1.0,1.0,2.0,4.0,,,,1.0,1.0,2.0,2.0,2.0,,1.0,6.0,2.0,0.6666666666666666,,1.0,0.6666666666666666,,1.0,0.75,,1.0,,,,94.11764705882354,16.6,14.0,16.6,14.0,0.6666666666666666,0.5,0.5,,,1.0,1.0,0.6666666666666666,0.5553666666666667,,0.5954,0.25,0.25,,0.3333333333333333,7.066666666666666,1.0,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,0.3333333333333333,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,True
101138-1718-201145-202340-708,1610612738,"Brandon Bass, Paul Pierce, Jeff Green, Avery Bradley, Kevin Garnett","Bass, Pierce, Green, Bradley, Garnett",101138-1718-201145-202340-708,BOS,6,120.0,8.0,9.0,241,8.0,0.06666666666666667,4009.0,67.0,121.0,17.0,31.0,1.0,4.0,1.0,1.0,35.0,82.0,128.0,98.0,1.0,7.0,5.0,2.0,5.0,11.0,36.0,2.0,12.0,13.0,63.0,13.0,30.0,28.0,21.0,5.0,13.0,123.0,11.0,0.4268292682926829,0.14285714285714285,0.4,0.5093457943925234,0.1,0.5833333333333334,0.5565217391304348,0.20833333333333334,0.7857142857142857,0.2553191489361702,0.22033898305084745,0.5,86.56522823646795,17.941666666666666,15.338842975206612,16.941666666666666,15.090909090909092,0.2897196261682243,0.5483870967741935,0.6071428571428571,0.4,0.25,0.16666666666666666,1.0,0.5233644859813084,0.50338738317757,0.5092,0.4580166666666667,0.11304347826086956,0.14444444444444443,0.0390625,0.0859375,10.403658536585366,30.0,15.0,16.0,35.0,5.0,1.0,,10.0,20.0,2.0,1.0,1.0,13.0,25.0,19.0,3.0,1.0,1.0,34.0,36.0,3.0,20.0,10.0,4.0,17.0,12.0,29.0,9.0,8.0,70.0,1.0,13.0,36.0,50.0,2.0,11.0,4.0,7.0,11.0,1.0,5.0,8.0,19.0,1.0,2.0,3.0,0.4857142857142857,0.5,0.9230769230769231,0.52,1.0,0.52,0.2336448598130841,0.04878048780487805,0.0967741935483871,0.5789473684210527,0.8372093023255814,1.0,0.08333333333333333,0.875,0.125,0.16,0.1,0.75,0.875,0.8695652173913043,1.0,0.037037037037037035,0.47058823529411764,0.14953271028037382,0.32710280373831774,0.04672897196261682,0.18691588785046728,0.5,0.5,0.9,0.1,0.2,,0.16666666666666666,1.0,0.5,24.552,8.0,10.0,3.0,,,3.0,4.0,3.0,1.0,8.0,,1.0,,1.0,,1.0,1.0,,6.0,5.0,,6.0,4.0,,,1.0,,1.0,0.6666666666666666,0.5,0.5333333333333333,0.125,0.2857142857142857,0.2857142857142857,0.8,0.6,0.75,1.0,,,6.0,1.0,0.0625,,2.0,4.0,,1.0,,,,,1.0,1.0,2.0,1.0,1.0,0.04,0.2,,,1610612738,2013,2012-13,True
101138-1718-201584-202340-708,1610612738,"Brandon Bass, Paul Pierce, Courtney Lee, Avery Bradley, Kevin Garnett","Bass, Pierce, Lee, Bradley, Garnett",101138-1718-201584-202340-708,BOS,1,5.0,,,10,,,145.0,2.0,5.0,1.0,2.0,,,,,2.0,3.0,6.0,6.0,,,,,,,4.0,,,,2.0,,,1.0,2.0,,1.0,6.0,,0.6666666666666666,,,0.5,,,0.6,,,,,,99.3103448275862,16.8,12.2,16.8,12.2,0.5,0.5,0.5,,,,,0.75,0.5174125,,,0.2,0.25,,,7.533333333333334,,,,1.0,1.0,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,0.25,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,0.25,0.25,,,,,,,,,,,23.9,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,True
101138-1718-201584-202348-708,1610612738,"Brandon Bass, Paul Pierce, Courtney Lee, Jordan Crawford, Kevin Garnett","Bass, Pierce, Lee, Crawford, Garnett",101138-1718-201584-202348-708,BOS,1,4.0,,,7,,,92.0,2.0,3.0,,1.0,,,,,,1.0,1.0,3.0,,,,,,,,,,,1.0,,2.0,1.0,2.0,,1.0,1.0,,,,,,,,0.16666666666666666,,,,,,109.56521739130434,10.25,17.0,10.25,17.0,0.5,,,,,,,1.0,0.57455,,,0.3333333333333333,0.5,,,1.6,-2.0,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,0.5,,,,1.0,,,1.0,,,,,1.0,,,,,,,,0.5,,,,,,,,,,25.1,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,True
101138-1891-201145-201944-708,1610612738,"Brandon Bass, Jason Terry, Jeff Green, Terrence Williams, Kevin Garnett","Bass, Terry, Green, Williams, Garnett",101138-1891-201145-201944-708,BOS,1,2.0,,,3,,,66.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,3.0,2.0,,,,,,,2.0,,,,,,,1.0,1.0,1.0,1.0,3.0,,1.0,,,0.5,,,0.75,,,,,,65.45454545454545,21.0,24.0,21.0,24.0,0.5,1.0,1.0,,,,,1.0,0.600125,,,0.5,1.0,,,0.4,1.0,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,True
101138-1891-201145-202348-708,1610612738,"Brandon Bass, Jason Terry, Jeff Green, Jordan Crawford, Kevin Garnett","Bass, Terry, Green, Crawford, Garnett",101138-1891-201145-202348-708,BOS,1,1.0,1.0,,3,1.0,1.0,49.0,1.0,2.0,,1.0,,,,1.0,,1.0,,3.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,88.16326530612245,22.0,13.5,22.0,13.5,1.0,,,,,1.0,,1.0,0.6279,,0.6279,,,,,0.6,-3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,True
101138-1891-202340-202348-708,1610612738,"Brandon Bass, Jason Terry, Avery Bradley, Jordan Crawford, Kevin Garnett","Bass, Terry, Bradley, Crawford, Garnett",101138-1891-202340-202348-708,BOS,1,10.0,,,21,,,306.0,5.0,11.0,,1.0,,,,,,5.0,3.0,16.0,,,,,,,,,,,3.0,1.0,2.0,,,,,3.0,,,,,0.21428571428571427,,,0.21428571428571427,,,,,,98.82352941176471,18.1,11.363636363636363,18.1,11.363636363636363,0.14285714285714285,,,,,,,0.42857142857142855,0.45705,,,,,,,13.16,-13.0,,1.0,3.0,2.0,,,,,,,,1.0,2.0,,,,,,3.0,,,,,,1.0,1.0,,,3.0,,,3.0,3.0,,1.0,1.0,,2.0,1.0,1.0,2.0,4.0,,,,,,1.0,0.5,,0.5,0.2857142857142857,,,0.5,1.0,,,1.0,,,,1.0,,1.0,,,,0.14285714285714285,0.42857142857142855,0.2857142857142857,,,,,,,,,,,23.3,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,True
101138-201145-201584-202340-708,1610612738,"Brandon Bass, Jeff Green, Courtney Lee, Avery Bradley, Kevin Garnett","Bass, Green, Lee, Bradley, Garnett",101138-201145-201584-202340-708,BOS,2,4.0,,1.0,9,,,150.0,2.0,5.0,,1.0,,,,,,4.0,1.0,4.0,,,1.0,,,,,,1.0,1.0,2.0,,,1.0,2.0,,1.0,,,,,,,,,0.1,0.5,,0.25,0.25,1.0,86.4,19.25,14.6,19.0,14.2,0.25,,,,,,,0.25,0.4948,,,0.2,0.2,1.0,,11.625,-3.0,,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,0.25,1.0,,0.3333333333333333,,,0.3333333333333333,,,,,,0.5,,,,0.25,0.5,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1610612738,2013,2012-13,True
101138-201145-201584-202348-708,1610612738,"Brandon Bass, Jeff Green, Courtney Lee, Jordan Crawford, Kevin Garnett","Bass, Green, Lee, Crawford, Garnett",101138-201145-201584-202348-708,BOS,1,2.0,,,4,,,103.0,2.0,2.0,,,,,,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,2.0,,,,,2.0,,0.5,,,0.5,,,0.5,,,,,,55.92233009708738,26.5,25.0,26.5,23.5,,,,,,,,,0.37735,,,,,,,18.05,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,1.0,,1.0,,,2.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,True
101138-201145-201944-202348-708,1610612738,"Brandon Bass, Jeff Green, Terrence Williams, Jordan Crawford, Kevin Garnett","Bass, Green, Williams, Crawford, Garnett",101138-201145-201944-202348-708,BOS,1,3.0,,,7,,,139.0,2.0,4.0,,,,,,,1.0,1.0,5.0,2.0,,,,,,,2.0,,,,2.0,,,,,,,5.0,,1.0,,,0.8333333333333334,,,0.8333333333333334,,,,,,72.51798561151078,22.0,18.25,22.0,17.0,,,,,,,,0.6666666666666666,0.5126666666666667,,,,,,,21.6,3.0,,,1.0,1.0,,,,1.0,,,,1.0,2.0,,,,,,3.0,,1.0,,,,1.0,1.0,,,3.0,,,2.0,2.0,,,,,,,,,,,,,,,1.0,0.5,,0.5,0.6666666666666666,,,,0.6666666666666666,,,0.6666666666666666,,,,0.5,,1.0,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,24.75,,1.0,1.0,,,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,True
1718-1891-201145-201584-708,1610612738,"Paul Pierce, Jason Terry, Jeff Green, Courtney Lee, Kevin Garnett","Pierce, Terry, Green, Lee, Garnett",1718-1891-201145-201584-708,BOS,1,4.0,,2.0,8,,,130.0,2.0,4.0,,1.0,,1.0,,,,3.0,,7.0,,2.0,,,,,,,,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,88.61538461538463,24.5,8.0,20.75,8.0,0.16666666666666666,,,0.5,,,,0.6666666666666666,0.47648333333333337,,,,,,,10.266666666666667,-7.0,4.0,1.0,1.0,,,,,3.0,,,,,3.0,,,,,,,,3.0,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,0.5,,,,,1.0,0.6666666666666666,1.0,,,0.6666666666666666,,,,1.0,,,0.16666666666666666,0.16666666666666666,,0.5,,,,,,,,,,24.866666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,True
1718-1891-201145-201944-202348,1610612738,"Paul Pierce, Jason Terry, Jeff Green, Terrence Williams, Jordan Crawford","Pierce, Terry, Green, Williams, Crawford",1718-1891-201145-201944-202348,BOS,1,2.0,1.0,,5,1.0,0.5,80.0,1.0,3.0,,,,,,,1.0,2.0,2.0,2.0,,,,,1.0,,2.0,,,,,1.0,1.0,,,,,2.0,,0.5,,,0.5,,,0.5,,,,,,90.0,21.5,12.333333333333334,21.5,12.333333333333334,,,,,,,,,0.38715,,0.3682,,,,,21.15,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,True
1718-1891-201145-201944-2404,1610612738,"Paul Pierce, Jason Terry, Jeff Green, Terrence Williams, Chris Wilcox","Pierce, Terry, Green, Williams, Wilcox",1718-1891-201145-201944-2404,BOS,1,2.0,2.0,,4,2.0,1.0,42.0,1.0,2.0,,,,,,,,,6.0,,,,,,,6.0,,,,,2.0,,,,,,,6.0,6.0,,,,1.5,,1.5,1.5,,1.5,,,,137.14285714285714,8.5,12.5,8.5,12.5,,,,,,,,1.0,0.4137,,0.4137,,,,1.0,,6.0,2.0,,,,,,2.0,2.0,,2.0,2.0,2.0,2.0,,,2.0,2.0,,,6.0,2.0,2.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,25.75,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,True
1718-1891-201145-201944-708,1610612738,"Paul Pierce, Jason Terry, Jeff Green, Terrence Williams, Kevin Garnett","Pierce, Terry, Green, Williams, Garnett",1718-1891-201145-201944-708,BOS,1,1.0,,,2,,,13.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,1.0,2.0,,1.0,2.0,,,,,,,,1.0,,,,,,221.53846153846152,5.0,8.0,5.0,8.0,,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2013,2012-13,True
1718-1891-201145-202340-708,1610612738,"Paul Pierce, Jason Terry, Jeff Green, Avery Bradley, Kevin Garnett","Pierce, Terry, Green, Bradley, Garnett",1718-1891-201145-202340-708,BOS,9,67.0,13.0,12.0,139,13.0,0.19402985074626866,2439.0,41.0,72.0,8.0,19.0,2.0,5.0,1.0,2.0,19.0,43.0,66.0,65.0,3.0,9.0,14.0,3.0,7.0,12.0,28.0,2.0,8.0,16.0,43.0,5.0,20.0,12.0,11.0,1.0,5.0,52.0,12.0,0.4418604651162791,0.3333333333333333,0.42857142857142855,0.42142857142857143,0.42857142857142855,0.2647058823529412,0.44,0.4375,0.3157894736842105,0.3333333333333333,0.36363636363636365,0.36363636363636365,82.06642066420665,19.940298507462686,15.319444444444445,17.895522388059703,14.972222222222221,0.2714285714285714,0.42105263157894735,0.4444444444444444,0.35714285714285715,0.4,0.11764705882352941,0.5,0.6571428571428571,0.4961292857142857,0.5367285714285714,0.4643647058823529,0.06756756756756757,0.10638297872340426,0.21212121212121213,0.18181818181818182,8.66046511627907,1.0,21.0,12.0,12.0,8.0,1.0,,4.0,19.0,4.0,1.0,10.0,7.0,27.0,7.0,5.0,1.0,10.0,10.0,18.0,3.0,19.0,4.0,2.0,5.0,6.0,11.0,4.0,3.0,28.0,8.0,11.0,15.0,27.0,,12.0,5.0,7.0,5.0,,4.0,3.0,8.0,1.0,,,0.2631578947368421,0.2777777777777778,0.8571428571428571,0.25925925925925924,0.1,0.25925925925925924,0.38571428571428573,0.046511627906976744,0.05263157894736842,0.625,0.8333333333333334,0.9166666666666666,0.4,0.8666666666666667,0.2857142857142857,0.3333333333333333,0.4666666666666667,0.6666666666666666,0.8,1.0,0.9,,0.375,0.17142857142857143,0.17142857142857143,0.11428571428571428,0.2714285714285714,0.21052631578947367,0.21052631578947367,1.0,0.07142857142857142,0.2857142857142857,,0.5882352941176471,0.1,0.21052631578947367,24.951851851851853,5.0,6.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,,1.0,,,1.0,2.0,,1.0,4.0,2.0,2.0,4.0,3.0,1.0,0.4,1.0,,1.0,0.75,0.4166666666666667,0.45454545454545453,0.2,0.5,0.5,0.16666666666666666,0.375,0.375,0.6666666666666666,0.5,1.0,1.0,3.0,0.08333333333333333,,1.0,1.0,,,,,,,,1.0,1.0,,,,,0.2,0.5,1610612738,2013,2012-13,True
