EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGA,FG2A,FtPoints,Points,PenaltyFG2A,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,Turnovers,Fouls,Charge Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,TsPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG3A,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,BadPassSteals,Loose Ball Fouls Drawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,FTDefRebounds,LiveBallTurnovers,LostBallTurnovers,ShootingFouls,LiveBallTurnoverPct,DefFTReboundPct,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,FTOffRebounds,DefThreePtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,BadPassTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,LostBallOutOfBoundsTurnovers,BlockingFouls,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes,HeaveAttempts,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,team_id,year,season,team_vs
101106-101127-101135-201171-201939,1610612744,"Andrew Bogut, Jarrett Jack, David Lee, Carl Landry, Stephen Curry","Bogut, Jack, Lee, Landry, Curry",101106-101127-101135-201171-201939,GSW,77.0,2,1.0,2.0,3.0,4.0,1.0,1.0,7.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,130.9090909090909,9.0,12.5,9.0,12.5,1.0,0.4021,0.3919,21.1,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2013,2012-13,True
101106-101127-101135-201575-202691,1610612744,"Andrew Bogut, Jarrett Jack, David Lee, Brandon Rush, Klay Thompson","Bogut, Jack, Lee, Rush, Thompson",101106-101127-101135-201575-202691,GSW,132.0,1,2.0,4.0,4.0,5.0,4.0,5.0,9.0,1.0,4.0,2.0,6.0,4.0,2.0,2.0,4.0,1.0,,,,,,2.0,,2.0,1.0,4.0,4.0,0.5,0.6666666666666666,0.6666666666666666,0.5,,98.18181818181817,13.75,15.4,12.0,14.6,0.2,0.56816,0.56816,8.125,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,6.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,0.5,0.5,0.5,0.4,0.5,0.4,0.5,0.5,0.2,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,0.4,0.5,0.5,0.2,1.0,1.0,0.2,0.5,1.0,0.4,0.5,0.2,0.6,0.429,0.3333333333333333,1.0,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2013,2012-13,True
101106-101127-101135-201575-2210,1610612744,"Andrew Bogut, Jarrett Jack, David Lee, Brandon Rush, Richard Jefferson","Bogut, Jack, Lee, Rush, Jefferson",101106-101127-101135-201575-2210,GSW,23.0,1,,-1.0,1.0,1.0,,1.0,2.0,,,,,,,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,125.21739130434781,18.0,5.0,18.0,5.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2013,2012-13,True
101106-101127-101135-201939-202691,1610612744,"Andrew Bogut, Jarrett Jack, David Lee, Stephen Curry, Klay Thompson","Bogut, Jack, Lee, Curry, Thompson",101106-101127-101135-201939-202691,GSW,11107.0,32,185.0,-42.0,347.0,355.0,62.0,116.0,702.0,88.0,246.0,55.0,374.0,34.0,80.0,114.0,172.0,32.0,7.0,23.0,42.0,64.0,1.0,62.0,6.0,66.0,6.0,314.0,61.0,0.510958904109589,0.6299212598425197,0.6606060606060606,0.6136363636363636,0.6956521739130435,91.01287476366255,16.461095100864554,15.19718309859155,15.337175792507205,14.52112676056338,0.2634730538922156,0.4951830838323353,0.4874155555555556,9.491869918699187,0.1786743515850144,53.0,50.0,84.0,15.0,23.0,4.0,8.0,23.0,74.0,25.0,4.0,116.0,88.0,416.0,22.0,41.0,60.0,15.0,11.0,29.0,59.0,108.0,24.0,14.0,43.0,58.0,25.0,3.0,57.0,5.0,0.4715447154471545,0.5365853658536586,0.4411764705882353,0.47754491017964074,0.4807692307692308,0.3333333333333333,0.5172413793103449,0.47580645161290325,0.2634730538922156,0.33076923076923076,0.24561403508771928,0.3048128342245989,0.3235294117647059,0.29411764705882354,0.5675675675675675,0.25149700598802394,0.5952380952380952,0.6756756756756757,0.2215568862275449,0.3108108108108108,0.34328358208955223,0.0748502994011976,0.4423076923076923,0.6521739130434783,0.17777777777777778,0.5,0.08888888888888889,0.5149700598802395,0.515925,0.16042780748663102,0.15775401069518716,25.364772727272726,5.0,19.0,7.0,31.0,0.4523809523809524,1.0,43.0,8.0,3.0,21.0,63.0,2.0,8.0,7.0,29.0,2.0,11.0,10.0,124.0,75.0,12.0,63.0,21.0,18.0,62.0,25.0,87.0,17.0,8.0,28.0,8.0,26.0,199.0,1.0,29.0,7.0,4.0,12.0,2.0,6.0,4.0,6.0,3.0,1.0,1.0,3.0,1.0,28.0,12.0,9.0,3.0,12.0,4.0,1.0,1.0,1.0,7.0,0.5344827586206896,0.5961538461538461,0.8620689655172413,0.32954545454545453,0.18181818181818182,0.32954545454545453,0.07317073170731707,0.11904761904761904,0.0945945945945946,0.011363636363636364,0.16666666666666666,0.7631578947368421,0.4117647058823529,0.24444444444444444,0.225,0.7666666666666667,0.75,0.04142011834319527,0.3333333333333333,0.56,0.34782608695652173,0.48863636363636365,0.4942528735632184,0.6046511627906976,0.32,0.32,1.0,0.18862275449101795,0.3333333333333333,0.3333333333333333,0.8095238095238095,0.26666666666666666,0.057692307692307696,0.15384615384615385,0.25,1.0,0.15555555555555556,0.3333333333333333,0.07799442896935933,0.1033210332103321,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2013,2012-13,True
101106-101127-101135-201939-203084,1610612744,"Andrew Bogut, Jarrett Jack, David Lee, Stephen Curry, Harrison Barnes","Bogut, Jack, Lee, Curry, Barnes",101106-101127-101135-201939-203084,GSW,1608.0,13,27.0,-1.0,55.0,54.0,17.0,9.0,109.0,12.0,38.0,12.0,60.0,14.0,15.0,21.0,31.0,3.0,,6.0,9.0,10.0,1.0,12.0,,15.0,3.0,53.0,17.0,0.5263157894736842,0.75,0.7407407407407407,0.875,0.7142857142857143,97.61194029850746,14.436363636363636,15.074074074074074,13.672727272727272,14.25925925925926,0.24,0.47310399999999997,0.4836916666666667,9.228947368421052,0.3090909090909091,10.0,8.0,13.0,2.0,3.0,4.0,5.0,5.0,13.0,1.0,1.0,15.0,12.0,61.0,3.0,6.0,7.0,6.0,4.0,1.0,19.0,18.0,4.0,2.0,8.0,10.0,3.0,,19.0,1.0,0.39473684210526316,0.5,0.42857142857142855,0.48,0.42857142857142855,0.5,0.4375,0.5,0.24,0.36363636363636365,0.4,0.37037037037037035,0.6,1.0,0.6,0.26,0.6153846153846154,0.6666666666666666,0.26,0.38461538461538464,0.45454545454545453,0.02,0.42857142857142855,0.6666666666666666,0.2777777777777778,0.8,0.05555555555555555,0.5,0.49707,0.11666666666666667,0.31666666666666665,26.10833333333333,1.0,3.0,,6.0,0.3333333333333333,1.0,2.0,,,6.0,11.0,,1.0,3.0,6.0,,1.0,1.0,12.0,15.0,3.0,11.0,6.0,3.0,6.0,5.0,11.0,5.0,,3.0,2.0,1.0,27.0,,5.0,,2.0,3.0,,1.0,4.0,3.0,,,,1.0,,5.0,5.0,3.0,2.0,5.0,2.0,1.0,,,1.0,0.4,0.46153846153846156,0.8333333333333334,0.5,,0.5,0.07894736842105263,0.07692307692307693,0.15384615384615385,,,0.7142857142857143,0.42857142857142855,0.2,0.25,0.6666666666666666,1.0,,0.4,0.375,0.4,0.16666666666666666,0.16666666666666666,0.5,,,,0.22,0.5454545454545454,0.5454545454545454,0.8333333333333334,,,0.14285714285714285,,,0.16666666666666666,0.5454545454545454,0.09259259259259259,0.11904761904761904,2.0,2.0,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2013,2012-13,True
101106-101127-101135-201939-203110,1610612744,"Andrew Bogut, Jarrett Jack, David Lee, Stephen Curry, Draymond Green","Bogut, Jack, Lee, Curry, Green",101106-101127-101135-201939-203110,GSW,145.0,2,2.0,,5.0,5.0,,,10.0,,2.0,,2.0,,2.0,3.0,3.0,,,,1.0,,,,,,,2.0,,0.25,1.0,1.0,1.0,,99.3103448275862,12.4,16.6,12.4,16.6,,0.5762125,,3.25,,,1.0,1.0,,,,,,1.0,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,0.5,,,0.25,,,,,0.5,,,,,,1.0,0.25,1.0,1.0,0.25,,,0.25,,,,,,0.75,,,,24.35,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,2.0,,,1.0,,,1.0,,1.0,,,1.0,,,2.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2013,2012-13,True
101106-101127-101135-201939-2210,1610612744,"Andrew Bogut, Jarrett Jack, David Lee, Stephen Curry, Richard Jefferson","Bogut, Jack, Lee, Curry, Jefferson",101106-101127-101135-201939-2210,GSW,18.0,1,,3.0,1.0,,,,1.0,,,3.0,3.0,,,,,,,,,,,1.0,,3.0,,3.0,,1.5,,,,,80.0,18.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1610612744,2013,2012-13,True
101106-101127-101135-202691-203084,1610612744,"Andrew Bogut, Jarrett Jack, David Lee, Klay Thompson, Harrison Barnes","Bogut, Jack, Lee, Thompson, Barnes",101106-101127-101135-202691-203084,GSW,2396.0,8,40.0,-17.0,76.0,80.0,20.0,27.0,156.0,24.0,59.0,14.0,73.0,14.0,19.0,28.0,37.0,6.0,3.0,3.0,7.0,13.0,,15.0,,17.0,1.0,63.0,20.0,0.474025974025974,0.7916666666666666,0.8181818181818182,0.875,0.7272727272727273,93.75626043405677,14.81578947368421,15.875,14.31578947368421,15.675,0.34782608695652173,0.45310434782608694,0.470990625,11.416949152542374,0.2631578947368421,8.0,5.0,13.0,1.0,2.0,3.0,5.0,13.0,22.0,2.0,,25.0,10.0,90.0,3.0,5.0,10.0,7.0,2.0,4.0,24.0,24.0,6.0,3.0,5.0,9.0,3.0,1.0,24.0,1.0,0.423728813559322,0.6,0.5,0.427536231884058,0.5,0.625,0.625,0.6666666666666666,0.14492753623188406,0.14705882352941177,0.42857142857142855,0.1951219512195122,0.25,0.5,0.8,0.18840579710144928,0.38461538461538464,0.5,0.3188405797101449,0.5909090909090909,0.6190476190476191,0.028985507246376812,0.3333333333333333,0.5,0.3125,0.6,,0.3333333333333333,0.515675,0.136986301369863,0.3287671232876712,26.21,1.0,4.0,2.0,6.0,0.5714285714285714,1.0,7.0,,,3.0,8.0,,1.0,2.0,3.0,,1.0,4.0,26.0,9.0,,8.0,3.0,4.0,13.0,3.0,16.0,3.0,,2.0,7.0,4.0,35.0,1.0,8.0,,1.0,2.0,,,1.0,2.0,,,,1.0,,8.0,,,,,,,1.0,,4.0,0.52,0.5909090909090909,1.0,0.3,,0.3,0.06779661016949153,0.23076923076923078,0.045454545454545456,,0.5,0.8888888888888888,0.1111111111111111,0.11764705882352941,0.4,0.875,1.0,,,0.4,0.5384615384615384,0.2916666666666667,0.2916666666666667,0.5714285714285714,,,,0.11594202898550725,0.375,0.375,1.0,,,0.16666666666666666,,,0.125,0.375,0.10526315789473684,0.12121212121212122,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2013,2012-13,True
101106-101127-101135-202691-203110,1610612744,"Andrew Bogut, Jarrett Jack, David Lee, Klay Thompson, Draymond Green","Bogut, Jack, Lee, Thompson, Green",101106-101127-101135-202691-203110,GSW,129.0,3,2.0,3.0,5.0,5.0,1.0,2.0,10.0,,2.0,1.0,3.0,,1.0,3.0,3.0,2.0,,,,1.0,,1.0,,2.0,,2.0,1.0,0.3,1.0,1.0,,1.0,111.62790697674419,15.0,10.8,13.6,10.8,,0.500625,0.49815,5.45,0.2,1.0,1.0,1.0,,,,,,1.0,,,1.0,2.0,,,,1.0,,1.0,,,2.0,,,,,2.0,,,,0.5,,,0.25,,,0.5,,0.5,,,,,,,0.25,1.0,1.0,0.25,,,,,,,,,0.75,,0.3333333333333333,,25.85,1.0,,,,,1.0,,,,,2.0,,,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,0.5,,,,,,,,,1.0,,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2013,2012-13,True
101106-101127-101135-202691-2210,1610612744,"Andrew Bogut, Jarrett Jack, David Lee, Klay Thompson, Richard Jefferson","Bogut, Jack, Lee, Thompson, Jefferson",101106-101127-101135-202691-2210,GSW,69.0,1,1.0,-3.0,3.0,3.0,2.0,3.0,6.0,,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,2.0,2.0,0.5,1.0,1.0,,,125.21739130434784,7.0,16.0,7.0,16.0,,0.65285,0.65285,0.9,0.6666666666666666,,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,5.0,,,,1.0,1.0,,2.0,,,,,,,,2.0,,1.0,,1.0,0.5,,0.5,,0.5,0.5,,,,,,1.0,0.5,1.0,1.0,,,,,,,0.5,1.0,,1.0,,,1.0,26.5,,,,1.0,,,,,,,1.0,,,1.0,,,,,2.0,,,1.0,,,1.0,,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2013,2012-13,True
