EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,Corner3FGA,SecondChanceFG2M,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,AtRimAssists,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,Charge Fouls Drawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Travels,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,HeaveAttempts,FTOffRebounds,LostBallTurnovers,SecondChanceFg3Pct,OffFTReboundPct,DefCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedShortMidRange,OffensiveGoaltends,OffCorner3ReboundPct,3SecondViolations,LongMidRangePctBlocked,Defensive 3 Seconds Violations,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,SecondChanceArc3FGM,DefensiveGoaltends,OffLongMidRangeReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Clear Path Fouls,BlockedLongMidRange,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Fg3aBlocked,Blocked3s,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,BlockedArc3,Corner3PctBlocked,team_id,year,season,team_vs
101124-200748-201196-202687-202689,1610612766,"Hakim Warrick, Tyrus Thomas, Ramon Sessions, Bismack Biyombo, Kemba Walker","Warrick, Thomas, Sessions, Biyombo, Walker",101124-200748-201196-202687-202689,CHA,167.0,1,3.0,6.0,5.0,6.0,5.0,1.0,11.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,6.0,6.0,1.0,1.0,3.0,1.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.25,0.5,0.5,0.25,0.5,1.0,0.3333333333333333,1.0,94.8502994011976,13.5,17.2,13.166666666666666,14.0,0.5,0.25,1.0,1.0,1.0,0.25,1.0,0.5,0.25,0.75,0.586625,0.586625,0.2,0.25,1.0,5.933333333333334,26.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,True
101124-201196-201945-202130-202689,1610612766,"Hakim Warrick, Ramon Sessions, Gerald Henderson, Reggie Williams, Kemba Walker","Warrick, Sessions, Henderson, Williams, Walker",101124-201196-201945-202130-202689,CHA,13.0,1,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.76923076923076,,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,True
101124-201196-201945-202399-202689,1610612766,"Hakim Warrick, Ramon Sessions, Gerald Henderson, Jeff Adrien, Kemba Walker","Warrick, Sessions, Henderson, Adrien, Walker",101124-201196-201945-202399-202689,CHA,247.0,3,4.0,7.0,8.0,3.0,8.0,2.0,15.0,3.0,2.0,1.0,,,4.0,3.0,2.0,3.0,6.0,,4.0,8.0,2.0,1.0,1.0,3.0,,2.0,2.0,4.0,1.0,1.0,,2.0,1.0,1.0,4.0,2.0,6.0,,,,,,1.0,3.0,,2.0,,,,,2.0,3.0,,0.5,1.0,0.6666666666666666,1.0,0.2222222222222222,0.25,0.2222222222222222,0.25,0.6666666666666666,1.0,0.16666666666666666,0.2857142857142857,0.25,87.44939271255062,18.0,15.125,17.285714285714285,15.125,0.3333333333333333,,,,,0.4444444444444444,1.0,0.25,0.75,1.0,0.5424000000000001,0.499475,,,0.5,2.1,24.566666666666666,0.42857142857142855,-4.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.2222222222222222,1.0,0.5,1.0,0.6434,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,True
101124-201196-201945-202687-202689,1610612766,"Hakim Warrick, Ramon Sessions, Gerald Henderson, Bismack Biyombo, Kemba Walker","Warrick, Sessions, Henderson, Biyombo, Walker",101124-201196-201945-202687-202689,CHA,1830.0,8,30.0,57.0,55.0,22.0,16.0,6.0,112.0,13.0,1.0,3.0,6.0,12.0,7.0,3.0,17.0,33.0,16.0,14.0,75.0,40.0,3.0,4.0,9.0,10.0,9.0,32.0,24.0,7.0,12.0,19.0,5.0,45.0,3.0,2.0,22.0,7.0,29.0,8.0,5.0,5.0,6.0,,3.0,13.0,1.0,19.0,17.0,8.0,2.0,71.0,30.0,21.0,1.0,0.7058823529411765,0.7058823529411765,0.5151515151515151,0.4444444444444444,0.6224489795918368,0.6052631578947368,0.6696428571428571,0.6666666666666666,0.32653061224489793,1.0,0.42857142857142855,0.30434782608695654,0.75,88.1311475409836,15.017543859649123,17.70909090909091,14.368421052631579,16.763636363636362,0.2653061224489796,0.24489795918367346,0.5,0.5,0.8333333333333334,0.14285714285714285,0.25,0.15789473684210525,0.15789473684210525,0.5918367346938775,0.5405938775510204,0.5326368421052631,0.14814814814814814,0.21052631578947367,0.4266666666666667,9.163636363636362,24.462500000000002,0.38596491228070173,35.0,10.0,,1.0,9.0,1.0,4.0,10.0,,4.0,6.0,4.0,6.0,14.0,,1.0,0.3333333333333333,0.25,0.4,0.12121212121212122,0.23076923076923078,0.7368421052631579,0.25,0.6666666666666666,0.7142857142857143,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.7692307692307693,1.0,0.6,0.1836734693877551,,,0.3333333333333333,0.4876,0.05333333333333334,1.0,8.0,6.0,4.0,7.0,3.0,1.0,1.0,9.0,1.0,2.0,5.0,21.0,6.0,3.0,7.0,2.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,0.7777777777777778,0.5625,0.5,0.5625,0.125,0.16666666666666666,0.42857142857142855,0.8,0.05263157894736842,0.6666666666666666,0.16326530612244897,0.125,0.14285714285714285,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.25,0.3684210526315789,0.5714285714285714,0.3333333333333333,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,True
101124-201196-201945-202687-203077,1610612766,"Hakim Warrick, Ramon Sessions, Gerald Henderson, Bismack Biyombo, Michael Kidd-Gilchrist","Warrick, Sessions, Henderson, Biyombo, Kidd-Gilchrist",101124-201196-201945-202687-203077,CHA,42.0,1,1.0,2.0,2.0,1.0,,,4.0,,,,1.0,1.0,,,1.0,1.0,,,2.0,2.0,,1.0,1.0,,,2.0,2.0,,1.0,1.0,1.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,137.14285714285714,9.0,12.0,9.0,12.0,,1.0,1.0,1.0,1.0,,,,,,0.4053,0.4053,,,1.0,23.0,,0.5,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,True
101124-201196-201945-202687-203106,1610612766,"Hakim Warrick, Ramon Sessions, Gerald Henderson, Bismack Biyombo, Jeffery Taylor","Warrick, Sessions, Henderson, Biyombo, Taylor",101124-201196-201945-202687-203106,CHA,249.0,1,4.0,9.0,9.0,4.0,8.0,,18.0,2.0,,1.0,1.0,2.0,,,3.0,6.0,1.0,5.0,14.0,9.0,,,2.0,1.0,1.0,4.0,2.0,,1.0,2.0,,5.0,,1.0,4.0,,4.0,1.0,1.0,,,,3.0,3.0,,4.0,6.0,3.0,1.0,14.0,4.0,4.0,1.0,0.3333333333333333,0.3333333333333333,0.5,,0.6428571428571429,0.5,0.7777777777777778,0.5,0.14285714285714285,1.0,,,,104.09638554216866,10.777777777777779,16.88888888888889,10.777777777777779,15.333333333333334,0.2857142857142857,0.2857142857142857,0.5,0.5,,,,0.3333333333333333,,0.42857142857142855,0.5103857142857143,0.5664,0.375,0.42857142857142855,0.2857142857142857,8.566666666666666,23.7,0.4444444444444444,5.0,1.0,,,1.0,,,4.0,,,,,,3.0,,,,,,,,0.6,,,0.6,,0.5,0.5,,0.5,0.5,,0.14285714285714285,,,,,,1.0,2.0,1.0,1.0,1.0,,,,1.0,,,1.0,3.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,0.2857142857142857,0.5,0.5,1.0,1.0,1.0,1.0,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,True
101124-201196-201945-202687-2732,1610612766,"Hakim Warrick, Ramon Sessions, Gerald Henderson, Bismack Biyombo, Ben Gordon","Warrick, Sessions, Henderson, Biyombo, Gordon",101124-201196-201945-202687-2732,CHA,113.0,2,2.0,3.0,4.0,2.0,2.0,2.0,7.0,4.0,3.0,1.0,,,2.0,2.0,,4.0,3.0,,3.0,,3.0,,1.0,3.0,,3.0,,1.0,,1.0,,3.0,1.0,,3.0,5.0,8.0,,,,1.0,,,,,1.0,,,,,3.0,2.0,,,,,,0.21428571428571427,0.375,0.21428571428571427,0.375,0.42857142857142855,,1.0,0.8,1.0,89.20353982300885,23.666666666666668,10.5,15.333333333333334,7.25,0.5714285714285714,,,,,0.2857142857142857,0.75,0.25,0.5,1.0,0.5752166666666666,0.6043,,,1.0,1.35,40.1,0.6666666666666666,3.0,,,,1.0,,3.0,,,2.0,,3.0,1.0,2.0,,,,0.375,0.375,0.5,0.5,0.6666666666666666,0.75,0.5,0.6,0.75,1.0,,,,,,0.14285714285714285,,,,0.4830833333333333,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,3.0,,,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,0.5,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,0.25,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,True
101124-201196-201945-202689-203077,1610612766,"Hakim Warrick, Ramon Sessions, Gerald Henderson, Kemba Walker, Michael Kidd-Gilchrist","Warrick, Sessions, Henderson, Walker, Kidd-Gilchrist",101124-201196-201945-202689-203077,CHA,113.0,3,2.0,7.0,6.0,3.0,6.0,,13.0,1.0,,,,,,,,1.0,2.0,3.0,9.0,6.0,,,,,3.0,3.0,,,,2.0,,6.0,,,1.0,,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,3.0,4.0,,2.0,9.0,,1.0,,,,,,1.0,,0.9,0.75,0.6666666666666666,,,,,165.6637168141593,8.714285714285714,8.666666666666666,8.714285714285714,7.5,0.3333333333333333,,,,,,,,,1.0,0.5752499999999999,,,,0.3333333333333333,1.6,23.25,0.42857142857142855,3.0,,,,2.0,,,,,,,,,1.0,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,1.0,,,,,0.6666666666666666,,,,,,,,2.0,,,,,,2.0,,,,6.0,,,2.0,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,,0.5,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,True
101124-201196-201945-202689-2205,1610612766,"Hakim Warrick, Ramon Sessions, Gerald Henderson, Kemba Walker, DeSagana Diop","Warrick, Sessions, Henderson, Walker, Diop",101124-201196-201945-202689-2205,CHA,393.0,3,7.0,14.0,13.0,9.0,7.0,2.0,27.0,4.0,1.0,3.0,,2.0,2.0,1.0,2.0,7.0,5.0,3.0,13.0,18.0,1.0,2.0,5.0,3.0,1.0,8.0,2.0,2.0,1.0,3.0,,8.0,1.0,1.0,3.0,2.0,5.0,,,2.0,2.0,2.0,1.0,4.0,1.0,2.0,4.0,2.0,,11.0,8.0,9.0,,0.5,1.0,0.2857142857142857,0.4,0.4166666666666667,0.4375,0.4642857142857143,0.4444444444444444,0.4166666666666667,1.0,0.3333333333333333,0.25,,98.93129770992367,13.642857142857142,15.538461538461538,13.285714285714286,14.461538461538462,0.3333333333333333,0.16666666666666666,,,,0.16666666666666666,1.0,0.375,0.125,0.75,0.5498333333333333,0.57205,0.14285714285714285,0.2222222222222222,0.6153846153846154,7.1000000000000005,24.56,0.6428571428571429,-5.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,2.0,,,1.0,1.0,1.0,0.14285714285714285,0.25,0.6666666666666666,0.2,,0.6666666666666666,,,1.0,,0.5,0.6666666666666666,0.5,0.25,1.0,,0.6666666666666666,0.6717,0.15384615384615385,,1.0,,,2.0,2.0,,1.0,2.0,,,1.0,6.0,,2.0,2.0,2.0,,,,,,,,,1.0,,,1.0,,,,,2.0,1.0,2.0,,1.0,0.4,0.3333333333333333,0.4,,,1.0,,,,0.08333333333333333,,,,,,,1.0,1.0,1.0,,0.25,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,True
101124-201196-201945-202689-2217,1610612766,"Hakim Warrick, Ramon Sessions, Gerald Henderson, Kemba Walker, Brendan Haywood","Warrick, Sessions, Henderson, Walker, Haywood",101124-201196-201945-202689-2217,CHA,683.0,6,11.0,20.0,20.0,,10.0,1.0,40.0,2.0,,,1.0,4.0,2.0,,4.0,12.0,2.0,4.0,12.0,16.0,,,,,,,4.0,2.0,2.0,2.0,1.0,4.0,,1.0,8.0,1.0,9.0,3.0,3.0,2.0,5.0,,2.0,4.0,,3.0,4.0,2.0,,12.0,,,,0.5,0.5,0.3333333333333333,,0.2857142857142857,,0.375,,0.14285714285714285,1.0,,0.1,,84.33382137628112,16.55,17.6,15.75,16.15,0.14285714285714285,0.2857142857142857,0.25,0.3333333333333333,1.0,0.14285714285714285,,,,0.2857142857142857,0.43166785714285716,,0.125,0.14285714285714285,,9.833333333333334,25.75,,-4.0,,,,,,,4.0,,3.0,,1.0,1.0,6.0,,1.0,,,,0.25,0.5,0.6666666666666666,0.125,0.5,0.6363636363636364,,0.5,0.8,0.5,,,,,,,,,,3.0,6.0,,,,,,,,,,,,,,,,,1.0,,,3.0,1.0,3.0,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,0.16666666666666666,0.6,0.3333333333333333,0.5,,,0.42857142857142855,0.5,0.6,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,True
