EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,FTDefRebounds,DefFTReboundPct,PenaltyDefPoss,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,ShortMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PtsPutbacks,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,OffShortMidRangeReboundPct,SecondChanceFtPoints,Technical Free Throw Trips,OffCorner3ReboundPct,PenaltyCorner3FGA,PenaltyCorner3Frequency,BlockedLongMidRange,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,DefensiveGoaltends,LostBallOutOfBoundsTurnovers,OffensiveGoaltends,3SecondViolations,HeaveAttempts,Blocked3s,BlockedArc3,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Clear Path Fouls,BlockedCorner3,team_id,year,season,team_vs
101139-200789-200809-201578-2575,1610612739,"CJ Miles, Daniel Gibson, Chris Quinn, Marreese Speights, Luke Walton","Miles, Gibson, Quinn, Speights, Walton",101139-200789-200809-201578-2575,CLE,1521.0,3,25.0,-8.0,45.0,49.0,5.0,94.0,7.0,12.0,1.0,2.0,3.0,6.0,3.0,8.0,1.0,2.0,2.0,11.0,1.0,2.0,13.0,26.0,3.0,13.0,7.0,42.0,50.0,1.0,3.0,1.0,2.0,5.0,14.0,12.0,6.0,3.0,11.0,2.0,3.0,7.0,2.0,9.0,1.0,1.0,4.0,2.0,1.0,20.0,2.0,5.0,4.0,12.0,16.0,7.0,23.0,1.0,8.0,6.0,2.0,3.0,1.0,4.0,2.0,1.0,7.0,2.0,3.0,1.0,9.0,2.0,1.0,1.0,13.0,1.0,2.0,1.0,12.0,6.0,1.0,1.0,1.0,1.0,37.0,0.5384615384615384,0.5384615384615384,0.6666666666666666,0.23076923076923078,0.5,0.23076923076923078,0.5,0.3333333333333333,0.44871794871794873,0.5,0.4666666666666667,0.5,0.3333333333333333,0.11538461538461539,0.25,0.42857142857142855,0.8571428571428571,0.38461538461538464,1.0,0.2,0.8888888888888888,0.30434782608695654,0.8,0.2,0.2222222222222222,0.6666666666666666,1.0,0.8333333333333334,1.0,1.0,0.05,88.99408284023669,1.0,16.533333333333335,15.857142857142858,14.911111111111111,15.775510204081632,0.3076923076923077,0.5833333333333334,0.7777777777777778,0.5714285714285714,0.15384615384615385,0.5,0.5,0.6666666666666666,0.20512820512820512,0.375,0.375,0.3333333333333333,0.05128205128205128,0.5,0.5,1.0,0.28205128205128205,0.18181818181818182,0.18181818181818182,0.5,0.4,0.5,1.0,0.4,0.5,1.0,0.6410256410256411,0.18181818181818182,0.5013820512820513,0.45516666666666666,0.13333333333333333,0.1875,0.11904761904761904,8.576923076923077,25.46923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,True
101139-200789-200809-202684-203092,1610612739,"CJ Miles, Daniel Gibson, Chris Quinn, Tristan Thompson, Tyler Zeller","Miles, Gibson, Quinn, Thompson, Zeller",101139-200789-200809-202684-203092,CLE,54.0,1,1.0,2.0,1.0,2.0,,3.0,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,2.0,,,,,,,1.0,,1.0,,,,1.0,,2.0,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,80.0,,22.0,16.0,22.0,16.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.4039,,,,,5.1,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.4039,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,True
101139-200789-201578-201956-2575,1610612739,"CJ Miles, Daniel Gibson, Marreese Speights, Omri Casspi, Luke Walton","Miles, Gibson, Speights, Casspi, Walton",101139-200789-201578-201956-2575,CLE,172.0,1,3.0,7.0,5.0,5.0,,10.0,2.0,2.0,,,1.0,2.0,,,,,,,,,3.0,4.0,,,1.0,7.0,,,,,,,2.0,4.0,,,,,,1.0,,1.0,,,1.0,,,2.0,,,1.0,2.0,3.0,,3.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,7.0,0.3333333333333333,0.3333333333333333,,,,,0.75,,0.75,,0.7,,,,,,1.0,,0.5,,0.75,,,,,1.0,1.0,,0.5,,,83.72093023255813,1.0,13.6,20.8,13.6,17.8,0.5,1.0,1.0,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,0.5,,0.54795,,0.2,0.2,,4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,True
101139-200789-201578-201961-202087,1610612739,"CJ Miles, Daniel Gibson, Marreese Speights, Wayne Ellington, Alonzo Gee","Miles, Gibson, Speights, Ellington, Gee",101139-200789-201578-201961-202087,CLE,114.0,1,2.0,2.0,3.0,3.0,,6.0,,,,,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,2.0,1.0,1.0,,5.0,3.0,,,,,,,2.0,3.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,3.0,,,,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,5.0,,,1.0,1.0,,1.0,0.5,,0.8333333333333334,,0.8333333333333334,,0.3333333333333333,,,,0.5,,,,0.5,,,,,0.5,,,,,,75.78947368421053,1.0,21.333333333333332,16.666666666666668,21.333333333333332,12.333333333333334,,,,,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,0.3333333333333333,1.0,0.42133333333333334,,,,,12.7,23.9,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,True
101139-200789-201578-201961-202684,1610612739,"CJ Miles, Daniel Gibson, Marreese Speights, Wayne Ellington, Tristan Thompson","Miles, Gibson, Speights, Ellington, Thompson",101139-200789-201578-201961-202684,CLE,131.0,1,2.0,7.0,4.0,4.0,,8.0,1.0,1.0,,,,,2.0,2.0,1.0,1.0,,,,,3.0,3.0,1.0,1.0,,9.0,2.0,,,,,,2.0,4.0,3.0,,,,,1.0,1.0,2.0,,1.0,1.0,,,5.0,,,1.0,1.0,3.0,,3.0,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,9.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,1.0,1.0,,1.125,,1.125,,0.25,,,,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,,87.93893129770993,,12.75,20.0,12.75,20.0,0.25,1.0,1.0,1.0,,,,,0.5,1.0,1.0,,0.25,1.0,1.0,1.0,,,,,,,,,,,0.5,,0.5476625,,,,,11.566666666666668,23.4,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,True
101139-200789-201578-201961-2575,1610612739,"CJ Miles, Daniel Gibson, Marreese Speights, Wayne Ellington, Luke Walton","Miles, Gibson, Speights, Ellington, Walton",101139-200789-201578-201961-2575,CLE,867.0,3,14.0,7.0,30.0,28.0,3.0,58.0,5.0,6.0,,,,1.0,2.0,8.0,2.0,3.0,1.0,5.0,,2.0,7.0,15.0,3.0,8.0,6.0,29.0,22.0,,,1.0,3.0,3.0,8.0,6.0,9.0,,5.0,1.0,2.0,4.0,3.0,7.0,1.0,2.0,3.0,,1.0,17.0,,3.0,4.0,9.0,13.0,3.0,16.0,,2.0,2.0,,5.0,2.0,2.0,3.0,1.0,7.0,,4.0,,7.0,,,,6.0,,2.0,1.0,6.0,2.0,2.0,1.0,2.0,2.0,26.0,0.5714285714285714,0.5714285714285714,1.0,0.375,0.3333333333333333,0.375,0.4666666666666667,,0.5,0.5,0.5576923076923077,0.5,0.34782608695652173,0.13333333333333333,0.16666666666666666,0.7142857142857143,1.0,0.375,1.0,,1.0,0.23076923076923078,1.0,0.3333333333333333,,1.0,1.0,1.0,1.0,,,96.33217993079585,1.0,13.266666666666667,16.75,12.1,16.75,0.2608695652173913,0.8333333333333334,1.0,0.6,0.043478260869565216,,,,0.34782608695652173,0.25,0.25,0.5,0.13043478260869565,0.6666666666666666,0.6666666666666666,1.0,0.21739130434782608,0.2,0.2,1.0,,,,0.6666666666666666,,,0.6086956521739131,0.2,0.5076847826086957,0.52605,0.08,0.11764705882352941,0.10344827586206896,11.293333333333333,24.6,6.0,,1.0,5.0,5.0,6.0,,0.5,0.625,0.4958666666666667,0.1724137931034483,0.2,,,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,True
101139-200789-201578-202681-202684,1610612739,"CJ Miles, Daniel Gibson, Marreese Speights, Kyrie Irving, Tristan Thompson","Miles, Gibson, Speights, Irving, Thompson",101139-200789-201578-202681-202684,CLE,99.0,1,2.0,-5.0,4.0,3.0,,7.0,,,,,,,,,,1.0,,1.0,,,,,,2.0,,,5.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,1.0,,1.0,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,101.81818181818183,,12.5,16.333333333333332,12.5,16.333333333333332,,,,,,,,,,,,,0.5,,,,0.5,,,,,,,,,,1.0,,0.55665,,,,,,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,True
101139-200789-201578-202681-2575,1610612739,"CJ Miles, Daniel Gibson, Marreese Speights, Kyrie Irving, Luke Walton","Miles, Gibson, Speights, Irving, Walton",101139-200789-201578-202681-2575,CLE,163.0,2,3.0,8.0,5.0,6.0,,11.0,2.0,2.0,,,,,1.0,2.0,,,,,,,3.0,4.0,,,2.0,8.0,,,,,,,4.0,2.0,,,,,,2.0,,2.0,,,1.0,,1.0,4.0,,,1.0,2.0,3.0,,3.0,,1.0,,1.0,,,,,,,,,,,,,,2.0,,,,4.0,2.0,,,,,8.0,0.6666666666666666,0.6666666666666666,,,,,0.75,,0.75,,0.6666666666666666,,,,,,1.0,,0.5,,0.75,,,,,1.0,,1.0,0.5,,,97.17791411042944,,14.6,15.0,14.6,14.5,0.5,1.0,1.0,0.5,,,,,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,0.5,,0.55705,,0.3333333333333333,0.3333333333333333,,8.375,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.7015,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,True
101139-200789-201578-202684-203079,1610612739,"CJ Miles, Daniel Gibson, Marreese Speights, Tristan Thompson, Dion Waiters","Miles, Gibson, Speights, Thompson, Waiters",101139-200789-201578-202684-203079,CLE,210.0,3,4.0,1.0,7.0,8.0,1.0,15.0,1.0,2.0,,,,,1.0,4.0,,1.0,,1.0,,,2.0,6.0,,2.0,,4.0,3.0,,1.0,,,,4.0,,,,1.0,,1.0,2.0,,2.0,,,1.0,,1.0,4.0,1.0,1.0,,3.0,3.0,2.0,5.0,,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,,,1.0,,,,,,,,,,4.0,1.0,1.0,,,,,0.3333333333333333,,0.25,,0.25,,0.25,0.16666666666666666,0.5,1.0,1.0,0.25,,0.5,1.0,0.3333333333333333,1.0,,1.0,,,1.0,,,,102.85714285714286,,14.857142857142858,13.25,13.285714285714286,13.25,0.25,0.5,1.0,1.0,,,,,0.5,0.25,0.25,1.0,0.125,,,,0.125,,,,,,,,,,0.5,,0.48740625000000004,,,,,11.65,24.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,True
101139-200789-201578-202684-2733,1610612739,"CJ Miles, Daniel Gibson, Marreese Speights, Tristan Thompson, Shaun Livingston","Miles, Gibson, Speights, Thompson, Livingston",101139-200789-201578-202684-2733,CLE,241.0,2,4.0,-7.0,7.0,6.0,,13.0,1.0,1.0,,,,1.0,1.0,2.0,,,,1.0,,,2.0,4.0,,1.0,,4.0,11.0,,,,,,4.0,,,,1.0,,,2.0,,2.0,,,1.0,,1.0,4.0,,,,2.0,2.0,,2.0,,,,,,,2.0,,1.0,2.0,,,,2.0,,1.0,1.0,2.0,,1.0,,,,1.0,,1.0,,4.0,1.0,1.0,,,,,0.5,,0.4,,0.4,,0.2,,,,0.5,,,,0.5,,,,,,0.6666666666666666,,,,,77.67634854771784,,18.571428571428573,18.5,18.571428571428573,16.166666666666668,0.2,1.0,1.0,1.0,0.2,,,,0.4,0.5,0.5,1.0,,,,,0.2,,,,,,,,,,0.4,,0.49646,,,,,9.65,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2013,2012-13,True
