EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,FG3APct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,PlusMinus,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,DefThreePtRebounds,Charge Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,BlockingFouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,SelfOReb,SelfORebPct,SecondChanceCorner3FGA,LostBallSteals,StepOutOfBoundsTurnovers,OffCorner3ReboundPct,SecondChanceCorner3Frequency,ShortMidRangePctBlocked,BlockedLongMidRange,Technical Free Throw Trips,SecondChanceCorner3FGM,SecondChanceFG3M,3SecondViolations,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,Defensive 3 Seconds Violations,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,Arc3PctBlocked,3pt And 1 Free Throw Trips,Clear Path Fouls,BlockedCorner3,team_id,year,season,team_vs
101124-200748-201196-202687-202689,1610612766,"Hakim Warrick, Tyrus Thomas, Ramon Sessions, Bismack Biyombo, Kemba Walker","Warrick, Thomas, Sessions, Biyombo, Walker",101124-200748-201196-202687-202689,CHA,167.0,1,3.0,5.0,6.0,5.0,6.0,2.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,6.0,6.0,1.0,1.0,2.0,3.0,2.0,6.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,5.0,6.0,5.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6,0.5,0.6,0.5,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,94.8502994011976,17.2,13.5,14.0,13.166666666666666,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.4945,0.4945,0.4,0.4,0.16666666666666666,1.0,7.8999999999999995,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,False
101124-201196-201945-202130-202689,1610612766,"Hakim Warrick, Ramon Sessions, Gerald Henderson, Reggie Williams, Kemba Walker","Warrick, Sessions, Henderson, Williams, Walker",101124-201196-201945-202130-202689,CHA,13.0,1,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,110.76923076923076,13.0,,13.0,,,,,,,,,,,,,1.0,0.3336,0.3336,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,False
101124-201196-201945-202399-202689,1610612766,"Hakim Warrick, Ramon Sessions, Gerald Henderson, Jeff Adrien, Kemba Walker","Warrick, Sessions, Henderson, Adrien, Walker",101124-201196-201945-202399-202689,CHA,247.0,3,4.0,8.0,7.0,8.0,3.0,,15.0,1.0,2.0,1.0,2.0,,,1.0,1.0,3.0,3.0,8.0,4.0,,,1.0,3.0,3.0,8.0,2.0,1.0,2.0,1.0,,5.0,,,,5.0,,5.0,,,1.0,,1.0,,1.0,,2.0,3.0,,5.0,1.0,8.0,8.0,8.0,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5714285714285714,,0.5714285714285714,,,,,0.7142857142857143,,,,87.44939271255062,15.125,18.0,15.125,17.285714285714285,0.4,0.5,0.5,1.0,,,,,0.2,0.4,0.5,0.8,0.5215,0.5215,0.2,0.3333333333333333,,1.0,5.8,1.0,2.0,2.0,2.0,2.0,2.0,0.4,0.4,0.4,25.1,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,0.8333333333333334,0.75,1.0,0.5,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,False
101124-201196-201945-202687-202689,1610612766,"Hakim Warrick, Ramon Sessions, Gerald Henderson, Bismack Biyombo, Kemba Walker","Warrick, Sessions, Henderson, Biyombo, Walker",101124-201196-201945-202687-202689,CHA,1830.0,8,30.0,55.0,57.0,16.0,22.0,8.0,112.0,7.0,19.0,2.0,6.0,4.0,9.0,4.0,13.0,32.0,5.0,40.0,75.0,3.0,7.0,5.0,11.0,3.0,16.0,12.0,6.0,8.0,3.0,2.0,18.0,5.0,,12.0,19.0,8.0,27.0,8.0,5.0,8.0,1.0,16.0,,3.0,8.0,19.0,13.0,1.0,6.0,3.0,33.0,16.0,16.0,1.0,0.46153846153846156,0.5,0.40625,0.45454545454545453,0.3977272727272727,0.38235294117647056,0.43478260869565216,0.4375,0.4444444444444444,0.5,,0.75,0.2631578947368421,0.6956521739130435,0.2857142857142857,,0.6666666666666666,88.1311475409836,17.70909090909091,15.017543859649123,16.763636363636362,14.368421052631579,0.4318181818181818,0.3684210526315789,0.4375,0.42857142857142855,0.20454545454545456,0.4444444444444444,0.4444444444444444,0.5,0.09090909090909091,0.35294117647058826,0.3333333333333333,0.7045454545454546,0.5146545454545455,0.5009029411764706,0.06666666666666667,0.09090909090909091,0.175,0.4,5.465625,0.2909090909090909,11.0,5.0,12.0,6.0,11.0,0.2727272727272727,0.25,0.29411764705882354,25.516666666666666,-35.0,2.0,,3.0,1.0,6.0,2.0,2.0,1.0,4.0,,2.0,1.0,4.0,3.0,4.0,1.0,0.6666666666666666,0.25,0.16666666666666666,0.25,0.5714285714285714,0.25,1.0,0.18181818181818182,0.18181818181818182,0.5,,0.18181818181818182,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,14.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,0.3333333333333333,0.2857142857142857,0.09375,0.15789473684210525,1.0,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,0.5714285714285714,1.0,0.75,0.5,0.5,0.5,0.022727272727272728,1.0,1.0,1.0,0.7142857142857143,0.2,0.14285714285714285,0.058823529411764705,1.0,0.5456000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,False
101124-201196-201945-202687-203077,1610612766,"Hakim Warrick, Ramon Sessions, Gerald Henderson, Bismack Biyombo, Michael Kidd-Gilchrist","Warrick, Sessions, Henderson, Biyombo, Kidd-Gilchrist",101124-201196-201945-202687-203077,CHA,42.0,1,1.0,2.0,2.0,,1.0,,4.0,1.0,1.0,,,,,1.0,1.0,2.0,,2.0,2.0,,,,,,,2.0,1.0,1.0,1.0,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,2.0,,,,1.0,1.0,0.5,,0.5,,0.5,,,,,,,,,,,137.14285714285714,12.0,9.0,12.0,9.0,0.5,1.0,1.0,1.0,,,,,0.5,,,0.5,0.5707,,,,,,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,False
101124-201196-201945-202687-203106,1610612766,"Hakim Warrick, Ramon Sessions, Gerald Henderson, Bismack Biyombo, Jeffery Taylor","Warrick, Sessions, Henderson, Biyombo, Taylor",101124-201196-201945-202687-203106,CHA,249.0,1,4.0,9.0,9.0,8.0,4.0,1.0,18.0,2.0,4.0,1.0,2.0,1.0,2.0,3.0,4.0,9.0,1.0,9.0,14.0,,4.0,2.0,5.0,1.0,5.0,4.0,2.0,2.0,,1.0,4.0,2.0,,3.0,3.0,2.0,5.0,1.0,1.0,1.0,,2.0,,2.0,3.0,4.0,3.0,,4.0,3.0,5.0,5.0,8.0,1.0,0.5,0.6666666666666666,0.4444444444444444,0.4,0.4444444444444444,0.4,0.45,1.0,0.4166666666666667,0.5,,1.0,0.4,1.0,0.4,0.5,1.0,104.09638554216866,16.88888888888889,10.777777777777779,15.333333333333334,10.777777777777779,0.4444444444444444,0.5,0.5,,0.2222222222222222,0.5,0.5,1.0,0.3333333333333333,0.4,0.5,0.4444444444444444,0.5173777777777777,0.53864,0.3,0.3,0.4444444444444444,0.5555555555555556,9.322222222222223,0.8888888888888888,,,,,,,,,,-5.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,2.0,2.0,,4.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,0.5,,,1.0,1.0,,0.3333333333333333,0.3333333333333333,1.0,,,,,0.5,1.0,,,,0.5282,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,False
101124-201196-201945-202687-2732,1610612766,"Hakim Warrick, Ramon Sessions, Gerald Henderson, Bismack Biyombo, Ben Gordon","Warrick, Sessions, Henderson, Biyombo, Gordon",101124-201196-201945-202687-2732,CHA,113.0,2,2.0,4.0,3.0,2.0,2.0,1.0,7.0,,2.0,,,,1.0,,,3.0,,,3.0,,,,,,,,,,,,,1.0,,1.0,1.0,2.0,3.0,,,1.0,,1.0,,1.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,0.25,0.3333333333333333,0.2,0.4,,0.25,89.20353982300885,10.5,23.666666666666668,7.25,15.333333333333334,0.4,,,,0.2,,,,,,,0.8,0.5816,0.4047,,,,,4.133333333333334,0.5,,,2.0,1.0,,0.4,,,23.5,-3.0,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,1.0,,,2.0,,1.0,,,2.0,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,0.5,,1.0,,,,0.5,,,,0.4,,,,0.3333333333333333,,,1.0,,0.62945,,,1.0,1.0,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,False
101124-201196-201945-202689-203077,1610612766,"Hakim Warrick, Ramon Sessions, Gerald Henderson, Kemba Walker, Michael Kidd-Gilchrist","Warrick, Sessions, Henderson, Walker, Kidd-Gilchrist",101124-201196-201945-202689-203077,CHA,113.0,3,2.0,6.0,7.0,6.0,3.0,2.0,13.0,2.0,3.0,2.0,3.0,,1.0,1.0,2.0,5.0,2.0,6.0,9.0,2.0,2.0,2.0,5.0,2.0,6.0,4.0,2.0,2.0,2.0,,4.0,2.0,,1.0,1.0,2.0,3.0,1.0,,1.0,1.0,2.0,1.0,2.0,,3.0,1.0,,2.0,1.0,4.0,6.0,6.0,,1.0,1.0,0.4,0.4,0.4,0.4,0.5,1.0,0.5,0.5,,1.0,0.6666666666666666,1.0,0.6666666666666666,,1.0,165.6637168141593,8.666666666666666,8.714285714285714,7.5,8.714285714285714,0.6,0.6666666666666666,0.6666666666666666,1.0,0.2,,,,0.2,0.6,0.6666666666666666,0.6,0.5835,0.5835,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,6.840000000000001,1.0,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,0.2,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,False
101124-201196-201945-202689-2205,1610612766,"Hakim Warrick, Ramon Sessions, Gerald Henderson, Kemba Walker, DeSagana Diop","Warrick, Sessions, Henderson, Walker, Diop",101124-201196-201945-202689-2205,CHA,393.0,3,7.0,13.0,14.0,7.0,9.0,1.0,27.0,3.0,4.0,1.0,1.0,,1.0,4.0,5.0,9.0,2.0,18.0,13.0,,2.0,1.0,3.0,2.0,10.0,6.0,3.0,5.0,2.0,,12.0,1.0,,4.0,6.0,1.0,7.0,,,2.0,,2.0,,2.0,2.0,2.0,4.0,1.0,2.0,1.0,16.0,10.0,7.0,,0.6,0.6,0.5555555555555556,0.3333333333333333,0.7272727272727273,0.8,0.75,1.0,0.8333333333333334,,,0.8,0.3333333333333333,0.75,0.3333333333333333,,1.0,98.93129770992367,15.538461538461538,13.642857142857142,14.461538461538462,13.285714285714286,0.36363636363636365,0.75,1.0,0.6666666666666666,0.09090909090909091,,,,0.36363636363636365,0.2,1.0,0.5454545454545454,0.5301318181818182,0.50073,0.08333333333333333,0.1,0.1111111111111111,0.5555555555555556,8.488888888888889,0.5384615384615384,2.0,2.0,2.0,2.0,2.0,0.18181818181818182,0.18181818181818182,0.4,25.9,5.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.6666666666666666,,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,,,2.0,,,,,,1.0,1.0,,4.0,,,2.0,,1.0,,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,0.2222222222222222,0.25,,,1.0,,,,1.0,1.0,0.5,0.5,0.5,,,,,,,,,,0.4209,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,False
101124-201196-201945-202689-2217,1610612766,"Hakim Warrick, Ramon Sessions, Gerald Henderson, Kemba Walker, Brendan Haywood","Warrick, Sessions, Henderson, Walker, Haywood",101124-201196-201945-202689-2217,CHA,683.0,6,11.0,20.0,20.0,10.0,,2.0,40.0,4.0,6.0,1.0,2.0,1.0,3.0,6.0,6.0,15.0,4.0,16.0,12.0,1.0,3.0,3.0,7.0,4.0,10.0,12.0,6.0,6.0,4.0,1.0,12.0,3.0,,7.0,9.0,4.0,13.0,3.0,3.0,2.0,1.0,5.0,1.0,1.0,2.0,3.0,4.0,,5.0,2.0,13.0,10.0,10.0,,1.0,1.0,0.4,0.42857142857142855,0.35294117647058826,0.375,0.42105263157894735,0.75,0.5,0.6,,0.875,0.3333333333333333,0.9,0.36363636363636365,0.2,1.0,84.33382137628112,17.6,16.55,16.15,15.75,0.35294117647058826,0.6666666666666666,0.6666666666666666,1.0,0.17647058823529413,0.3333333333333333,0.5,1.0,0.35294117647058826,0.25,0.5,0.47058823529411764,0.5148999999999999,0.47556875,0.1111111111111111,0.125,0.1875,0.625,8.913333333333332,0.5,2.0,1.0,2.0,1.0,2.0,0.11764705882352941,0.11764705882352941,0.125,25.65,4.0,,,,,,,,,2.0,,1.0,1.0,3.0,1.0,3.0,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,2.0,,,,,1.0,,1.0,1.0,,3.0,3.0,,,,1.0,,,,,1.0,3.0,,,0.5,0.5,0.06666666666666667,,,0.5,0.5,0.5,0.5,0.6666666666666666,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,,,,,,,,,,0.41785,,,,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2013,2012-13,False
