EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Fouls,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3A,PtsUnassisted2s,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,Arc3FGA,FG3M,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,BlockingFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,DefLongMidRangeReboundPct,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShortMidRangeFGM,LongMidRangeFGA,PtsUnassisted3s,DefThreePtRebounds,FTDefRebounds,ShootingFouls,Loose Ball Fouls Drawn,DefFTReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,Steals,LostBallSteals,BlockingFoulsDrawn,NonShootingFoulsDrawn,BlockedLongMidRange,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyPointsPct,BlockedAtRim,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFtPoints,PenaltyFG2M,FTOffRebounds,BadPassSteals,RecoveredBlocks,PenaltyFg2Pct,ShortMidRangePctBlocked,OffFTReboundPct,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,LongMidRangePctBlocked,OffArc3ReboundPct,LostBallOutOfBoundsTurnovers,3SecondViolations,Travels,Blocked3s,BlockedCorner3,SecondChanceAtRimPctAssisted,HeaveAttempts,2pt And 1 Free Throw Trips,DefensiveGoaltends,Charge Fouls Drawn,Offensive Fouls,Technical Free Throw Trips,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Clear Path Fouls,BlockedArc3,OffensiveGoaltends,Corner3PctBlocked,team_id,year,season,team_vs
1733-201167-202696-202734-2749,1610612753,"Al Harrington, Arron Afflalo, Nikola Vucevic, E'Twaun Moore, Jameer Nelson","Harrington, Afflalo, Vucevic, Moore, Nelson",1733-201167-202696-202734-2749,ORL,14.0,1,-2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,102.85714285714286,14.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2013,2012-13,False
1733-201167-202696-203090-2749,1610612753,"Al Harrington, Arron Afflalo, Nikola Vucevic, Maurice Harkless, Jameer Nelson","Harrington, Afflalo, Vucevic, Harkless, Nelson",1733-201167-202696-203090-2749,ORL,120.0,1,3.0,3.0,,7.0,,1.0,,,84.0,19.666666666666668,19.666666666666668,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.3333333333333333,1.0,0.375,1.0,0.3333333333333333,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,15.25,15.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.4730833333333333,0.4223,0.60045,0.25,0.3333333333333333,0.6666666666666666,5.45,22.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2013,2012-13,False
1733-201167-202696-2749-2757,1610612753,"Al Harrington, Arron Afflalo, Nikola Vucevic, Jameer Nelson, Beno Udrih","Harrington, Afflalo, Vucevic, Nelson, Udrih",1733-201167-202696-2749-2757,ORL,187.0,1,-1.0,5.0,,11.0,6.0,1.0,,,84.70588235294117,17.6,17.6,3.0,6.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,,5.0,,,,,,,,,1.0,1.0,,1.0,,,1.0,3.0,,,,,,,,,,,5.0,,1.0,,0.8333333333333334,,0.8333333333333334,,0.6666666666666666,1.0,,,1.0,,,,,,16.5,16.5,0.3333333333333333,1.0,1.0,,,,,,1.0,0.5058666666666667,,,,,,2.8,25.45,,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2013,2012-13,False
1733-201167-202699-202734-203090,1610612753,"Al Harrington, Arron Afflalo, Tobias Harris, E'Twaun Moore, Maurice Harkless","Harrington, Afflalo, Harris, Moore, Harkless",1733-201167-202699-202734-203090,ORL,34.0,1,2.0,1.0,,3.0,,,,,127.05882352941177,17.0,17.0,1.0,2.0,,,,,,,,,,,,,2.0,2.0,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,,2.0,1.0,,,,2.0,,,,,,1.0,,,1.0,,,1.0,,,,,,8.5,8.5,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2013,2012-13,False
1733-201167-202699-202734-2749,1610612753,"Al Harrington, Arron Afflalo, Tobias Harris, E'Twaun Moore, Jameer Nelson","Harrington, Afflalo, Harris, Moore, Nelson",1733-201167-202699-202734-2749,ORL,337.0,1,-1.0,11.0,9.0,21.0,10.0,3.0,,,89.73293768545994,15.636363636363637,15.272727272727273,6.0,10.0,,1.0,2.0,5.0,,2.0,1.0,,,3.0,7.0,6.0,,9.0,,2.0,,,6.0,,,3.0,1.0,6.0,3.0,9.0,,,,1.0,,,,1.0,,,,,,,9.0,,0.42857142857142855,,0.34615384615384615,,0.34615384615384615,,0.46153846153846156,0.5,0.75,,0.8333333333333334,0.375,,,,,16.5,16.3,0.38461538461538464,0.4,0.4,0.07692307692307693,,1.0,,,0.8461538461538461,0.4810846153846154,0.57395,,,,,6.357142857142857,27.333333333333332,,1.0,6.0,1.0,,,6.0,1.0,,,,,,,1.0,,1.0,,,,,,0.16666666666666666,0.16666666666666666,1.0,,,0.46153846153846156,0.16666666666666666,0.16666666666666666,,0.16666666666666666,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2013,2012-13,False
1733-201167-202699-202734-2757,1610612753,"Al Harrington, Arron Afflalo, Tobias Harris, E'Twaun Moore, Beno Udrih","Harrington, Afflalo, Harris, Moore, Udrih",1733-201167-202699-202734-2757,ORL,661.0,7,6.0,19.0,3.0,42.0,21.0,3.0,,,91.49773071104387,17.63157894736842,17.105263157894736,11.0,23.0,5.0,2.0,2.0,4.0,,,5.0,4.0,1.0,6.0,13.0,8.0,3.0,27.0,,,6.0,2.0,6.0,,1.0,,3.0,5.0,1.0,6.0,,,1.0,1.0,,,1.0,4.0,,4.0,1.0,1.0,,1.0,21.0,5.0,0.46153846153846156,,0.5714285714285714,1.5,0.5869565217391305,1.5,0.38095238095238093,0.75,,0.3333333333333333,0.8333333333333334,0.1,,0.5,,,14.173913043478262,12.869565217391305,0.19047619047619047,0.5,1.0,0.23809523809523808,0.19047619047619047,,,0.3333333333333333,0.5714285714285714,0.46753809523809525,0.5544,0.4498333333333333,0.045454545454545456,0.07142857142857142,0.2222222222222222,8.561538461538461,24.8625,0.21739130434782608,2.0,4.0,4.0,6.0,12.0,4.0,2.0,3.0,4.0,7.0,2.0,1.0,18.0,,,,,,0.5,0.5,1.0,0.5,0.5,,0.5,0.5,0.19047619047619047,0.5,0.6666666666666666,1.0,0.5,2.0,4.0,,2.0,,1.0,,,1.0,,,1.0,1.0,1.0,0.4,0.4,0.19047619047619047,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,9.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,0.9,0.125,0.15384615384615385,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2013,2012-13,False
1733-201167-202699-203090-203094,1610612753,"Al Harrington, Arron Afflalo, Tobias Harris, Maurice Harkless, Andrew Nicholson","Harrington, Afflalo, Harris, Harkless, Nicholson",1733-201167-202699-203090-203094,ORL,118.0,1,-2.0,3.0,,5.0,4.0,1.0,,,61.016949152542374,22.333333333333332,14.333333333333334,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,,2.0,1.0,1.0,2.0,,2.0,,1.0,1.0,1.0,1.0,2.0,3.0,,,,1.0,1.0,,,2.0,,,,1.0,,1.0,,,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,25.5,21.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,0.6666666666666666,0.5453,,,,,1.0,5.0,22.6,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2013,2012-13,False
1733-201167-202699-203090-2749,1610612753,"Al Harrington, Arron Afflalo, Tobias Harris, Maurice Harkless, Jameer Nelson","Harrington, Afflalo, Harris, Harkless, Nelson",1733-201167-202699-203090-2749,ORL,439.0,5,10.0,15.0,6.0,29.0,17.0,4.0,,,95.125284738041,18.2,17.666666666666668,7.0,14.0,5.0,3.0,4.0,6.0,1.0,2.0,5.0,1.0,1.0,8.0,12.0,1.0,8.0,27.0,2.0,3.0,5.0,1.0,10.0,2.0,,3.0,3.0,5.0,4.0,9.0,,,,,,,,5.0,,10.0,2.0,2.0,,2.0,22.0,5.0,0.6666666666666666,0.6666666666666666,0.7307692307692307,0.6666666666666666,0.75,0.625,0.07692307692307693,0.6,0.75,,0.625,0.75,0.5,,,,11.857142857142858,10.714285714285714,0.46153846153846156,0.6666666666666666,0.8,0.38461538461538464,0.07692307692307693,0.6666666666666666,0.5,0.16666666666666666,0.5384615384615384,0.5129153846153847,0.4571666666666667,0.5348,0.13333333333333333,0.14285714285714285,0.18518518518518517,5.875,22.7,0.35714285714285715,,,1.0,6.0,3.0,,,3.0,1.0,4.0,,2.0,9.0,,,,,,0.375,0.42857142857142855,1.0,1.0,1.0,,1.0,0.5,,,,,,3.0,1.0,,2.0,,2.0,,,0.6666666666666666,1.0,,0.3333333333333333,0.6666666666666666,,0.6,0.75,0.07692307692307693,1.0,1.0,,,1.0,,,,,,,5.0,1.0,4.0,11.0,2.0,,1.0,1.0,,2.0,1.0,,3.0,,11.0,3.0,,1.0,0.5833333333333334,0.6111111111111112,,0.16666666666666666,0.16666666666666666,,0.3333333333333333,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,0.4074074074074074,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.4,0.2,1.0,0.5,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,1610612753,2013,2012-13,False
1733-201167-202699-203090-2757,1610612753,"Al Harrington, Arron Afflalo, Tobias Harris, Maurice Harkless, Beno Udrih","Harrington, Afflalo, Harris, Harkless, Udrih",1733-201167-202699-203090-2757,ORL,391.0,2,-2.0,13.0,2.0,25.0,14.0,1.0,,,92.07161125319693,16.46153846153846,16.46153846153846,7.0,12.0,6.0,,4.0,6.0,,,1.0,,,5.0,8.0,2.0,2.0,12.0,,,,1.0,4.0,,,,,4.0,,4.0,,,,1.0,,,,1.0,,2.0,1.0,,,,12.0,6.0,0.625,,0.5,,0.5454545454545454,,0.2,,,,0.75,,,,,,14.75,14.75,0.6,0.6666666666666666,0.6666666666666666,0.1,,,,,0.8,0.5317149999999999,,0.5297083333333333,0.09090909090909091,0.1111111111111111,,4.6375,25.35,0.5,,2.0,,6.0,,2.0,,3.0,,3.0,,2.0,6.0,1.0,,1.0,,,0.6,0.6,,,,1.0,,0.5,0.2,,,,,1.0,1.0,,3.0,1.0,1.0,,1.0,0.75,,,,0.75,,1.0,1.0,0.1,,,,,,,,,1.0,,,5.0,,,8.0,,,,1.0,,2.0,1.0,,,,8.0,,,,0.6666666666666666,0.6666666666666666,,,,,1.0,,,,,,,,,,,,,,0.16666666666666666,,0.6666666666666666,,3.0,4.0,,4.0,,1.0,,0.8,,,,0.6666666666666666,0.75,,,,,,,,,,,,,,,,,,,,,,,1610612753,2013,2012-13,False
1733-201167-202699-203199-2749,1610612753,"Al Harrington, Arron Afflalo, Tobias Harris, DeQuan Jones, Jameer Nelson","Harrington, Afflalo, Harris, Jones, Nelson",1733-201167-202699-203199-2749,ORL,135.0,1,6.0,4.0,,9.0,2.0,1.0,1.0,,96.0,16.25,16.25,2.0,5.0,,,,,,,1.0,1.0,,1.0,2.0,2.0,,8.0,,,,,2.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,8.0,,0.5,,1.0,,1.0,,0.5,1.0,,,0.5,,,,1.0,,14.0,14.0,,,,0.25,0.25,,,,0.5,0.49785,,,,,,10.95,23.9,,1.0,1.0,2.0,,6.0,1.0,1.0,,2.0,2.0,1.0,,6.0,,,,,,,,1.0,1.0,1.0,,,,0.25,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,0.25,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,0.5,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612753,2013,2012-13,False
