EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,LongMidRangeFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyFG2M,Corner3Assists,LostBallSteals,ThreePtShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,PenaltyFg2Pct,DefAtRimReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,DefCorner3ReboundPct,ShortMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,ShortMidRangeAssists,LostBallTurnovers,Charge Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,3SecondViolations,SecondChanceFg3Pct,OffLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangeFGM,LongMidRangeAssists,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Offensive Fouls Drawn,SecondChanceCorner3FGA,OffArc3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,FTDefRebounds,Loose Ball Fouls,Technical Free Throw Trips,DefFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls Drawn,Travels,Blocked3s,BlockedArc3,Fg3aBlocked,SecondChanceTurnovers,FG3APctBlocked,Arc3PctBlocked,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,Defensive 3 Seconds Violations,DefensiveGoaltends,LongMidRangePctBlocked,BlockedLongMidRange,HeaveAttempts,Corner3PctBlocked,FTOffRebounds,OffFTReboundPct,Clear Path Fouls,3pt And 1 Free Throw Trips,BlockedCorner3,team_id,year,season,team_vs
1627884-1627936-1628366-1628396-201942,1610612741,"Derrick Jones Jr., Alex Caruso, Lonzo Ball, Tony Bradley, DeMar DeRozan","Jones Jr., Caruso, Ball, Bradley, DeRozan",1627884-1627936-1628366-1628396-201942,CHI,809.0,5,13.0,-16.0,29.0,29.0,9.0,4.0,3.0,58.0,6.0,9.0,1.0,2.0,2.0,6.0,3.0,2.0,3.0,4.0,1.0,2.0,6.0,15.0,3.0,7.0,5.0,26.0,42.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,2.0,5.0,6.0,6.0,3.0,6.0,2.0,4.0,3.0,2.0,3.0,1.0,4.0,1.0,3.0,9.0,1.0,3.0,1.0,6.0,7.0,4.0,11.0,1.0,1.0,1.0,7.0,1.0,7.0,1.0,8.0,3.0,6.0,8.0,5.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,22.0,5.0,9.0,1.0,1.0,0.5,0.6,0.3333333333333333,0.42857142857142855,0.25,0.42857142857142855,0.4,0.5,0.4772727272727273,0.5,0.21428571428571427,0.52,0.6666666666666666,0.3125,0.3181818181818182,0.13333333333333333,0.1111111111111111,0.16666666666666666,0.875,0.8571428571428571,0.3333333333333333,0.5,0.25,0.7777777777777778,0.3076923076923077,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8,1.0,0.5,0.09090909090909091,103.23856613102596,16.517241379310345,11.379310344827585,16.413793103448278,10.758620689655173,0.4090909090909091,0.6666666666666666,0.75,0.5,0.2727272727272727,0.13636363636363635,0.18181818181818182,0.75,0.75,0.3333333333333333,1.0,0.5,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5,0.7272727272727273,0.75,0.5045295454545454,0.49745,0.4822714285714286,0.08333333333333333,0.11764705882352941,0.15384615384615385,0.19230769230769232,3.146666666666667,25.099999999999998,0.3103448275862069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2022,2021-22,True
1627884-1627936-1628366-1628396-203897,1610612741,"Derrick Jones Jr., Alex Caruso, Lonzo Ball, Tony Bradley, Zach LaVine","Jones Jr., Caruso, Ball, Bradley, LaVine",1627884-1627936-1628366-1628396-203897,CHI,313.0,3,5.0,3.0,11.0,11.0,5.0,6.0,,22.0,2.0,3.0,,,1.0,,2.0,1.0,,3.0,,1.0,2.0,4.0,2.0,5.0,3.0,13.0,10.0,,,,,1.0,1.0,2.0,3.0,8.0,4.0,,6.0,,,3.0,,,2.0,2.0,4.0,,2.0,10.0,,,3.0,1.0,4.0,,4.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,2.0,2.0,,3.0,,,1.0,,1.0,13.0,8.0,5.0,1.0,,1.0,1.0,1.0,0.4,0.5,0.4,0.5,,0.5555555555555556,,0.8333333333333334,0.65,,1.0,0.5555555555555556,,,,1.0,0.5,,1.0,,0.8,,,,,,,1.0,,101.21405750798722,15.909090909090908,12.545454545454545,15.909090909090908,12.545454545454545,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,,0.2222222222222222,0.3333333333333333,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.8888888888888888,,0.5226500000000001,,0.5927,0.1,,,0.6153846153846154,7.625,25.46,0.45454545454545453,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2022,2021-22,True
1627884-1627936-1628366-1628993-201942,1610612741,"Derrick Jones Jr., Alex Caruso, Lonzo Ball, Alize Johnson, DeMar DeRozan","Jones Jr., Caruso, Ball, Johnson, DeRozan",1627884-1627936-1628366-1628993-201942,CHI,371.0,2,6.0,2.0,12.0,10.0,,,1.0,22.0,2.0,4.0,1.0,1.0,,1.0,2.0,,3.0,6.0,,,2.0,5.0,3.0,8.0,,13.0,11.0,1.0,1.0,,2.0,,,,,,,4.0,6.0,3.0,2.0,6.0,3.0,,,2.0,2.0,2.0,,6.0,,1.0,3.0,1.0,4.0,1.0,5.0,,,,,,,,,,1.0,3.0,1.0,,,,,,,,11.0,,,,,,,0.6666666666666666,0.375,,0.375,0.4,1.0,0.5,1.0,,0.5,1.0,,0.6153846153846154,,,,,0.3333333333333333,0.3333333333333333,0.75,,0.5714285714285714,0.125,0.5,,,1.0,,0.5,,85.39083557951483,14.583333333333334,19.6,14.583333333333334,17.5,0.3076923076923077,0.5,0.5,,0.07692307692307693,0.15384615384615385,0.46153846153846156,0.5,0.5,0.6666666666666666,1.0,1.0,,,,,0.9230769230769231,0.5,0.5580346153846154,0.6489,,,,0.15384615384615385,,3.4,25.5875,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2022,2021-22,True
1627884-1627936-1628366-1629632-201942,1610612741,"Derrick Jones Jr., Alex Caruso, Lonzo Ball, Coby White, DeMar DeRozan","Jones Jr., Caruso, Ball, White, DeRozan",1627884-1627936-1628366-1629632-201942,CHI,644.0,4,11.0,3.0,23.0,22.0,3.0,4.0,2.0,45.0,3.0,7.0,,1.0,1.0,3.0,1.0,,4.0,4.0,,,5.0,12.0,5.0,5.0,5.0,30.0,27.0,1.0,2.0,1.0,6.0,1.0,,,1.0,1.0,8.0,2.0,12.0,3.0,,4.0,4.0,1.0,4.0,4.0,8.0,3.0,2.0,20.0,,3.0,2.0,5.0,7.0,3.0,10.0,,2.0,2.0,2.0,1.0,,4.0,6.0,1.0,2.0,6.0,5.0,,7.0,3.0,1.0,3.0,,3.0,24.0,1.0,3.0,,1.0,0.8,0.8,0.8,1.0,,1.0,0.4166666666666667,0.5,0.7352941176470589,0.8333333333333334,,0.75,1.0,0.25,0.29411764705882354,0.08333333333333333,0.14285714285714285,,0.3333333333333333,0.7142857142857143,0.42857142857142855,0.5,,0.6363636363636364,0.42857142857142855,0.25,,,1.0,1.0,0.6666666666666666,,100.62111801242237,12.347826086956522,16.363636363636363,11.956521739130435,14.636363636363637,0.4117647058823529,0.42857142857142855,0.5,0.6666666666666666,0.17647058823529413,0.058823529411764705,0.23529411764705882,1.0,1.0,0.75,0.3333333333333333,,1.0,,,,0.7058823529411765,1.0,0.5222205882352942,0.52065,0.4137,0.15789473684210525,0.21428571428571427,0.2,0.03333333333333333,6.8,25.22,0.13043478260869565,,2.0,1.0,,,1.0,,,3.0,1.0,,0.3333333333333333,0.3333333333333333,0.11764705882352941,1.0,1.0,1.0,,,,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2022,2021-22,True
1627884-1627936-1628366-1629632-203897,1610612741,"Derrick Jones Jr., Alex Caruso, Lonzo Ball, Coby White, Zach LaVine","Jones Jr., Caruso, Ball, White, LaVine",1627884-1627936-1628366-1629632-203897,CHI,32.0,1,1.0,,1.0,,,,1.0,1.0,,1.0,,1.0,,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,1.0,,0.5,,,1.0,,,,0.5,45.0,25.0,,18.0,,0.5,,,,,0.5,,,,,1.0,,,,,,1.0,,0.61175,,,,,,,1.4,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2022,2021-22,True
1627884-1627936-1628366-1629750-201942,1610612741,"Derrick Jones Jr., Alex Caruso, Lonzo Ball, Javonte Green, DeMar DeRozan","Jones Jr., Caruso, Ball, Green, DeRozan",1627884-1627936-1628366-1629750-201942,CHI,95.0,1,2.0,-2.0,4.0,4.0,4.0,,,8.0,1.0,2.0,,,2.0,1.0,1.0,1.0,,,,,1.0,3.0,,1.0,,2.0,4.0,,,,,3.0,,1.0,,2.0,,2.0,,,,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,2.0,2.0,4.0,,,,,,,,,0.3333333333333333,,0.25,,0.25,0.25,,0.25,0.25,0.3333333333333333,0.5,,,,,1.0,,1.0,,,,,,,,,121.26315789473685,16.25,7.5,16.25,7.0,0.5,0.5,1.0,,0.25,0.25,,,,,,,0.5,0.25,,,0.75,,0.5937125,,0.5937125,,,,1.0,4.133333333333334,23.2,1.0,1.0,,,,1.0,,,,,,0.3333333333333333,,,,,,,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2022,2021-22,True
1627884-1627936-1628366-1629750-203897,1610612741,"Derrick Jones Jr., Alex Caruso, Lonzo Ball, Javonte Green, Zach LaVine","Jones Jr., Caruso, Ball, Green, LaVine",1627884-1627936-1628366-1629750-203897,CHI,375.0,2,6.0,9.0,15.0,14.0,7.0,,1.0,29.0,4.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,5.0,7.0,3.0,5.0,,19.0,10.0,1.0,1.0,,2.0,3.0,3.0,3.0,,13.0,4.0,6.0,9.0,,2.0,3.0,2.0,1.0,2.0,3.0,5.0,2.0,1.0,13.0,,1.0,4.0,3.0,7.0,1.0,8.0,,2.0,1.0,3.0,,3.0,1.0,4.0,2.0,1.0,3.0,,,,,,1.0,1.0,1.0,17.0,13.0,7.0,,,0.4,0.5,1.0,0.6,1.0,0.6,0.7142857142857143,1.0,0.7916666666666666,1.0,1.0833333333333333,0.7916666666666666,1.0,1.0833333333333333,0.4166666666666667,0.14285714285714285,0.2,,0.75,0.75,0.5,1.0,,0.875,0.25,1.0,,,0.5,,1.0,,111.36,11.0,15.0,11.0,15.0,0.4166666666666667,0.8,1.0,0.25,0.08333333333333333,0.16666666666666666,0.25,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,1.0,0.8333333333333334,0.6666666666666666,0.5403958333333333,0.6668,0.5386166666666666,,,0.10526315789473684,0.6842105263157895,5.642857142857143,25.02,0.4666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,0.6666666666666666,1.0,1.0,0.08333333333333333,0.5,0.5,1.0,0.5,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2022,2021-22,True
1627884-1627936-1628366-1630245-201942,1610612741,"Derrick Jones Jr., Alex Caruso, Lonzo Ball, Ayo Dosunmu, DeMar DeRozan","Jones Jr., Caruso, Ball, Dosunmu, DeRozan",1627884-1627936-1628366-1630245-201942,CHI,404.0,2,7.0,-6.0,15.0,16.0,5.0,2.0,1.0,31.0,4.0,5.0,1.0,1.0,2.0,1.0,,,1.0,3.0,,1.0,4.0,6.0,1.0,3.0,4.0,15.0,21.0,1.0,1.0,,2.0,2.0,,1.0,,4.0,4.0,4.0,3.0,,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,,1.0,1.0,3.0,4.0,1.0,5.0,,,,5.0,,3.0,,5.0,2.0,1.0,2.0,5.0,,4.0,2.0,,1.0,,1.0,13.0,4.0,5.0,,,0.5,0.6666666666666666,1.0,0.3333333333333333,,0.3333333333333333,0.6666666666666666,1.0,0.6111111111111112,1.0,0.6666666666666666,0.6818181818181818,1.0,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.2,,1.0,0.6,0.5,1.0,,0.6666666666666666,0.3333333333333333,1.0,,,0.6666666666666666,,,,110.4950495049505,13.666666666666666,12.4375,13.6,12.0625,0.5555555555555556,0.8,1.0,0.5,0.1111111111111111,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,,0.3333333333333333,,0.8888888888888888,0.3333333333333333,0.5319777777777778,0.54,0.5350666666666667,0.18181818181818182,0.25,0.13333333333333333,0.26666666666666666,3.1999999999999997,27.900000000000002,0.3333333333333333,2.0,,,,2.0,,,,1.0,1.0,1.0,0.5,1.0,,,,,1.0,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2022,2021-22,True
1627884-1627936-1628366-1630245-203897,1610612741,"Derrick Jones Jr., Alex Caruso, Lonzo Ball, Ayo Dosunmu, Zach LaVine","Jones Jr., Caruso, Ball, Dosunmu, LaVine",1627884-1627936-1628366-1630245-203897,CHI,117.0,2,2.0,2.0,3.0,3.0,,,2.0,6.0,1.0,1.0,1.0,1.0,,,1.0,,,2.0,,,2.0,2.0,,3.0,,4.0,2.0,1.0,1.0,,2.0,,,,,,,4.0,,,,2.0,,,,,,,,,2.0,,,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,1.0,1.0,0.4,0.5,,0.4,0.5,,0.6,,,,,1.0,,,0.6666666666666666,1.0,0.6666666666666666,,,,,,,,73.84615384615385,25.0,14.0,20.333333333333332,14.0,0.2,1.0,1.0,,,0.2,0.4,,,,0.5,1.0,,,,,0.8,,0.5591,,,,,0.5,,9.95,25.46666666666667,,,1.0,,,,,,,1.0,1.0,,1.0,1.0,0.2,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2022,2021-22,True
1627884-1627936-1628366-201942-202696,1610612741,"Derrick Jones Jr., Alex Caruso, Lonzo Ball, DeMar DeRozan, Nikola Vucevic","Jones Jr., Caruso, Ball, DeRozan, Vucevic",1627884-1627936-1628366-201942-202696,CHI,69.0,1,1.0,-2.0,2.0,3.0,,,,5.0,,,,,,,,,,1.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,104.34782608695653,23.0,7.666666666666667,23.0,7.666666666666667,,,,,,,1.0,,,,,,,,,,1.0,,0.5676,,,,,,,,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2022,2021-22,True
