EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Charge Fouls,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,PenaltyCorner3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,FTDefRebounds,LostBallSteals,SecondChanceTurnovers,PenaltyTurnovers,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,OffCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3FGM,PenaltyFG3M,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,PenaltyArc3Accuracy,LongMidRangeAssists,Loose Ball Fouls,LongMidRangePctAssisted,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls Drawn,BadPassOutOfBoundsTurnovers,Charge Fouls Drawn,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,StepOutOfBoundsTurnovers,BlockedCorner3,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,FTOffRebounds,OffFTReboundPct,3SecondViolations,HeaveAttempts,LongMidRangePctBlocked,DefensiveGoaltends,Corner3PctBlocked,3pt And 1 Free Throw Trips,Clear Path Fouls,OffensiveGoaltends,team_id,year,season,team_vs
1626145-1628415-1628991-1629001-1629634,1610612763,"Tyus Jones, Dillon Brooks, Jaren Jackson Jr., De'Anthony Melton, Brandon Clarke","Jones, Brooks, Jackson Jr., Melton, Clarke",1626145-1628415-1628991-1629001-1629634,MEM,723.0,2,12.0,9.0,25.0,25.0,4.0,50.0,7.0,12.0,4.0,6.0,2.0,6.0,1.0,1.0,2.0,3.0,5.0,9.0,19.0,4.0,7.0,3.0,33.0,24.0,4.0,6.0,1.0,9.0,6.0,12.0,12.0,4.0,5.0,3.0,3.0,3.0,4.0,7.0,3.0,1.0,2.0,1.0,18.0,1.0,5.0,4.0,8.0,12.0,6.0,18.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,5.0,1.0,6.0,1.0,4.0,1.0,1.0,2.0,9.0,7.0,1.0,1.0,9.0,6.0,24.0,0.3333333333333333,0.42857142857142855,1.0,0.5714285714285714,0.5714285714285714,0.47368421052631576,0.6666666666666666,0.5769230769230769,0.6666666666666666,0.5925925925925926,0.75,0.2692307692307692,0.15789473684210525,0.16666666666666666,0.16666666666666666,0.75,0.5714285714285714,0.5,1.0,0.3333333333333333,0.6666666666666666,0.46153846153846156,0.8,0.25,0.5,0.5,1.0,0.5,1.0,1.0,0.2,99.58506224066389,0.6666666666666666,11.72,17.2,11.44,15.36,0.46153846153846156,0.5833333333333334,0.7,0.2857142857142857,0.23076923076923078,0.3333333333333333,0.4,0.5,0.038461538461538464,0.07692307692307693,0.5,0.5,1.0,0.19230769230769232,0.6,0.6,1.0,1.0,0.6666666666666666,0.25,0.7307692307692307,0.6,0.551673076923077,0.64788,0.07407407407407407,0.1,0.2727272727272727,4.457894736842105,24.957142857142856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2022,2021-22,False
1626145-1628415-1628991-1629001-1630214,1610612763,"Tyus Jones, Dillon Brooks, Jaren Jackson Jr., De'Anthony Melton, Xavier Tillman","Jones, Brooks, Jackson Jr., Melton, Tillman",1626145-1628415-1628991-1629001-1630214,MEM,67.0,2,1.0,-1.0,2.0,2.0,,4.0,,,,,,,,,,,,,,,,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,,1.0,,1.0,,1.0,,2.0,,,1.0,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,85.97014925373134,,14.0,19.5,14.0,19.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2022,2021-22,False
1626145-1628415-1628991-1629001-1630217,1610612763,"Tyus Jones, Dillon Brooks, Jaren Jackson Jr., De'Anthony Melton, Desmond Bane","Jones, Brooks, Jackson Jr., Melton, Bane",1626145-1628415-1628991-1629001-1630217,MEM,652.0,6,11.0,-6.0,25.0,23.0,3.0,48.0,2.0,8.0,1.0,2.0,3.0,7.0,3.0,,1.0,2.0,4.0,7.0,18.0,2.0,5.0,6.0,26.0,32.0,1.0,2.0,,2.0,2.0,12.0,6.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,,,1.0,8.0,1.0,3.0,1.0,4.0,6.0,4.0,10.0,,1.0,,3.0,1.0,2.0,2.0,5.0,1.0,3.0,1.0,4.0,1.0,7.0,,,,2.0,2.0,,,3.0,2.0,24.0,0.14285714285714285,0.16666666666666666,1.0,0.4,0.4,0.3888888888888889,0.5,0.43478260869565216,0.5,0.5,0.5,0.21739130434782608,0.05555555555555555,0.125,,0.6,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.7142857142857143,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.5,0.5,1.0,1.0,,,106.0122699386503,0.6666666666666666,15.24,11.782608695652174,14.76,10.956521739130435,0.34782608695652173,0.25,0.2857142857142857,,0.30434782608695654,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.13043478260869565,0.043478260869565216,,,,0.17391304347826086,0.5,0.5,1.0,1.0,0.5,,0.5652173913043478,0.5,0.4750108695652174,0.53195,0.041666666666666664,,0.07692307692307693,7.622222222222222,25.32,1.0,11.0,8.0,1.0,3.0,2.0,1.0,4.0,8.0,1.0,6.0,14.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,12.0,10.0,1.0,0.5,0.4444444444444444,0.5833333333333334,0.5,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.45332222222222224,0.16666666666666666,0.5384615384615384,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2022,2021-22,False
1626145-1628415-1628991-1629001-203500,1610612763,"Tyus Jones, Dillon Brooks, Jaren Jackson Jr., De'Anthony Melton, Steven Adams","Jones, Brooks, Jackson Jr., Melton, Adams",1626145-1628415-1628991-1629001-203500,MEM,718.0,9,12.0,-3.0,23.0,23.0,6.0,46.0,2.0,5.0,1.0,2.0,3.0,7.0,1.0,1.0,3.0,4.0,11.0,5.0,13.0,5.0,14.0,4.0,29.0,32.0,2.0,3.0,,13.0,4.0,6.0,12.0,2.0,11.0,4.0,2.0,2.0,4.0,6.0,3.0,1.0,1.0,1.0,16.0,3.0,4.0,3.0,3.0,6.0,7.0,13.0,1.0,4.0,2.0,2.0,1.0,,1.0,2.0,3.0,5.0,,6.0,,5.0,1.0,,3.0,,,,,,,16.0,0.4,0.5,0.8,0.35714285714285715,0.35714285714285715,0.38461538461538464,0.6666666666666666,0.46296296296296297,0.9285714285714286,0.5,0.9285714285714286,0.5185185185185185,0.15384615384615385,0.2,0.14285714285714285,1.0,1.0,0.5,0.75,0.3333333333333333,0.8571428571428571,0.4117647058823529,0.3333333333333333,0.75,0.42857142857142855,1.0,1.0,1.0,1.0,,0.06666666666666667,92.25626740947075,,16.26086956521739,14.956521739130435,15.0,14.478260869565217,0.18518518518518517,0.4,0.5,0.5,0.25925925925925924,0.42857142857142855,0.5,0.3333333333333333,0.037037037037037035,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,0.4074074074074074,0.36363636363636365,0.36363636363636365,0.75,0.2857142857142857,0.5,,0.7037037037037037,0.36363636363636365,0.5224722222222222,0.56291,0.10344827586206896,0.2,0.4482758620689655,7.292307692307692,25.307142857142857,,6.0,4.0,1.0,2.0,,1.0,1.0,4.0,3.0,,2.0,,2.0,,1.0,,,,,2.0,6.0,,0.25,0.14285714285714285,0.14285714285714285,,,,,0.2857142857142857,0.5,0.14285714285714285,0.4994785714285714,,0.06896551724137931,0.2608695652173913,3.0,4.0,2.0,3.0,4.0,3.0,0.75,0.5714285714285714,0.75,1.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2022,2021-22,False
1626145-1628415-1628991-1629001-203937,1610612763,"Tyus Jones, Dillon Brooks, Jaren Jackson Jr., De'Anthony Melton, Kyle Anderson","Jones, Brooks, Jackson Jr., Melton, Anderson",1626145-1628415-1628991-1629001-203937,MEM,440.0,4,7.0,-1.0,16.0,14.0,,30.0,4.0,4.0,,,2.0,3.0,2.0,,,1.0,2.0,7.0,9.0,1.0,2.0,4.0,21.0,22.0,,,,,10.0,4.0,3.0,,2.0,1.0,,5.0,1.0,6.0,1.0,,4.0,1.0,13.0,,,2.0,,2.0,,2.0,,,,1.0,1.0,1.0,,2.0,4.0,8.0,1.0,3.0,,5.0,1.0,,3.0,1.0,1.0,,,1.0,,21.0,0.7142857142857143,0.7142857142857143,1.0,0.5,0.5,0.7777777777777778,,0.7727272727272727,,0.8076923076923077,,0.18181818181818182,,,,0.5,,,1.0,,0.5,,,,,,,,1.0,,,98.18181818181819,,13.0625,16.5,13.0625,16.5,0.36363636363636365,1.0,1.0,1.0,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.18181818181818182,,,,,0.18181818181818182,0.5,0.5,1.0,,,,0.5454545454545454,0.5,0.5115909090909091,,0.23076923076923078,0.2727272727272727,,8.333333333333334,26.75,,11.0,13.0,2.0,2.0,1.0,,5.0,5.0,2.0,2.0,15.0,,,,2.0,,,,,15.0,11.0,,1.0,0.9285714285714286,0.9375,,,0.5,0.5,0.2857142857142857,1.0,,0.4977571428571429,,0.7142857142857143,0.6875,,,2.0,,,,,,,,0.2857142857142857,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2022,2021-22,False
1626145-1628415-1628991-1629634-1629681,1610612763,"Tyus Jones, Dillon Brooks, Jaren Jackson Jr., Brandon Clarke, Killian Tillie","Jones, Brooks, Jackson Jr., Clarke, Tillie",1626145-1628415-1628991-1629634-1629681,MEM,297.0,1,5.0,1.0,11.0,11.0,,22.0,2.0,5.0,,,1.0,2.0,,,1.0,2.0,2.0,3.0,7.0,2.0,3.0,1.0,13.0,12.0,,,,,4.0,2.0,6.0,,2.0,2.0,,2.0,2.0,4.0,2.0,,1.0,1.0,10.0,,,2.0,1.0,4.0,,4.0,,3.0,3.0,,,,,,3.0,3.0,,1.0,,2.0,,,1.0,2.0,2.0,,,2.0,1.0,13.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,,0.6,,0.5909090909090909,,0.3,,,,,0.2,,1.0,,0.42857142857142855,,,,,0.3333333333333333,,,1.0,1.0,,106.66666666666666,0.5,10.636363636363637,16.363636363636363,10.636363636363637,14.727272727272727,0.5,0.4,0.4,0.5,0.2,0.5,0.5,1.0,,0.1,,,,0.2,1.0,1.0,1.0,,,,0.8,1.0,0.603815,,0.09090909090909091,0.125,,2.7714285714285714,24.433333333333334,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2022,2021-22,False
1626145-1628415-1628991-1629634-1629723,1610612763,"Tyus Jones, Dillon Brooks, Jaren Jackson Jr., Brandon Clarke, John Konchar","Jones, Brooks, Jackson Jr., Clarke, Konchar",1626145-1628415-1628991-1629634-1629723,MEM,1165.0,6,19.0,8.0,39.0,39.0,5.0,78.0,8.0,9.0,2.0,2.0,10.0,16.0,2.0,1.0,2.0,4.0,9.0,19.0,27.0,5.0,11.0,5.0,58.0,50.0,4.0,4.0,,8.0,20.0,18.0,9.0,4.0,9.0,4.0,3.0,10.0,3.0,13.0,2.0,1.0,5.0,4.0,29.0,3.0,2.0,5.0,8.0,14.0,5.0,19.0,,2.0,2.0,3.0,,1.0,3.0,4.0,6.0,8.0,1.0,8.0,1.0,8.0,3.0,1.0,5.0,3.0,2.0,,1.0,3.0,1.0,50.0,0.5263157894736842,0.5882352941176471,0.6,0.45454545454545453,0.45454545454545453,0.7037037037037037,1.0,0.6973684210526315,0.8,0.725,0.8,0.2894736842105263,0.1111111111111111,0.1111111111111111,0.125,0.75,0.6666666666666666,0.25,1.0,0.5,0.7647058823529411,0.35714285714285715,1.0,0.16666666666666666,0.6,0.7142857142857143,0.3333333333333333,1.0,1.0,,,96.41201716738198,0.3333333333333333,14.64102564102564,15.23076923076923,13.564102564102564,15.025641025641026,0.23684210526315788,0.8888888888888888,1.0,0.625,0.42105263157894735,0.625,0.7142857142857143,0.4,0.05263157894736842,0.05263157894736842,0.5,0.5,1.0,0.23684210526315788,0.4444444444444444,0.4444444444444444,0.5,0.4,1.0,,0.5263157894736842,0.4444444444444444,0.5099223684210527,0.4648,0.125,0.1724137931034483,0.13793103448275862,6.607407407407408,25.60909090909091,,3.0,1.0,,,1.0,,,,2.0,,3.0,1.0,,,1.0,,,,,3.0,3.0,,,0.75,0.75,1.0,,0.5,0.5,,,,0.5574,,0.05172413793103448,0.07692307692307693,,1.0,2.0,,1.0,6.0,,0.2,,,1.0,1.0,1.0,,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2022,2021-22,False
1626145-1628415-1628991-1629634-1630217,1610612763,"Tyus Jones, Dillon Brooks, Jaren Jackson Jr., Brandon Clarke, Desmond Bane","Jones, Brooks, Jackson Jr., Clarke, Bane",1626145-1628415-1628991-1629634-1630217,MEM,651.0,5,11.0,14.0,23.0,19.0,6.0,42.0,3.0,5.0,2.0,2.0,1.0,6.0,3.0,,1.0,6.0,8.0,4.0,14.0,6.0,9.0,2.0,28.0,14.0,2.0,2.0,,7.0,2.0,6.0,15.0,2.0,8.0,6.0,4.0,1.0,5.0,6.0,5.0,,1.0,,17.0,,6.0,4.0,6.0,11.0,6.0,17.0,1.0,1.0,,2.0,1.0,3.0,1.0,5.0,2.0,6.0,1.0,2.0,,2.0,,,1.0,2.0,2.0,,,2.0,1.0,21.0,0.25,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.2857142857142857,1.0,0.5652173913043478,0.875,0.5833333333333334,0.875,0.391304347826087,0.2857142857142857,0.4,0.3333333333333333,0.4,0.75,0.6,0.8,,0.7692307692307693,0.46153846153846156,1.0,0.8,,0.3333333333333333,1.0,1.0,0.8,,0.1111111111111111,92.90322580645162,0.5,16.956521739130434,13.736842105263158,15.782608695652174,13.0,0.21739130434782608,0.6,1.0,0.3333333333333333,0.2608695652173913,0.16666666666666666,0.25,,0.13043478260869565,0.043478260869565216,,,,0.34782608695652173,0.75,0.75,0.8333333333333334,0.5,1.0,,0.6086956521739131,0.75,0.49912608695652166,0.6429875,0.041666666666666664,0.06666666666666667,0.25,8.278571428571428,25.844444444444445,,1.0,7.0,1.0,1.0,,,1.0,1.0,,,2.0,1.0,1.0,2.0,,,,,,2.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,0.7359,,0.07142857142857142,0.043478260869565216,1.0,2.0,,1.0,2.0,3.0,0.5,0.5,0.5,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2022,2021-22,False
1626145-1628415-1628991-1629634-1630533,1610612763,"Tyus Jones, Dillon Brooks, Jaren Jackson Jr., Brandon Clarke, Ziaire Williams","Jones, Brooks, Jackson Jr., Clarke, Williams",1626145-1628415-1628991-1629634-1630533,MEM,934.0,4,16.0,2.0,34.0,35.0,3.0,69.0,8.0,11.0,1.0,1.0,3.0,10.0,,,1.0,1.0,6.0,11.0,21.0,1.0,7.0,11.0,36.0,34.0,1.0,2.0,2.0,4.0,12.0,10.0,3.0,2.0,6.0,1.0,2.0,6.0,1.0,7.0,1.0,,4.0,2.0,15.0,3.0,2.0,4.0,8.0,13.0,5.0,18.0,1.0,5.0,4.0,3.0,2.0,3.0,1.0,6.0,3.0,9.0,1.0,6.0,,12.0,1.0,1.0,6.0,4.0,4.0,,,4.0,2.0,32.0,0.5454545454545454,0.6,1.0,0.14285714285714285,0.14285714285714285,0.5238095238095238,0.5,0.44642857142857145,0.5,0.5303030303030303,0.6666666666666666,0.25,0.09523809523809523,,0.2,0.5,0.7272727272727273,0.2,0.5,0.5,0.631578947368421,0.3125,0.3333333333333333,0.14285714285714285,0.6,0.6,0.8333333333333334,,0.42857142857142855,1.0,0.07142857142857142,106.38115631691649,0.5,11.764705882352942,15.257142857142858,11.352941176470589,14.742857142857142,0.39285714285714285,0.7272727272727273,0.7272727272727273,0.5,0.35714285714285715,0.3,0.375,0.6666666666666666,,0.03571428571428571,,,,0.21428571428571427,0.16666666666666666,0.16666666666666666,1.0,0.5,1.0,,0.6428571428571429,0.16666666666666666,0.5646017857142857,0.55345,0.18181818181818182,0.23076923076923078,0.1111111111111111,4.309523809523809,25.314285714285713,1.0,1.0,1.0,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,0.5121,,,0.029411764705882353,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2022,2021-22,False
1626145-1628415-1628991-1629681-1630214,1610612763,"Tyus Jones, Dillon Brooks, Jaren Jackson Jr., Killian Tillie, Xavier Tillman","Jones, Brooks, Jackson Jr., Tillie, Tillman",1626145-1628415-1628991-1629681-1630214,MEM,354.0,1,6.0,3.0,10.0,11.0,1.0,21.0,1.0,1.0,,,2.0,4.0,,,,1.0,2.0,3.0,5.0,1.0,2.0,,9.0,6.0,,,,,4.0,2.0,3.0,,2.0,1.0,,2.0,1.0,3.0,1.0,,,2.0,7.0,,1.0,4.0,1.0,5.0,1.0,6.0,,1.0,1.0,3.0,2.0,1.0,1.0,4.0,3.0,5.0,,3.0,,,,,,,,,,,,9.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.6,,0.6428571428571429,,0.6428571428571429,,0.2857142857142857,,,,0.75,0.5,0.5,1.0,,0.8333333333333334,0.3333333333333333,,0.5,,1.0,,,1.0,1.0,,85.42372881355932,,17.9,15.909090909090908,17.1,13.090909090909092,0.14285714285714285,1.0,1.0,,0.5714285714285714,0.5,0.5,1.0,,,,,,0.2857142857142857,0.5,0.5,1.0,,,,0.42857142857142855,0.5,0.46375,,,,,8.16,25.7,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2022,2021-22,False
