EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LostBallTurnovers,PenaltyTurnovers,AtRimPctBlocked,DefLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3FGA,Arc3FGM,SecondChanceFG3A,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,SecondChanceTurnovers,3SecondViolations,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,NonHeaveArc3Accuracy,SecondChanceArc3FGA,SelfOReb,LostBallSteals,Travels,Charge Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,OffAtRimReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceArc3Frequency,PtsUnassisted3s,PenaltyCorner3FGA,BadPassOutOfBoundsTurnovers,Offensive Fouls,DefensiveGoaltends,PenaltyCorner3Frequency,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,LongMidRangeAssists,Loose Ball Fouls Drawn,PenaltyFg3Pct,LongMidRangePctAssisted,PenaltyArc3Accuracy,FTOffRebounds,LostBallOutOfBoundsTurnovers,OffFTReboundPct,Charge Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,BlockedCorner3,OffensiveGoaltends,Defensive 3 Seconds Violations,HeaveMakes,Corner3PctBlocked,team_id,year,season,team_vs
1627884-1627936-1628366-1628396-201942,1610612741,"Derrick Jones Jr., Alex Caruso, Lonzo Ball, Tony Bradley, DeMar DeRozan","Jones Jr., Caruso, Ball, Bradley, DeRozan",1627884-1627936-1628366-1628396-201942,CHI,809.0,5,13.0,16.0,29.0,29.0,4.0,9.0,3.0,58.0,5.0,5.0,1.0,1.0,4.0,9.0,3.0,5.0,2.0,2.0,3.0,1.0,12.0,19.0,2.0,5.0,12.0,42.0,26.0,3.0,3.0,6.0,2.0,3.0,1.0,2.0,6.0,6.0,18.0,6.0,2.0,1.0,2.0,1.0,3.0,2.0,5.0,2.0,3.0,12.0,1.0,1.0,3.0,6.0,1.0,10.0,2.0,12.0,7.0,7.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,1.0,8.0,12.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,36.0,6.0,4.0,1.0,1.0,0.25,0.2727272727272727,1.0,0.4,0.5,0.631578947368421,1.0,0.6666666666666666,0.625,1.0,0.5,0.7241379310344828,1.0,0.6,0.20833333333333334,0.05263157894736842,0.1111111111111111,0.3333333333333333,1.0,0.6666666666666666,0.14285714285714285,0.75,0.5,0.6923076923076923,0.2222222222222222,0.2,0.5,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,103.23856613102596,1.0,11.379310344827585,16.517241379310345,10.758620689655173,16.413793103448278,0.20833333333333334,1.0,1.0,0.6,0.375,0.4444444444444444,0.5,0.20833333333333334,0.6,0.6,0.08333333333333333,1.0,1.0,1.0,0.125,0.25,1.0,0.25,0.4166666666666667,0.5258260869565217,0.3845,0.4902333333333333,0.21428571428571427,0.21739130434782608,0.2,0.14285714285714285,0.14285714285714285,9.621052631578948,30.139999999999997,0.13793103448275862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2022,2021-22,False
1627884-1627936-1628366-1628396-203897,1610612741,"Derrick Jones Jr., Alex Caruso, Lonzo Ball, Tony Bradley, Zach LaVine","Jones Jr., Caruso, Ball, Bradley, LaVine",1627884-1627936-1628366-1628396-203897,CHI,313.0,3,5.0,-3.0,11.0,11.0,6.0,5.0,1.0,22.0,2.0,3.0,1.0,2.0,2.0,3.0,,,,,3.0,1.0,4.0,6.0,,3.0,2.0,10.0,13.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,,8.0,,2.0,,3.0,1.0,,,,,,,,1.0,3.0,2.0,,5.0,1.0,6.0,1.0,1.0,1.0,,,,1.0,1.0,2.0,,2.0,4.0,,,1.0,,1.0,,,,,,8.0,4.0,6.0,,1.0,,,,,,0.6666666666666666,1.0,0.5,0.4444444444444444,1.0,0.3333333333333333,0.45454545454545453,1.0,0.4,0.3333333333333333,0.16666666666666666,,1.0,,1.0,0.5,1.0,,1.0,0.2,1.0,,1.0,,1.0,,101.21405750798722,,12.545454545454545,15.909090909090908,12.545454545454545,15.909090909090908,0.3333333333333333,0.6666666666666666,1.0,,0.3333333333333333,0.6666666666666666,0.6666666666666666,,,,,,,,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.46413333333333334,0.5863,0.4109666666666667,0.1,0.14285714285714285,,0.2,0.4,4.45,24.666666666666668,0.5454545454545454,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2022,2021-22,False
1627884-1627936-1628366-1628993-201942,1610612741,"Derrick Jones Jr., Alex Caruso, Lonzo Ball, Alize Johnson, DeMar DeRozan","Jones Jr., Caruso, Ball, Johnson, DeRozan",1627884-1627936-1628366-1628993-201942,CHI,371.0,2,6.0,-2.0,10.0,12.0,,,3.0,22.0,1.0,1.0,,,1.0,2.0,1.0,3.0,,2.0,3.0,,3.0,6.0,1.0,5.0,2.0,11.0,13.0,1.0,1.0,2.0,,,,,,4.0,2.0,3.0,,,3.0,,2.0,1.0,3.0,,1.0,7.0,1.0,2.0,5.0,2.0,,7.0,3.0,10.0,,,,,1.0,,1.0,,1.0,,3.0,2.0,,,1.0,,,,,,,,9.0,,,,,0.6666666666666666,0.6666666666666666,1.0,0.2,0.2,0.5,1.0,,0.4090909090909091,0.5,,0.4583333333333333,0.5,,0.45454545454545453,,,,,0.6666666666666666,0.6666666666666666,1.0,0.25,0.875,0.42857142857142855,,0.5,0.5,1.0,1.0,1.0,85.39083557951483,,19.6,14.583333333333334,17.5,14.583333333333334,0.09090909090909091,1.0,1.0,1.0,0.18181818181818182,0.5,0.5,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.18181818181818182,,,,0.2727272727272727,,,,0.5454545454545454,0.4853727272727273,0.61605,,0.08333333333333333,0.14285714285714285,,0.18181818181818182,,11.566666666666668,24.919999999999998,,1.0,1.0,,,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2022,2021-22,False
1627884-1627936-1628366-1629632-201942,1610612741,"Derrick Jones Jr., Alex Caruso, Lonzo Ball, Coby White, DeMar DeRozan","Jones Jr., Caruso, Ball, White, DeRozan",1627884-1627936-1628366-1629632-201942,CHI,644.0,4,11.0,-3.0,22.0,23.0,4.0,3.0,4.0,45.0,3.0,6.0,,,2.0,3.0,2.0,5.0,3.0,4.0,3.0,1.0,7.0,14.0,3.0,7.0,4.0,27.0,30.0,1.0,2.0,2.0,2.0,2.0,1.0,,4.0,8.0,6.0,9.0,,,3.0,3.0,4.0,3.0,7.0,3.0,3.0,17.0,2.0,2.0,,4.0,,4.0,4.0,8.0,2.0,,2.0,2.0,2.0,1.0,4.0,3.0,5.0,,6.0,4.0,1.0,,2.0,,,1.0,1.0,,1.0,1.0,25.0,4.0,4.0,1.0,,0.5714285714285714,0.5714285714285714,1.0,0.42857142857142855,0.42857142857142855,0.5,0.5,1.0,0.5476190476190477,0.3333333333333333,0.6666666666666666,0.5909090909090909,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.21428571428571427,,0.5,,0.5714285714285714,0.2857142857142857,,0.5,0.5714285714285714,0.36363636363636365,,0.3333333333333333,0.75,1.0,,,100.62111801242237,1.0,16.363636363636363,12.347826086956522,14.636363636363637,11.956521739130435,0.2857142857142857,0.5,1.0,1.0,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.23809523809523808,0.4,0.4,0.19047619047619047,0.75,0.75,1.0,0.14285714285714285,,,0.3333333333333333,0.6190476190476191,0.5152333333333333,0.413025,0.4252,0.09090909090909091,0.13333333333333333,,0.07407407407407407,0.14814814814814814,8.028571428571428,25.014285714285712,0.18181818181818182,,,,1.0,0.5,,,,,,1.0,,,1.0,1.0,,,0.5,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.125,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2022,2021-22,False
1627884-1627936-1628366-1629632-203897,1610612741,"Derrick Jones Jr., Alex Caruso, Lonzo Ball, Coby White, Zach LaVine","Jones Jr., Caruso, Ball, White, LaVine",1627884-1627936-1628366-1629632-203897,CHI,32.0,1,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.5,,,,1.0,,,,45.0,,,25.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2022,2021-22,False
1627884-1627936-1628366-1629750-201942,1610612741,"Derrick Jones Jr., Alex Caruso, Lonzo Ball, Javonte Green, DeMar DeRozan","Jones Jr., Caruso, Ball, Green, DeRozan",1627884-1627936-1628366-1629750-201942,CHI,95.0,1,2.0,2.0,4.0,4.0,,4.0,1.0,8.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,2.0,2.0,,1.0,,4.0,2.0,1.0,1.0,2.0,,,,,,2.0,2.0,,,,,,1.0,,1.0,,1.0,2.0,,,1.0,2.0,,3.0,,3.0,,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,1.0,1.0,2.0,,,,,0.5,0.5,,,,1.0,1.0,,0.6666666666666666,1.0,,0.6666666666666666,1.0,,0.3333333333333333,,,1.0,,1.0,,1.0,,1.0,,,,1.0,1.0,,1.0,121.26315789473685,1.0,7.5,16.25,7.0,16.25,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,0.3333333333333333,,,,,,,,0.6666666666666666,0.64875,0.8869,,,,,0.5,,5.35,23.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2022,2021-22,False
1627884-1627936-1628366-1629750-203897,1610612741,"Derrick Jones Jr., Alex Caruso, Lonzo Ball, Javonte Green, Zach LaVine","Jones Jr., Caruso, Ball, Green, LaVine",1627884-1627936-1628366-1629750-203897,CHI,375.0,2,6.0,-9.0,14.0,15.0,,7.0,1.0,29.0,3.0,5.0,,,,2.0,,,,1.0,4.0,,3.0,7.0,1.0,5.0,1.0,10.0,19.0,,1.0,,,,,,,6.0,,,,,4.0,1.0,3.0,,3.0,,3.0,6.0,,1.0,2.0,1.0,,3.0,1.0,4.0,3.0,3.0,2.0,1.0,,,2.0,,,,3.0,2.0,,,1.0,,,1.0,1.0,,1.0,,10.0,,,,,1.0,1.0,,0.2,0.2,0.42857142857142855,,,0.375,,,0.38461538461538464,,,0.4166666666666667,0.14285714285714285,0.5,1.0,,0.5,0.25,1.0,,0.75,0.125,0.5,,,1.0,1.0,1.0,111.36,,15.0,11.0,15.0,11.0,0.4166666666666667,0.6,0.6,1.0,0.16666666666666666,,,,,,0.08333333333333333,,,,0.3333333333333333,,,,0.8333333333333334,0.5773416666666666,0.5953,,0.07692307692307693,0.125,,,,2.3428571428571425,25.56,,,1.0,1.0,,,,1.0,,,1.0,,1.0,,,,,,,0.25,0.25,,,,0.25,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2022,2021-22,False
1627884-1627936-1628366-1630245-201942,1610612741,"Derrick Jones Jr., Alex Caruso, Lonzo Ball, Ayo Dosunmu, DeMar DeRozan","Jones Jr., Caruso, Ball, Dosunmu, DeRozan",1627884-1627936-1628366-1630245-201942,CHI,404.0,2,7.0,6.0,16.0,15.0,2.0,5.0,2.0,31.0,7.0,9.0,1.0,1.0,,3.0,1.0,1.0,,1.0,1.0,,8.0,13.0,1.0,2.0,2.0,21.0,15.0,1.0,2.0,2.0,1.0,1.0,1.0,,2.0,12.0,4.0,3.0,2.0,,1.0,1.0,6.0,1.0,7.0,,6.0,15.0,,2.0,1.0,1.0,,2.0,2.0,4.0,5.0,3.0,,,2.0,,2.0,2.0,5.0,,2.0,2.0,,,1.0,,,1.0,1.0,,1.0,,19.0,2.0,2.0,,,0.75,0.8571428571428571,1.0,0.5,0.5,0.6153846153846154,0.5,1.0,0.6333333333333333,0.5,0.5,0.65625,0.5,0.5,0.13333333333333333,0.07692307692307693,,,,0.5,0.4,1.0,,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,1.0,1.0,,110.4950495049505,,12.4375,13.666666666666666,12.0625,13.6,0.6,0.7777777777777778,0.875,0.8571428571428571,0.2,,,0.06666666666666667,1.0,1.0,0.06666666666666667,,,,0.06666666666666667,0.5,1.0,,0.7333333333333333,0.6224766666666667,0.52125,0.769675,0.0625,0.07142857142857142,,0.09523809523809523,0.09523809523809523,4.061538461538461,24.2,0.125,1.0,2.0,,,0.1111111111111111,,1.0,0.5,,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,,,1.0,,,2.0,,,,,0.5,,,,,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2022,2021-22,False
1627884-1627936-1628366-1630245-203897,1610612741,"Derrick Jones Jr., Alex Caruso, Lonzo Ball, Ayo Dosunmu, Zach LaVine","Jones Jr., Caruso, Ball, Dosunmu, LaVine",1627884-1627936-1628366-1630245-203897,CHI,117.0,2,2.0,-2.0,3.0,3.0,,,,6.0,1.0,2.0,,,,,,,,,,,1.0,2.0,,,,2.0,4.0,,,,,,,,,2.0,,,,,,1.0,1.0,,1.0,,1.0,2.0,,,1.0,,,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,0.5,,,0.5,,,0.5,,,,0.5,,,,,,0.3333333333333333,,0.3333333333333333,,,,,,,1.0,73.84615384615385,,14.0,25.0,14.0,20.333333333333332,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,1.0,0.5933,,,,,,,,1.95,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2022,2021-22,False
1627884-1627936-1628366-201942-202696,1610612741,"Derrick Jones Jr., Alex Caruso, Lonzo Ball, DeMar DeRozan, Nikola Vucevic","Jones Jr., Caruso, Ball, DeRozan, Vucevic",1627884-1627936-1628366-201942-202696,CHI,69.0,1,1.0,2.0,3.0,2.0,,,,5.0,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,2.0,2.0,,,2.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,1.0,,,,,,1.0,,104.34782608695653,,7.666666666666667,23.0,7.666666666666667,23.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,0.3923,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2022,2021-22,False
