EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyArc3FGA,FtPoints,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,AtRimAssists,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefShortMidRangeReboundPct,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsUnassisted3s,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,ShortMidRangeAssists,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,Fg2aBlocked,OffThreePtRebounds,Steals,LostBallSteals,Loose Ball Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,LostBallOutOfBoundsTurnovers,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,Corner3Assists,SecondChanceFg3Pct,OffLongMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGA,SecondChanceArc3Frequency,Fg3aBlocked,BadPassSteals,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,NonShootingPenaltyNonTakeFouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefLongMidRangeReboundPct,SelfOReb,SelfORebPct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffCorner3ReboundPct,HeaveAttempts,BadPassOutOfBoundsTurnovers,Travels,Defensive 3 Seconds Violations,FTOffRebounds,Charge Fouls Drawn,Offensive Fouls Drawn,OffFTReboundPct,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,Loose Ball Fouls,BlockedAtRim,BlockedLongMidRange,Charge Fouls,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,OffensiveGoaltends,Corner3PctBlocked,BlockedCorner3,3SecondViolations,Clear Path Fouls,team_id,year,season,team_vs
1627854-1628420-1628432-1630192-1630538,1610612743,"Bryn Forbes, Monte Morris, Davon Reed, Zeke Nnaji, Bones Hyland","Forbes, Morris, Reed, Nnaji, Hyland",1627854-1628420-1628432-1630192-1630538,DEN,58.0,1,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,74.48275862068965,9.5,39.0,9.5,23.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5022,15.6,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2022,2021-22,False
1627854-1628420-1628432-1630192-203115,1610612743,"Bryn Forbes, Monte Morris, Davon Reed, Zeke Nnaji, Will Barton","Forbes, Morris, Reed, Nnaji, Barton",1627854-1628420-1628432-1630192-203115,DEN,366.0,2,6.0,,13.0,11.0,24.0,2.0,2.0,1.0,7.0,8.0,1.0,15.0,6.0,1.0,3.0,3.0,1.0,6.0,2.0,4.0,5.0,,,,15.0,0.42857142857142855,0.42857142857142855,0.875,0.7777777777777778,0.75,0.1111111111111111,1.0,0.75,1.0,94.42622950819673,13.461538461538462,17.363636363636363,13.307692307692308,17.0,0.2222222222222222,1.0,1.0,0.5,0.1111111111111111,0.5555555555555556,0.4105833333333333,7.6875,25.0,11.0,5.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,15.0,5.0,6.0,1.0,1.0,11.0,8.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,11.0,11.0,0.8333333333333334,0.7142857142857143,0.6875,0.75,1.0,0.5,1.0,0.5,1.0,0.5,0.4444444444444444,1.0,1.0,0.5,0.2222222222222222,0.5,0.5,0.42857142857142855,1.0,0.14285714285714285,0.40125,0.1,0.1111111111111111,0.7333333333333333,0.8461538461538461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2022,2021-22,False
1627854-1628420-1628432-1630538-203210,1610612743,"Bryn Forbes, Monte Morris, Davon Reed, Bones Hyland, JaMychal Green","Forbes, Morris, Reed, Hyland, Green",1627854-1628420-1628432-1630538-203210,DEN,57.0,1,1.0,3.0,2.0,1.0,3.0,,,1.0,,,1.0,3.0,,1.0,,1.0,,3.0,,1.0,1.0,1.0,1.0,1.0,3.0,,,,1.5,1.5,1.0,,1.0,,75.78947368421053,12.5,32.0,12.5,32.0,,,,,1.0,1.0,0.51465,,25.5,2.0,1.0,,,,,,,,1.0,,,,,1.0,,3.0,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,3.0,2.0,,1.5,1.5,,,1.0,,,,,,,,,,,,,,1.0,0.51465,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2022,2021-22,False
1627854-1628420-1628432-201145-203115,1610612743,"Bryn Forbes, Monte Morris, Davon Reed, Jeff Green, Will Barton","Forbes, Morris, Reed, Green, Barton",1627854-1628420-1628432-201145-203115,DEN,135.0,1,2.0,1.0,5.0,6.0,11.0,1.0,1.0,1.0,2.0,3.0,1.0,7.0,4.0,1.0,2.0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,0.6666666666666666,0.875,0.875,0.25,1.0,0.6666666666666666,1.0,117.33333333333333,12.6,12.0,12.6,12.0,0.25,1.0,1.0,1.0,0.25,0.5,0.4802625,9.533333333333333,25.0,,,,1.0,1.0,,,,1.0,,,6.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,1.0,0.5,,,,,0.25,1.0,1.0,1.0,0.25,,,,,,,,,,,1.0,,1.0,,,1.0,,,1.0,,1.0,,1.0,0.5,1.0,1.0,1.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2022,2021-22,False
1627854-1628420-1628432-203932-203999,1610612743,"Bryn Forbes, Monte Morris, Davon Reed, Aaron Gordon, Nikola Jokic","Forbes, Morris, Reed, Gordon, Jokic",1627854-1628420-1628432-203932-203999,DEN,6.0,1,,3.0,1.0,,1.0,,,,1.0,1.0,,3.0,2.0,,1.0,1.0,,2.0,,,,,,,,1.0,1.0,1.0,1.0,1.5,,,,,240.0,6.0,,,,,,,,,,0.393,6.2,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.5,1.0,0.393,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2022,2021-22,False
1627854-1628420-1630192-1630267-202326,1610612743,"Bryn Forbes, Monte Morris, Zeke Nnaji, Facundo Campazzo, DeMarcus Cousins","Forbes, Morris, Nnaji, Campazzo, Cousins",1627854-1628420-1630192-1630267-202326,DEN,326.0,1,5.0,-2.0,10.0,9.0,19.0,1.0,4.0,5.0,1.0,5.0,5.0,5.0,2.0,5.0,1.0,2.0,1.0,5.0,2.0,3.0,5.0,,,,5.0,1.0,1.0,0.2,0.25,0.22727272727272727,0.5,1.0,1.0,1.0,83.92638036809815,20.8,13.11111111111111,18.4,13.11111111111111,0.4,0.25,0.25,1.0,0.5,0.6,0.48088,14.3,25.7,4.0,4.0,2.0,,1.0,,1.0,,,1.0,,7.0,,3.0,1.0,,,,,1.0,,1.0,2.0,,,1.0,,1.0,,,1.0,3.0,1.0,5.0,2.0,1.0,,,4.0,,,,,1.0,,0.25,0.25,,,0.1,,,,,,,0.25,,0.25,0.5151,0.09090909090909091,0.16666666666666666,,0.4,1.0,,1.0,,3.0,1.0,1.0,1.0,,1.0,0.2,,0.2,,,0.2,0.2,1.0,,0.2,,,1.0,,,,,,,,,0.4484,,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.25,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2022,2021-22,False
1627854-1628420-1630192-1630267-203999,1610612743,"Bryn Forbes, Monte Morris, Zeke Nnaji, Facundo Campazzo, Nikola Jokic","Forbes, Morris, Nnaji, Campazzo, Jokic",1627854-1628420-1630192-1630267-203999,DEN,98.0,1,2.0,,3.0,3.0,6.0,,,1.0,1.0,3.0,1.0,5.0,,1.0,,1.0,,3.0,1.0,1.0,2.0,,,,3.0,,,0.3333333333333333,0.625,0.625,0.25,1.0,1.0,1.0,88.16326530612245,17.666666666666668,15.0,17.0,15.0,,,,,0.25,0.5,0.457625,6.333333333333333,25.5,,3.0,1.0,1.0,1.0,,,,2.0,,,5.0,,,,,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,,0.25,1.0,1.0,,0.5,,,,,,,,,,,1.0,,1.0,,3.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,2.0,,,1.0,1.0,1.0,,0.4756,0.4,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2022,2021-22,False
1627854-1628420-1630192-1630538-203115,1610612743,"Bryn Forbes, Monte Morris, Zeke Nnaji, Bones Hyland, Will Barton","Forbes, Morris, Nnaji, Hyland, Barton",1627854-1628420-1630192-1630538-203115,DEN,93.0,1,2.0,-2.0,3.0,3.0,6.0,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,92.90322580645162,15.0,16.0,15.0,16.0,,,,,0.5,0.5,0.493175,6.7,26.2,,,,,,,,1.0,1.0,,,4.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2022,2021-22,False
1627854-1628420-1630192-1630538-203999,1610612743,"Bryn Forbes, Monte Morris, Zeke Nnaji, Bones Hyland, Nikola Jokic","Forbes, Morris, Nnaji, Hyland, Jokic",1627854-1628420-1630192-1630538-203999,DEN,52.0,1,1.0,,1.0,2.0,3.0,,,,,,,2.0,,,,,,,1.0,1.0,1.0,,,,2.0,,,,,1.0,,1.0,1.0,,83.07692307692308,16.0,18.0,16.0,18.0,,,,,,,,,,,2.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2022,2021-22,False
1627854-1628420-1630192-201145-203115,1610612743,"Bryn Forbes, Monte Morris, Zeke Nnaji, Jeff Green, Will Barton","Forbes, Morris, Nnaji, Green, Barton",1627854-1628420-1630192-201145-203115,DEN,142.0,1,2.0,-3.0,4.0,3.0,7.0,,1.0,,,5.0,1.0,3.0,,,,1.0,,3.0,,,2.0,,,,,,,,0.25,0.25,0.16666666666666666,,,,70.98591549295774,23.25,16.333333333333332,22.5,16.333333333333332,0.16666666666666666,,,,,0.5,0.4902583333333333,7.340000000000001,23.3,,,1.0,,2.0,,,,2.0,,,6.0,,,,,,,,2.0,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,0.4,0.4,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,,,,1.0,,3.0,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,3.0,,,,0.75,0.75,,0.600675,1.0,,,,,,,,,0.5,,,,1.0,,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2022,2021-22,False
