EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,Corner3FGA,PenaltyCorner3FGA,FG3A,PenaltyFG3A,FG3APct,Corner3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,Avg3ptShotDistance,ShortMidRangeFGM,FG2M,PenaltyFG2M,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,2pt And 1 Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,AtRimAssists,DefTwoPtRebounds,PenaltyTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyArc3FGA,PtsUnassisted2s,LiveBallTurnovers,LostBallTurnovers,Loose Ball Fouls,LiveBallTurnoverPct,PenaltyArc3Frequency,BadPassTurnovers,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PtsAssisted3s,ThreePtAssists,Arc3Assists,OffThreePtRebounds,OffRebounds,Assisted3sPct,SecondChanceFg2Pct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3PctAssisted,FTDefRebounds,BadPassSteals,Loose Ball Fouls Drawn,DefFTReboundPct,Technical Free Throw Trips,OffArc3ReboundPct,PtsPutbacks,Fg2aBlocked,LongMidRangeAssists,OffTwoPtRebounds,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,LongMidRangePctAssisted,Corner3FGM,PenaltyCorner3FGM,PenaltyFG3M,Corner3Assists,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,PenaltyFg3Pct,OffShortMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3FGM,Fg3aBlocked,SecondChanceTurnovers,FG3APctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Charge Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,AtRimPctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Offensive Fouls,3pt And 1 Free Throw Trips,Offensive Fouls Drawn,BlockedShortMidRange,HeaveAttempts,StepOutOfBoundsTurnovers,Travels,SelfOReb,SelfORebPct,BlockedArc3,team_id,year,season,team_vs
1626153-1627789-1628381-1629027-201568,1610612737,"Delon Wright, Timothe Luwawu-Cabarrot, John Collins, Trae Young, Danilo Gallinari","Wright, Luwawu-Cabarrot, Collins, Young, Gallinari",1626153-1627789-1628381-1629027-201568,ATL,138.0,1,2.0,4.0,5.0,4.0,5.0,9,1.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,93.91304347826087,15.0,15.6,15.0,15.6,0.5,0.5,0.3875,0.3875,0.3333333333333333,0.3333333333333333,1.0,13.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2022,2021-22,True
1626153-1627789-1628381-1629631-203991,1610612737,"Delon Wright, Timothe Luwawu-Cabarrot, John Collins, De'Andre Hunter, Clint Capela","Wright, Luwawu-Cabarrot, Collins, Hunter, Capela",1626153-1627789-1628381-1629631-203991,ATL,3.0,1,,1.0,,1.0,,1,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,480.0,3.0,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2022,2021-22,True
1626153-1627789-1628989-1629631-1630168,1610612737,"Delon Wright, Timothe Luwawu-Cabarrot, Kevin Huerter, De'Andre Hunter, Onyeka Okongwu","Wright, Luwawu-Cabarrot, Huerter, Hunter, Okongwu",1626153-1627789-1628989-1629631-1630168,ATL,26.0,1,,1.0,1.0,1.0,1.0,2,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,110.76923076923076,24.0,2.0,24.0,2.0,,,0.54765,0.54765,,,,,1.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2022,2021-22,True
1626153-1627789-1629027-1630168-201568,1610612737,"Delon Wright, Timothe Luwawu-Cabarrot, Trae Young, Onyeka Okongwu, Danilo Gallinari","Wright, Luwawu-Cabarrot, Young, Okongwu, Gallinari",1626153-1627789-1629027-1630168-201568,ATL,31.0,1,1.0,1.0,1.0,1.0,1.0,2,1.0,,1.0,1.0,3.0,,1.0,1.0,3.0,,,,1.0,1.0,,1.0,1.0,1.0,,3.0,3.0,1.0,,,1.5,1.5,,,,92.9032258064516,23.0,8.0,23.0,8.0,1.0,,0.3139,0.3139,1.0,1.0,1.0,4.8,1.0,3.0,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2022,2021-22,True
1626153-1628381-1628989-1629027-1629631,1610612737,"Delon Wright, John Collins, Kevin Huerter, Trae Young, De'Andre Hunter","Wright, Collins, Huerter, Young, Hunter",1626153-1628381-1628989-1629027-1629631,ATL,67.0,2,1.0,1.0,2.0,,1.0,3,,,,,,3.0,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,,,64.4776119402985,12.0,27.5,12.0,27.5,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2022,2021-22,True
1626153-1628381-1628989-1629027-1630168,1610612737,"Delon Wright, John Collins, Kevin Huerter, Trae Young, Onyeka Okongwu","Wright, Collins, Huerter, Young, Okongwu",1626153-1628381-1628989-1629027-1630168,ATL,116.0,1,2.0,5.0,4.0,3.0,,9,,,1.0,2.0,7.0,,1.0,,2.0,,2.0,2.0,1.0,1.0,,1.0,2.0,1.0,,4.0,2.0,3.0,,,0.875,0.5,,1.0,,111.72413793103448,10.8,15.5,8.8,15.5,,,0.6339,0.6993,0.25,0.5,0.2857142857142857,1.7,0.6,7.0,1.0,1.0,2.0,1.0,0.6666666666666666,0.3333333333333333,0.5,1.0,24.8,,1.0,1.0,2.0,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,0.8333333333333334,0.5,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.5,1.5,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5031,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2022,2021-22,True
1626153-1628381-1628989-1629027-201568,1610612737,"Delon Wright, John Collins, Kevin Huerter, Trae Young, Danilo Gallinari","Wright, Collins, Huerter, Young, Gallinari",1626153-1628381-1628989-1629027-201568,ATL,273.0,2,5.0,8.0,9.0,6.0,3.0,17,1.0,,2.0,5.0,9.0,15.0,1.0,5.0,7.0,2.0,2.0,2.0,,,1.0,4.0,6.0,2.0,1.0,9.0,7.0,6.0,,1.0,0.6428571428571429,0.7,0.5,0.2857142857142857,0.6666666666666666,89.67032967032968,14.625,17.333333333333332,14.625,16.333333333333332,0.25,,0.5499125,0.49,0.3333333333333333,0.5,0.7777777777777778,6.35,0.75,-6.0,1.0,,2.0,1.0,0.5,0.25,,0.75,24.35,1.0,2.0,1.0,,,,,,,,,1.0,1.0,0.5,0.5,1.0,1.0,,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,0.25,1.0,1.0,,0.25,,,,,,,,,,1.0,4.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2022,2021-22,True
1626153-1628381-1628989-1629631-1630168,1610612737,"Delon Wright, John Collins, Kevin Huerter, De'Andre Hunter, Onyeka Okongwu","Wright, Collins, Huerter, Hunter, Okongwu",1626153-1628381-1628989-1629631-1630168,ATL,42.0,1,1.0,1.0,2.0,1.0,,3,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,102.85714285714286,11.0,15.5,11.0,15.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2022,2021-22,True
1626153-1628381-1628989-201568-203992,1610612737,"Delon Wright, John Collins, Kevin Huerter, Danilo Gallinari, Bogdan Bogdanovic","Wright, Collins, Huerter, Gallinari, Bogdanovic",1626153-1628381-1628989-201568-203992,ATL,240.0,1,4.0,7.0,7.0,,,14,,1.0,3.0,1.0,10.0,9.0,,,,1.0,3.0,5.0,,,2.0,2.0,2.0,2.0,,4.0,,,,,0.7142857142857143,,0.5,0.75,,84.0,17.285714285714285,17.0,15.571428571428571,16.714285714285715,,0.14285714285714285,0.5233,,0.2857142857142857,0.6666666666666666,,8.700000000000001,,1.0,2.0,,4.0,,0.5714285714285714,0.2857142857142857,,0.8571428571428571,25.275,,3.0,,4.0,2.0,3.0,,7.0,2.0,0.6666666666666666,0.6666666666666666,1.0,,0.6428571428571429,,,,,,,2.0,,2.0,2.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,,2.0,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,0.25,1.0,0.25,1.25,1.5,1.0,1.0,,1.0,0.2857142857142857,1.0,1.0,1.0,0.2857142857142857,0.5,0.5,0.5,1.0,,,0.5,0.6061,0.6,,2.0,2.0,,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2022,2021-22,True
1626153-1628381-1629027-1629631-1630168,1610612737,"Delon Wright, John Collins, Trae Young, De'Andre Hunter, Onyeka Okongwu","Wright, Collins, Young, Hunter, Okongwu",1626153-1628381-1629027-1629631-1630168,ATL,33.0,1,1.0,1.0,2.0,,2.0,3,1.0,,1.0,1.0,3.0,,,,,,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,,3.0,,,1.0,,0.75,,,,,130.9090909090909,12.0,10.5,12.0,10.5,0.5,,0.54405,,0.5,1.0,,4.8,,3.0,1.0,,1.0,,0.5,0.5,,0.5,23.3,1.0,1.0,,,,,,,1.0,,,1.0,,0.5,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2022,2021-22,True
