EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGM,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls,Technical Free Throw Trips,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,LiveBallTurnoverPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,Arc3Assists,LongMidRangeAssists,FTDefRebounds,Travels,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockedAtRim,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,LongMidRangePctAssisted,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFtPoints,PtsPutbacks,FTOffRebounds,SelfOReb,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,OffFTReboundPct,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,OffensiveGoaltends,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,Defensive 3 Seconds Violations,DefensiveGoaltends,SecondChanceArc3PctAssisted,3SecondViolations,BlockedCorner3,Clear Path Fouls,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1626196-1627759-1628369-1629057-1629684,1610612738,"Josh Richardson, Jaylen Brown, Jayson Tatum, Robert Williams III, Grant Williams","Richardson, Brown, Tatum, Williams III, Williams",1626196-1627759-1628369-1629057-1629684,BOS,559.0,3,9.0,1.0,16.0,16.0,2.0,4.0,2.0,32.0,1.0,4.0,1.0,2.0,4.0,4.0,1.0,3.0,1.0,2.0,2.0,6.0,11.0,1.0,4.0,3.0,18.0,17.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,8.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,5.0,4.0,9.0,3.0,12.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.25,0.5454545454545454,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5294117647058824,0.3333333333333333,0.75,0.26666666666666666,0.09090909090909091,0.25,0.8,0.4,1.0,0.3333333333333333,0.9,0.375,0.6666666666666666,1.0,0.75,1.0,1.0,82.43291592128801,1.0,16.3125,18.625,15.0,18.0625,0.26666666666666666,0.25,0.3333333333333333,1.0,0.26666666666666666,1.0,1.0,0.25,0.2,0.3333333333333333,0.3333333333333333,0.13333333333333333,0.5,0.5,1.0,0.13333333333333333,0.6666666666666666,0.5,1.0,0.5333333333333333,0.44763000000000003,0.403,0.2684,0.0625,0.08333333333333333,0.1111111111111111,0.16666666666666666,8.909090909090908,24.25,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2022,2021-22,False
1626196-1627759-1628369-1629057-1630202,1610612738,"Josh Richardson, Jaylen Brown, Jayson Tatum, Robert Williams III, Payton Pritchard","Richardson, Brown, Tatum, Williams III, Pritchard",1626196-1627759-1628369-1629057-1630202,BOS,519.0,3,9.0,3.0,20.0,18.0,13.0,12.0,1.0,38.0,7.0,8.0,,,,,,3.0,,,2.0,7.0,11.0,1.0,2.0,5.0,22.0,19.0,,,,5.0,7.0,3.0,16.0,10.0,4.0,,2.0,,5.0,,5.0,,5.0,,10.0,,1.0,4.0,3.0,7.0,1.0,8.0,1.0,,1.0,2.0,,5.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,,1.0,1.0,22.0,16.0,13.0,1.0,0.7142857142857143,0.7142857142857143,,0.5,0.5,0.6363636363636364,,0.7142857142857143,0.6538461538461539,,0.7222222222222222,0.7,,0.75,0.15384615384615385,,,0.6,0.3333333333333333,0.8,,0.7,0.25,,,,0.6666666666666666,1.0,105.43352601156069,1.0,12.1,15.38888888888889,12.05,14.722222222222221,0.6153846153846154,0.875,0.875,0.7142857142857143,,,,,0.23076923076923078,,,,,,,0.15384615384615385,,,,0.7692307692307693,0.5474346153846154,,0.5757166666666667,0.07142857142857142,0.08333333333333333,,0.7272727272727273,6.863636363636363,26.9,0.65,5.0,5.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5555555555555556,1.0,0.2222222222222222,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2022,2021-22,False
1626196-1627759-1628369-1629057-203471,1610612738,"Josh Richardson, Jaylen Brown, Jayson Tatum, Robert Williams III, Dennis Schroder","Richardson, Brown, Tatum, Williams III, Schroder",1626196-1627759-1628369-1629057-203471,BOS,1130.0,9,19.0,3.0,39.0,37.0,15.0,9.0,5.0,76.0,4.0,9.0,,2.0,2.0,6.0,2.0,3.0,1.0,1.0,9.0,8.0,18.0,3.0,10.0,13.0,38.0,35.0,1.0,3.0,5.0,5.0,8.0,6.0,19.0,10.0,6.0,9.0,9.0,1.0,5.0,3.0,8.0,1.0,3.0,,19.0,1.0,4.0,7.0,8.0,16.0,5.0,21.0,2.0,,2.0,6.0,2.0,9.0,4.0,9.0,11.0,16.0,6.0,1.0,3.0,2.0,3.0,1.0,33.0,19.0,15.0,,0.625,0.625,1.0,0.3,0.3,0.4444444444444444,0.3333333333333333,0.625,0.44642857142857145,0.625,0.5909090909090909,0.5428571428571428,0.625,0.6333333333333333,0.35714285714285715,0.05555555555555555,,0.7272727272727273,0.4,0.7,0.14285714285714285,0.7142857142857143,0.29411764705882354,0.2,,0.6666666666666666,1.0,0.5714285714285714,96.8495575221239,0.3333333333333333,14.923076923076923,14.81081081081081,14.666666666666666,14.324324324324325,0.32142857142857145,0.4444444444444444,0.4444444444444444,0.75,0.21428571428571427,0.3333333333333333,0.4,,0.10714285714285714,0.6666666666666666,0.6666666666666666,0.03571428571428571,1.0,1.0,1.0,0.32142857142857145,0.5,,,0.6785714285714286,0.48545,0.52345,0.47665454545454544,0.17647058823529413,0.25,0.13157894736842105,0.5,6.677777777777778,25.790000000000003,0.38461538461538464,2.0,3.0,2.0,1.0,3.0,1.0,3.0,,2.0,2.0,3.0,1.0,2.0,3.0,,,,1.0,0.3333333333333333,0.3333333333333333,,,1.0,0.2222222222222222,0.25,0.2727272727272727,0.6666666666666666,0.2727272727272727,0.3333333333333333,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.1,0.16666666666666666,0.1111111111111111,1.0,0.75,0.14285714285714285,1.0,1.0,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2022,2021-22,False
1626196-1627759-1628369-1629057-203935,1610612738,"Josh Richardson, Jaylen Brown, Jayson Tatum, Robert Williams III, Marcus Smart","Richardson, Brown, Tatum, Williams III, Smart",1626196-1627759-1628369-1629057-203935,BOS,2431.0,15,41.0,25.0,82.0,77.0,32.0,35.0,11.0,159.0,19.0,21.0,4.0,4.0,8.0,18.0,3.0,5.0,3.0,11.0,17.0,30.0,44.0,9.0,28.0,22.0,109.0,84.0,5.0,8.0,17.0,6.0,11.0,10.0,37.0,20.0,40.0,21.0,17.0,4.0,10.0,7.0,17.0,3.0,8.0,2.0,41.0,5.0,6.0,20.0,9.0,30.0,12.0,42.0,5.0,5.0,2.0,4.0,1.0,10.0,7.0,13.0,23.0,28.0,12.0,3.0,1.0,,1.0,1.0,92.0,37.0,32.0,2.0,0.3333333333333333,0.38461538461538464,0.7777777777777778,0.32142857142857145,0.32142857142857145,0.6818181818181818,0.625,0.5454545454545454,0.6041666666666666,0.7222222222222222,0.5,0.6411764705882353,0.7083333333333334,0.5441176470588235,0.3888888888888889,0.09090909090909091,0.047619047619047616,0.6428571428571429,0.42857142857142855,0.8333333333333334,0.2777777777777778,0.7631578947368421,0.34375,1.0,0.25,0.5555555555555556,,0.85,94.1834635952283,1.0,15.74390243902439,14.805194805194805,15.121951219512194,14.337662337662337,0.2916666666666667,0.9047619047619048,0.95,0.42105263157894735,0.25,0.4444444444444444,0.5333333333333333,0.25,0.06944444444444445,0.6,0.6,0.1527777777777778,0.2727272727272727,0.2727272727272727,1.0,0.2361111111111111,0.4444444444444444,1.0,,0.6805555555555556,0.4930479166666666,0.4195166666666667,0.46676481481481485,0.14634146341463414,0.2222222222222222,0.1559633027522936,0.3394495412844037,6.293181818181818,25.346428571428568,0.3902439024390244,3.0,3.0,6.0,4.0,9.0,5.0,16.0,6.0,6.0,,6.0,4.0,2.0,5.0,1.0,,,3.0,0.3125,0.6,,0.8,0.75,0.35294117647058826,0.35294117647058826,0.1111111111111111,1.0,0.3333333333333333,0.4444444444444444,0.35294117647058826,,,1.0,1.0,,4.0,,1.0,,1.0,,2.0,1.0,1.0,1.0,1.0,,0.16666666666666666,,1.0,0.4,0.3,,0.6666666666666666,,,,1.0,7.0,1.0,1.0,4.0,8.0,1.0,2.0,1.0,2.0,0.5,0.07142857142857142,0.1111111111111111,1.0,0.25925925925925924,0.14285714285714285,,,,,,,,,,,,,,,,,1610612738,2022,2021-22,False
1626196-1627759-1628369-1629641-1629684,1610612738,"Josh Richardson, Jaylen Brown, Jayson Tatum, Romeo Langford, Grant Williams","Richardson, Brown, Tatum, Langford, Williams",1626196-1627759-1628369-1629641-1629684,BOS,12.0,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,120.0,,,11.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2022,2021-22,False
1626196-1627759-1628369-1629641-202683,1610612738,"Josh Richardson, Jaylen Brown, Jayson Tatum, Romeo Langford, Enes Freedom","Richardson, Brown, Tatum, Langford, Freedom",1626196-1627759-1628369-1629641-202683,BOS,87.0,1,1.0,2.0,2.0,3.0,,3.0,1.0,5.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,2.0,3.0,,1.0,,4.0,2.0,1.0,2.0,2.0,,,,,2.0,2.0,,,,1.0,,1.0,,,,2.0,1.0,1.0,1.0,,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,0.5,1.0,,,,0.6666666666666666,0.5,,0.5,0.5,,0.5,0.5,,0.25,,,,1.0,1.0,1.0,0.5,1.0,,1.0,,,1.0,82.75862068965517,,22.0,14.333333333333334,18.0,14.0,0.25,1.0,1.0,,0.25,,,,0.25,1.0,1.0,0.25,,,,,0.5,1.0,,0.5,0.5145625,0.52195,,,,0.5,,7.933333333333334,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2022,2021-22,False
1626196-1627759-1628369-1629684-201143,1610612738,"Josh Richardson, Jaylen Brown, Jayson Tatum, Grant Williams, Al Horford","Richardson, Brown, Tatum, Williams, Horford",1626196-1627759-1628369-1629684-201143,BOS,142.0,2,2.0,,6.0,6.0,6.0,4.0,,12.0,,,,,,,,,,,2.0,,,,2.0,4.0,4.0,4.0,,,,,,4.0,4.0,,,,2.0,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,,2.0,,1.0,2.0,4.0,1.0,1.0,,,,,4.0,2.0,5.0,,,,,,,,,,,,,0.5,,0.5,1.0,,,,,,,,,,,,,,121.69014084507042,,13.5,10.166666666666666,13.5,9.833333333333334,,,,,,,,,,,,,,,,1.0,,,,1.0,0.548775,,0.548775,0.3333333333333333,1.0,,1.0,,26.65,1.0,,,,,2.0,,2.0,,,,1.0,1.0,,2.0,,,,,,0.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2022,2021-22,False
1626196-1627759-1628369-1629684-203471,1610612738,"Josh Richardson, Jaylen Brown, Jayson Tatum, Grant Williams, Dennis Schroder","Richardson, Brown, Tatum, Williams, Schroder",1626196-1627759-1628369-1629684-203471,BOS,47.0,3,1.0,-1.0,1.0,4.0,1.0,4.0,,5.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,2.0,3.0,,,,1.0,1.0,,2.0,2.0,,,,,1.0,,1.0,,1.0,,2.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,153.19148936170214,,3.0,11.0,3.0,11.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,0.5963,,0.5963,,,,1.0,2.3,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2022,2021-22,False
1626196-1627759-1628369-1629684-203953,1610612738,"Josh Richardson, Jaylen Brown, Jayson Tatum, Grant Williams, Jabari Parker","Richardson, Brown, Tatum, Williams, Parker",1626196-1627759-1628369-1629684-203953,BOS,15.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2022,2021-22,False
1626196-1627759-1628369-1630174-203935,1610612738,"Josh Richardson, Jaylen Brown, Jayson Tatum, Aaron Nesmith, Marcus Smart","Richardson, Brown, Tatum, Nesmith, Smart",1626196-1627759-1628369-1630174-203935,BOS,9.0,2,,-2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,,,4.5,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2022,2021-22,False
