EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG3APct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,PtsUnassisted2s,Fg2aBlocked,FTDefRebounds,LiveBallTurnovers,LostBallTurnovers,ShootingFouls,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceOffPoss,Corner3FGA,SecondChanceCorner3FGA,SecondChanceFG3A,OffThreePtRebounds,OffRebounds,BadPassTurnovers,2pt And 1 Free Throw Trips,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,Corner3Frequency,SecondChanceCorner3Frequency,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,OffTwoPtRebounds,SelfOReb,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffAtRimReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Steals,BadPassSteals,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PtsUnassisted3s,LostBallSteals,Clear Path Fouls,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGA,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SecondChanceArc3Frequency,OffLongMidRangeReboundPct,PenaltyArc3FGM,AtRimPctBlocked,PenaltyArc3Accuracy,Corner3Assists,NonShootingPenaltyNonTakeFouls,Corner3PctAssisted,Travels,SecondChanceTurnovers,Blocked2s,BlockedAtRim,Blocks,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,Charge Fouls,Offensive Fouls Drawn,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,Blocked3s,BlockedCorner3,SecondChanceFtPoints,FTOffRebounds,Charge Fouls Drawn,Loose Ball Fouls Drawn,OffFTReboundPct,LongMidRangeAssists,LongMidRangePctAssisted,Offensive Fouls,Technical Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,BlockedArc3,Defensive 3 Seconds Violations,DefensiveGoaltends,StepOutOfBoundsTurnovers,BlockedLongMidRange,3SecondViolations,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceArc3FGM,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,Arc3PctBlocked,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,team_id,year,season,team_vs
1627782-1628422-1629011-201959-202692,1610612752,"Wayne Selden, Damyean Dotson, Mitchell Robinson, Taj Gibson, Alec Burks","Selden, Dotson, Robinson, Gibson, Burks",1627782-1628422-1629011-201959-202692,NYK,174.0,1,3.0,5.0,6.0,5.0,2.0,3.0,11.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,7.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,1.0,2.0,4.0,2.0,7.0,4.0,2.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.7,1.0,1.0,0.5,0.75,1.0,1.0,91.0344827586207,12.166666666666666,20.2,12.166666666666666,20.2,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,0.45206666666666667,0.5506,0.4,0.4,0.5714285714285714,5.966666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2022,2021-22,False
1627782-1629011-201959-202689-202692,1610612752,"Wayne Selden, Mitchell Robinson, Taj Gibson, Kemba Walker, Alec Burks","Selden, Robinson, Gibson, Walker, Burks",1627782-1629011-201959-202689-202692,NYK,117.0,1,2.0,-3.0,4.0,5.0,4.0,5.0,9.0,,1.0,,1.0,,,,1.0,2.0,2.0,5.0,,1.0,2.0,2.0,,,,,,,2.0,,2.0,2.0,,1.0,2.0,,2.0,2.0,4.0,,,,,,,0.3333333333333333,0.3333333333333333,,1.0,1.0,,1.0,110.76923076923077,12.0,13.8,12.0,13.8,0.5,,,,,,,,0.5,,1.0,0.632075,0.632075,,,1.0,1.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2022,2021-22,False
1627782-1629011-202689-202692-203944,1610612752,"Wayne Selden, Mitchell Robinson, Kemba Walker, Alec Burks, Julius Randle","Selden, Robinson, Walker, Burks, Randle",1627782-1629011-202689-202692-203944,NYK,142.0,2,2.0,-4.0,6.0,6.0,3.0,,12.0,,,,,,2.0,1.0,3.0,1.0,3.0,7.0,1.0,3.0,,2.0,,,,,,,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,,,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.3,0.3333333333333333,1.0,1.0,1.0,,1.0,121.69014084507042,13.0,10.666666666666666,13.0,10.666666666666666,,,,,0.5,,,,,,0.25,0.4519375,0.42733333333333334,0.2,0.25,0.6666666666666666,12.5,0.5,1.0,,1.0,,1.0,,,1.0,,,,0.25,0.25,,26.8,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2022,2021-22,False
1627782-1629011-202692-203095-203944,1610612752,"Wayne Selden, Mitchell Robinson, Alec Burks, Evan Fournier, Julius Randle","Selden, Robinson, Burks, Fournier, Randle",1627782-1629011-202692-203095-203944,NYK,179.0,1,3.0,-2.0,5.0,5.0,,,10.0,,,,,2.0,3.0,2.0,3.0,1.0,5.0,7.0,,,,,,,,,,,2.0,,2.0,3.0,1.0,2.0,1.0,1.0,5.0,,,,,0.6666666666666666,,0.4,,0.5,,,1.0,0.6666666666666666,,1.0,80.44692737430168,18.2,17.6,17.2,14.2,,,,,0.6,0.6666666666666666,0.6666666666666666,,,,0.4,0.47424,,0.2,0.3333333333333333,,9.066666666666666,,1.0,,2.0,,1.0,,,1.0,,,,0.4,0.2,,25.1,,,4.0,,,1.0,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2022,2021-22,False
1627782-201959-202689-202692-203457,1610612752,"Wayne Selden, Taj Gibson, Kemba Walker, Alec Burks, Nerlens Noel","Selden, Gibson, Walker, Burks, Noel",1627782-201959-202689-202692-203457,NYK,114.0,1,2.0,-2.0,3.0,3.0,,,6.0,,,,,,1.0,1.0,2.0,,5.0,7.0,,,,,,,1.0,,,3.0,,,,,2.0,,,,5.0,,,,,0.5,,0.8333333333333334,,0.8333333333333334,,,,,,,75.78947368421053,21.333333333333332,16.666666666666668,21.333333333333332,16.666666666666668,,,,,0.3333333333333333,,,,,,0.3333333333333333,0.4421,,,,,11.95,,1.0,,1.0,,1.0,,,,,,,0.3333333333333333,0.3333333333333333,,26.8,1.0,1.0,2.0,,,,,2.0,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2022,2021-22,False
1627782-201959-202692-203095-203457,1610612752,"Wayne Selden, Taj Gibson, Alec Burks, Evan Fournier, Nerlens Noel","Selden, Gibson, Burks, Fournier, Noel",1627782-201959-202692-203095-203457,NYK,162.0,1,3.0,-2.0,5.0,5.0,5.0,5.0,10.0,2.0,4.0,2.0,4.0,,,4.0,6.0,,8.0,10.0,4.0,6.0,,8.0,2.0,1.0,1.0,1.0,,2.0,,,,2.0,,,,,6.0,8.0,5.0,0.25,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,,,,,,88.88888888888889,19.4,13.0,18.8,13.0,0.5714285714285714,0.5,0.5,0.5,,,,,0.5714285714285714,0.5,0.7142857142857143,0.4951214285714286,0.4951214285714286,,,1.0,6.516666666666667,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,26.7,2.0,2.0,6.0,,,,,,,,,,,0.2857142857142857,1.0,1.0,1.0,,,,,2.0,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,1.0,0.3333333333333333,1.0,0.5,0.5531,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2022,2021-22,False
1627782-201959-202692-203095-203944,1610612752,"Wayne Selden, Taj Gibson, Alec Burks, Evan Fournier, Julius Randle","Selden, Gibson, Burks, Fournier, Randle",1627782-201959-202692-203095-203944,NYK,60.0,1,1.0,,3.0,2.0,2.0,,5.0,1.0,1.0,,,,1.0,1.0,2.0,1.0,3.0,3.0,,1.0,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,3.0,,2.0,,,0.5,,0.3333333333333333,,0.5,,1.0,,1.0,1.0,,120.0,7.666666666666667,18.5,7.666666666666667,18.5,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,,,0.6666666666666666,0.4061666666666666,0.4023,0.3333333333333333,0.5,,3.75,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,,,,,,,0.3333333333333333,0.3333333333333333,0.5,27.2,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2022,2021-22,False
1627782-202692-203095-203457-203944,1610612752,"Wayne Selden, Alec Burks, Evan Fournier, Nerlens Noel, Julius Randle","Selden, Burks, Fournier, Noel, Randle",1627782-202692-203095-203457-203944,NYK,118.0,1,2.0,-3.0,4.0,4.0,,,8.0,,,,,,1.0,,1.0,,,3.0,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,97.6271186440678,18.75,10.75,18.75,10.75,,,,,0.3333333333333333,,,,,,0.6666666666666666,0.5188,,,,,6.4,,1.0,,2.0,,1.0,,,1.0,,,,0.6666666666666666,0.3333333333333333,,24.75,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2022,2021-22,False
1627853-1629011-1629628-1630167-202692,1610612752,"Ryan Arcidiacono, Mitchell Robinson, RJ Barrett, Obi Toppin, Alec Burks","Arcidiacono, Robinson, Barrett, Toppin, Burks",1627853-1629011-1629628-1630167-202692,NYK,202.0,1,3.0,-1.0,6.0,7.0,3.0,,13.0,2.0,2.0,,,,1.0,2.0,3.0,3.0,10.0,11.0,,,2.0,5.0,2.0,1.0,1.0,1.0,,2.0,2.0,,2.0,2.0,1.0,2.0,3.0,2.0,10.0,5.0,3.0,0.5,0.5,0.6666666666666666,,0.875,1.5,1.0,1.25,,1.0,1.0,,1.0,92.67326732673267,14.0,16.857142857142858,14.0,15.714285714285714,0.5,1.0,1.0,0.5,0.25,,,,,,0.75,0.599575,0.57,0.4,0.5,0.5,5.466666666666666,0.5,,,1.0,1.0,,,,1.0,1.0,,,0.25,,,23.0,,,2.0,,,1.0,,,,,1.0,,,,,,,1.0,,,,,1.0,1.0,,,,1.0,0.25,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2022,2021-22,False
1627853-1629011-1629628-1630193-201959,1610612752,"Ryan Arcidiacono, Mitchell Robinson, RJ Barrett, Immanuel Quickley, Taj Gibson","Arcidiacono, Robinson, Barrett, Quickley, Gibson",1627853-1629011-1629628-1630193-201959,NYK,295.0,1,5.0,,7.0,8.0,,,15.0,1.0,3.0,,,,1.0,1.0,4.0,1.0,9.0,9.0,,,,,,,1.0,,,3.0,3.0,1.0,4.0,6.0,3.0,2.0,2.0,1.0,9.0,,,,,0.25,,0.5,,0.5,,1.0,0.75,0.8,,1.0,73.22033898305084,18.285714285714285,20.875,15.142857142857142,19.375,0.375,0.3333333333333333,0.3333333333333333,,0.125,,,,,,0.875,0.51504375,,0.1111111111111111,0.2,,3.125,,3.0,,4.0,,3.0,,,,,,,0.5,0.375,,25.6,,,2.0,1.0,,,,2.0,0.25,1.0,,,,,,,2.0,1.0,,1.0,1.0,2.0,,,0.5,0.4,,,0.125,,2.0,2.0,3.0,2.0,1.0,1.0,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,,1.0,,1.0,,,1.0,,,,,0.3333333333333333,,,0.5,,0.47955,,,,,,,,3.0,,,,,,,,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2022,2021-22,False
