EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,FG2A,FtPoints,Points,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,LiveBallTurnovers,BadPassTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,TsPct,PenaltyTsPct,FG2APctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,LongMidRangeFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG2M,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LostBallTurnovers,SecondChanceTurnovers,ShootingFouls,Loose Ball Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SelfOReb,Charge Fouls,SelfORebPct,Corner3FGA,PenaltyCorner3FGA,OffThreePtRebounds,Travels,OffThreePtReboundPct,OffCorner3ReboundPct,Corner3Frequency,PenaltyCorner3Frequency,HeaveAttempts,OffArc3ReboundPct,SecondChanceFtPoints,Offensive Fouls Drawn,DefLongMidRangeReboundPct,BadPassOutOfBoundsTurnovers,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,Corner3Assists,SecondChanceFg3Pct,ShortMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Technical Free Throw Trips,OffAtRimReboundPct,Offensive Fouls,2pt And 1 Free Throw Trips,AtRimPctBlocked,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls Drawn,BlockedCorner3,OffensiveGoaltends,FTOffRebounds,ThreePtShootingFoulsDrawn,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
1626204-1627742-1628984-1629637-1630529,1610612740,"Larry Nance Jr., Brandon Ingram, Devonte' Graham, Jaxson Hayes, Herbert Jones","Nance Jr., Ingram, Graham, Hayes, Jones",1626204-1627742-1628984-1629637-1630529,NOP,49.0,1,1.0,-2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,117.55102040816327,5.5,19.0,5.5,17.5,1.0,1.0,1.0,0.29205,0.29205,26.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2022,2021-22,False
1626204-1627742-1628984-1629637-1630530,1610612740,"Larry Nance Jr., Brandon Ingram, Devonte' Graham, Jaxson Hayes, Trey Murphy III","Nance Jr., Ingram, Graham, Hayes, Murphy III",1626204-1627742-1628984-1629637-1630530,NOP,92.0,1,2.0,-3.0,3.0,2.0,3.0,2.0,5.0,,,,5.0,,,,,,,,1.0,1.0,,3.0,,,,,,78.26086956521739,23.666666666666668,10.5,23.666666666666668,10.5,,,,0.3134,0.3134,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2022,2021-22,False
1626204-1627742-1628984-1630230-1630530,1610612740,"Larry Nance Jr., Brandon Ingram, Devonte' Graham, Naji Marshall, Trey Murphy III","Nance Jr., Ingram, Graham, Marshall, Murphy III",1626204-1627742-1628984-1630230-1630530,NOP,900.0,5,15.0,5.0,29.0,31.0,29.0,22.0,60.0,6.0,6.0,6.0,31.0,6.0,6.0,5.0,12.0,15.0,1.0,,5.0,5.0,8.0,29.0,2.0,0.25,0.5555555555555556,0.5882352941176471,0.5,96.0,14.379310344827585,15.580645161290322,14.275862068965518,14.516129032258064,0.25,0.25,0.5,0.4788833333333333,0.4788833333333333,26.5,1.0,5.0,18.0,8.0,36.0,18.0,8.0,36.0,1.0,4.0,3.0,6.0,10.0,2.0,32.0,36.0,0.6206896551724138,0.6206896551724138,0.05555555555555555,0.2,0.8,0.20833333333333334,0.07692307692307693,0.1,1.0,8.383333333333333,3.0,6.0,6.0,1.0,1.0,6.0,6.0,2.0,7.0,3.0,2.0,1.0,2.0,11.0,2.0,2.0,2.0,1.0,4.0,11.0,2.0,12.0,10.0,3.0,3.0,2.0,2.0,6.0,1.0,7.0,1.0,4.0,1.0,1.0,15.0,3.0,5.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,0.5454545454545454,0.6,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6111111111111112,1.0,0.6111111111111112,0.5833333333333334,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.5,0.625,0.3333333333333333,0.4,1.0,0.6,0.6,0.6666666666666666,0.6666666666666666,0.25,1.0,1.0,0.6666666666666666,0.2916666666666667,0.2857142857142857,0.2857142857142857,0.5,0.6,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,1.0,0.3333333333333333,0.25,1.0,0.3333333333333333,0.3333333333333333,0.5208833333333334,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2022,2021-22,False
1626204-1627742-1628984-1630529-1630530,1610612740,"Larry Nance Jr., Brandon Ingram, Devonte' Graham, Herbert Jones, Trey Murphy III","Nance Jr., Ingram, Graham, Jones, Murphy III",1626204-1627742-1628984-1630529-1630530,NOP,261.0,3,4.0,2.0,8.0,7.0,8.0,,15.0,1.0,1.0,1.0,8.0,1.0,1.0,,2.0,3.0,1.0,,1.0,1.0,3.0,8.0,,0.14285714285714285,,1.0,,82.75862068965517,16.125,18.857142857142858,16.0,18.857142857142858,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.45,0.45,26.3,1.0,1.0,6.0,2.0,10.0,6.0,2.0,10.0,,,,1.0,2.0,,8.0,10.0,0.625,0.625,,,,0.14285714285714285,,,1.0,7.75,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,,,,4.0,,1.0,1.0,,2.0,4.0,,2.0,6.0,,,2.0,,1.0,,1.0,,1.0,,,2.0,1.0,2.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,1.0,0.25,0.3333333333333333,,,,,0.6666666666666666,1.0,0.6666666666666666,0.5714285714285714,1.0,0.5714285714285714,1.0,,0.5,1.0,0.3333333333333333,0.5,,,1.0,,,0.2857142857142857,1.0,1.0,0.5,0.42857142857142855,0.3333333333333333,0.3333333333333333,,1.0,1.0,,,,,1.0,1.0,,0.2857142857142857,1.0,,,0.4679,0.2,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2022,2021-22,False
1626204-1627742-1628984-1630529-203468,1610612740,"Larry Nance Jr., Brandon Ingram, Devonte' Graham, Herbert Jones, CJ McCollum","Nance Jr., Ingram, Graham, Jones, McCollum",1626204-1627742-1628984-1630529-203468,NOP,148.0,1,2.0,-6.0,5.0,4.0,5.0,4.0,9.0,,,2.0,8.0,2.0,,,,1.0,1.0,,1.0,1.0,1.0,5.0,1.0,0.6666666666666666,,,,87.56756756756756,17.2,15.5,16.8,15.5,,,0.6666666666666666,0.48606666666666665,0.48606666666666665,23.35,1.0,1.0,1.0,,2.0,1.0,,2.0,,,,,,,2.0,2.0,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,,,1.0,14.1,1.0,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,0.3333333333333333,,0.3333333333333333,,,,,0.5,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2022,2021-22,False
1626204-1627742-1628984-1630530-1630631,1610612740,"Larry Nance Jr., Brandon Ingram, Devonte' Graham, Trey Murphy III, Jose Alvarado","Nance Jr., Ingram, Graham, Murphy III, Alvarado",1626204-1627742-1628984-1630530-1630631,NOP,104.0,1,2.0,-1.0,3.0,4.0,,4.0,7.0,4.0,,4.0,4.0,,3.0,1.0,2.0,3.0,,,,,1.0,,1.0,0.8,1.0,1.0,,96.92307692307692,23.333333333333332,8.5,22.666666666666668,8.5,0.8,,1.0,0.542825,,32.925,,,1.0,,3.0,,,,,,,,,,3.0,,0.3,,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,,1.0,,1.0,,,,,,,3.0,,,1.0,,1.0,1.0,1.0,,,,3.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,0.25,,0.3333333333333333,,,,0.3,,,,,,1.0,0.3333333333333333,,,1.0,1.0,,,0.2,,,,,,,,,,,0.25,0.25,1.0,1.0,,,,,,0.3333333333333333,,,,,,,,1.0,,0.5,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2022,2021-22,False
1626204-1627742-1628984-1630530-202685,1610612740,"Larry Nance Jr., Brandon Ingram, Devonte' Graham, Trey Murphy III, Jonas Valanciunas","Nance Jr., Ingram, Graham, Murphy III, Valanciunas",1626204-1627742-1628984-1630530-202685,NOP,593.0,2,10.0,5.0,17.0,18.0,13.0,10.0,35.0,3.0,2.0,4.0,21.0,3.0,3.0,3.0,7.0,12.0,,,2.0,,2.0,13.0,,0.25,0.6,0.6666666666666666,,84.99156829679596,18.235294117647058,15.722222222222221,16.58823529411765,15.444444444444445,0.1875,0.14285714285714285,0.4375,0.453625,0.4500357142857143,25.175,0.7647058823529411,4.0,12.0,7.0,26.0,11.0,6.0,23.0,,2.0,1.0,7.0,8.0,1.0,18.0,23.0,0.65,0.6764705882352942,,,1.0,0.25,0.058823529411764705,0.07692307692307693,0.8846153846153846,9.983333333333333,4.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,2.0,1.0,,1.0,8.0,1.0,2.0,3.0,,8.0,7.0,1.0,8.0,8.0,,3.0,2.0,1.0,4.0,,4.0,,1.0,2.0,1.0,8.0,3.0,3.0,1.0,5.0,,,,1.0,,1.0,,1.0,3.0,,,,,,,,3.0,0.5,0.5714285714285714,,0.25,0.3333333333333333,0.25,0.6666666666666666,0.6666666666666666,0.6363636363636364,0.59375,0.6666666666666666,0.6071428571428571,0.8,1.0,1.0,0.75,0.8333333333333334,1.0,1.0,0.75,0.75,,,0.1875,1.0,1.0,0.3333333333333333,0.3125,0.6,0.6,0.6666666666666666,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,,0.3333333333333333,1.0,,0.21428571428571427,1.0,0.5,0.3333333333333333,0.5533,0.3076923076923077,1.0,,0.16666666666666666,1.0,1.0,2.0,,0.6666666666666666,,0.0625,0.07142857142857142,,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2022,2021-22,False
1626204-1627742-1629637-1630230-1630529,1610612740,"Larry Nance Jr., Brandon Ingram, Jaxson Hayes, Naji Marshall, Herbert Jones","Nance Jr., Ingram, Hayes, Marshall, Jones",1626204-1627742-1629637-1630230-1630529,NOP,15.0,1,,-2.0,,1.0,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,96.0,,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2022,2021-22,False
1626204-1627742-1629637-1630529-203468,1610612740,"Larry Nance Jr., Brandon Ingram, Jaxson Hayes, Herbert Jones, CJ McCollum","Nance Jr., Ingram, Hayes, Jones, McCollum",1626204-1627742-1629637-1630529-203468,NOP,58.0,1,1.0,2.0,2.0,1.0,,,3.0,,,,2.0,,,,,,,,,,,,,,,,,74.48275862068965,17.0,24.0,17.0,24.0,,,1.0,0.5863,,,,,1.0,2.0,4.0,,,,,,,1.0,2.0,1.0,4.0,,1.0,,,,,,0.5,0.5,,2.1,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2022,2021-22,False
1626204-1627742-1630230-1630529-1630530,1610612740,"Larry Nance Jr., Brandon Ingram, Naji Marshall, Herbert Jones, Trey Murphy III","Nance Jr., Ingram, Marshall, Jones, Murphy III",1626204-1627742-1630230-1630529-1630530,NOP,44.0,1,1.0,-5.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,8.0,2.0,1.0,,,,,,,,,1.0,,1.0,,,,130.9090909090909,26.0,6.0,26.0,6.0,1.0,1.0,1.0,0.43575,0.43575,47.75,1.0,,,,3.0,,,3.0,,,,,,,3.0,3.0,0.75,0.75,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,3.0,,,1.0,,1.0,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,0.75,,0.75,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,1.0,,,,,,0.5,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2022,2021-22,False
