EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChancePoints,PenaltyFG3M,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,Steals,BadPassSteals,BadPassTurnovers,Loose Ball Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,PtsUnassisted3s,PtsPutbacks,Corner3Assists,SelfOReb,LostBallSteals,DeadBallTurnovers,SecondChanceTurnovers,Offensive Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,SecondChanceFg2Pct,AtRimPctBlocked,LongMidRangePctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Charge Fouls,NonShootingFoulsDrawn,OffensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,BadPassOutOfBoundsTurnovers,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,Travels,Blocked3s,BlockedArc3,BlockedLongMidRange,RecoveredBlocks,BlocksRecoveredPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangeAssists,LongMidRangePctAssisted,OffLongMidRangeReboundPct,HeaveAttempts,NonShootingPenaltyNonTakeFouls,SecondChanceFtPoints,FTOffRebounds,OffFTReboundPct,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockedShortMidRange,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,3SecondViolations,team_id,year,season,team_vs
1626171-1626192-1628960-1628975-201950,1610612749,"Bobby Portis, Pat Connaughton, Grayson Allen, Jevon Carter, Jrue Holiday","Portis, Connaughton, Allen, Carter, Holiday",1626171-1626192-1628960-1628975-201950,MIL,124.0,2,2.0,-2.0,5.0,5.0,5.0,5.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,5.0,7.0,1.0,2.0,3.0,2.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,0.6666666666666666,0.6666666666666666,0.4,0.4,0.5,0.5,0.4,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,1.0,0.5,116.1290322580645,13.4,11.4,13.0,11.2,0.2,1.0,1.0,0.4,0.5,0.5,0.4,1.0,0.2,1.0,0.4,0.6,0.46327999999999997,0.282,0.46327999999999997,0.2,0.3333333333333333,1.0,7.966666666666666,28.05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2022,2021-22,False
1626171-1626192-1628960-1628975-203507,1610612749,"Bobby Portis, Pat Connaughton, Grayson Allen, Jevon Carter, Giannis Antetokounmpo","Portis, Connaughton, Allen, Carter, Antetokounmpo",1626171-1626192-1628960-1628975-203507,MIL,540.0,4,9.0,19.0,19.0,16.0,1.0,6.0,2.0,35.0,4.0,4.0,,,1.0,3.0,6.0,1.0,1.0,7.0,10.0,7.0,4.0,27.0,8.0,2.0,,,1.0,,3.0,8.0,6.0,1.0,3.0,,8.0,2.0,10.0,2.0,1.0,2.0,,,4.0,3.0,4.0,,2.0,24.0,3.0,1.0,0.7,,0.6764705882352942,1.5,0.7105263157894737,1.5,0.4117647058823529,1.0,,1.0,0.3333333333333333,0.8888888888888888,0.2857142857142857,0.5,,93.33333333333333,14.210526315789474,16.875,13.789473684210526,16.875,0.23529411764705882,1.0,1.0,0.17647058823529413,0.3333333333333333,0.5,0.35294117647058826,0.5,,,1.0,0.6470588235294118,0.5285588235294117,0.43875,0.3867,0.10526315789473684,0.16666666666666666,0.1111111111111111,8.25,26.342857142857145,0.05263157894736842,2.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,6.0,9.0,3.0,1.0,3.0,3.0,6.0,3.0,2.0,1.0,15.0,1.0,5.0,2.0,2.0,1.0,1.0,0.42857142857142855,0.42857142857142855,1.0,0.42857142857142855,0.5,1.0,0.42857142857142855,0.75,0.75,0.1,0.3333333333333333,0.8333333333333334,0.25,0.3333333333333333,1.0,1.0,1.0,0.5,0.5,1.0,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.058823529411764705,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2022,2021-22,False
1626171-1626192-1628960-201572-201950,1610612749,"Bobby Portis, Pat Connaughton, Grayson Allen, Brook Lopez, Jrue Holiday","Portis, Connaughton, Allen, Lopez, Holiday",1626171-1626192-1628960-201572-201950,MIL,1347.0,10,22.0,-12.0,43.0,40.0,15.0,8.0,8.0,83.0,10.0,16.0,2.0,5.0,4.0,15.0,5.0,1.0,,17.0,40.0,10.0,3.0,43.0,55.0,3.0,5.0,14.0,1.0,3.0,16.0,22.0,5.0,8.0,6.0,1.0,15.0,9.0,24.0,,,2.0,1.0,6.0,10.0,4.0,4.0,1.0,2.0,35.0,16.0,15.0,0.425,0.35714285714285715,0.4,0.43333333333333335,0.4215686274509804,0.5,0.2,,1.0,0.6666666666666666,0.34782608695652173,0.7368421052631579,0.3,0.5454545454545454,0.5,88.73051224944321,16.25581395348837,16.2,15.69767441860465,15.7,0.32,0.625,0.7692307692307693,0.3,0.26666666666666666,0.2857142857142857,0.1,0.1111111111111111,0.3333333333333333,0.4,,0.52,0.498155,0.60468125,0.46860666666666667,0.0392156862745098,0.04878048780487805,0.37209302325581395,7.659999999999999,24.61,0.3488372093023256,3.0,9.0,5.0,2.0,,,,2.0,,8.0,1.0,12.0,3.0,,5.0,6.0,1.0,7.0,,5.0,1.0,15.0,1.0,8.0,2.0,1.0,,2.0,0.35294117647058826,0.42857142857142855,0.5,0.2,,1.0,0.2,0.4444444444444444,0.4444444444444444,0.125,0.06666666666666667,0.8,0.14285714285714285,,0.5,1.0,1.0,0.6,0.5,0.25,0.18,0.3333333333333333,0.375,0.1,,,,0.2222222222222222,,,,,0.18604651162790697,4.0,6.0,2.0,1.0,1.0,4.0,6.0,3.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.1875,0.1111111111111111,0.3333333333333333,0.5,0.04,0.4,0.4,0.5,0.6666666666666666,0.6666666666666666,0.25,0.06666666666666667,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2022,2021-22,False
1626171-1626192-1628960-201572-203507,1610612749,"Bobby Portis, Pat Connaughton, Grayson Allen, Brook Lopez, Giannis Antetokounmpo","Portis, Connaughton, Allen, Lopez, Antetokounmpo",1626171-1626192-1628960-201572-203507,MIL,31.0,1,1.0,-2.0,2.0,2.0,,,,4.0,,,,,,1.0,1.0,,,,1.0,1.0,,,2.0,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,0.5,,,,,1.0,,,,185.8064516129032,9.5,6.0,9.5,6.0,,,,0.5,,,0.5,,,,,0.5,0.4394,,,,,,6.9,28.4,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2022,2021-22,False
1626171-1626192-1628960-201588-203507,1610612749,"Bobby Portis, Pat Connaughton, Grayson Allen, George Hill, Giannis Antetokounmpo","Portis, Connaughton, Allen, Hill, Antetokounmpo",1626171-1626192-1628960-201588-203507,MIL,656.0,4,11.0,-12.0,22.0,22.0,9.0,3.0,1.0,44.0,4.0,7.0,2.0,2.0,1.0,6.0,5.0,,3.0,5.0,13.0,6.0,3.0,16.0,28.0,,2.0,4.0,3.0,3.0,7.0,8.0,5.0,2.0,4.0,1.0,8.0,3.0,11.0,1.0,,4.0,1.0,2.0,4.0,6.0,4.0,,1.0,14.0,7.0,9.0,0.38461538461538464,0.5,0.34210526315789475,0.2857142857142857,0.38095238095238093,0.3888888888888889,0.3157894736842105,0.25,1.0,1.0,0.25,0.875,0.23076923076923078,0.2,1.0,96.58536585365853,15.0,14.818181818181818,14.954545454545455,14.818181818181818,0.3684210526315789,0.5714285714285714,0.6666666666666666,0.3157894736842105,0.16666666666666666,0.2,0.2631578947368421,,0.2857142857142857,1.0,0.42857142857142855,0.6842105263157895,0.5089657894736842,0.6149,0.4838642857142857,0.05,0.07142857142857142,0.4375,4.823076923076924,25.900000000000002,0.4090909090909091,,,1.0,,1.0,,,1.0,,2.0,,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,5.0,1.0,3.0,1.0,,1.0,,0.2,0.25,1.0,0.16666666666666666,,,0.16666666666666666,0.5,0.5,0.15384615384615385,0.16666666666666666,0.75,0.2,,1.0,1.0,0.75,,0.25,,,,,0.05263157894736842,0.2,0.2,1.0,,,,,0.2,0.125,1.0,2.0,,,,1.0,2.0,,2.0,,1.0,1.0,3.0,,1.0,2.0,,,,,0.5,0.14285714285714285,,0.3333333333333333,1.0,0.09090909090909091,,,,1.0,0.5,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2022,2021-22,False
1626171-1626192-1628960-201950-202083,1610612749,"Bobby Portis, Pat Connaughton, Grayson Allen, Jrue Holiday, Wesley Matthews","Portis, Connaughton, Allen, Holiday, Matthews",1626171-1626192-1628960-201950-202083,MIL,62.0,2,1.0,-5.0,3.0,2.0,,2.0,,5.0,,1.0,,,,,1.0,,,,1.0,1.0,,,5.0,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,116.1290322580645,15.666666666666666,7.5,15.666666666666666,7.5,0.5,,,,,,0.5,,,,,1.0,0.41295,,,,,,3.8,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2022,2021-22,False
1626171-1626192-1628960-201950-203114,1610612749,"Bobby Portis, Pat Connaughton, Grayson Allen, Jrue Holiday, Khris Middleton","Portis, Connaughton, Allen, Holiday, Middleton",1626171-1626192-1628960-201950-203114,MIL,58.0,1,1.0,-5.0,2.0,3.0,,,,5.0,,,,,,,,,,,,1.0,,,5.0,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,124.13793103448276,14.0,10.0,14.0,10.0,,,,,,,,,,,,1.0,0.6012,,,,,,,23.6,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2022,2021-22,False
1626171-1626192-1628960-201950-203507,1610612749,"Bobby Portis, Pat Connaughton, Grayson Allen, Jrue Holiday, Giannis Antetokounmpo","Portis, Connaughton, Allen, Holiday, Antetokounmpo",1626171-1626192-1628960-201950-203507,MIL,1150.0,8,19.0,15.0,43.0,37.0,11.0,2.0,6.0,80.0,8.0,10.0,2.0,2.0,3.0,7.0,16.0,3.0,3.0,11.0,17.0,22.0,6.0,49.0,34.0,4.0,2.0,2.0,4.0,2.0,12.0,16.0,16.0,3.0,8.0,1.0,16.0,7.0,23.0,4.0,3.0,9.0,3.0,3.0,5.0,11.0,6.0,2.0,3.0,42.0,10.0,10.0,0.6470588235294118,1.0,0.5512820512820513,0.8333333333333334,0.5975609756097561,0.8571428571428571,0.5641025641025641,0.4444444444444444,1.0,0.8888888888888888,0.6,0.8823529411764706,0.35,1.0,0.75,100.17391304347825,13.813953488372093,15.027027027027026,12.837209302325581,14.972972972972974,0.2564102564102564,0.8,0.8888888888888888,0.1794871794871795,0.42857142857142855,0.5,0.41025641025641024,0.375,0.3333333333333333,1.0,0.5,0.8205128205128205,0.5620217948717948,0.50831,0.62815,0.075,0.16666666666666666,0.24489795918367346,3.929411764705882,25.84090909090909,0.2558139534883721,,,6.0,1.0,4.0,,1.0,7.0,1.0,7.0,2.0,6.0,21.0,4.0,2.0,3.0,7.0,10.0,4.0,3.0,,27.0,4.0,7.0,2.0,2.0,1.0,,0.2727272727272727,0.3333333333333333,1.0,0.3181818181818182,0.25,0.5,0.3181818181818182,0.4375,0.4375,0.11764705882352941,0.14285714285714285,0.875,0.26666666666666666,0.16666666666666666,1.0,1.0,0.875,,0.375,,,,,0.15384615384615385,0.25,0.25,1.0,0.125,,,0.3333333333333333,0.25,0.14285714285714285,1.0,1.0,3.0,1.0,1.0,2.0,4.0,,4.0,3.0,,,5.0,1.0,,2.0,,2.0,1.0,3.0,0.5,0.1,,,0.6666666666666666,,0.5,0.5,1.0,0.125,1.0,,0.16666666666666666,1.0,1.0,1.0,,,,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1610612749,2022,2021-22,False
1626171-1626192-1628975-201572-201950,1610612749,"Bobby Portis, Pat Connaughton, Jevon Carter, Brook Lopez, Jrue Holiday","Portis, Connaughton, Carter, Lopez, Holiday",1626171-1626192-1628975-201572-201950,MIL,103.0,1,2.0,1.0,4.0,4.0,,,,8.0,,,,,2.0,3.0,,,,2.0,3.0,,,4.0,3.0,,,,,,,2.0,,,1.0,,2.0,,2.0,,,1.0,,,1.0,1.0,,,,4.0,,,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,,,,1.0,,1.0,,,,111.84466019417476,14.0,11.75,14.0,11.75,,,,1.0,0.6666666666666666,0.6666666666666666,,,,,,,0.36946666666666667,,,,,,7.3999999999999995,,,,,,,,,,,,,,2.0,,,,1.0,,1.0,,,1.0,2.0,,1.0,,,,,0.5,0.5,,,,,,,,,,1.0,,,1.0,,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2022,2021-22,False
1626171-1626192-1628975-201950-203507,1610612749,"Bobby Portis, Pat Connaughton, Jevon Carter, Jrue Holiday, Giannis Antetokounmpo","Portis, Connaughton, Carter, Holiday, Antetokounmpo",1626171-1626192-1628975-201950-203507,MIL,109.0,2,2.0,-1.0,3.0,4.0,1.0,3.0,,7.0,1.0,1.0,,,,,,,,2.0,2.0,1.0,,4.0,5.0,,1.0,1.0,,,2.0,2.0,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,4.0,2.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.3333333333333333,,,,,0.5,,,,92.4770642201835,12.666666666666666,17.75,12.666666666666666,17.5,0.3333333333333333,1.0,1.0,,,,,,,,,0.6666666666666666,0.4729666666666667,,0.4252,,,0.5,10.4,24.7,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,2.0,,,,1.0,,1.0,,1.0,,2.0,,1.0,1.0,1.0,,,0.5,0.5,,,,,,,,,,0.5,,,,,0.5,,1.0,,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2022,2021-22,False
