EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Offensive Fouls Drawn,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG3A,PtsPutbacks,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Charge Fouls,Technical Free Throw Trips,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,SecondChanceFg3Pct,OffLongMidRangeReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,Loose Ball Fouls,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PenaltyTurnovers,Offensive Fouls,BlockedAtRim,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyArc3Accuracy,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Charge Fouls Drawn,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangeAssists,LongMidRangePctAssisted,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,FTOffRebounds,OffFTReboundPct,HeaveAttempts,OffensiveGoaltends,Arc3PctBlocked,team_id,year,season,team_vs
1627783-1627832-1628384-1628449-1630173,1610612761,"Pascal Siakam, Fred VanVleet, OG Anunoby, Chris Boucher, Precious Achiuwa","Siakam, VanVleet, Anunoby, Boucher, Achiuwa",1627783-1627832-1628384-1628449-1630173,TOR,376.0,2,6.0,11.0,11.0,12,2.0,23,2.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,5.0,6.0,1.0,3.0,6.0,19.0,8.0,1.0,2.0,1.0,3.0,4.0,6.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,4.0,3.0,7.0,7.0,1.0,1.0,4.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,19.0,3.0,2.0,0.4,0.4,1.0,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.5,0.7222222222222222,0.5,0.8636363636363636,0.75,0.3333333333333333,0.75,1.0,0.875,1.0,0.5,1.0,88.08510638297872,1.0,15.181818181818182,17.416666666666668,15.181818181818182,16.75,0.2222222222222222,1.0,1.0,1.0,0.4444444444444444,0.75,0.75,0.1111111111111111,0.2222222222222222,0.5,0.5,1.0,0.5,1.0,0.5555555555555556,0.5,0.5218111111111111,0.6292,0.2727272727272727,0.2857142857142857,0.25,0.15789473684210525,5.6000000000000005,26.333333333333332,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2022,2021-22,True
1627783-1627832-1628384-1628449-1630567,1610612761,"Pascal Siakam, Fred VanVleet, OG Anunoby, Chris Boucher, Scottie Barnes","Siakam, VanVleet, Anunoby, Boucher, Barnes",1627783-1627832-1628384-1628449-1630567,TOR,80.0,1,1.0,3.0,2.0,2,,4,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,2.0,,,,,2.0,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,,,,,,,1.0,,,,,,,,,5.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.25,,1.25,,0.5,,,,,,,72.0,,29.5,10.5,29.5,10.0,0.5,1.0,1.0,1.0,,,,,0.5,1.0,1.0,1.0,,,1.0,1.0,0.453675,,,,,,3.0,27.4,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2022,2021-22,True
1627783-1627832-1628384-1629018-1630173,1610612761,"Pascal Siakam, Fred VanVleet, OG Anunoby, Gary Trent Jr., Precious Achiuwa","Siakam, VanVleet, Anunoby, Trent Jr., Achiuwa",1627783-1627832-1628384-1629018-1630173,TOR,1583.0,5,26.0,3.0,44.0,43,2.0,87,9.0,13.0,,1.0,5.0,10.0,3.0,3.0,9.0,15.0,26.0,4.0,12.0,8.0,50.0,47.0,1.0,2.0,,2.0,12.0,18.0,12.0,9.0,3.0,6.0,4.0,10.0,3.0,4.0,24.0,8.0,7.0,18.0,25.0,3.0,1.0,11.0,11.0,2.0,6.0,,2.0,1.0,2.0,1.0,46.0,2.0,2.0,0.4,0.42857142857142855,1.0,0.3333333333333333,0.3333333333333333,0.5769230769230769,0.5,0.5526315789473685,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.3157894736842105,0.6363636363636364,0.8888888888888888,0.75,0.5,0.5,0.8571428571428571,79.14087176247631,0.5,18.272727272727273,18.11627906976744,17.522727272727273,17.53488372093023,0.34210526315789475,0.6923076923076923,0.75,0.4444444444444444,0.2631578947368421,0.5,0.5,0.07894736842105263,0.23684210526315788,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,0.6578947368421053,0.3333333333333333,0.4992657894736842,0.3554833333333334,0.14285714285714285,0.2,,0.04,6.257692307692308,26.258333333333336,0.045454545454545456,2.0,10.0,6.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,7.0,1.0,2.0,5.0,1.0,2.0,5.0,1.0,3.0,1.0,10.0,1.0,5.0,10.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.038461538461538464,0.07692307692307693,0.5,1.0,0.2727272727272727,0.5714285714285714,0.3888888888888889,0.5,0.2,0.4,1.0,1.0,1.0,0.058823529411764705,0.4,0.07894736842105263,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5174666666666666,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2022,2021-22,True
1627783-1627832-1628384-1629018-1630567,1610612761,"Pascal Siakam, Fred VanVleet, OG Anunoby, Gary Trent Jr., Scottie Barnes","Siakam, VanVleet, Anunoby, Trent Jr., Barnes",1627783-1627832-1628384-1629018-1630567,TOR,482.0,1,8.0,11.0,15.0,14,,29,4.0,7.0,,,2.0,3.0,3.0,2.0,5.0,6.0,11.0,3.0,8.0,4.0,25.0,14.0,,,,,6.0,6.0,9.0,5.0,2.0,3.0,3.0,6.0,2.0,2.0,15.0,3.0,4.0,7.0,13.0,1.0,,5.0,4.0,,1.0,,1.0,1.0,1.0,1.0,18.0,,,0.5,0.6,1.0,0.375,0.375,0.5454545454545454,,0.5526315789473685,,0.625,,0.42105263157894735,0.6666666666666666,1.0,0.7777777777777778,0.6666666666666666,0.5,1.0,86.6390041493776,1.0,15.6,17.714285714285715,13.733333333333333,17.142857142857142,0.3684210526315789,0.5714285714285714,0.5714285714285714,0.5,0.15789473684210525,0.6666666666666666,0.6666666666666666,0.15789473684210525,0.2631578947368421,0.4,0.4,1.0,,,0.7894736842105263,0.4,0.5761499999999999,,0.05,0.08333333333333333,,,4.827272727272727,25.2875,,,,4.0,1.0,2.0,,1.0,1.0,,3.0,,1.0,2.0,3.0,7.0,,2.0,,1.0,1.0,2.0,4.0,,6.0,1.0,1.0,1.0,,,,,1.0,,1.0,,1.0,1.0,,,,,0.5,0.5,0.5833333333333334,,,1.0,,0.8,0.4,0.6,0.6666666666666666,1.0,0.3333333333333333,0.5,1.0,,0.1,0.5,0.05263157894736842,,,0.3333333333333333,0.3333333333333333,1.0,0.4,0.5,,0.6,,0.5742166666666667,0.28,1.0,1.0,2.0,0.3333333333333333,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2022,2021-22,True
1627783-1627832-1628384-1629018-201152,1610612761,"Pascal Siakam, Fred VanVleet, OG Anunoby, Gary Trent Jr., Thaddeus Young","Siakam, VanVleet, Anunoby, Trent Jr., Young",1627783-1627832-1628384-1629018-201152,TOR,101.0,1,2.0,1.0,3.0,3,,6,,,,,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,6.0,5.0,,,,,,2.0,3.0,2.0,1.0,,1.0,1.0,1.0,,3.0,1.0,,1.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,6.0,,,,,1.0,0.5,0.5,1.0,,0.8333333333333334,,1.0,,0.6666666666666666,,1.0,1.0,,,1.0,85.54455445544555,,18.0,15.666666666666666,17.333333333333332,15.666666666666666,,,,,0.3333333333333333,1.0,1.0,,0.6666666666666666,0.5,0.5,1.0,,,0.6666666666666666,0.5,0.5001833333333333,,0.3333333333333333,1.0,,,6.5,25.4,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2022,2021-22,True
1627783-1627832-1628384-1629018-203920,1610612761,"Pascal Siakam, Fred VanVleet, OG Anunoby, Gary Trent Jr., Khem Birch","Siakam, VanVleet, Anunoby, Trent Jr., Birch",1627783-1627832-1628384-1629018-203920,TOR,1190.0,2,20.0,4.0,35.0,37,,72,6.0,6.0,,,2.0,9.0,6.0,3.0,10.0,9.0,17.0,6.0,16.0,4.0,40.0,36.0,,,,,4.0,14.0,15.0,10.0,3.0,2.0,5.0,7.0,2.0,2.0,19.0,10.0,8.0,18.0,22.0,1.0,,7.0,6.0,,3.0,,1.0,1.0,1.0,1.0,35.0,,,0.2222222222222222,0.2222222222222222,0.8333333333333334,0.375,0.375,0.5294117647058824,,0.5454545454545454,,0.5555555555555556,,0.48484848484848486,0.6666666666666666,0.7692307692307693,0.72,0.625,0.5,0.9,87.12605042016807,1.0,16.62857142857143,16.43243243243243,15.714285714285714,15.162162162162161,0.18181818181818182,1.0,1.0,0.3333333333333333,0.2727272727272727,0.2222222222222222,0.25,0.18181818181818182,0.30303030303030304,0.3,0.3,0.6666666666666666,,,0.6666666666666666,0.3,0.5390636363636364,,0.08333333333333333,0.15,,,7.164705882352941,25.43125,,1.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,,1.0,,1.0,3.0,1.0,5.0,,,1.0,3.0,,3.0,1.0,,4.0,1.0,1.0,3.0,1.0,,2.0,,3.0,,5.0,,2.0,4.0,,,,,0.3333333333333333,0.625,0.625,0.058823529411764705,,0.6,,0.125,0.3333333333333333,0.23529411764705882,,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0625,,0.06060606060606061,0.5,0.5,0.5,0.5,1.0,0.25,1.0,,0.25,,0.6171,0.125,1.0,1.0,,1.0,,1.0,1.0,3.0,1.0,0.1111111111111111,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2022,2021-22,True
1627783-1627832-1628384-1630173-1630201,1610612761,"Pascal Siakam, Fred VanVleet, OG Anunoby, Precious Achiuwa, Malachi Flynn","Siakam, VanVleet, Anunoby, Achiuwa, Flynn",1627783-1627832-1628384-1630173-1630201,TOR,240.0,1,4.0,3.0,8.0,7,6.0,15,,1.0,,1.0,,,1.0,1.0,3.0,,1.0,1.0,4.0,4.0,7.0,4.0,,1.0,2.0,5.0,,,3.0,3.0,1.0,,1.0,1.0,1.0,,3.0,4.0,1.0,5.0,7.0,,,2.0,4.0,,2.0,,1.0,,1.0,,7.0,5.0,6.0,,,1.0,0.25,0.25,,,0.3,0.3,0.5,0.4166666666666667,0.8,0.2,0.8,0.5,,,0.75,90.0,,13.875,18.428571428571427,12.625,16.0,0.2,,,,,,,0.2,0.6,0.3333333333333333,0.3333333333333333,1.0,0.2,,1.0,0.3333333333333333,0.48859,0.48859,0.2857142857142857,0.6666666666666666,,0.7142857142857143,2.8,25.2,0.75,,6.0,1.0,,,,,,,1.0,3.0,,,1.0,,4.0,,1.0,,,1.0,1.0,,2.0,,,1.0,,,1.0,,1.0,,2.0,1.0,,2.0,,,,,,,,1.0,1.0,0.5,,1.0,0.3333333333333333,0.5,1.0,,0.5,,0.25,1.0,,,,,,,,,,,,1.0,0.6,0.40515,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,0.25,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,1610612761,2022,2021-22,True
1627783-1627832-1628384-1630173-1630567,1610612761,"Pascal Siakam, Fred VanVleet, OG Anunoby, Precious Achiuwa, Scottie Barnes","Siakam, VanVleet, Anunoby, Achiuwa, Barnes",1627783-1627832-1628384-1630173-1630567,TOR,405.0,1,7.0,1.0,13.0,12,7.0,25,2.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,3.0,3.0,8.0,3.0,5.0,5.0,20.0,19.0,2.0,3.0,2.0,15.0,6.0,,6.0,3.0,2.0,3.0,2.0,5.0,1.0,2.0,12.0,1.0,1.0,2.0,4.0,1.0,,3.0,7.0,,3.0,,,,,,17.0,15.0,7.0,1.0,1.0,0.6666666666666666,0.6,0.6,0.375,0.6666666666666666,0.5769230769230769,0.9285714285714286,0.625,0.9375,0.38461538461538464,1.0,1.0,1.0,1.0,,1.0,88.88888888888889,,19.615384615384617,12.5,18.923076923076923,12.5,0.15384615384615385,1.0,1.0,1.0,0.38461538461538464,0.2,0.3333333333333333,0.15384615384615385,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,0.2857142857142857,1.0,0.5384615384615384,0.6666666666666666,0.4934,0.5444214285714286,0.1875,0.2727272727272727,,0.75,6.1,26.18,0.5384615384615384,,4.0,2.0,,,,1.0,1.0,,1.0,3.0,,1.0,1.0,3.0,4.0,,2.0,1.0,1.0,1.0,1.0,,2.0,,1.0,,,,,,,,,,3.0,4.0,,1.0,,,,0.75,0.75,0.25,,,,0.2,0.5,0.2857142857142857,,0.25,1.0,,,,,1.0,0.07692307692307693,,,0.5,0.5,1.0,,,,0.5,0.42857142857142855,0.3761,0.15,1.0,1.0,,1.0,,1.0,1.0,3.0,,0.4,,1.0,2.0,3.0,,,,0.75,0.14285714285714285,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,,,1610612761,2022,2021-22,True
1627783-1627832-1628384-1630173-201152,1610612761,"Pascal Siakam, Fred VanVleet, OG Anunoby, Precious Achiuwa, Thaddeus Young","Siakam, VanVleet, Anunoby, Achiuwa, Young",1627783-1627832-1628384-1630173-201152,TOR,266.0,1,4.0,9.0,8.0,7,,15,2.0,3.0,,,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,,18.0,9.0,,,,,,6.0,12.0,3.0,2.0,,4.0,4.0,2.0,,12.0,1.0,1.0,2.0,3.0,,,1.0,,,,,,,,,15.0,,,,,1.0,0.8,0.8,0.75,,1.0,,1.0,,0.5555555555555556,1.0,1.0,1.0,,1.0,1.0,81.203007518797,,17.75,17.714285714285715,17.625,17.714285714285715,0.3333333333333333,0.6666666666666666,0.6666666666666666,,0.1111111111111111,1.0,1.0,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,,,0.8888888888888888,0.6666666666666666,0.5772222222222223,,,,,,2.175,25.9,,,,1.0,,,,,2.0,,1.0,,,,1.0,3.0,,,,2.0,,1.0,,,1.0,,,,,,,,,,,,1.0,2.0,,,,,,1.5,1.5,,,,,,1.0,0.5,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,0.16666666666666666,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1610612761,2022,2021-22,True
1627783-1627832-1628449-1629018-1630173,1610612761,"Pascal Siakam, Fred VanVleet, Chris Boucher, Gary Trent Jr., Precious Achiuwa","Siakam, VanVleet, Boucher, Trent Jr., Achiuwa",1627783-1627832-1628449-1629018-1630173,TOR,608.0,3,10.0,4.0,19.0,19,8.0,38,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,6.0,5.0,7.0,7.0,30.0,26.0,2.0,3.0,5.0,18.0,4.0,4.0,15.0,4.0,3.0,2.0,5.0,7.0,3.0,1.0,19.0,2.0,6.0,9.0,9.0,,,6.0,9.0,1.0,5.0,,,,,,28.0,18.0,8.0,0.5,0.5,1.0,0.7142857142857143,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.8846153846153846,1.0833333333333333,0.8823529411764706,1.125,0.5384615384615384,0.75,0.5,0.6666666666666666,0.75,0.6666666666666666,0.5,90.0,,15.631578947368421,16.36842105263158,14.947368421052632,15.157894736842104,0.23076923076923078,1.0,1.0,0.3333333333333333,0.15384615384615385,0.5,0.5,0.23076923076923078,0.3076923076923077,0.75,0.75,1.0,0.16666666666666666,1.0,0.7692307692307693,0.75,0.5271384615384616,0.48361666666666664,0.29411764705882354,0.5,,0.6,6.983333333333333,25.414285714285715,0.42105263157894735,,11.0,1.0,1.0,1.0,,1.0,2.0,,,2.0,1.0,1.0,,2.0,3.0,,,2.0,1.0,,,1.0,,,,1.0,,1.0,1.0,,,1.0,2.0,,3.0,5.0,,,,,1.0,1.0,1.0,,,0.5,1.0,,,,,,,,1.0,,,1.0,0.07692307692307693,,,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,,,0.3333333333333333,0.7765,0.06666666666666667,,,,,,,,,,,1.0,1.0,2.0,3.0,,,,1.0,0.16666666666666666,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,1610612761,2022,2021-22,True
