EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,ThreePtAssists,Corner3Assists,OffThreePtRebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,LostBallTurnovers,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,LongMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,ShortMidRangeFGM,SecondChanceFtPoints,Arc3Assists,ShortMidRangeAssists,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,BlockedShortMidRange,RecoveredBlocks,AtRimPctBlocked,OffArc3ReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls,Technical Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,DefFTReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,HeaveAttempts,HeaveMakes,PenaltyCorner3FGM,FTOffRebounds,BadPassOutOfBoundsTurnovers,OffFTReboundPct,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3PctAssisted,DefensiveGoaltends,BlockedLongMidRange,BlockedCorner3,3pt And 1 Free Throw Trips,StepOutOfBoundsTurnovers,3SecondViolations,Defensive 3 Seconds Violations,Corner3PctBlocked,OffensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
1626196-1627759-1628369-1629057-1629684,1610612738,"Josh Richardson, Jaylen Brown, Jayson Tatum, Robert Williams III, Grant Williams","Richardson, Brown, Tatum, Williams III, Williams",1626196-1627759-1628369-1629057-1629684,BOS,559.0,3,9.0,-1.0,16.0,16.0,4.0,2.0,1.0,32.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,4.0,9.0,1.0,7.0,6.0,17.0,18.0,1.0,1.0,2.0,5.0,5.0,8.0,3.0,6.0,1.0,1.0,4.0,4.0,3.0,1.0,8.0,1.0,2.0,3.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,5.0,4.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.4444444444444444,0.34375,0.4722222222222222,0.5,0.4375,0.1111111111111111,0.25,1.0,0.6,0.2,0.6666666666666666,0.625,0.1,0.25,0.3333333333333333,1.0,1.0,82.43291592128801,18.625,16.3125,18.0625,15.0,0.1875,1.0,1.0,1.0,0.25,0.125,0.5,0.5,1.0,0.0625,0.375,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.625,0.16666666666666666,0.4067125,0.3663,0.37263333333333337,0.11764705882352941,0.1111111111111111,0.125,0.29411764705882354,8.722222222222221,27.414285714285715,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2022,2021-22,True
1626196-1627759-1628369-1629057-1630202,1610612738,"Josh Richardson, Jaylen Brown, Jayson Tatum, Robert Williams III, Payton Pritchard","Richardson, Brown, Tatum, Williams III, Pritchard",1626196-1627759-1628369-1629057-1630202,BOS,519.0,3,9.0,-3.0,18.0,20.0,12.0,13.0,4.0,38.0,4.0,6.0,,1.0,4.0,3.0,1.0,,3.0,,3.0,5.0,10.0,1.0,6.0,6.0,19.0,22.0,,6.0,4.0,4.0,10.0,2.0,,3.0,,1.0,1.0,2.0,1.0,,5.0,2.0,1.0,2.0,3.0,3.0,6.0,1.0,,2.0,1.0,1.0,2.0,4.0,6.0,,2.0,,1.0,,,,15.0,10.0,12.0,1.0,0.2,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,0.40625,0.5,0.4166666666666667,0.375,0.1,,0.5,0.6666666666666666,0.4,1.0,0.75,0.3,,1.0,0.5,1.0,105.43352601156069,15.38888888888889,12.1,14.722222222222221,12.05,0.375,0.6666666666666666,0.6666666666666666,0.25,,0.25,0.25,0.3333333333333333,,0.1875,0.1875,,,,0.1,0.3,0.75,,0.5608875,0.5645666666666667,0.563485,0.1111111111111111,0.16666666666666666,,0.5263157894736842,7.42,24.900000000000002,0.6666666666666666,2.0,3.0,2.0,4.0,1.0,2.0,4.0,4.0,3.0,8.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3,0.5,0.25,0.2,0.5,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,1.0,0.75,0.6666666666666666,0.4,0.5,0.21052631578947367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2022,2021-22,True
1626196-1627759-1628369-1629057-203471,1610612738,"Josh Richardson, Jaylen Brown, Jayson Tatum, Robert Williams III, Dennis Schroder","Richardson, Brown, Tatum, Williams III, Schroder",1626196-1627759-1628369-1629057-203471,BOS,1130.0,9,19.0,-3.0,37.0,39.0,9.0,15.0,6.0,76.0,3.0,4.0,12.0,3.0,8.0,4.0,1.0,1.0,8.0,,3.0,11.0,24.0,2.0,12.0,7.0,35.0,38.0,,5.0,4.0,,6.0,14.0,,8.0,1.0,3.0,7.0,9.0,2.0,,20.0,3.0,6.0,6.0,12.0,6.0,18.0,2.0,,4.0,1.0,6.0,11.0,9.0,8.0,,4.0,,,1.0,,2.0,28.0,6.0,9.0,,0.6363636363636364,0.6363636363636364,0.16666666666666666,0.16666666666666666,0.4583333333333333,0.3888888888888889,0.4375,0.3333333333333333,0.3333333333333333,0.125,0.16666666666666666,0.5,0.6,0.2727272727272727,0.8571428571428571,0.7058823529411765,0.2857142857142857,0.3333333333333333,0.8,1.0,0.8571428571428571,96.8495575221239,14.81081081081081,14.923076923076923,14.324324324324325,14.666666666666666,0.1111111111111111,0.75,1.0,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.375,0.375,,0.1111111111111111,0.2222222222222222,0.125,0.125,,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.125,0.4441069444444445,0.39399999999999996,0.47952777777777783,0.1,0.14285714285714285,,0.17142857142857143,10.825000000000001,25.75,0.24324324324324326,1.0,1.0,2.0,2.0,1.0,3.0,5.0,7.0,3.0,8.0,6.0,,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,,1.0,1.0,0.6,0.6,0.6,0.3333333333333333,0.5833333333333334,,0.3,1.0,,,0.25,0.25,1.0,0.2,1.0,0.2222222222222222,1.0,0.2,5.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.25,0.42857142857142855,0.25,0.5,0.4166666666666667,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2022,2021-22,True
1626196-1627759-1628369-1629057-203935,1610612738,"Josh Richardson, Jaylen Brown, Jayson Tatum, Robert Williams III, Marcus Smart","Richardson, Brown, Tatum, Williams III, Smart",1626196-1627759-1628369-1629057-203935,BOS,2431.0,15,41.0,-25.0,77.0,82.0,35.0,32.0,8.0,159.0,12.0,17.0,13.0,2.0,2.0,5.0,1.0,9.0,29.0,1.0,16.0,18.0,32.0,10.0,34.0,18.0,84.0,109.0,1.0,12.0,17.0,11.0,41.0,14.0,3.0,29.0,9.0,1.0,7.0,16.0,5.0,1.0,41.0,5.0,13.0,8.0,22.0,9.0,31.0,5.0,5.0,13.0,4.0,12.0,23.0,13.0,19.0,2.0,6.0,1.0,2.0,4.0,1.0,4.0,73.0,41.0,35.0,2.0,0.3888888888888889,0.4117647058823529,0.29411764705882354,0.29411764705882354,0.5625,0.5,0.5616438356164384,0.5909090909090909,0.5151515151515151,0.03125,,0.38461538461538464,0.5714285714285714,0.35714285714285715,0.7222222222222222,0.65625,0.23684210526315788,0.4444444444444444,,1.0,0.7,94.1834635952283,14.805194805194805,15.74390243902439,14.337662337662337,15.121951219512194,0.25757575757575757,0.7058823529411765,0.75,0.4166666666666667,0.19696969696969696,0.030303030303030304,1.0,1.0,0.5,0.07575757575757576,0.4393939393939394,0.3103448275862069,0.3103448275862069,0.14285714285714285,0.034482758620689655,0.5517241379310345,0.7727272727272727,0.3103448275862069,0.5170884615384616,0.5936,0.5405344827586207,0.09859154929577464,0.16666666666666666,0.02857142857142857,0.4880952380952381,5.58125,26.785294117647055,0.45454545454545453,4.0,5.0,6.0,9.0,1.0,4.0,6.0,11.0,6.0,22.0,27.0,2.0,9.0,1.0,4.0,6.0,4.0,2.0,8.0,,1.0,3.0,0.9,0.6666666666666666,0.5,0.7857142857142857,0.5172413793103449,0.7857142857142857,,0.16666666666666666,0.2,,0.25,0.2,0.2,1.0,0.7142857142857143,0.8,0.3103448275862069,0.6666666666666666,0.13095238095238096,4.0,,8.0,1.0,2.0,1.0,1.0,,2.0,,,3.0,,0.058823529411764705,0.15,0.6,,0.3076923076923077,0.3076923076923077,0.25,0.8888888888888888,0.25,1.0,6.0,1.0,6.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,0.35294117647058826,0.5,0.75,0.02702702702702703,1.0,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2022,2021-22,True
1626196-1627759-1628369-1629641-1629684,1610612738,"Josh Richardson, Jaylen Brown, Jayson Tatum, Romeo Langford, Grant Williams","Richardson, Brown, Tatum, Langford, Williams",1626196-1627759-1628369-1629641-1629684,BOS,12.0,1,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,120.0,11.0,,11.0,,1.0,,,,,,,,,,,,,,,,1.0,,0.3065,,0.3065,,,,,3.8,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2022,2021-22,True
1626196-1627759-1628369-1629641-202683,1610612738,"Josh Richardson, Jaylen Brown, Jayson Tatum, Romeo Langford, Enes Freedom","Richardson, Brown, Tatum, Langford, Freedom",1626196-1627759-1628369-1629641-202683,BOS,87.0,1,1.0,-2.0,3.0,2.0,3.0,,1.0,5.0,,,2.0,,,,,,1.0,,1.0,1.0,2.0,,1.0,,2.0,4.0,,2.0,1.0,,2.0,,,1.0,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,2.0,3.0,,,,,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,1.0,,1.0,,,0.5,1.0,,,,82.75862068965517,14.333333333333334,22.0,14.0,18.0,,,,,0.6666666666666666,,,,,,0.3333333333333333,,,,,0.3333333333333333,0.3333333333333333,,0.47573333333333334,0.4717,0.47573333333333334,,,,1.0,6.5,25.6,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,,2.0,,,,,,,,,,,,1.0,0.5,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2022,2021-22,True
1626196-1627759-1628369-1629684-201143,1610612738,"Josh Richardson, Jaylen Brown, Jayson Tatum, Grant Williams, Al Horford","Richardson, Brown, Tatum, Williams, Horford",1626196-1627759-1628369-1629684-201143,BOS,142.0,2,2.0,,6.0,6.0,4.0,6.0,1.0,12.0,2.0,2.0,,,,,,,1.0,,1.0,2.0,2.0,,1.0,,4.0,4.0,,,1.0,,,4.0,,,,,2.0,2.0,2.0,,4.0,,2.0,,2.0,,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,,,,,,,,,2.0,,4.0,,1.0,1.0,,,1.0,0.6666666666666666,0.6666666666666666,,0.3333333333333333,,,0.6666666666666666,,,1.0,1.0,,,,,1.0,121.69014084507042,10.166666666666666,13.5,9.833333333333334,13.5,0.6666666666666666,1.0,1.0,1.0,,,,,,,0.3333333333333333,,,,,1.0,1.0,,0.55675,0.5606,,,,,,2.15,46.1,0.6666666666666666,1.0,1.0,,,,1.0,1.0,2.0,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2022,2021-22,True
1626196-1627759-1628369-1629684-203471,1610612738,"Josh Richardson, Jaylen Brown, Jayson Tatum, Grant Williams, Dennis Schroder","Richardson, Brown, Tatum, Williams, Schroder",1626196-1627759-1628369-1629684-203471,BOS,47.0,3,1.0,1.0,4.0,1.0,4.0,1.0,,5.0,,1.0,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,3.0,2.0,,1.0,1.0,,3.0,,,-1.0,,,,1.0,,,3.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,3.0,3.0,4.0,,,,1.0,,,0.75,0.75,0.75,0.5,,,,,,,,,,,,,153.19148936170214,11.0,3.0,11.0,3.0,0.5,,,,,,,,,,0.5,1.0,1.0,,,0.5,1.0,,0.4628,,0.4628,,,,1.0,2.1,44.1,1.0,,,,1.0,,,,,,,3.0,,1.0,,,,,,1.0,,,,1.0,,,,0.75,,,,,,,,,,,,0.5,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,1.0,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2022,2021-22,True
1626196-1627759-1628369-1629684-203953,1610612738,"Josh Richardson, Jaylen Brown, Jayson Tatum, Grant Williams, Jabari Parker","Richardson, Brown, Tatum, Williams, Parker",1626196-1627759-1628369-1629684-203953,BOS,15.0,1,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.4281,,0.4281,0.5,0.5,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2022,2021-22,True
1626196-1627759-1628369-1630174-203935,1610612738,"Josh Richardson, Jaylen Brown, Jayson Tatum, Aaron Nesmith, Marcus Smart","Richardson, Brown, Tatum, Nesmith, Smart",1626196-1627759-1628369-1630174-203935,BOS,9.0,2,,2.0,2.0,,2.0,,,2.0,,,,,,,,,,,,,,,,2.0,2.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,2.0,2.0,,,,1.0,,,,2.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,320.0,4.5,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2022,2021-22,True
