EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,LongMidRangeFGM,LongMidRangeFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PtsUnassisted2s,PtsPutbacks,Arc3Assists,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,BadPassTurnovers,Travels,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,BlockedLongMidRange,LostBallOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceFtPoints,HeaveAttempts,OffensiveGoaltends,3SecondViolations,Charge Fouls,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,StepOutOfBoundsTurnovers,Clear Path Fouls,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,DefensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,BlockedCorner3,team_id,year,season,team_vs
101108-1626163-1626164-1628969-1629661,1610612756,"Chris Paul, Frank Kaminsky, Devin Booker, Mikal Bridges, Cameron Johnson","Paul, Kaminsky, Booker, Bridges, Johnson",101108-1626163-1626164-1628969-1629661,PHX,430.0,4,7.0,6.0,15.0,16.0,11.0,12.0,1.0,31.0,1.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,6.0,3.0,5.0,6.0,19.0,13.0,3.0,3.0,5.0,4.0,13.0,4.0,3.0,6.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,5.0,4.0,9.0,1.0,10.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,4.0,4.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,19.0,13.0,11.0,1.0,1.0,0.3333333333333333,0.6,0.6,0.6,0.3333333333333333,0.5909090909090909,0.5625,0.7307692307692307,0.65,0.45454545454545453,0.16666666666666666,0.5,0.6666666666666666,1.0,0.3333333333333333,0.7142857142857143,0.8181818181818182,0.2,1.0,1.0,0.7142857142857143,103.81395348837209,1.0,10.8,16.75,10.2,15.6875,0.36363636363636365,0.25,0.25,1.0,0.18181818181818182,0.5,1.0,1.0,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.18181818181818182,0.5,0.5,0.25,0.375,0.6666666666666666,0.25,0.5,0.8181818181818182,0.5,0.5207272727272727,0.5365125,0.3076923076923077,0.5,0.6842105263157895,2.9333333333333336,24.86,0.7333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,False
101108-1626163-1626164-1628969-203109,1610612756,"Chris Paul, Frank Kaminsky, Devin Booker, Mikal Bridges, Jae Crowder","Paul, Kaminsky, Booker, Bridges, Crowder",101108-1626163-1626164-1628969-203109,PHX,3800.0,8,63.0,33.0,131.0,129.0,10.0,10.0,6.0,260.0,15.0,18.0,1.0,22.0,31.0,7.0,14.0,1.0,1.0,11.0,29.0,2.0,4.0,50.0,75.0,18.0,43.0,13.0,167.0,134.0,2.0,3.0,5.0,5.0,16.0,54.0,51.0,3.0,29.0,11.0,1.0,27.0,17.0,44.0,7.0,11.0,10.0,105.0,5.0,18.0,27.0,50.0,6.0,56.0,12.0,8.0,6.0,4.0,6.0,2.0,12.0,,,8.0,21.0,17.0,15.0,,5.0,6.0,3.0,6.0,4.0,160.0,16.0,10.0,0.54,0.5510204081632653,0.9444444444444444,0.4186046511627907,0.6,0.4186046511627907,0.6666666666666666,0.652542372881356,0.7857142857142857,0.668,0.8,0.3644067796610169,0.013333333333333334,,0.5,0.627906976744186,0.2,0.75,0.6716417910447762,0.12244897959183673,0.1111111111111111,0.631578947368421,0.7142857142857143,98.52631578947368,0.6666666666666666,13.992366412213741,15.248062015503876,13.67175572519084,14.550387596899224,0.15254237288135594,0.8333333333333334,0.8823529411764706,0.7333333333333333,0.2627118644067797,0.7096774193548387,0.7096774193548387,0.45454545454545453,0.11864406779661017,0.5,0.5,1.0,0.2457627118644068,0.3793103448275862,0.3793103448275862,0.14285714285714285,0.14285714285714285,1.0,0.5714285714285714,0.5,0.5169491525423728,0.3793103448275862,0.5128470338983051,0.5240714285714285,0.04065040650406504,0.0625,0.09580838323353294,10.383999999999999,25.46279069767442,0.07633587786259542,1.0,1.0,1.0,13.0,26.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,7.0,1.0,46.0,2.0,10.0,6.0,1.0,5.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,0.5,0.5,0.5,0.5833333333333334,0.5833333333333334,0.05555555555555555,1.0,0.041666666666666664,1.0,0.07692307692307693,0.058823529411764705,0.6428571428571429,0.6,1.0,0.020833333333333332,0.22033898305084745,0.5,0.5,0.46153846153846156,0.9090909090909091,0.16666666666666666,1.0,0.16666666666666666,1.0,1.0,0.16666666666666666,1.0,0.50686,0.041916167664670656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,False
101108-1626163-1626164-1629013-203109,1610612756,"Chris Paul, Frank Kaminsky, Devin Booker, Landry Shamet, Jae Crowder","Paul, Kaminsky, Booker, Shamet, Crowder",101108-1626163-1626164-1629013-203109,PHX,139.0,2,2.0,4.0,4.0,4.0,,,,8.0,,,,1.0,1.0,,,,,2.0,3.0,,,1.0,1.0,2.0,3.0,,8.0,4.0,,,,,,2.0,3.0,3.0,3.0,2.0,,1.0,1.0,2.0,,,1.0,5.0,,1.0,1.0,2.0,,2.0,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,1.0,,8.0,,,1.0,1.0,0.5,0.6666666666666666,,0.6666666666666666,1.0,1.0,,1.0,,0.75,,,,0.5,,1.0,0.6666666666666666,,,0.5,1.0,82.87769784172662,,13.5,21.25,13.5,20.5,,,,,0.25,1.0,1.0,1.0,,,,,0.75,0.6666666666666666,0.6666666666666666,,,,,,0.75,0.6666666666666666,0.5106875,,,,,10.3,26.166666666666668,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,False
101108-1626163-1626166-1627846-1629661,1610612756,"Chris Paul, Frank Kaminsky, Cameron Payne, Abdel Nader, Cameron Johnson","Paul, Kaminsky, Payne, Nader, Johnson",101108-1626163-1626166-1627846-1629661,PHX,64.0,1,1.0,4.0,2.0,2.0,,2.0,,4.0,1.0,1.0,,,,,,,,,1.0,,,2.0,2.0,,1.0,,4.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,4.0,,,,,,,,,1.0,0.6666666666666666,,0.6666666666666666,,0.3333333333333333,,,,,,0.5,0.3333333333333333,,,,1.0,90.0,,10.5,21.5,10.5,18.5,0.3333333333333333,1.0,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,0.6666666666666666,,0.5264166666666666,,,,,9.05,26.8,,,,,1.0,1.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,False
101108-1626163-1627846-1629013-1629661,1610612756,"Chris Paul, Frank Kaminsky, Abdel Nader, Landry Shamet, Cameron Johnson","Paul, Kaminsky, Nader, Shamet, Johnson",101108-1626163-1627846-1629013-1629661,PHX,530.0,4,9.0,-1.0,20.0,21.0,,,2.0,41.0,2.0,5.0,,1.0,4.0,1.0,2.0,,,1.0,5.0,,,3.0,9.0,2.0,7.0,2.0,14.0,15.0,,,,,,4.0,6.0,,5.0,1.0,,2.0,2.0,4.0,1.0,1.0,1.0,10.0,2.0,1.0,4.0,6.0,2.0,8.0,6.0,4.0,4.0,,1.0,,5.0,1.0,,1.0,4.0,3.0,2.0,,1.0,1.0,1.0,1.0,,12.0,,,0.6666666666666666,1.0,1.0,0.2857142857142857,,0.2857142857142857,0.3333333333333333,0.375,,0.4117647058823529,,0.4375,,,0.8,0.5714285714285714,0.3333333333333333,1.0,0.625,0.18181818181818182,0.3333333333333333,0.5,,111.39622641509433,,12.9,12.952380952380953,12.7,12.0,0.3125,0.4,0.4,0.5,0.25,0.25,0.25,1.0,0.125,0.5,0.5,1.0,0.3125,0.2,0.2,,,,,,0.75,0.2,0.598221875,,0.058823529411764705,0.1,,3.577777777777778,25.442857142857143,,1.0,1.0,,,,,,,1.0,1.0,,,2.0,,2.0,2.0,1.0,,,1.0,1.0,2.0,4.0,,1.0,,,1.0,,,,,,,1.0,,1.0,1.0,,1.0,,0.3333333333333333,,,0.5,1.0,1.0,0.09090909090909091,,,,,1.0,1.0,1.0,,,,,,0.6815,0.14285714285714285,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,False
101108-1626163-1628969-1629013-1629661,1610612756,"Chris Paul, Frank Kaminsky, Mikal Bridges, Landry Shamet, Cameron Johnson","Paul, Kaminsky, Bridges, Shamet, Johnson",101108-1626163-1628969-1629013-1629661,PHX,76.0,2,1.0,3.0,3.0,3.0,,,,6.0,,,,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,2.0,1.0,6.0,3.0,,,,,,2.0,3.0,,1.0,,,1.0,1.0,2.0,1.0,,1.0,5.0,,2.0,,2.0,,2.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,6.0,,,1.0,1.0,1.0,0.5,,0.5,1.0,0.8333333333333334,,1.0,,0.6666666666666666,,,,,,1.0,1.0,,,,1.0,113.6842105263158,,13.333333333333334,12.0,13.333333333333334,8.666666666666666,,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,0.6666666666666666,,0.53395,,0.3333333333333333,1.0,,5.2,23.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,False
101108-1626163-1628969-1629013-203109,1610612756,"Chris Paul, Frank Kaminsky, Mikal Bridges, Landry Shamet, Jae Crowder","Paul, Kaminsky, Bridges, Shamet, Crowder",101108-1626163-1628969-1629013-203109,PHX,164.0,1,3.0,-2.0,6.0,6.0,,,1.0,12.0,1.0,1.0,,2.0,4.0,,,,,,1.0,,,4.0,6.0,,1.0,,8.0,10.0,,,,,,6.0,,,1.0,,1.0,3.0,,3.0,,1.0,1.0,6.0,1.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,6.0,,,0.75,1.0,,,,,0.6666666666666666,0.5714285714285714,,0.5714285714285714,,0.14285714285714285,0.16666666666666666,0.25,,,0.5,1.0,1.0,0.3333333333333333,0.5,,1.0,105.36585365853658,,14.333333333333334,13.0,14.166666666666666,13.0,0.14285714285714285,1.0,1.0,1.0,0.5714285714285714,0.5,0.6666666666666666,0.5,,,,,0.14285714285714285,,,,,,,,0.2857142857142857,,0.41437857142857143,,,,,8.783333333333333,26.0,,,,,1.0,1.0,,,,1.0,1.0,,,2.0,,2.0,2.0,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,0.14285714285714285,1.0,1.0,1.0,,,,,,,,,0.3135,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,False
101108-1626163-1628969-1629661-203109,1610612756,"Chris Paul, Frank Kaminsky, Mikal Bridges, Cameron Johnson, Jae Crowder","Paul, Kaminsky, Bridges, Johnson, Crowder",101108-1626163-1628969-1629661-203109,PHX,161.0,1,3.0,-3.0,5.0,5.0,,,,10.0,,,,1.0,2.0,,,,,,2.0,,,2.0,3.0,,2.0,,4.0,7.0,,,,,,,,,2.0,,1.0,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,4.0,,,,,,,,,0.6666666666666666,0.4,,0.4,,0.4,0.3333333333333333,0.5,,0.5,,,0.5,,,1.0,,89.44099378881988,,15.6,16.6,15.6,16.4,,,,,0.4,0.5,1.0,,,,,,0.4,,,,,,,,0.4,,0.47187,,,,,13.700000000000001,25.7,,,,,1.0,1.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,False
101108-1626163-1629013-1629661-203109,1610612756,"Chris Paul, Frank Kaminsky, Landry Shamet, Cameron Johnson, Jae Crowder","Paul, Kaminsky, Shamet, Johnson, Crowder",101108-1626163-1629013-1629661-203109,PHX,151.0,3,3.0,-2.0,5.0,6.0,,,,11.0,,,,,,,1.0,,,1.0,3.0,,,,,1.0,4.0,1.0,4.0,6.0,,,,,,,3.0,,3.0,1.0,,,1.0,1.0,,,,3.0,,,2.0,2.0,,2.0,,,,,,,,,,2.0,2.0,3.0,2.0,,1.0,,,,,4.0,,,,,1.0,0.25,,0.25,,0.375,,0.4,,1.0,,,,1.0,,,1.0,,,,,104.90066225165563,,14.8,12.833333333333334,14.8,12.833333333333334,,,,,,,,,0.25,,,,0.75,0.3333333333333333,0.3333333333333333,,,,,,1.0,0.3333333333333333,0.5533875,,0.2,1.0,,,25.975,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,False
101108-1626164-1626166-1628969-1629013,1610612756,"Chris Paul, Devin Booker, Cameron Payne, Mikal Bridges, Landry Shamet","Paul, Booker, Payne, Bridges, Shamet",101108-1626164-1626166-1628969-1629013,PHX,3.0,1,,,1.0,,1.0,,,1.0,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,480.0,,3.0,,3.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,0.38025,0.38025,,,,,26.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2022,2021-22,False
