EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,PenaltyFtPoints,PenaltyPoints,Charge Fouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,AtRimPctBlocked,PenaltyPointsPct,Loose Ball Fouls Drawn,OffArc3ReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyTurnovers,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,SecondChanceTurnovers,BlockedShortMidRange,DefensiveGoaltends,PenaltyCorner3FGM,PenaltyCorner3FGA,LostBallSteals,Loose Ball Fouls,Blocked3s,BlockedArc3,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,SecondChanceCorner3FGA,SecondChanceFtPoints,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,Arc3PctBlocked,BlockedLongMidRange,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,BlockedCorner3,HeaveAttempts,3SecondViolations,LongMidRangePctBlocked,Clear Path Fouls,team_id,year,season,team_vs
1628389-1628997-1629130-1629216-1629622,1610612748,"Bam Adebayo, Caleb Martin, Duncan Robinson, Gabe Vincent, Max Strus","Adebayo, Martin, Robinson, Vincent, Strus",1628389-1628997-1629130-1629216-1629622,MIA,1385.0,5,23.0,-4.0,45.0,44.0,1.0,4.0,89.0,6.0,8.0,1.0,1.0,2.0,9.0,3.0,4.0,4.0,7.0,4.0,9.0,1.0,1.0,11.0,21.0,8.0,16.0,8.0,54.0,58.0,1.0,4.0,1.0,1.0,5.0,12.0,10.0,21.0,3.0,2.0,9.0,4.0,2.0,1.0,6.0,7.0,13.0,3.0,4.0,4.0,1.0,1.0,33.0,2.0,2.0,1.0,8.0,3.0,1.0,12.0,5.0,17.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,7.0,1.0,6.0,1.0,14.0,1.0,4.0,12.0,2.0,5.0,1.0,1.0,1.0,1.0,49.0,1.0,0.5454545454545454,0.6,0.875,0.5,1.0,0.5,0.5238095238095238,0.25,0.6216216216216216,0.5,0.6190476190476191,0.5,0.43243243243243246,0.0625,0.09523809523809523,0.2222222222222222,0.14285714285714285,0.5714285714285714,1.0,0.5,1.0,0.2,0.8,0.25,0.8461538461538461,0.2222222222222222,0.5,0.14285714285714285,0.6666666666666666,1.0,1.0,1.0,0.75,1.0,0.06666666666666667,92.53429602888087,1.0,18.2,12.863636363636363,17.533333333333335,12.5,0.21621621621621623,0.75,0.75,0.6666666666666666,0.24324324324324326,0.2222222222222222,0.2857142857142857,0.5,0.10810810810810811,0.75,0.75,0.3333333333333333,0.1891891891891892,0.5714285714285714,0.6666666666666666,1.0,0.24324324324324326,0.4444444444444444,0.4444444444444444,0.75,0.2,1.0,0.2,1.0,1.0,0.6486486486486487,0.4444444444444444,0.5273256756756757,0.438825,0.11904761904761904,0.19230769230769232,0.09259259259259259,8.047619047619047,24.96875,0.022222222222222223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2022,2021-22,True
1628389-1628997-1629130-1629216-1629639,1610612748,"Bam Adebayo, Caleb Martin, Duncan Robinson, Gabe Vincent, Tyler Herro","Adebayo, Martin, Robinson, Vincent, Herro",1628389-1628997-1629130-1629216-1629639,MIA,413.0,6,7.0,1.0,19.0,16.0,1.0,1.0,35.0,3.0,5.0,1.0,1.0,2.0,2.0,,,,1.0,3.0,5.0,,,5.0,7.0,3.0,6.0,2.0,21.0,20.0,1.0,1.0,,,2.0,4.0,6.0,6.0,3.0,2.0,5.0,3.0,1.0,,2.0,2.0,4.0,2.0,,1.0,1.0,,10.0,,1.0,,,3.0,,3.0,1.0,4.0,,1.0,1.0,2.0,1.0,1.0,3.0,1.0,,5.0,,3.0,,5.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,19.0,1.0,0.4,0.5,0.6666666666666666,0.5,,0.5,0.7142857142857143,1.0,0.7307692307692307,1.0,0.75,1.0,0.46153846153846156,,0.14285714285714285,,,0.4,,,1.0,0.5,,,1.0,0.2,0.5,,,1.0,1.0,,,,,122.03389830508473,1.0,13.052631578947368,10.3125,13.052631578947368,10.1875,0.38461538461538464,0.6,0.75,0.3333333333333333,0.15384615384615385,1.0,1.0,0.5,,,,,0.07692307692307693,,,,0.38461538461538464,0.6,0.6,0.6666666666666666,1.0,1.0,,,,0.8461538461538461,0.6,0.5126807692307692,0.6193,,,0.09523809523809523,4.428571428571429,25.53333333333333,0.05263157894736842,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.2,0.09523809523809523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2022,2021-22,True
1628389-1628997-1629130-1629216-200768,1610612748,"Bam Adebayo, Caleb Martin, Duncan Robinson, Gabe Vincent, Kyle Lowry","Adebayo, Martin, Robinson, Vincent, Lowry",1628389-1628997-1629130-1629216-200768,MIA,164.0,3,3.0,-2.0,5.0,5.0,,,10.0,1.0,1.0,,,,2.0,,,,,1.0,2.0,,1.0,1.0,3.0,1.0,2.0,,5.0,7.0,,,,1.0,,,2.0,3.0,,,2.0,1.0,,,,1.0,1.0,1.0,,,,,3.0,1.0,,,2.0,,,2.0,1.0,3.0,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,5.0,,,,1.0,0.5,,0.5,0.3333333333333333,,0.5,,0.5,,0.4,,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,,,,,,,1.0,1.0,,87.80487804878048,,19.4,13.4,17.4,13.4,0.2,1.0,1.0,,0.4,,,,,,,,,,,,0.4,0.5,0.5,1.0,,,1.0,,,0.6,0.5,0.43537,0.55545,,,,4.8,26.1,,4.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2022,2021-22,True
1628389-1628997-1629130-1629216-200782,1610612748,"Bam Adebayo, Caleb Martin, Duncan Robinson, Gabe Vincent, P.J. Tucker","Adebayo, Martin, Robinson, Vincent, Tucker",1628389-1628997-1629130-1629216-200782,MIA,406.0,1,7.0,,12.0,13.0,,2.0,25.0,3.0,4.0,2.0,2.0,,2.0,1.0,1.0,1.0,2.0,,2.0,,,4.0,7.0,1.0,4.0,1.0,12.0,12.0,2.0,2.0,,,4.0,2.0,6.0,3.0,,4.0,2.0,,1.0,,1.0,1.0,2.0,,1.0,1.0,,,5.0,1.0,1.0,,3.0,2.0,,5.0,2.0,7.0,,1.0,1.0,2.0,,2.0,,,,2.0,1.0,1.0,,3.0,,,2.0,,1.0,,,,,8.0,,0.25,0.5,1.0,0.25,,0.25,0.5714285714285714,1.0,0.5,1.0,0.5,1.0,0.36363636363636365,,0.14285714285714285,,,1.0,,,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,,0.5,,,1.0,1.0,1.0,1.0,,88.66995073891626,,17.916666666666668,14.692307692307692,17.916666666666668,14.692307692307692,0.36363636363636365,0.75,1.0,0.3333333333333333,0.18181818181818182,,,,0.09090909090909091,1.0,1.0,,0.18181818181818182,0.5,0.5,1.0,0.18181818181818182,,,,1.0,1.0,,,,0.7272727272727273,,0.5361954545454546,0.6212,0.08333333333333333,0.125,0.3333333333333333,5.385714285714286,25.4,,,,,,,,,,0.25,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2022,2021-22,True
1628389-1628997-1629130-1629216-202710,1610612748,"Bam Adebayo, Caleb Martin, Duncan Robinson, Gabe Vincent, Jimmy Butler","Adebayo, Martin, Robinson, Vincent, Butler",1628389-1628997-1629130-1629216-202710,MIA,298.0,3,5.0,-4.0,10.0,10.0,8.0,1.0,20.0,1.0,1.0,,,3.0,4.0,,,,,1.0,3.0,,,4.0,5.0,1.0,3.0,,11.0,15.0,1.0,1.0,,,2.0,2.0,6.0,3.0,,,3.0,1.0,,,1.0,1.0,2.0,1.0,,1.0,,,5.0,1.0,,,1.0,2.0,,3.0,1.0,4.0,,,,3.0,,3.0,,,,3.0,1.0,2.0,,1.0,,1.0,,,,,,,,9.0,8.0,0.25,0.25,1.0,0.3333333333333333,,0.3333333333333333,0.8,1.0,0.6875,1.0,0.6875,1.0,0.375,,,,,1.0,,,0.6666666666666666,,1.0,0.5,0.75,0.3333333333333333,,,,,0.5,1.0,,1.0,,96.64429530201342,,14.6,15.2,13.5,15.0,0.125,1.0,1.0,1.0,0.5,0.75,0.75,,,,,,,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.5,0.3333333333333333,0.4912,,,,0.18181818181818182,7.540000000000001,25.866666666666664,0.8,,,11.0,,,11.0,,0.6875,,1.0,,0.5,1.0,1.0,1.0,3.0,4.0,5.0,1.0,3.0,1.0,0.3333333333333333,0.8,0.6875,0.125,1.0,0.375,0.3333333333333333,0.4912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2022,2021-22,True
1628389-1628997-1629130-1629622-1629639,1610612748,"Bam Adebayo, Caleb Martin, Duncan Robinson, Max Strus, Tyler Herro","Adebayo, Martin, Robinson, Strus, Herro",1628389-1628997-1629130-1629622-1629639,MIA,508.0,1,8.0,,17.0,16.0,,,33.0,1.0,1.0,,,4.0,5.0,1.0,2.0,3.0,4.0,2.0,3.0,,,6.0,8.0,5.0,7.0,1.0,28.0,28.0,,,,,,10.0,2.0,12.0,3.0,,3.0,2.0,,,5.0,4.0,9.0,1.0,3.0,1.0,3.0,1.0,22.0,,,,2.0,1.0,1.0,4.0,,4.0,,,,2.0,,2.0,,,,2.0,2.0,4.0,,2.0,,,1.0,,1.0,,,,,28.0,,0.8333333333333334,0.8333333333333334,0.8,0.7142857142857143,,0.7142857142857143,0.75,,0.9,,0.9333333333333333,,0.4666666666666667,,,,,1.0,1.0,,0.3333333333333333,,1.0,,0.6,,,,,,,1.0,1.0,1.0,,93.54330708661418,,17.058823529411764,13.625,17.058823529411764,13.25,0.06666666666666667,1.0,1.0,1.0,0.3333333333333333,0.8,0.8,0.75,0.13333333333333333,0.5,0.5,1.0,0.26666666666666666,0.75,0.75,1.0,0.2,0.6666666666666666,0.6666666666666666,0.5,,,,,,0.5333333333333333,0.6666666666666666,0.5035266666666667,,0.06666666666666667,0.125,,10.275,24.728571428571428,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2022,2021-22,True
1628389-1628997-1629130-1629622-1629657,1610612748,"Bam Adebayo, Caleb Martin, Duncan Robinson, Max Strus, Kyle Guy","Adebayo, Martin, Robinson, Strus, Guy",1628389-1628997-1629130-1629622-1629657,MIA,82.0,1,1.0,3.0,3.0,3.0,3.0,,6.0,,,,,,,,,,,2.0,2.0,,,,,2.0,2.0,,6.0,3.0,,,,,,,,6.0,,,2.0,2.0,,,,2.0,2.0,2.0,,,,,6.0,,,,1.0,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,6.0,3.0,,,1.0,1.0,,1.0,,,1.5,,1.5,,1.0,,,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,105.36585365853658,,15.0,12.333333333333334,15.0,12.333333333333334,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,0.5526,,,,,,25.75,1.0,,,6.0,,,6.0,,1.5,,1.0,,,,,2.0,2.0,,,2.0,2.0,1.0,1.0,,1.5,,,1.0,1.0,0.5526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2022,2021-22,True
1628389-1628997-1629130-1629622-200768,1610612748,"Bam Adebayo, Caleb Martin, Duncan Robinson, Max Strus, Kyle Lowry","Adebayo, Martin, Robinson, Strus, Lowry",1628389-1628997-1629130-1629622-200768,MIA,418.0,4,7.0,7.0,14.0,14.0,,2.0,28.0,1.0,3.0,,1.0,,1.0,,1.0,2.0,5.0,1.0,2.0,,,1.0,5.0,3.0,7.0,3.0,14.0,7.0,,1.0,,,,,2.0,9.0,,,2.0,1.0,,,,3.0,3.0,1.0,2.0,,,,9.0,1.0,1.0,,8.0,,,8.0,2.0,10.0,1.0,2.0,2.0,2.0,,2.0,,,,2.0,,2.0,,2.0,,,4.0,,2.0,,,,,14.0,,,,1.0,0.42857142857142855,,0.42857142857142855,0.2,,0.4583333333333333,,0.5,,0.5833333333333334,,,,,1.0,,,,0.25,0.8888888888888888,0.25,0.8888888888888888,0.25,0.5,,0.3333333333333333,,,,0.8333333333333334,1.0,0.125,96.45933014354067,,12.857142857142858,17.0,12.571428571428571,16.357142857142858,0.25,0.3333333333333333,0.3333333333333333,,0.08333333333333333,,,,0.08333333333333333,,,,0.4166666666666667,0.4,0.4,1.0,0.16666666666666666,0.5,0.5,1.0,1.0,,,,,0.8333333333333334,0.5,0.5356333333333333,0.6465,0.14285714285714285,0.2857142857142857,,6.08,23.785714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2022,2021-22,True
1628389-1628997-1629130-1629622-202710,1610612748,"Bam Adebayo, Caleb Martin, Duncan Robinson, Max Strus, Jimmy Butler","Adebayo, Martin, Robinson, Strus, Butler",1628389-1628997-1629130-1629622-202710,MIA,686.0,4,11.0,-2.0,20.0,22.0,5.0,,42.0,3.0,4.0,,,3.0,5.0,,,,,1.0,6.0,,,6.0,9.0,1.0,6.0,4.0,19.0,21.0,,,,,,10.0,2.0,3.0,,,6.0,1.0,,,5.0,1.0,6.0,1.0,,3.0,2.0,,13.0,,,,3.0,6.0,,9.0,,9.0,,,,3.0,1.0,3.0,1.0,,,4.0,1.0,3.0,,4.0,,2.0,4.0,1.0,2.0,,,,,19.0,5.0,0.8333333333333334,0.8333333333333334,1.0,0.16666666666666666,,0.16666666666666666,0.6666666666666666,,0.5,,0.5625,,0.4,,,,,0.75,,,0.8571428571428571,,0.75,,0.8181818181818182,,,,,1.0,,1.0,1.0,,,88.16326530612244,,18.35,14.5,18.35,14.409090909090908,0.26666666666666666,0.75,0.75,1.0,0.3333333333333333,0.6,0.6,0.6666666666666666,,,,,,,,,0.4,0.16666666666666666,0.16666666666666666,1.0,,,,,,0.6666666666666666,0.16666666666666666,0.4950366666666667,,0.125,0.2,,6.477777777777778,26.366666666666664,0.25,10.0,,2.0,,,2.0,,0.3333333333333333,,0.10526315789473684,,,1.0,1.0,,2.0,1.0,1.0,,2.0,2.0,,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,,0.5293,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2022,2021-22,True
1628389-1628997-1629130-1629639-200768,1610612748,"Bam Adebayo, Caleb Martin, Duncan Robinson, Tyler Herro, Kyle Lowry","Adebayo, Martin, Robinson, Herro, Lowry",1628389-1628997-1629130-1629639-200768,MIA,321.0,4,5.0,-1.0,11.0,10.0,1.0,,21.0,2.0,3.0,,,1.0,1.0,,,1.0,3.0,2.0,3.0,,,3.0,4.0,3.0,6.0,,15.0,16.0,,,,,,4.0,2.0,9.0,,,3.0,2.0,,,2.0,3.0,5.0,2.0,1.0,2.0,,,13.0,,,,1.0,2.0,,3.0,,3.0,,,,,,,1.0,,,1.0,2.0,4.0,1.0,1.0,,,,,,2.0,,2.0,2.0,15.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,,0.5,0.75,,0.75,,0.75,,0.6,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,,94.20560747663552,1.0,15.545454545454545,15.0,15.545454545454545,15.0,0.3,0.6666666666666666,0.6666666666666666,1.0,0.1,1.0,1.0,,,,,,0.3,0.3333333333333333,0.3333333333333333,1.0,0.3,0.6666666666666666,0.6666666666666666,1.0,,,,,,0.9,0.6666666666666666,0.53818,,,,,5.425,24.650000000000002,0.09090909090909091,,,3.0,,,3.0,,1.5,,0.2,,,,,1.0,1.0,,,1.0,1.0,,1.0,,1.5,,,1.0,1.0,0.43035,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2022,2021-22,True
