EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,FoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,SecondChanceArc3FGA,FG3M,FtPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,LongMidRangeAssists,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Travels,ShootingFouls,Fouls,Charge Fouls,FTA,TwoPtShootingFoulsDrawn,DefensiveGoaltends,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceAtRimFGM,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsPutbacks,OffThreePtRebounds,2pt And 1 Free Throw Trips,Technical Free Throw Trips,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,Corner3Frequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChancePointsPct,PenaltyPointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,ShortMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,DefLongMidRangeReboundPct,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,ShortMidRangeAssists,NonShootingFoulsDrawn,RecoveredBlocks,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,Loose Ball Fouls Drawn,SecondChanceFg3Pct,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedAtRim,PenaltyFtPoints,Loose Ball Fouls,Charge Fouls Drawn,NonShootingPenaltyNonTakeFoulsDrawn,FTOffRebounds,Blocked3s,BlockedArc3,OffFTReboundPct,PtsUnassisted3s,Offensive Fouls,SecondChanceCorner3FGA,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,PenaltyCorner3FGM,PenaltyCorner3Accuracy,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,3pt And 1 Free Throw Trips,BlockedCorner3,LongMidRangePctBlocked,Defensive 3 Seconds Violations,Corner3PctBlocked,3SecondViolations,OffensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
1626149-1628398-1628988-1629060-1630557,1610612764,"Montrezl Harrell, Kyle Kuzma, Aaron Holiday, Rui Hachimura, Corey Kispert","Harrell, Kuzma, Holiday, Hachimura, Kispert",1626149-1628398-1628988-1629060-1630557,WAS,96.0,1,2.0,-3.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,90.0,16.333333333333332,15.666666666666666,16.333333333333332,15.666666666666666,0.5,1.0,1.0,1.0,0.5,1.0,0.590625,2.4,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2022,2021-22,True
1626149-1628398-1628988-1630166-1630557,1610612764,"Montrezl Harrell, Kyle Kuzma, Aaron Holiday, Deni Avdija, Corey Kispert","Harrell, Kuzma, Holiday, Avdija, Kispert",1626149-1628398-1628988-1630166-1630557,WAS,652.0,4,11.0,-6.0,19.0,18.0,37.0,3.0,7.0,7.0,5.0,10.0,7.0,20.0,26.0,8.0,7.0,4.0,6.0,3.0,14.0,1.0,4.0,7.0,2.0,,3.0,2.0,20.0,0.8,0.8,0.5,0.47058823529411764,0.5263157894736842,0.4117647058823529,1.0,1.0,1.0,81.71779141104294,16.31578947368421,19.0,15.473684210526315,19.0,0.4117647058823529,0.42857142857142855,0.5,1.0,0.4117647058823529,0.8235294117647058,0.5608852941176471,5.16,26.02857142857143,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,4.0,2.0,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.1,0.14285714285714285,0.3333333333333333,1.0,0.75,0.3333333333333333,0.75,1.0,1.0,0.125,0.058823529411764705,1.0,1.0,0.11764705882352941,0.5,0.5,1.0,0.2857142857142857,0.2857142857142857,1.0,0.6666666666666666,0.3333333333333333,0.2857142857142857,0.6003833333333334,0.3535,0.10526315789473684,0.16666666666666666,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2022,2021-22,True
1626149-1628398-1628988-1630166-202722,1610612764,"Montrezl Harrell, Kyle Kuzma, Aaron Holiday, Deni Avdija, Davis Bertans","Harrell, Kuzma, Holiday, Avdija, Bertans",1626149-1628398-1628988-1630166-202722,WAS,205.0,1,3.0,-3.0,7.0,7.0,14.0,1.0,1.0,2.0,2.0,5.0,3.0,9.0,12.0,2.0,2.0,1.0,2.0,,5.0,,1.0,3.0,,,,1.0,5.0,0.5,1.0,0.4,0.4375,0.5,0.375,,0.5,,98.34146341463415,16.0,13.285714285714286,14.857142857142858,13.285714285714286,0.125,1.0,1.0,,0.25,0.5,0.47593125,10.26,25.099999999999998,5.0,3.0,1.0,,2.0,1.0,2.0,1.0,,1.0,2.0,2.0,,4.0,2.0,3.0,1.0,,1.0,1.0,1.0,,1.0,2.0,,,,,,,,1.0,2.0,,2.0,1.0,,5.0,1.0,0.3333333333333333,0.3333333333333333,,,,1.0,,0.4,,,1.0,,0.25,,,0.25,0.5,0.5,1.0,0.5,0.5,1.0,0.5,,0.5,0.4373,0.44860000000000005,0.125,0.2,0.7142857142857143,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,5.0,1.0,0.5,0.5,0.25,0.5,0.4166666666666667,0.75,0.4166666666666667,1.0,1.0,1.0,0.125,1.0,0.16666666666666666,0.16666666666666666,1.0,0.4444444444444444,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2022,2021-22,True
1626149-1628398-1628988-1630166-203078,1610612764,"Montrezl Harrell, Kyle Kuzma, Aaron Holiday, Deni Avdija, Bradley Beal","Harrell, Kuzma, Holiday, Avdija, Beal",1626149-1628398-1628988-1630166-203078,WAS,849.0,3,14.0,-9.0,26.0,27.0,53.0,5.0,7.0,5.0,8.0,17.0,5.0,23.0,32.0,8.0,5.0,4.0,5.0,3.0,11.0,3.0,8.0,10.0,1.0,,4.0,4.0,19.0,0.5,0.5,0.47058823529411764,0.4318181818181818,0.46,0.22727272727272727,0.6,0.5,0.6666666666666666,89.89399293286219,14.576923076923077,17.40740740740741,14.153846153846153,16.11111111111111,0.3181818181818182,0.7142857142857143,0.7142857142857143,0.6,0.22727272727272727,0.5454545454545454,0.47147954545454546,7.0,26.22,6.0,3.0,1.0,1.0,7.0,2.0,3.0,1.0,,1.0,4.0,3.0,,4.0,8.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,,1.0,,1.0,3.0,1.0,,3.0,6.0,,6.0,3.0,,6.0,1.0,0.2,0.2,0.11764705882352941,,0.75,0.4444444444444444,0.1111111111111111,0.15384615384615385,,0.3333333333333333,0.6,,0.3181818181818182,0.14285714285714285,0.2,0.13636363636363635,0.6666666666666666,0.6666666666666666,0.5,0.2,0.2,1.0,0.3333333333333333,,0.2,0.5171,0.407325,0.12,0.15,0.23076923076923078,5.0,,,,,,2.0,,4.0,3.0,,,6.0,,1.0,,,6.0,,,0.6666666666666666,0.75,0.6666666666666666,0.75,0.6666666666666666,0.75,0.25,0.25,,,,,,,0.17391304347826086,0.2608695652173913,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.2857142857142857,1.0,0.16666666666666666,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2022,2021-22,True
1626149-1628398-1628988-1630166-203484,1610612764,"Montrezl Harrell, Kyle Kuzma, Aaron Holiday, Deni Avdija, Kentavious Caldwell-Pope","Harrell, Kuzma, Holiday, Avdija, Caldwell-Pope",1626149-1628398-1628988-1630166-203484,WAS,52.0,1,1.0,-3.0,1.0,2.0,3.0,,,1.0,,,1.0,,3.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,,0.5,,83.07692307692308,19.0,16.5,19.0,12.0,,,,,1.0,1.0,0.5472,,26.3,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2022,2021-22,True
1626149-1628398-1628988-1630166-203526,1610612764,"Montrezl Harrell, Kyle Kuzma, Aaron Holiday, Deni Avdija, Raul Neto","Harrell, Kuzma, Holiday, Avdija, Neto",1626149-1628398-1628988-1630166-203526,WAS,323.0,5,5.0,-1.0,11.0,10.0,21.0,1.0,1.0,3.0,2.0,5.0,4.0,13.0,14.0,2.0,3.0,1.0,3.0,1.0,8.0,,4.0,4.0,,,,3.0,11.0,0.5,0.5,0.4,0.5555555555555556,0.5909090909090909,0.4444444444444444,,1.0,,93.62229102167181,15.181818181818182,15.6,14.090909090909092,15.6,0.1111111111111111,1.0,1.0,1.0,0.3333333333333333,0.5555555555555556,0.49345555555555554,9.1,26.075,2.0,1.0,,1.0,3.0,,1.0,1.0,,2.0,3.0,1.0,,1.0,2.0,6.0,1.0,,2.0,1.0,,,4.0,,,,,,,,,1.0,4.0,,5.0,3.0,,2.0,1.0,0.5,0.5,,,,1.0,,,,,1.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,,,,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,0.3824,0.451575,0.2727272727272727,0.42857142857142855,0.18181818181818182,2.0,,1.0,,1.0,1.0,1.0,,2.0,,1.0,1.0,3.0,,,1.0,,3.0,,1.0,1.0,,1.0,0.75,1.0,0.75,,,,0.1111111111111111,,,0.5,1.0,0.15384615384615385,0.23076923076923078,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2022,2021-22,True
1626149-1628398-1628988-1630166-203915,1610612764,"Montrezl Harrell, Kyle Kuzma, Aaron Holiday, Deni Avdija, Spencer Dinwiddie","Harrell, Kuzma, Holiday, Avdija, Dinwiddie",1626149-1628398-1628988-1630166-203915,WAS,206.0,1,3.0,1.0,6.0,6.0,12.0,1.0,1.0,3.0,2.0,2.0,3.0,5.0,4.0,,3.0,,,,,2.0,3.0,5.0,2.0,,3.0,1.0,3.0,,,1.0,0.4,0.5,0.6,1.0,1.0,1.0,83.88349514563107,19.333333333333332,15.0,17.833333333333332,15.0,0.2,1.0,1.0,,0.6,0.8,0.48179999999999995,5.4,27.46666666666667,,2.0,,1.0,1.0,,,,,,1.0,1.0,,,4.0,,,,,,,,1.0,2.0,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,,0.3333333333333333,1.0,,0.6666666666666666,,,1.0,,0.2,1.0,1.0,,,,,,,,,,,,,0.2,0.5,,,,,,,,1.0,,2.0,,,,,2.0,2.0,1.0,,,,,1.0,,1.0,,1.0,,0.6666666666666666,0.6666666666666666,,,,,,,0.4,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2022,2021-22,True
1626149-1628398-1628988-1630557-202722,1610612764,"Montrezl Harrell, Kyle Kuzma, Aaron Holiday, Corey Kispert, Davis Bertans","Harrell, Kuzma, Holiday, Kispert, Bertans",1626149-1628398-1628988-1630557-202722,WAS,626.0,2,10.0,9.0,19.0,19.0,38.0,3.0,4.0,8.0,6.0,11.0,9.0,27.0,18.0,4.0,8.0,2.0,5.0,1.0,13.0,6.0,9.0,13.0,,,1.0,5.0,20.0,0.3333333333333333,0.4,0.5454545454545454,0.525,0.5652173913043478,0.45,1.0,1.0,1.0,87.41214057507987,17.42105263157895,15.526315789473685,16.36842105263158,15.526315789473685,0.2,0.75,1.0,0.3333333333333333,0.4,0.65,0.50668,9.354545454545455,25.688888888888886,,4.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,3.0,6.0,2.0,1.0,,8.0,9.0,2.0,1.0,3.0,2.0,,1.0,3.0,4.0,,1.0,1.0,,1.0,1.0,,1.0,2.0,,6.0,2.0,,,1.0,0.3333333333333333,0.3333333333333333,0.09090909090909091,0.25,1.0,1.0,0.2,0.36363636363636365,1.0,1.0,1.0,,0.15,0.3333333333333333,0.3333333333333333,0.2,0.5,0.5,,0.25,0.25,1.0,0.6666666666666666,0.3333333333333333,0.25,0.41295,,0.09090909090909091,0.15384615384615385,,,2.0,1.0,,,,2.0,3.0,7.0,,,,,2.0,3.0,,1.0,,,,1.0,,0.6666666666666666,,0.7,,0.5,0.5,,0.05,1.0,,,,0.25925925925925924,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2022,2021-22,True
1626149-1628398-1628988-1630557-203078,1610612764,"Montrezl Harrell, Kyle Kuzma, Aaron Holiday, Corey Kispert, Bradley Beal","Harrell, Kuzma, Holiday, Kispert, Beal",1626149-1628398-1628988-1630557-203078,WAS,810.0,5,14.0,-6.0,23.0,25.0,48.0,4.0,5.0,8.0,8.0,15.0,9.0,24.0,30.0,6.0,8.0,3.0,5.0,2.0,12.0,4.0,11.0,15.0,,,2.0,8.0,17.0,0.375,0.42857142857142855,0.5333333333333333,0.4583333333333333,0.46,0.375,0.8,0.6666666666666666,0.75,85.33333333333333,16.695652173913043,17.04,15.608695652173912,16.48,0.20833333333333334,0.8,1.0,0.5,0.3333333333333333,0.5833333333333334,0.48623125000000006,9.266666666666667,26.833333333333332,,3.0,1.0,1.0,5.0,3.0,5.0,1.0,1.0,2.0,2.0,3.0,1.0,,10.0,6.0,1.0,2.0,2.0,1.0,,3.0,6.0,4.0,,,,,2.0,1.0,,3.0,6.0,,4.0,2.0,,,1.0,0.2222222222222222,0.2222222222222222,0.13333333333333333,0.2,1.0,0.6,0.42857142857142855,0.2857142857142857,,1.0,0.5,,0.20833333333333334,0.2,0.25,0.20833333333333334,0.6,0.6,,0.125,0.125,1.0,0.25,0.25,0.125,0.46825,,0.08,0.125,,,1.0,1.0,,,,2.0,,7.0,,,,,2.0,1.0,1.0,1.0,,,,0.6666666666666666,,0.875,,0.875,,0.14285714285714285,0.14285714285714285,,0.041666666666666664,1.0,,,,0.2916666666666667,,,,1.0,,1.0,,,,,,0.2,1.0,0.5,1.0,,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2022,2021-22,True
1626149-1628398-1628988-1630557-203915,1610612764,"Montrezl Harrell, Kyle Kuzma, Aaron Holiday, Corey Kispert, Spencer Dinwiddie","Harrell, Kuzma, Holiday, Kispert, Dinwiddie",1626149-1628398-1628988-1630557-203915,WAS,158.0,1,3.0,-2.0,5.0,5.0,10.0,,,,3.0,5.0,,6.0,8.0,4.0,,2.0,2.0,,4.0,1.0,1.0,1.0,,,,,6.0,0.6666666666666666,0.6666666666666666,0.6,0.6,0.6,,1.0,1.0,1.0,91.13924050632912,18.0,13.6,18.0,13.6,,,,,,,0.42253999999999997,12.819999999999999,,,,,2.0,3.0,1.0,2.0,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,0.6,0.6666666666666666,0.6666666666666666,0.4,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2022,2021-22,True
