EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPoss,Arc3FGA,FG3A,PenaltyFG2A,NonHeaveArc3FGA,AtRimAssists,PenaltyOffPossExcludingTakeFouls,FG3APct,DefCorner3ReboundPct,AtRimPctAssisted,Arc3Frequency,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGA,Arc3FGM,FG3M,SecondChanceFG2A,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,DeadBallTurnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,Corner3FGA,SecondChanceCorner3FGA,SecondChanceFG3A,PenaltyFtPoints,PenaltyPoints,Steals,BadPassSteals,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyTsPct,AtRimPctBlocked,OffAtRimReboundPct,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyPointsPct,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,ThreePtAssists,Arc3Assists,OffThreePtRebounds,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,Assisted3sPct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,OffThreePtReboundPct,OffArc3ReboundPct,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,SelfOReb,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChancePointsPct,2pt And 1 Free Throw Trips,OffLongMidRangeReboundPct,Corner3FGM,SecondChanceArc3FGA,Corner3Assists,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,RecoveredBlocks,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,LostBallTurnovers,SecondChanceFtPoints,LostBallSteals,Charge Fouls Drawn,SecondChanceArc3FGM,SecondChanceFG3M,HeaveMakes,HeaveAttempts,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimPctAssisted,FTDefRebounds,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,PenaltyTurnovers,PenaltyCorner3FGA,PenaltyCorner3Frequency,SecondChanceCorner3FGM,PenaltyCorner3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,Offensive Fouls,Technical Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,Charge Fouls,Blocked3s,BlockedArc3,OffensiveGoaltends,3SecondViolations,Travels,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Arc3PctBlocked,FTOffRebounds,OffFTReboundPct,Clear Path Fouls,BlockedCorner3,team_id,year,season,team_vs
1626144-1626158-1630169-203084-203090,1610612758,"Emmanuel Mudiay, Richaun Holmes, Tyrese Haliburton, Harrison Barnes, Maurice Harkless","Mudiay, Holmes, Haliburton, Barnes, Harkless",1626144-1626158-1630169-203084-203090,SAC,192.0,1,3.0,6.0,6.0,6.0,12.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,9.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,5.0,5.0,1.0,1.0,1.0,2.0,4.0,2.0,9.0,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,13.5,18.5,13.5,18.5,0.5,0.5,0.5,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.5,0.483175,0.3333333333333333,0.3333333333333333,8.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2022,2021-22,True
1626144-1627741-1629002-202684-203090,1610612758,"Emmanuel Mudiay, Buddy Hield, Chimezie Metu, Tristan Thompson, Maurice Harkless","Mudiay, Hield, Metu, Thompson, Harkless",1626144-1627741-1629002-202684-203090,SAC,202.0,1,3.0,2.0,8.0,7.0,15.0,2.0,4.0,1.0,2.0,,1.0,3.0,7.0,,6.0,4.0,6.0,,3.0,3.0,1.0,,6.0,3.0,2.0,5.0,5.0,,,,1.0,,,6.0,1.0,1.0,0.42857142857142855,0.375,0.375,,1.0,1.0,1.0,,1.0,,1.0,106.93069306930693,14.25,12.571428571428571,14.25,12.571428571428571,0.5,0.5,0.5,0.25,0.5,0.5,1.0,0.125,,,,0.625,0.48360625,,,7.571428571428571,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.125,1.0,1.0,0.125,0.287,25.1,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2022,2021-22,True
1626158-1626168-1628368-1628978-1630558,1610612758,"Richaun Holmes, Trey Lyles, De'Aaron Fox, Donte DiVincenzo, Davion Mitchell","Holmes, Lyles, Fox, DiVincenzo, Mitchell",1626158-1626168-1628368-1628978-1630558,SAC,377.0,2,6.0,-7.0,14.0,13.0,27.0,1.0,2.0,1.0,5.0,1.0,1.0,3.0,8.0,2.0,14.0,21.0,2.0,4.0,1.0,1.0,,1.0,2.0,2.0,1.0,3.0,5.0,1.0,1.0,2.0,3.0,4.0,2.0,14.0,0.3333333333333333,0.3333333333333333,0.375,0.5,0.5,0.5,1.0,0.6666666666666666,0.75,,1.0,,0.5,103.12997347480106,13.857142857142858,14.076923076923077,13.428571428571429,13.692307692307692,0.16666666666666666,0.5,0.5,0.4166666666666667,0.2,0.25,,0.08333333333333333,1.0,1.0,1.0,0.5,0.4822666666666667,0.14285714285714285,0.2,7.375,,4.0,4.0,,4.0,,,0.3333333333333333,1.0,,0.3333333333333333,,25.65,,2.0,1.0,2.0,2.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,0.125,0.2,0.4,0.2857142857142857,0.5,0.5,0.5,1.0,0.5,0.4524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2022,2021-22,True
1626158-1626168-1628368-1628978-203084,1610612758,"Richaun Holmes, Trey Lyles, De'Aaron Fox, Donte DiVincenzo, Harrison Barnes","Holmes, Lyles, Fox, DiVincenzo, Barnes",1626158-1626168-1628368-1628978-203084,SAC,421.0,2,7.0,-2.0,16.0,15.0,31.0,1.0,3.0,2.0,3.0,,,3.0,6.0,6.0,15.0,17.0,,6.0,,,,,,3.0,2.0,5.0,6.0,,,,6.0,8.0,4.0,15.0,,,0.5,0.4090909090909091,0.5,,0.5,1.0,0.7142857142857143,,0.5,1.0,1.0,106.0332541567696,13.9375,13.2,13.5,11.933333333333334,0.2727272727272727,0.3333333333333333,0.5,0.2727272727272727,0.6666666666666666,0.6666666666666666,,,,,,0.7272727272727273,0.4848136363636364,0.26666666666666666,0.4,5.266666666666667,1.0,2.0,5.0,,2.0,,1.0,0.45454545454545453,,,0.18181818181818182,,24.56,0.0625,2.0,,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,,,,,,0.2,0.2,0.16666666666666666,,0.3333333333333333,0.14285714285714285,,0.5,0.5,,0.5,0.54405,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,0.2727272727272727,1.0,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2022,2021-22,True
1626158-1626168-1628368-1630558-203084,1610612758,"Richaun Holmes, Trey Lyles, De'Aaron Fox, Davion Mitchell, Harrison Barnes","Holmes, Lyles, Fox, Mitchell, Barnes",1626158-1626168-1628368-1630558-203084,SAC,224.0,2,4.0,9.0,8.0,7.0,15.0,2.0,2.0,,1.0,1.0,1.0,3.0,4.0,1.0,13.0,4.0,4.0,2.0,2.0,4.0,,1.0,10.0,4.0,,4.0,5.0,,,,1.0,2.0,1.0,13.0,0.6666666666666666,0.6666666666666666,0.75,0.75,0.7222222222222222,,,1.0,0.5714285714285714,,,,1.0,96.42857142857143,11.625,18.714285714285715,11.5,15.714285714285714,0.25,1.0,1.0,0.125,,,,0.125,1.0,1.0,1.0,0.75,0.4433125,0.1111111111111111,0.2,8.6,7.0,4.0,4.0,3.0,4.0,1.0,7.0,0.5,,0.5,0.5,0.4461714285714286,27.2,0.875,1.0,,2.0,2.0,1.0,,2.0,,,1.0,,,,,,0.5,0.5,,,,0.5,,0.5,0.5,,0.5,,,,,1.0,11.0,1.0,1.0,,11.0,0.6875,,,,,0.8461538461538461,7.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,0.6666666666666666,0.7142857142857143,0.5,0.5,1.0,0.2857142857142857,1.0,0.5714285714285714,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2022,2021-22,True
1626158-1626168-1628368-203084-203200,1610612758,"Richaun Holmes, Trey Lyles, De'Aaron Fox, Harrison Barnes, Justin Holiday","Holmes, Lyles, Fox, Barnes, Holiday",1626158-1626168-1628368-203084-203200,SAC,126.0,1,2.0,8.0,4.0,4.0,8.0,1.0,1.0,1.0,2.0,,,2.0,3.0,,10.0,2.0,,4.0,,,,,,1.0,1.0,2.0,3.0,,,,,,,8.0,,,0.6666666666666666,1.0,1.0,,0.5,1.0,0.6666666666666666,,1.0,,1.0,91.42857142857143,7.75,23.75,7.5,23.75,0.2,1.0,1.0,0.4,0.5,0.5,,,,,,0.6,0.49424,,,3.6999999999999997,1.0,2.0,2.0,2.0,2.0,,1.0,0.4,,,0.4,0.4489,25.3,0.25,1.0,1.0,2.0,2.0,1.0,6.0,2.0,,1.0,1.0,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5078,,,,,2.0,1.0,1.0,,2.0,0.5,,,,,0.2,1.0,1.0,1.0,,,1.0,,,,,,,1.0,1.0,,1.0,,,0.5,0.5,,,,0.5,1.0,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2022,2021-22,True
1626158-1627734-1628368-1628978-203090,1610612758,"Richaun Holmes, Domantas Sabonis, De'Aaron Fox, Donte DiVincenzo, Maurice Harkless","Holmes, Sabonis, Fox, DiVincenzo, Harkless",1626158-1627734-1628368-1628978-203090,SAC,166.0,1,3.0,,6.0,6.0,12.0,2.0,3.0,,1.0,,1.0,2.0,5.0,1.0,8.0,8.0,4.0,,2.0,3.0,,,7.0,,2.0,2.0,4.0,,,,2.0,1.0,1.0,8.0,1.0,1.0,0.4,0.5,0.5714285714285714,,1.0,,0.6666666666666666,1.0,,1.0,,104.09638554216868,12.833333333333334,14.833333333333334,11.0,14.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.14285714285714285,,,,0.14285714285714285,,,,0.7142857142857143,0.5004071428571428,0.14285714285714285,0.2,7.32,,1.0,2.0,,1.0,2.0,,0.2857142857142857,,1.0,0.14285714285714285,,24.85,,1.0,,1.0,1.0,1.0,,1.0,,2.0,2.0,,,,1.0,1.0,0.5,0.5,,,0.6666666666666666,0.5,,1.0,1.0,,1.0,0.531475,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,0.14285714285714285,0.5,,,,,,,,,,3.0,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2022,2021-22,True
1626158-1627734-1628368-1630558-203084,1610612758,"Richaun Holmes, Domantas Sabonis, De'Aaron Fox, Davion Mitchell, Harrison Barnes","Holmes, Sabonis, Fox, Mitchell, Barnes",1626158-1627734-1628368-1630558-203084,SAC,144.0,1,2.0,-1.0,6.0,6.0,12.0,2.0,3.0,,,,,2.0,3.0,2.0,6.0,7.0,4.0,,2.0,2.0,,,4.0,2.0,,2.0,2.0,,,,1.0,2.0,1.0,6.0,1.0,1.0,0.6666666666666666,0.4,0.5,,,1.0,1.0,,,,1.0,120.0,13.666666666666666,10.333333333333334,13.666666666666666,10.333333333333334,0.6,0.6666666666666666,1.0,,,,,,,,,1.0,0.50799,0.16666666666666666,0.25,3.3333333333333335,,2.0,2.0,,2.0,2.0,,0.4,,1.0,0.4,,26.0,,,,,,,,,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,1.0,1.0,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2022,2021-22,True
1626158-1627734-1628978-1629002-1630558,1610612758,"Richaun Holmes, Domantas Sabonis, Donte DiVincenzo, Chimezie Metu, Davion Mitchell","Holmes, Sabonis, DiVincenzo, Metu, Mitchell",1626158-1627734-1628978-1629002-1630558,SAC,95.0,2,2.0,-2.0,3.0,4.0,7.0,,,,,,,,,,3.0,5.0,,,,1.0,,,3.0,1.0,1.0,2.0,2.0,,,,1.0,1.0,,3.0,,,,0.5,0.5,,1.0,1.0,1.0,1.0,,,1.0,106.10526315789474,14.0,13.25,10.0,13.25,,,,,,,,,,,,1.0,0.55915,0.3333333333333333,,,1.0,1.0,3.0,,1.0,,1.0,1.0,,,0.3333333333333333,0.52995,24.46666666666667,0.3333333333333333,1.0,,,1.0,,,,,,,,,2.0,2.0,,0.3333333333333333,0.3333333333333333,,,,,,,,,,0.52995,2.0,,1.0,,,,,,,,,,0.6666666666666666,,,3.0,,,,1.0,,,1.0,3.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2022,2021-22,True
1626158-1627741-1628368-1628963-1630169,1610612758,"Richaun Holmes, Buddy Hield, De'Aaron Fox, Marvin Bagley III, Tyrese Haliburton","Holmes, Hield, Fox, Bagley III, Haliburton",1626158-1627741-1628368-1628963-1630169,SAC,55.0,1,1.0,-1.0,2.0,2.0,4.0,,,1.0,1.0,,,1.0,1.0,,2.0,3.0,2.0,,1.0,1.0,1.0,,2.0,,,,,1.0,,1.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,104.72727272727273,18.5,9.0,18.5,9.0,,,,1.0,1.0,1.0,1.0,,,,,,0.3435,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2022,2021-22,True
