EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,PenaltyArc3FGA,PenaltyFG3A,Arc3Assists,LongMidRangeAssists,Offensive Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,OffAtRimReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,LostBallSteals,Offensive Fouls,Blocked3s,BlockedArc3,BlockedAtRim,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefAtRimReboundPct,DefCorner3ReboundPct,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyPointsPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BlockedCorner3,Loose Ball Fouls Drawn,PenaltyDefPoss,SecondChanceCorner3FGA,LostBallOutOfBoundsTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceCorner3Frequency,HeaveAttempts,ShortMidRangeAssists,ShortMidRangePctAssisted,Charge Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,Fg3aBlocked,Transition Take Fouls Drawn,BlockedLongMidRange,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3PctAssisted,HeaveMakes,team_id,year,season,team_vs
1627759-1628369-1628401-1628436-1630202,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Payton Pritchard","Brown, Tatum, White, Kornet, Pritchard",1627759-1628369-1628401-1628436-1630202,BOS,976.0,5,16.0,-4.0,35.0,36.0,2.0,7.0,71.0,7.0,10.0,1.0,3.0,2.0,6.0,3.0,1.0,4.0,2.0,8.0,9.0,19.0,3.0,12.0,8.0,35.0,39.0,2.0,5.0,2.0,6.0,1.0,10.0,8.0,3.0,6.0,2.0,8.0,2.0,5.0,1.0,6.0,1.0,5.0,13.0,5.0,2.0,5.0,6.0,1.0,12.0,7.0,19.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,3.0,1.0,7.0,2.0,8.0,1.0,1.0,4.0,29.0,2.0,0.5555555555555556,0.625,0.3333333333333333,0.25,0.25,0.47368421052631576,0.4,0.43548387096774194,0.4,0.5,0.5,0.3870967741935484,0.5,1.0,0.75,0.2,1.0,0.5555555555555556,0.8461538461538461,0.3684210526315789,0.25,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6,1.0,1.0,0.05263157894736842,104.75409836065575,16.34285714285714,11.222222222222221,15.457142857142857,11.222222222222221,0.3225806451612903,0.7,0.7,0.7142857142857143,0.1935483870967742,0.3333333333333333,0.3333333333333333,0.0967741935483871,0.12903225806451613,0.25,0.25,1.0,0.25806451612903225,0.25,0.25,0.6,0.3333333333333333,0.7096774193548387,0.25,0.5695951612903226,0.55015,0.3977,0.11764705882352941,0.18181818181818182,0.17142857142857143,6.057894736842105,25.666666666666668,0.05714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2024,2023-24,False
1627759-1628369-1628401-1628436-1630573,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Sam Hauser","Brown, Tatum, White, Kornet, Hauser",1627759-1628369-1628401-1628436-1630573,BOS,528.0,2,9.0,2.0,18.0,17.0,1.0,1.0,35.0,3.0,5.0,,1.0,2.0,2.0,2.0,,,3.0,8.0,7.0,9.0,3.0,8.0,2.0,25.0,23.0,,1.0,,,,4.0,10.0,3.0,6.0,,8.0,3.0,2.0,1.0,3.0,,1.0,7.0,,1.0,3.0,1.0,,4.0,1.0,5.0,,,,,,,1.0,,,,1.0,,,2.0,3.0,,3.0,,3.0,1.0,,2.0,25.0,1.0,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.375,0.375,0.7777777777777778,,0.6764705882352942,,0.6944444444444444,,0.47058823529411764,,,1.0,0.5,1.0,,1.0,0.14285714285714285,,,,,1.0,,1.0,,95.45454545454545,15.666666666666666,14.470588235294118,15.444444444444445,14.470588235294118,0.29411764705882354,0.6,0.6,0.3333333333333333,0.11764705882352941,1.0,1.0,0.11764705882352941,,,,,0.47058823529411764,0.375,0.375,1.0,,0.7647058823529411,0.375,0.5008411764705882,0.5269,0.54105,0.1111111111111111,0.2,,7.522222222222222,26.6,0.05555555555555555,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2024,2023-24,False
1627759-1628369-1628401-1628436-201950,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Jrue Holiday","Brown, Tatum, White, Kornet, Holiday",1627759-1628369-1628401-1628436-201950,BOS,1021.0,7,17.0,1.0,32.0,31.0,10.0,4.0,63.0,6.0,8.0,,1.0,2.0,8.0,3.0,1.0,1.0,1.0,7.0,9.0,19.0,2.0,8.0,6.0,30.0,29.0,1.0,2.0,1.0,3.0,5.0,10.0,8.0,6.0,,,7.0,1.0,5.0,2.0,7.0,1.0,5.0,16.0,,3.0,9.0,8.0,,17.0,3.0,20.0,,2.0,1.0,2.0,,1.0,4.0,1.0,,,6.0,1.0,4.0,2.0,6.0,,7.0,,7.0,1.0,1.0,4.0,27.0,10.0,0.5555555555555556,0.5555555555555556,1.0,0.25,0.25,0.47368421052631576,0.5,0.4444444444444444,0.3333333333333333,0.5,0.375,0.2962962962962963,0.3333333333333333,,0.8,0.3,0.9,,0.85,0.1875,0.3333333333333333,,,,0.6666666666666666,0.8,1.0,,88.85406464250735,16.28125,16.129032258064516,15.5,15.580645161290322,0.2962962962962963,0.75,1.0,0.8333333333333334,0.2962962962962963,0.25,0.2857142857142857,0.1111111111111111,0.037037037037037035,1.0,1.0,1.0,0.25925925925925924,0.14285714285714285,0.14285714285714285,0.3333333333333333,,0.5925925925925926,0.14285714285714285,0.5424462962962964,0.4738,0.6002916666666667,0.13333333333333333,0.18181818181818182,0.1,7.731578947368422,26.125,0.3125,1.0,1.0,1.0,1.0,,,1.0,,2.0,2.0,,0.5,1.0,0.3333333333333333,0.3333333333333333,,1.0,0.16666666666666666,3.0,3.0,1.0,1.0,4.0,1.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,9.0,0.8,0.6666666666666666,0.75,0.15789473684210525,0.25,0.125,1.0,0.75,0.3333333333333333,0.5,1.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2024,2023-24,False
1627759-1628369-1628401-1629052-1630202,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Oshae Brissett, Payton Pritchard","Brown, Tatum, White, Brissett, Pritchard",1627759-1628369-1628401-1629052-1630202,BOS,196.0,1,3.0,5.0,6.0,6.0,6.0,,12.0,3.0,3.0,,,,,1.0,2.0,2.0,,,4.0,4.0,2.0,2.0,,14.0,9.0,,,,,4.0,2.0,6.0,6.0,,,,,1.0,2.0,3.0,2.0,1.0,8.0,,,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,14.0,6.0,0.25,0.25,1.0,1.0,1.0,1.0,,1.1666666666666667,,1.1666666666666667,,0.3333333333333333,,,,,0.3333333333333333,,0.25,,,,,,,,0.3333333333333333,,88.16326530612245,11.666666666666666,21.0,11.666666666666666,17.5,0.5,1.0,1.0,0.3333333333333333,,,,0.16666666666666666,0.3333333333333333,1.0,1.0,1.0,,,,,,0.8333333333333334,,0.63735,,0.63735,0.16666666666666666,0.25,,5.025,23.1,1.0,1.0,,2.0,,,,,,,,,,,1.0,1.0,,,,3.0,3.0,,,4.0,,14.0,,,,,,,,14.0,1.0,1.1666666666666667,1.1666666666666667,,,,,,,0.5,1.0,1.0,2.0,2.0,2.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2024,2023-24,False
1627759-1628369-1628401-1629052-201143,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Oshae Brissett, Al Horford","Brown, Tatum, White, Brissett, Horford",1627759-1628369-1628401-1629052-201143,BOS,140.0,1,2.0,3.0,5.0,5.0,,,10.0,1.0,1.0,,,1.0,1.0,,,,,1.0,2.0,2.0,,1.0,3.0,7.0,4.0,,,,,,2.0,2.0,,,,1.0,,1.0,,1.0,,1.0,2.0,,,2.0,1.0,,3.0,,3.0,,,,,,,1.0,,,,1.0,,,,2.0,1.0,2.0,,3.0,1.0,,2.0,7.0,,0.5,0.5,,,,1.0,,0.6666666666666666,,0.875,,0.3333333333333333,,,0.5,,0.6666666666666666,,0.6,,,,,,,,1.0,,102.85714285714285,9.0,19.0,9.0,17.2,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,0.3333333333333333,,,,,0.6666666666666666,,0.5351166666666667,,,0.5,0.6666666666666666,,5.0,25.4,,,,,,,,2.0,,4.0,3.0,,,0.75,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,,,,,,,,,0.5,0.5,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2024,2023-24,False
1627759-1628369-1628401-1630202-1630214,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Payton Pritchard, Xavier Tillman","Brown, Tatum, White, Pritchard, Tillman",1627759-1628369-1628401-1630202-1630214,BOS,213.0,2,4.0,-1.0,5.0,6.0,,1.0,11.0,,1.0,,,1.0,3.0,,,,,3.0,1.0,4.0,,3.0,1.0,3.0,4.0,,2.0,,,,,2.0,,,,3.0,,,,,,,,3.0,1.0,,1.0,1.0,2.0,4.0,6.0,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,3.0,,2.0,,,1.0,3.0,,,,,,,0.25,,0.14285714285714285,,0.1875,,0.42857142857142855,1.0,1.0,1.0,0.3333333333333333,,1.0,0.5,0.6666666666666666,0.5,,1.0,,1.0,,,,74.36619718309859,25.8,14.0,20.0,12.166666666666666,0.14285714285714285,,,,0.42857142857142855,0.3333333333333333,0.5,,,,,,0.42857142857142855,,,,,0.5714285714285714,,0.4787,0.48735,,0.125,0.2,,6.7,25.633333333333336,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,0.25,,0.3333333333333333,,,0.3333333333333333,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2024,2023-24,False
1627759-1628369-1628401-1630202-201143,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Payton Pritchard, Al Horford","Brown, Tatum, White, Pritchard, Horford",1627759-1628369-1628401-1630202-201143,BOS,1536.0,9,26.0,,49.0,49.0,2.0,3.0,98.0,9.0,11.0,,,1.0,3.0,4.0,3.0,8.0,9.0,18.0,11.0,18.0,12.0,26.0,4.0,62.0,62.0,,,1.0,1.0,1.0,14.0,8.0,27.0,9.0,,18.0,9.0,7.0,9.0,16.0,3.0,7.0,41.0,4.0,,8.0,10.0,,18.0,4.0,22.0,,3.0,2.0,1.0,,,7.0,1.0,1.0,1.0,8.0,1.0,,6.0,12.0,,6.0,,5.0,,1.0,1.0,61.0,2.0,0.6363636363636364,0.6363636363636364,0.75,0.46153846153846156,0.46153846153846156,0.6111111111111112,,0.6590909090909091,,0.6630434782608695,0.16666666666666666,0.5909090909090909,0.125,,0.8333333333333334,,0.8888888888888888,0.2857142857142857,0.8571428571428571,0.2,,,0.2222222222222222,0.4,0.7142857142857143,1.0,0.875,,91.875,16.081632653061224,15.26530612244898,15.693877551020408,14.877551020408163,0.25,0.8181818181818182,0.9,0.7777777777777778,0.06818181818181818,0.3333333333333333,0.3333333333333333,0.09090909090909091,0.18181818181818182,0.375,0.375,1.0,0.4090909090909091,0.5,0.5,,,0.8409090909090909,0.5,0.5649772727272727,,0.5811000000000001,0.022222222222222223,0.05263157894736842,0.016129032258064516,6.194444444444445,25.876923076923074,0.04081632653061224,1.0,1.0,2.0,6.0,,2.0,1.0,1.0,1.0,1.0,,,1.0,0.25,0.25,,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,,,,,3.0,1.0,0.3333333333333333,0.375,0.05555555555555555,0.09090909090909091,,1.0,1.0,0.5,0.3333333333333333,1.0,0.04838709677419355,,1.0,,,0.3333333333333333,,,2.0,2.0,1.0,2.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2024,2023-24,False
1627759-1628369-1628401-1630202-201950,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Payton Pritchard, Jrue Holiday","Brown, Tatum, White, Pritchard, Holiday",1627759-1628369-1628401-1630202-201950,BOS,32.0,4,1.0,-4.0,1.0,3.0,,,4.0,,,,,,,,,1.0,,1.0,,,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,180.0,19.0,4.333333333333333,19.0,4.333333333333333,,,,,,,,,0.5,,,,0.5,,,,,1.0,,0.57735,,,,,,,54.05,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2024,2023-24,False
1627759-1628369-1628401-1630202-204001,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Payton Pritchard, Kristaps Porzingis","Brown, Tatum, White, Pritchard, Porzingis",1627759-1628369-1628401-1630202-204001,BOS,447.0,4,7.0,-3.0,15.0,13.0,,1.0,28.0,2.0,3.0,1.0,1.0,2.0,2.0,,,,2.0,7.0,4.0,5.0,2.0,7.0,,14.0,17.0,1.0,1.0,,2.0,,4.0,4.0,6.0,,2.0,7.0,2.0,2.0,2.0,4.0,,1.0,10.0,1.0,,4.0,1.0,,5.0,1.0,6.0,,,,1.0,2.0,1.0,3.0,,,,4.0,,,1.0,3.0,,,,,,,,12.0,,0.5,0.6666666666666666,1.0,0.2857142857142857,0.2857142857142857,0.8,1.0,0.5833333333333334,1.0,0.5833333333333334,1.0,0.5833333333333334,0.25,,0.5,,1.0,0.2,0.8333333333333334,0.16666666666666666,,,0.2,,0.5,,1.0,,90.20134228187919,17.4,14.307692307692308,17.333333333333332,13.692307692307692,0.25,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,1.0,1.0,,,,,,0.5833333333333334,0.2857142857142857,0.2857142857142857,1.0,1.0,0.8333333333333334,0.2857142857142857,0.5014166666666667,,,,,0.14285714285714285,5.3,28.0,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2024,2023-24,False
1627759-1628369-1628401-1630214-1630573,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Xavier Tillman, Sam Hauser","Brown, Tatum, White, Tillman, Hauser",1627759-1628369-1628401-1630214-1630573,BOS,137.0,1,2.0,5.0,6.0,5.0,,1.0,11.0,1.0,1.0,,,3.0,3.0,,,,,,4.0,4.0,,,1.0,9.0,4.0,1.0,1.0,1.0,3.0,,4.0,4.0,,,,,,2.0,,2.0,,1.0,4.0,,,1.0,1.0,,2.0,,2.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,2.0,,,1.0,2.0,,1.0,,1.0,1.0,,1.0,6.0,,0.5,0.5,,,,1.0,1.0,1.0,1.0,1.125,1.5,,0.5,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,115.62043795620438,9.5,16.0,8.0,16.0,0.25,1.0,1.0,1.0,0.75,1.0,1.0,,,,,,,,,,,0.25,,0.545675,0.4609,,0.25,0.25,0.3333333333333333,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2024,2023-24,False
