EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,LostBallTurnovers,Turnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PtsAssisted2s,PtsUnassisted3s,TwoPtAssists,AtRimAssists,OffThreePtRebounds,Steals,LostBallSteals,ShootingFouls,Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,SecondChanceArc3Frequency,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,Blocked3s,BlockedArc3,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,ShortMidRangeAssists,DefCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceTurnovers,AtRimPctBlocked,OffArc3ReboundPct,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,Corner3Assists,FTDefRebounds,BadPassSteals,BadPassTurnovers,DeadBallTurnovers,Travels,Charge Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,BlocksRecoveredPct,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,BadPassOutOfBoundsTurnovers,BlockedLongMidRange,BlockedShortMidRange,PenaltyArc3FGA,PenaltyFG3A,PenaltyArc3Frequency,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,LongMidRangeAssists,PenaltyFg3Pct,LongMidRangePctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,FTOffRebounds,OffFTReboundPct,HeaveAttempts,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,PenaltyTurnovers,OffensiveGoaltends,PenaltyCorner3FGM,SecondChanceArc3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Arc3PctBlocked,LongMidRangePctBlocked,team_id,year,season,team_vs
1627750-1629008-1631128-1631212-201599,1610612743,"Jamal Murray, Michael Porter Jr., Christian Braun, Peyton Watson, DeAndre Jordan","Murray, Porter Jr., Braun, Watson, Jordan",1627750-1629008-1631128-1631212-201599,DEN,254.0,1,4.0,1.0,8.0,8.0,1.0,16,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,8.0,7.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,0.3333333333333333,0.3333333333333333,0.25,1.0,0.35714285714285715,1.0,0.5,1.5,0.42857142857142855,0.25,0.3333333333333333,1.0,0.75,0.3333333333333333,1.0,0.8333333333333334,0.2,0.3333333333333333,0.5,1.0,1.0,1.0,0.25,90.70866141732283,15.625,16.125,15.625,15.75,0.14285714285714285,1.0,1.0,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5714285714285714,0.3333333333333333,0.4774142857142857,0.5953,0.25,0.4,0.375,4.175,26.633333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2024,2023-24,True
1627750-1629008-1631128-1631212-203932,1610612743,"Jamal Murray, Michael Porter Jr., Christian Braun, Peyton Watson, Aaron Gordon","Murray, Porter Jr., Braun, Watson, Gordon",1627750-1629008-1631128-1631212-203932,DEN,470.0,2,8.0,-2.0,16.0,16.0,2.0,32,3.0,5.0,,,4.0,1.0,4.0,5.0,10.0,1.0,5.0,2.0,15.0,17.0,,1.0,,,6.0,,,4.0,1.0,,,2.0,,4.0,1.0,1.0,4.0,5.0,2.0,7.0,,1.0,1.0,1.0,3.0,4.0,,2.0,,,,15.0,,0.2,0.2,0.5,,0.43333333333333335,,0.4411764705882353,,0.3333333333333333,,,1.0,1.0,0.2,0.5,0.8333333333333334,0.2222222222222222,,1.0,1.0,,0.5,,98.04255319148936,15.4375,13.9375,14.875,13.75,0.3333333333333333,0.6,0.6,0.26666666666666666,0.26666666666666666,0.25,0.25,,,,0.6666666666666666,0.25,0.52564,0.53835,0.11764705882352941,0.16666666666666666,,6.01,26.46,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,0.4,0.4,0.25,0.5,1.0,0.6666666666666666,0.25,0.25,0.06666666666666667,1.0,1.0,0.06666666666666667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2024,2023-24,True
1627750-1629008-1631128-1631212-203999,1610612743,"Jamal Murray, Michael Porter Jr., Christian Braun, Peyton Watson, Nikola Jokic","Murray, Porter Jr., Braun, Watson, Jokic",1627750-1629008-1631128-1631212-203999,DEN,225.0,2,4.0,-1.0,4.0,6.0,1.0,10,,1.0,,,1.0,2.0,2.0,,2.0,3.0,3.0,,9.0,10.0,,,,3.0,,6.0,,2.0,2.0,,2.0,2.0,2.0,6.0,1.0,1.0,,1.0,1.0,2.0,,,,,1.0,,,,2.0,2.0,3.0,6.0,0.6666666666666666,1.0,1.0,,,0.9,1.5,0.9,1.5,0.6,,,,,0.5,0.5,0.2,0.5,1.0,,,,0.5,,64.0,20.25,24.0,19.75,20.333333333333332,0.2,,,0.2,0.4,1.0,1.0,1.0,,,0.8,1.0,0.55325,0.59535,,,0.3333333333333333,4.25,25.3,,,,1.0,,1.0,,3.0,,,,,,1.0,1.0,,,,,,,,,,,,0.2,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2024,2023-24,True
1627750-1629008-1631128-201599-203200,1610612743,"Jamal Murray, Michael Porter Jr., Christian Braun, DeAndre Jordan, Justin Holiday","Murray, Porter Jr., Braun, Jordan, Holiday",1627750-1629008-1631128-201599-203200,DEN,134.0,1,2.0,3.0,5.0,4.0,,9,,,,,2.0,,1.0,2.0,2.0,,1.0,4.0,8.0,5.0,,,,,2.0,,,1.0,,,,1.0,,2.0,,2.0,,2.0,,2.0,,,,,2.0,4.0,,2.0,,,,8.0,,,,1.0,,0.6666666666666666,,0.8,,0.3333333333333333,,,,,,0.6666666666666666,0.6666666666666666,,,,,,0.5,,96.71641791044776,13.8,16.25,13.8,15.75,,,,0.6666666666666666,0.3333333333333333,,,,,,0.3333333333333333,,0.46925,,0.4,0.5,,6.6,25.6,2.0,,,,,,2.0,,1.0,,,,,,,0.5,0.5,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2024,2023-24,True
1627750-1629008-1631128-202704-203932,1610612743,"Jamal Murray, Michael Porter Jr., Christian Braun, Reggie Jackson, Aaron Gordon","Murray, Porter Jr., Braun, Jackson, Gordon",1627750-1629008-1631128-202704-203932,DEN,241.0,1,4.0,5.0,7.0,6.0,2.0,13,2.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,3.0,2.0,11.0,6.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,3.0,3.0,6.0,,1.0,1.0,1.0,2.0,3.0,1.0,2.0,,,1.0,8.0,1.0,0.3333333333333333,0.3333333333333333,0.6,1.0,0.5625,0.5,0.6111111111111112,0.75,0.375,0.2,,1.0,0.6666666666666666,0.5,0.5,0.6,0.75,,1.0,0.5,,0.5,,77.67634854771784,18.857142857142858,18.166666666666668,18.0,16.833333333333332,0.5,0.5,0.6666666666666666,0.125,0.25,0.5,0.5,1.0,0.5,1.0,0.875,0.5,0.57368125,0.5694,0.2222222222222222,0.3333333333333333,0.2727272727272727,4.38,24.7,1.0,,,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,,,,,0.3333333333333333,0.5,1.0,0.5,1.0,0.5,1.0,1.0,,,,0.125,0.5,,,,,1.0,1.0,,,,,,,,,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2024,2023-24,True
1627750-1629008-1631128-203200-203932,1610612743,"Jamal Murray, Michael Porter Jr., Christian Braun, Justin Holiday, Aaron Gordon","Murray, Porter Jr., Braun, Holiday, Gordon",1627750-1629008-1631128-203200-203932,DEN,1385.0,7,23.0,-11.0,41.0,42.0,5.0,83,6.0,10.0,1.0,2.0,15.0,1.0,6.0,13.0,27.0,2.0,8.0,8.0,40.0,51.0,1.0,2.0,2.0,4.0,6.0,6.0,2.0,6.0,1.0,3.0,2.0,12.0,1.0,26.0,3.0,5.0,13.0,19.0,6.0,25.0,1.0,4.0,1.0,8.0,12.0,10.0,1.0,4.0,3.0,3.0,3.0,36.0,1.0,0.25,0.25,0.48148148148148145,0.5,0.45714285714285713,0.3333333333333333,0.5,0.5,0.22857142857142856,0.1111111111111111,0.13333333333333333,0.5,0.8666666666666667,0.21428571428571427,0.8333333333333334,0.8571428571428571,0.3,0.375,0.8571428571428571,1.0,0.75,0.8333333333333334,0.058823529411764705,86.29602888086643,16.878048780487806,16.5,16.24390243902439,16.357142857142858,0.2857142857142857,0.6,0.6666666666666666,0.42857142857142855,0.17142857142857143,0.16666666666666666,0.16666666666666666,1.0,0.6666666666666666,0.5,0.5142857142857142,0.16666666666666666,0.52573,0.60975,0.10526315789473684,0.13333333333333333,0.1,5.4148148148148145,25.0125,7.0,,2.0,2.0,1.0,1.0,20.0,,10.0,5.0,3.0,1.0,,9.0,14.0,0.7692307692307693,0.8333333333333334,0.5,,,0.8333333333333334,0.4666666666666667,0.5384615384615384,0.05714285714285714,,,0.05714285714285714,0.3333333333333333,1.0,,,,,,,0.5,0.5,,,5.0,,0.7142857142857143,2.0,0.1,0.6,4.0,1.0,1.0,3.0,4.0,1.0,7.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,7.0,4.0,1.0,0.75,0.75,0.7,1.0,1.0,1.0,0.25,1.0,0.4829,0.175,0.0975609756097561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2024,2023-24,True
1627750-1629008-1631128-203200-203999,1610612743,"Jamal Murray, Michael Porter Jr., Christian Braun, Justin Holiday, Nikola Jokic","Murray, Porter Jr., Braun, Holiday, Jokic",1627750-1629008-1631128-203200-203999,DEN,646.0,6,11.0,-3.0,21.0,24.0,1.0,45,5.0,6.0,,,7.0,,3.0,8.0,13.0,,4.0,5.0,21.0,24.0,,,2.0,2.0,6.0,,,3.0,,,,5.0,,10.0,1.0,5.0,5.0,11.0,1.0,12.0,,1.0,,2.0,5.0,6.0,,3.0,3.0,1.0,3.0,19.0,,,,0.6153846153846154,,0.47058823529411764,,0.525,1.0,0.23529411764705882,,,0.5,1.0,0.2,0.5,0.6666666666666666,0.1111111111111111,0.25,1.0,1.0,1.0,0.16666666666666666,,100.30959752321981,15.571428571428571,13.291666666666666,15.571428571428571,12.333333333333334,0.35294117647058826,0.8333333333333334,0.8333333333333334,0.4117647058823529,0.17647058823529413,,,,,,0.5882352941176471,,0.5559617647058823,,0.15,0.1875,0.09523809523809523,5.123076923076923,24.725,3.0,,,1.0,,,10.0,,5.0,2.0,,2.0,2.0,2.0,4.0,0.625,0.625,,,,0.4,0.42857142857142855,0.42857142857142855,,,,0.058823529411764705,,,,,,,,,,,,,3.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,2.0,,1.0,,1.0,1.0,,,,,,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.805,0.09523809523809523,0.047619047619047616,8.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2024,2023-24,True
1627750-1629008-1631128-203484-203999,1610612743,"Jamal Murray, Michael Porter Jr., Christian Braun, Kentavious Caldwell-Pope, Nikola Jokic","Murray, Porter Jr., Braun, Caldwell-Pope, Jokic",1627750-1629008-1631128-203484-203999,DEN,344.0,2,6.0,-6.0,12.0,12.0,,24,,2.0,,,4.0,,2.0,3.0,7.0,,3.0,1.0,7.0,13.0,,,,,4.0,,,2.0,,1.0,,1.0,,2.0,,,3.0,4.0,,4.0,,1.0,1.0,1.0,4.0,2.0,,1.0,1.0,,1.0,7.0,,,,0.42857142857142855,,0.3,,0.3181818181818182,,0.3,0.14285714285714285,,1.0,0.75,,,0.75,,,1.0,0.6666666666666666,,,,100.46511627906976,14.0,14.666666666666666,14.0,14.666666666666666,0.2,,,0.4,0.2,,,,,,0.5,,0.47114500000000004,,0.09090909090909091,0.125,,6.5,23.866666666666664,2.0,1.0,1.0,1.0,,,2.0,,1.0,,,2.0,,1.0,2.0,0.3333333333333333,0.3333333333333333,,,,,0.5,0.5,0.1,1.0,1.0,0.1,,,,,,,,,,,,,1.0,,0.5,,0.5,,5.0,,1.0,2.0,3.0,1.0,5.0,,1.0,2.0,,,,,,,,1.0,5.0,5.0,,0.6666666666666666,0.5,0.5,1.0,1.0,,0.25,,0.468175,0.7142857142857143,0.4166666666666667,,,,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2024,2023-24,True
1627750-1629008-1631128-203932-203999,1610612743,"Jamal Murray, Michael Porter Jr., Christian Braun, Aaron Gordon, Nikola Jokic","Murray, Porter Jr., Braun, Gordon, Jokic",1627750-1629008-1631128-203932-203999,DEN,745.0,8,12.0,11.0,17.0,21.0,1.0,38,4.0,5.0,,,4.0,2.0,4.0,9.0,11.0,3.0,7.0,2.0,29.0,18.0,1.0,1.0,,2.0,6.0,3.0,,4.0,2.0,1.0,1.0,7.0,,15.0,,8.0,2.0,10.0,1.0,11.0,,,,,5.0,3.0,1.0,2.0,,,,27.0,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.8181818181818182,1.0,0.75,1.0,0.7631578947368421,1.0,0.3888888888888889,0.09090909090909091,,,0.6666666666666666,,1.0,0.9090909090909091,0.2,,,0.5,1.0,1.0,,73.4496644295302,21.647058823529413,17.952380952380953,21.176470588235293,17.952380952380953,0.2777777777777778,0.8,1.0,0.2222222222222222,0.2222222222222222,0.5,0.5,,,,0.6666666666666666,0.5,0.49954166666666666,,0.10526315789473684,0.16666666666666666,0.06896551724137931,5.9,25.485714285714288,3.0,2.0,2.0,3.0,,,12.0,6.0,6.0,2.0,1.0,2.0,,1.0,3.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,,,0.5,0.75,0.75,0.1111111111111111,1.0,1.0,0.16666666666666666,,1.0,,,,,,,0.3333333333333333,0.3333333333333333,,,3.0,1.0,1.0,,0.2,1.0,3.0,1.0,1.0,1.0,1.0,,5.0,1.0,,2.0,,,,,,,,,5.0,3.0,,1.0,0.625,0.625,,,1.0,0.25,1.0,0.4492875,0.1724137931034483,0.17647058823529413,7.0,,,,2.0,3.0,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2024,2023-24,True
1627750-1629008-1631212-202704-203932,1610612743,"Jamal Murray, Michael Porter Jr., Peyton Watson, Reggie Jackson, Aaron Gordon","Murray, Porter Jr., Watson, Jackson, Gordon",1627750-1629008-1631212-202704-203932,DEN,177.0,1,3.0,,5.0,5.0,1.0,10,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,3.0,6.0,6.0,,,,,,,,1.0,1.0,,,,,,,2.0,1.0,3.0,1.0,4.0,,,,1.0,3.0,6.0,,3.0,,,,6.0,,1.0,1.0,,,0.75,,0.6,,0.5,,,,1.0,,1.0,1.0,,,,1.0,,1.0,,81.35593220338983,16.8,18.6,14.2,18.6,,,,0.5,0.5,1.0,1.0,,,,0.5,1.0,0.4663,,0.6,0.75,,7.7,27.5,,,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2024,2023-24,True
