EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,Arc3FGM,Arc3FGA,FG3M,FG3A,Points,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,FoulsDrawn,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg3ptShotDistance,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyDefPoss,LongMidRangeFGA,FG2A,OpponentPoints,LongMidRangeFrequency,Avg2ptShotDistance,PenaltyOffPoss,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FtPoints,PenaltyFG2A,PenaltyFtPoints,Fg2aBlocked,FTDefRebounds,DefRebounds,Rebounds,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,ShortMidRangeFrequency,Corner3Frequency,PenaltyCorner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceArc3FGA,FG2M,SecondChanceFG3A,PtsAssisted2s,TwoPtAssists,AtRimAssists,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,OffRebounds,Steals,LostBallSteals,LostBallOutOfBoundsTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,BadPassSteals,Technical Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,NonShootingFoulsDrawn,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceFtPoints,PenaltyFG2M,PtsUnassisted2s,ShortMidRangeAssists,LongMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,PenaltyFg2Pct,LiveBallTurnoverPct,DefAtRimReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,PtsUnassisted3s,OffTwoPtRebounds,AtRimPctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Fg3aBlocked,SecondChanceTurnovers,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,PtsPutbacks,SelfOReb,SelfORebPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,Corner3Assists,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg3Pct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,BlockedCorner3,LongMidRangePctBlocked,Corner3PctBlocked,FTOffRebounds,OffFTReboundPct,BlockedLongMidRange,OffensiveGoaltends,Clear Path Fouls,Transition Take Fouls Drawn,Transition Take Fouls,HeaveMakes,team_id,year,season,team_vs
1626204-1627742-1629627-1630184-1630529,1610612740,"Larry Nance Jr., Brandon Ingram, Zion Williamson, Kira Lewis Jr., Herbert Jones","Nance Jr., Ingram, Williamson, Lewis Jr., Jones",1626204-1627742-1629627-1630184-1630529,NOP,45.0,1,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.5,1.5,1.0,64.0,29.0,16.0,29.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46365,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2024,2023-24,True
1626204-1627742-1629627-1630184-1630700,1610612740,"Larry Nance Jr., Brandon Ingram, Zion Williamson, Kira Lewis Jr., Dyson Daniels","Nance Jr., Ingram, Williamson, Lewis Jr., Daniels",1626204-1627742-1629627-1630184-1630700,NOP,16.0,1,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,90.0,16.0,,16.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2024,2023-24,True
1626204-1627742-1629627-1630230-1630631,1610612740,"Larry Nance Jr., Brandon Ingram, Zion Williamson, Naji Marshall, Jose Alvarado","Nance Jr., Ingram, Williamson, Marshall, Alvarado",1626204-1627742-1629627-1630230-1630631,NOP,57.0,1,1.0,-2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,50.526315789473685,43.0,14.0,43.0,14.0,,,,,,,0.3421,,,,,1.0,1.0,1.0,2.0,1.0,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2024,2023-24,True
1626204-1627742-1629627-1630230-1630700,1610612740,"Larry Nance Jr., Brandon Ingram, Zion Williamson, Naji Marshall, Dyson Daniels","Nance Jr., Ingram, Williamson, Marshall, Daniels",1626204-1627742-1629627-1630230-1630700,NOP,66.0,2,1.0,1.0,3.0,2.0,5.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,,3.0,1.0,0.5,0.5,0.75,0.75,1.0,109.09090909090908,10.666666666666666,17.0,10.666666666666666,17.0,1.0,0.5,0.5,1.0,1.0,0.5,0.465825,26.4,,,,1.0,,,2.0,,,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.5,1.5,1.0,1.0,0.3978,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2024,2023-24,True
1626204-1627742-1629627-1630230-203468,1610612740,"Larry Nance Jr., Brandon Ingram, Zion Williamson, Naji Marshall, CJ McCollum","Nance Jr., Ingram, Williamson, Marshall, McCollum",1626204-1627742-1629627-1630230-203468,NOP,140.0,3,2.0,-8.0,6.0,7.0,13.0,1.0,2.0,1.0,4.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,0.25,0.25,0.3,0.4166666666666667,0.8,133.7142857142857,16.166666666666668,6.142857142857143,16.166666666666668,6.142857142857143,0.4,0.5,0.5,1.0,0.8,0.5,0.48426,24.275,,,,7.0,,1.0,13.0,,5.9,4.0,,1.0,,2.0,2.0,2.0,3.0,2.0,4.0,,,0.25,0.3333333333333333,,0.46325,0.4,0.6666666666666666,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.4,0.3333333333333333,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2024,2023-24,True
1626204-1627742-1629627-1630346-1630700,1610612740,"Larry Nance Jr., Brandon Ingram, Zion Williamson, Matt Ryan, Dyson Daniels","Nance Jr., Ingram, Williamson, Ryan, Daniels",1626204-1627742-1629627-1630346-1630700,NOP,214.0,5,4.0,-7.0,7.0,9.0,16.0,,4.0,,4.0,4.0,,4.0,,,2.0,,4.0,,4.0,,,,0.2857142857142857,0.2857142857142857,0.5714285714285714,107.66355140186916,13.857142857142858,13.0,13.142857142857142,13.0,0.5714285714285714,,,,0.8571428571428571,,0.4949857142857143,25.625,,1.0,1.0,3.0,,3.0,11.0,,3.8000000000000003,,,,,,,1.0,3.0,,,,,,,,,,,1.0,,,,,,,,2.0,3.0,1.0,,,,2.0,,,,0.14285714285714285,,,,,1.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.25,0.6666666666666666,0.2,0.25,1.0,0.5,0.2857142857142857,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2024,2023-24,True
1626204-1627742-1629627-1630346-1641722,1610612740,"Larry Nance Jr., Brandon Ingram, Zion Williamson, Matt Ryan, Jordan Hawkins","Nance Jr., Ingram, Williamson, Ryan, Hawkins",1626204-1627742-1629627-1630346-1641722,NOP,54.0,1,1.0,7.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,3.0,1.0,7.0,,5.0,1.0,1.0,1.0,1.1666666666666667,1.1666666666666667,0.3333333333333333,133.33333333333334,5.666666666666667,18.5,3.6666666666666665,18.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.6671166666666667,26.2,,,,,,2.0,,,1.95,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,2.0,2.0,,2.0,,4.0,2.0,2.0,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,0.6666666666666666,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6762,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2024,2023-24,True
1626204-1627742-1629627-1630346-203468,1610612740,"Larry Nance Jr., Brandon Ingram, Zion Williamson, Matt Ryan, CJ McCollum","Nance Jr., Ingram, Williamson, Ryan, McCollum",1626204-1627742-1629627-1630346-203468,NOP,84.0,1,1.0,,3.0,3.0,6.0,,1.0,,1.0,2.0,,1.0,,,1.0,,2.0,,2.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,102.85714285714286,14.0,14.0,14.0,14.0,0.3333333333333333,,,,1.0,,0.6608166666666667,25.1,,,,,,2.0,2.0,,1.15,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,2.0,,1.0,,2.0,1.0,1.0,,1.0,,,,,,1.0,1.0,0.5,,1.0,,1.0,,,,1.0,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2024,2023-24,True
1626204-1627742-1629627-1630526-1630700,1610612740,"Larry Nance Jr., Brandon Ingram, Zion Williamson, Jeremiah Robinson-Earl, Dyson Daniels","Nance Jr., Ingram, Williamson, Robinson-Earl, Daniels",1626204-1627742-1629627-1630526-1630700,NOP,1.0,1,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,0.5,,1440.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,0.5,,,,1.0,1.0,,,,1.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2024,2023-24,True
1626204-1627742-1629627-1630529-1630530,1610612740,"Larry Nance Jr., Brandon Ingram, Zion Williamson, Herbert Jones, Trey Murphy III","Nance Jr., Ingram, Williamson, Jones, Murphy III",1626204-1627742-1629627-1630529-1630530,NOP,489.0,3,8.0,1.0,17.0,16.0,33.0,,2.0,,4.0,16.0,,2.0,,,5.0,,10.0,3.0,14.0,,,,0.42857142857142855,0.5,0.2857142857142857,97.17791411042944,11.588235294117647,18.25,11.176470588235293,18.1875,0.14285714285714285,,,,0.6428571428571429,,0.5729249999999999,25.1,,,1.0,5.0,3.0,10.0,15.0,0.21428571428571427,6.9,6.0,,2.0,,3.0,2.0,3.0,4.0,2.0,6.0,,0.2,0.2,0.4,,0.4861,0.125,0.35294117647058826,2.0,2.0,1.0,4.0,2.0,,,,8.0,8.0,,4.0,2.0,,,,,,0.14285714285714285,0.14285714285714285,0.2,0.125,0.16666666666666666,1.0,4.0,5.0,,6.0,,10.0,5.0,3.0,,6.0,2.0,,1.0,,,0.8333333333333334,0.8333333333333334,0.6,0.6666666666666666,0.75,,0.7272727272727273,,,,0.8333333333333334,0.35714285714285715,0.8,0.8,0.75,,,,,,2.0,1.0,,,,1.0,,,,,0.125,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.5,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2024,2023-24,True
