EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Offensive Fouls Drawn,Blocked3s,BlockedArc3,Arc3PctBlocked,BlockedLongMidRange,FTOffRebounds,ThreePtShootingFoulsDrawn,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,BlockedCorner3,HeaveAttempts,Transition Take Fouls Drawn,Transition Take Fouls,OffensiveGoaltends,3SecondViolations,HeaveMakes,team_id,year,season,team_vs
1628384-1628404-1628973-1630579-202711,1610612752,"OG Anunoby, Josh Hart, Jalen Brunson, Jericho Sims, Bojan Bogdanovic","Anunoby, Hart, Brunson, Sims, Bogdanovic",1628384-1628404-1628973-1630579-202711,NYK,55.0,1,1.0,-2.0,2.0,3.0,,,,5.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,,,,4.0,6.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.9090909090909,,12.0,10.333333333333334,12.0,9.333333333333334,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46505,,,,,,,6.75,,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,False
1628384-1628404-1628978-1630173-1630540,1610612752,"OG Anunoby, Josh Hart, Donte DiVincenzo, Precious Achiuwa, Miles McBride","Anunoby, Hart, DiVincenzo, Achiuwa, McBride",1628384-1628404-1628978-1630173-1630540,NYK,5.0,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,False
1628384-1628404-1628978-1630540-201959,1610612752,"OG Anunoby, Josh Hart, Donte DiVincenzo, Miles McBride, Taj Gibson","Anunoby, Hart, DiVincenzo, McBride, Gibson",1628384-1628404-1628978-1630540-201959,NYK,17.0,1,,-1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.70588235294117,,,17.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,False
1628384-1628404-1629656-1630173-1630201,1610612752,"OG Anunoby, Josh Hart, Quentin Grimes, Precious Achiuwa, Malachi Flynn","Anunoby, Hart, Grimes, Achiuwa, Flynn",1628384-1628404-1629656-1630173-1630201,NYK,690.0,2,12.0,-2.0,22.0,21.0,1.0,1.0,5.0,43.0,5.0,9.0,2.0,3.0,,,1.0,2.0,1.0,1.0,2.0,4.0,,,,,2.0,5.0,,,,,7.0,12.0,4.0,9.0,3.0,29.0,31.0,2.0,4.0,,,2.0,6.0,,,,,,,8.0,6.0,6.0,6.0,,5.0,2.0,2.0,,4.0,2.0,6.0,1.0,1.0,4.0,,,14.0,2.0,4.0,2.0,3.0,,5.0,6.0,11.0,,2.0,1.0,1.0,1.0,2.0,,4.0,,1.0,,2.0,5.0,1.0,,2.0,6.0,,,,3.0,,,4.0,,,2.0,,2.0,2.0,,2.0,2.0,,23.0,,1.0,,,0.5714285714285714,0.5714285714285714,0.5,0.4444444444444444,,,0.4444444444444444,0.5833333333333334,0.5,,0.6190476190476191,0.5,,0.6304347826086957,0.6,,0.42857142857142855,,0.16666666666666666,0.2222222222222222,,,0.2,,0.75,0.8,1.0,0.4,0.8333333333333334,0.6,0.75,1.0,,0.3333333333333333,0.5,0.75,,,1.0,,,89.73913043478261,1.0,15.909090909090908,16.19047619047619,14.590909090909092,16.19047619047619,0.42857142857142855,0.5555555555555556,0.7142857142857143,0.8,0.09523809523809523,0.5,0.5,,0.047619047619047616,1.0,1.0,,0.19047619047619047,0.5,0.5,0.5,0.23809523809523808,0.4,0.4,0.5,0.75,0.6666666666666666,1.0,,,,,,,,,,,,,0.8571428571428571,0.4,0.6158690476190476,0.7258,,0.08695652173913043,0.14285714285714285,0.20689655172413793,,4.05,24.788888888888888,0.045454545454545456,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,False
1628384-1628404-1629656-1630173-1630540,1610612752,"OG Anunoby, Josh Hart, Quentin Grimes, Precious Achiuwa, Miles McBride","Anunoby, Hart, Grimes, Achiuwa, McBride",1628384-1628404-1629656-1630173-1630540,NYK,1947.0,8,32.0,21.0,64.0,61.0,,,12.0,125.0,12.0,24.0,3.0,6.0,,,2.0,7.0,,3.0,3.0,3.0,1.0,1.0,,,6.0,25.0,1.0,2.0,,,14.0,34.0,9.0,28.0,19.0,74.0,53.0,3.0,8.0,2.0,3.0,6.0,18.0,,,,,,,14.0,14.0,21.0,6.0,4.0,25.0,6.0,4.0,,7.0,7.0,14.0,4.0,3.0,7.0,,,35.0,7.0,7.0,15.0,16.0,1.0,32.0,14.0,46.0,1.0,2.0,1.0,1.0,2.0,,1.0,6.0,,1.0,,,8.0,,,5.0,13.0,1.0,,2.0,13.0,,1.0,21.0,,,9.0,,4.0,3.0,1.0,5.0,4.0,,56.0,,,,,0.5,0.5833333333333334,0.7777777777777778,0.32142857142857145,0.6666666666666666,,0.32142857142857145,0.4117647058823529,0.375,,0.4435483870967742,0.5454545454545454,,0.5138888888888888,0.6428571428571429,,0.45161290322580644,,0.11764705882352941,0.125,0.14285714285714285,,0.25,1.0,0.6956521739130435,0.3684210526315789,0.9375,0.3888888888888889,0.7948717948717948,0.3783783783783784,0.45454545454545453,0.4,,0.3888888888888889,,0.5384615384615384,0.875,1.0,0.9,1.0,0.030303030303030304,92.44992295839752,0.8,15.390625,15.770491803278688,14.46875,15.40983606557377,0.3870967741935484,0.5,0.5714285714285714,0.5833333333333334,0.11290322580645161,0.2857142857142857,0.3333333333333333,,0.04838709677419355,,,,0.04838709677419355,1.0,1.0,1.0,0.4032258064516129,0.24,0.24,0.6666666666666666,0.5454545454545454,0.5,0.3333333333333333,0.09090909090909091,1.0,1.0,0.18181818181818182,0.5,,,,,,,,0.8387096774193549,0.24,0.5666177419354839,0.5267714285714286,,0.1388888888888889,0.20930232558139536,0.24324324324324326,,4.673529411764706,25.599999999999998,,,,,1.0,,,,,1.0,,0.034482758620689655,,1.0,,,,,,,1610612752,2024,2023-24,False
1628384-1628404-1630173-1630540-203944,1610612752,"OG Anunoby, Josh Hart, Precious Achiuwa, Miles McBride, Julius Randle","Anunoby, Hart, Achiuwa, McBride, Randle",1628384-1628404-1630173-1630540-203944,NYK,348.0,2,6.0,5.0,12.0,12.0,3.0,4.0,1.0,24.0,1.0,3.0,,1.0,,1.0,1.0,2.0,,3.0,2.0,3.0,,,,,,1.0,,,,1.0,2.0,8.0,2.0,4.0,1.0,11.0,6.0,,1.0,,,,,,2.0,,1.0,,,,4.0,6.0,,,1.0,,2.0,,,2.0,2.0,,2.0,,,,6.0,,2.0,4.0,2.0,,6.0,2.0,8.0,,2.0,,2.0,1.0,,1.0,2.0,,,,1.0,3.0,,1.0,,,,,,2.0,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,11.0,,3.0,,,,,1.0,0.5,,,0.5,0.25,,,0.4166666666666667,,,0.4583333333333333,,,0.3333333333333333,,0.25,0.3333333333333333,0.5,,0.3333333333333333,,0.6666666666666666,0.4,1.0,,0.8571428571428571,0.2857142857142857,,1.0,0.5,,,,,1.0,1.0,1.0,,99.3103448275862,,16.75,12.25,16.166666666666668,11.75,0.25,0.3333333333333333,0.5,,0.16666666666666666,0.5,1.0,,0.25,,,,0.25,0.6666666666666666,0.6666666666666666,1.0,0.08333333333333333,,,,1.0,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,0.5833333333333334,,0.5583250000000001,0.6038,0.5651,0.08333333333333333,0.125,,,9.8875,23.75,0.25,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,False
1628384-1628973-1628978-1629011-1630540,1610612752,"OG Anunoby, Jalen Brunson, Donte DiVincenzo, Mitchell Robinson, Miles McBride","Anunoby, Brunson, DiVincenzo, Robinson, McBride",1628384-1628973-1628978-1629011-1630540,NYK,126.0,2,2.0,-4.0,4.0,3.0,2.0,,2.0,7.0,,,,,,,,,,,,4.0,,2.0,,2.0,,1.0,,,,,,,,5.0,,,4.0,,,,2.0,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.5,,,0.2,0.5,0.2,,,,,0.25,,,1.0,,,0.2,80.0,,21.5,13.333333333333334,17.0,13.333333333333334,,,,,,,,,,,,,0.8,,,,0.2,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,0.5628599999999999,0.4998,0.5607,,,,,,23.98,0.5,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,False
1628384-1628973-1628978-1629011-202711,1610612752,"OG Anunoby, Jalen Brunson, Donte DiVincenzo, Mitchell Robinson, Bojan Bogdanovic","Anunoby, Brunson, DiVincenzo, Robinson, Bogdanovic",1628384-1628973-1628978-1629011-202711,NYK,103.0,1,2.0,-4.0,4.0,4.0,,,1.0,8.0,,,,,,,,1.0,,1.0,,,,,,,1.0,2.0,,,,,,2.0,1.0,2.0,2.0,5.0,9.0,,,,,2.0,2.0,,,,,,,,,3.0,,,2.0,1.0,1.0,,,1.0,1.0,1.0,,,,,3.0,,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,2.0,,,1.0,,,,,,,,3.0,,,,,,,1.0,0.5,,,0.5,,,,0.375,,,0.5,1.0,,0.5,,0.5,,1.0,,,,,0.5,1.0,,1.0,0.3333333333333333,,1.0,,,,,,,1.0,,,111.84466019417476,,15.25,10.5,14.25,10.5,,,,,0.25,,,,0.25,,,,,,,,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,0.5,0.5,0.44615,,,0.2,0.3333333333333333,0.4,,16.3,26.6,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,False
1628384-1628973-1628978-1629656-1630173,1610612752,"OG Anunoby, Jalen Brunson, Donte DiVincenzo, Quentin Grimes, Precious Achiuwa","Anunoby, Brunson, DiVincenzo, Grimes, Achiuwa",1628384-1628973-1628978-1629656-1630173,NYK,236.0,1,4.0,-3.0,8.0,8.0,,,1.0,16.0,2.0,2.0,,,,,1.0,3.0,,1.0,,1.0,,,,,,2.0,,1.0,,,3.0,6.0,,3.0,1.0,7.0,10.0,,,,1.0,,,,,,,,,2.0,4.0,,,,2.0,,,,1.0,,1.0,,,1.0,,,2.0,,1.0,,2.0,,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,2.0,,1.0,,4.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,7.0,,,,,0.3333333333333333,0.3333333333333333,,,,,,0.5,,,0.3333333333333333,,,0.3888888888888889,,,0.3333333333333333,,,,,,,,1.0,0.3333333333333333,,,1.0,0.16666666666666666,,0.5,,,,1.0,1.0,,,,0.16666666666666666,97.6271186440678,1.0,15.25,14.25,14.25,14.25,0.2222222222222222,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.1111111111111111,,,,0.1111111111111111,,,,0.2222222222222222,,,,,,,,,,1.0,,,,,,,,,0.5555555555555556,,0.5546388888888889,0.5589,,0.1111111111111111,0.16666666666666666,,,6.0,25.599999999999998,,,,1.0,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,False
1628384-1628973-1628978-1630173-1630540,1610612752,"OG Anunoby, Jalen Brunson, Donte DiVincenzo, Precious Achiuwa, Miles McBride","Anunoby, Brunson, DiVincenzo, Achiuwa, McBride",1628384-1628973-1628978-1630173-1630540,NYK,122.0,3,2.0,-3.0,5.0,5.0,2.0,5.0,1.0,10.0,,1.0,,,,,1.0,2.0,,,,,,,,,,1.0,,,,,1.0,3.0,,1.0,2.0,4.0,7.0,,,,,,,,1.0,,,2.0,2.0,,2.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,2.0,,1.0,,1.0,2.0,,2.0,,,,,,2.0,1.0,2.0,1.0,1.0,,,,1.0,,,2.0,,,,1.0,1.0,,1.0,1.0,,,4.0,2.0,2.0,,1.0,,,,,,,,0.3333333333333333,,,0.25,,,0.4,,0.5,0.25,,,,,,1.0,,,0.5,1.0,,0.5,0.3333333333333333,,1.0,,,,,,,1.0,,,118.03278688524591,,10.8,13.6,10.4,11.6,0.25,,,,0.5,0.5,0.5,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,0.5,,0.5137125,,0.4577,,,,0.5,7.133333333333333,25.5,0.4,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,False
1628384-1628973-1628978-1630173-202711,1610612752,"OG Anunoby, Jalen Brunson, Donte DiVincenzo, Precious Achiuwa, Bojan Bogdanovic","Anunoby, Brunson, DiVincenzo, Achiuwa, Bogdanovic",1628384-1628973-1628978-1630173-202711,NYK,60.0,1,1.0,,3.0,2.0,1.0,2.0,,5.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,2.0,4.0,4.0,,,,,,,,,,,2.0,2.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,1.0,,,,,,,4.0,2.0,1.0,,1.0,,,,,,,,1.0,,,0.5,,,0.6666666666666666,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,15.666666666666666,6.5,15.666666666666666,6.5,0.5,1.0,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,1.0,,0.571325,,,,,,0.5,2.4,25.3,0.3333333333333333,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,False
1628384-1628973-1628978-1630173-203944,1610612752,"OG Anunoby, Jalen Brunson, Donte DiVincenzo, Precious Achiuwa, Julius Randle","Anunoby, Brunson, DiVincenzo, Achiuwa, Randle",1628384-1628973-1628978-1630173-203944,NYK,700.0,5,12.0,9.0,24.0,24.0,4.0,6.0,2.0,48.0,2.0,5.0,,1.0,,,1.0,3.0,,,3.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,,,1.0,2.0,3.0,8.0,6.0,8.0,10.0,34.0,25.0,,1.0,1.0,1.0,,3.0,,,2.0,3.0,4.0,10.0,6.0,,18.0,,,5.0,3.0,,,3.0,6.0,9.0,3.0,3.0,2.0,1.0,,24.0,1.0,1.0,6.0,3.0,1.0,10.0,2.0,12.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,,3.0,,,5.0,,,3.0,4.0,,,,5.0,,,10.0,,,3.0,2.0,1.0,1.0,,1.0,1.0,,31.0,10.0,4.0,,2.0,1.0,1.0,1.0,0.75,1.0,0.6666666666666666,0.75,0.375,,,0.75,0.75,1.0,0.8095238095238095,0.75,1.0,0.5,,,,,,0.8,1.0,1.0,0.2,1.0,0.5,1.0,0.2857142857142857,0.3333333333333333,,,0.5,,1.0,1.0,,1.0,,0.14285714285714285,98.74285714285715,1.0,16.083333333333332,13.083333333333334,15.916666666666666,13.083333333333334,0.3125,0.4,0.4,1.0,0.1875,0.3333333333333333,0.3333333333333333,1.0,,,,,0.1875,1.0,1.0,1.0,0.3125,0.6,0.6,1.0,0.5,,,0.5,1.0,1.0,,,,,,0.3333333333333333,1.0,0.6666666666666666,0.5,0.8125,0.6,0.574240625,0.624,0.5402,0.15789473684210525,0.2727272727272727,0.08823529411764706,0.29411764705882354,3.7875,24.5625,0.16666666666666666,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,False
1628384-1628973-1628978-1630579-203944,1610612752,"OG Anunoby, Jalen Brunson, Donte DiVincenzo, Jericho Sims, Julius Randle","Anunoby, Brunson, DiVincenzo, Sims, Randle",1628384-1628973-1628978-1630579-203944,NYK,1924.0,2,32.0,15.0,57.0,58.0,7.0,,4.0,115.0,8.0,12.0,3.0,4.0,1.0,4.0,12.0,20.0,1.0,1.0,1.0,2.0,,,,,7.0,14.0,,,,2.0,21.0,33.0,8.0,16.0,10.0,76.0,61.0,3.0,5.0,,,,6.0,3.0,6.0,,2.0,,6.0,14.0,28.0,21.0,3.0,4.0,13.0,7.0,1.0,,7.0,7.0,14.0,6.0,1.0,3.0,3.0,1.0,35.0,2.0,3.0,9.0,12.0,,21.0,5.0,26.0,,7.0,5.0,2.0,4.0,2.0,3.0,6.0,3.0,1.0,,,10.0,,2.0,3.0,7.0,,1.0,,11.0,,1.0,10.0,2.0,,6.0,,2.0,1.0,1.0,2.0,1.0,,70.0,6.0,7.0,,,0.3333333333333333,0.3684210526315789,0.875,0.5,,,0.5333333333333333,0.6363636363636364,0.6,0.5,0.673469387755102,0.6,0.375,0.7169811320754716,0.6,0.375,0.32653061224489793,,0.030303030303030304,0.08333333333333333,,,0.4,,0.5454545454545454,0.25,0.6923076923076923,0.2857142857142857,0.6,0.2631578947368421,0.25,0.25,,0.3333333333333333,,0.6666666666666666,0.4,0.6666666666666666,0.625,0.8,,86.07068607068607,0.5,16.157894736842106,17.29310344827586,15.75438596491228,16.482758620689655,0.24489795918367346,0.6666666666666666,0.7272727272727273,0.375,0.40816326530612246,0.6,0.6,0.25,0.02040816326530612,1.0,1.0,1.0,0.04081632653061224,0.5,0.5,1.0,0.2857142857142857,0.5,0.5,0.8571428571428571,0.8,0.75,0.3333333333333333,,,,,,,0.5,0.25,,,0.25,,0.5714285714285714,0.5384615384615384,0.53715,0.5338999999999999,0.6400428571428571,0.11320754716981132,0.16216216216216217,0.07894736842105263,0.07894736842105263,7.16969696969697,28.075,0.12280701754385964,,,2.0,,,,,,,,,,,1.0,,,,,,1610612752,2024,2023-24,False
1628384-1628973-1629656-1630173-203944,1610612752,"OG Anunoby, Jalen Brunson, Quentin Grimes, Precious Achiuwa, Julius Randle","Anunoby, Brunson, Grimes, Achiuwa, Randle",1628384-1628973-1629656-1630173-203944,NYK,137.0,2,2.0,-4.0,3.0,3.0,,,,6.0,,2.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,3.0,,1.0,,2.0,6.0,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,2.0,3.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,2.0,,,,,,,,,,,,0.3333333333333333,,,0.25,,,0.25,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,63.065693430656935,,27.333333333333332,18.333333333333332,27.333333333333332,13.333333333333334,0.5,,,,0.25,1.0,1.0,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,0.75,,0.5409625,,,0.25,0.3333333333333333,,,3.733333333333333,25.5,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,False
1628384-1628973-1630173-1630579-202711,1610612752,"OG Anunoby, Jalen Brunson, Precious Achiuwa, Jericho Sims, Bojan Bogdanovic","Anunoby, Brunson, Achiuwa, Sims, Bogdanovic",1628384-1628973-1630173-1630579-202711,NYK,129.0,1,2.0,3.0,3.0,2.0,,,1.0,5.0,,1.0,,,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,,,,,,3.0,1.0,2.0,,3.0,,,2.0,,,,,,,,,,,,,3.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,3.0,,2.0,1.0,1.0,,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,3.0,,,,,,,1.0,0.5,,,0.5,,,,0.3,,,0.3,,,0.4,,0.3333333333333333,1.0,,,,,0.5,0.6666666666666666,1.0,,0.6666666666666666,0.5,1.0,1.0,,,,,0.5,,1.0,,,55.81395348837209,,23.666666666666668,29.0,17.333333333333332,29.0,0.2,,,,0.2,,,,0.2,,,,0.2,,,,0.2,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.6,1.0,0.46925,0.3929,,,,,,11.666666666666666,23.5,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,False
1628384-1628973-1630173-202692-202711,1610612752,"OG Anunoby, Jalen Brunson, Precious Achiuwa, Alec Burks, Bojan Bogdanovic","Anunoby, Brunson, Achiuwa, Burks, Bogdanovic",1628384-1628973-1630173-202692-202711,NYK,183.0,1,3.0,7.0,6.0,5.0,,,,11.0,,,,,,,2.0,2.0,1.0,2.0,,,,,,,1.0,1.0,,,,,3.0,4.0,1.0,1.0,,9.0,2.0,,,,,,,,,,,,,4.0,2.0,,3.0,,1.0,1.0,,,2.0,,2.0,,,,1.0,1.0,4.0,,,2.0,2.0,,4.0,,4.0,,,,,,,,1.0,,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,1.0,1.0,,1.0,1.0,,9.0,,,,,0.6666666666666666,0.6666666666666666,,1.0,,,1.0,0.75,,,0.9,,,0.9,,,0.2,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,1.0,,,86.55737704918033,1.0,13.833333333333334,20.0,13.833333333333334,20.0,,,,,0.4,1.0,1.0,0.5,0.4,0.5,0.5,1.0,,,,,0.2,1.0,1.0,,,,,,,,,,,,,,,,,0.2,1.0,0.43034999999999995,,,,,,,12.95,26.6,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,False
