EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,SecondChanceOffPoss,LongMidRangeFGA,Corner3FGA,FG3A,OpponentPoints,SecondChanceFG2A,OffTwoPtRebounds,OffRebounds,ShootingFouls,Fouls,FoulsDrawn,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,Corner3Frequency,SecondChanceShotQualityAvg,Avg3ptShotDistance,PenaltyDefPoss,BadPassTurnovers,DefShortMidRangeReboundPct,PenaltyOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,FG3M,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffShortMidRangeReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,LongMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,FTDefRebounds,SelfOReb,FTA,TwoPtShootingFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,DefFTReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,PenaltyFtPoints,PtsUnassisted3s,Fg2aBlocked,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,Transition Take Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Charge Fouls,Transition Take Fouls,Travels,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,OffCorner3ReboundPct,Blocked3s,BlockedArc3,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGA,Defensive 3 Seconds Violations,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,DefensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,HeaveAttempts,LongMidRangePctBlocked,Arc3PctBlocked,BlockedLongMidRange,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedCorner3,3pt And 1 Free Throw Trips,3SecondViolations,OffensiveGoaltends,team_id,year,season,team_vs
1626224-1628380-1628984-1630170-1631103,1610612759,"Cedi Osman, Zach Collins, Devonte' Graham, Devin Vassell, Malaki Branham","Osman, Collins, Graham, Vassell, Branham",1626224-1628380-1628984-1630170-1631103,SAS,65.0,1,1.0,4.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110.76923076923077,1.0,13.333333333333334,12.5,13.333333333333334,12.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5396,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2024,2023-24,False
1626224-1628380-1628984-1630170-1631110,1610612759,"Cedi Osman, Zach Collins, Devonte' Graham, Devin Vassell, Jeremy Sochan","Osman, Collins, Graham, Vassell, Sochan",1626224-1628380-1628984-1630170-1631110,SAS,107.0,1,2.0,,3.0,4.0,7.0,1.0,2.0,,,1.0,3.0,2.0,2.0,1.0,1.0,1.0,,2.0,1.0,2.0,3.0,4.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.25,0.25,,1.0,1.0,1.0,1.0,1.0,94.2056074766355,1.0,15.0,15.5,10.333333333333334,15.5,0.5,0.5,0.5,1.0,,,,,0.75,0.5977875,7.766666666666667,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.3333333333333333,1.0,1.0,0.25,0.25,0.3439,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2024,2023-24,False
1626224-1628380-1628984-1630200-1630572,1610612759,"Cedi Osman, Zach Collins, Devonte' Graham, Tre Jones, Sandro Mamukelashvili","Osman, Collins, Graham, Jones, Mamukelashvili",1626224-1628380-1628984-1630200-1630572,SAS,39.0,1,1.0,-4.0,1.0,2.0,3.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.76923076923076,,22.0,8.5,22.0,6.5,1.0,,,,,,,,1.0,0.5027,2.7,,,,,4.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2024,2023-24,False
1626224-1628380-1628984-1630200-1631103,1610612759,"Cedi Osman, Zach Collins, Devonte' Graham, Tre Jones, Malaki Branham","Osman, Collins, Graham, Jones, Branham",1626224-1628380-1628984-1630200-1631103,SAS,71.0,1,1.0,2.0,3.0,2.0,5.0,1.0,1.0,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,,1.0,,,,,2.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,,1.0,,,101.40845070422534,,13.0,16.0,13.0,16.0,0.5,1.0,1.0,1.0,,,,,0.5,0.55665,8.65,,1.0,,,,,,,,,,,,,,,0.5,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2024,2023-24,False
1626224-1628380-1628984-1630572-1631104,1610612759,"Cedi Osman, Zach Collins, Devonte' Graham, Sandro Mamukelashvili, Blake Wesley","Osman, Collins, Graham, Mamukelashvili, Wesley",1626224-1628380-1628984-1630572-1631104,SAS,184.0,1,3.0,,5.0,4.0,9.0,1.0,1.0,,2.0,1.0,3.0,5.0,,,1.0,,,3.0,1.0,1.0,2.0,3.0,,,,,,,,3.0,,,0.3333333333333333,0.4166666666666667,0.4166666666666667,,0.5,1.0,0.6666666666666666,,1.0,70.43478260869564,,20.2,20.75,20.2,20.75,0.16666666666666666,1.0,1.0,,0.3333333333333333,,,,0.6666666666666666,0.5035583333333333,4.266666666666667,1.0,,,3.0,5.0,1.0,1.0,1.0,,1.0,1.0,0.5,0.5,0.25,,1.0,,,0.683,25.96666666666667,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.50185,0.4,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2024,2023-24,False
1626224-1628380-1628984-1630577-1631103,1610612759,"Cedi Osman, Zach Collins, Devonte' Graham, Julian Champagnie, Malaki Branham","Osman, Collins, Graham, Champagnie, Branham",1626224-1628380-1628984-1630577-1631103,SAS,249.0,1,4.0,2.0,7.0,8.0,15.0,2.0,2.0,,3.0,3.0,6.0,14.0,2.0,1.0,3.0,1.0,,8.0,1.0,,2.0,4.0,,,,,,,,9.0,0.3333333333333333,0.5,0.5,0.75,0.7777777777777778,,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,86.74698795180723,,16.0,17.125,15.571428571428571,16.0,0.25,1.0,1.0,0.5,0.375,,,,0.5,0.54586875,7.333333333333333,2.0,1.0,,2.0,12.0,1.0,2.0,2.0,2.0,2.0,1.0,0.25,0.6666666666666666,0.6666666666666666,,,0.125,,0.599775,25.1,1.0,,,1.0,1.0,1.0,,,2.0,2.0,2.0,1.0,5.0,,,3.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,1.25,1.5,1.25,1.5,0.6666666666666666,0.25,1.0,1.0,1.0,0.5,1.0,,,1.0,0.5331,0.35714285714285715,0.21428571428571427,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.1111111111111111,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2024,2023-24,False
1626224-1628380-1629640-1630170-1630200,1610612759,"Cedi Osman, Zach Collins, Keldon Johnson, Devin Vassell, Tre Jones","Osman, Collins, Johnson, Vassell, Jones",1626224-1628380-1629640-1630170-1630200,SAS,1840.0,15,31.0,-3.0,69.0,70.0,139.0,16.0,21.0,6.0,15.0,24.0,43.0,79.0,32.0,16.0,21.0,13.0,2.0,47.0,10.0,13.0,24.0,37.0,5.0,3.0,9.0,1.0,,1.0,,63.0,0.6666666666666666,0.7272727272727273,0.5581395348837209,0.5,0.5266666666666666,0.5555555555555556,0.6842105263157895,0.7142857142857143,0.696969696969697,0.5,0.6666666666666666,108.78260869565217,,13.434782608695652,13.042857142857143,12.710144927536232,12.542857142857143,0.3181818181818182,0.7619047619047619,0.8421052631578947,0.8125,0.22727272727272727,0.4,0.46153846153846156,0.3333333333333333,0.6666666666666666,0.5299787878787878,7.095348837209303,13.0,7.0,2.0,23.0,82.0,7.0,8.0,13.0,6.0,8.0,12.0,0.3484848484848485,0.4444444444444444,0.37142857142857144,0.6,1.0,0.10606060606060606,0.030303030303030304,0.49737499999999996,25.73913043478261,35.0,2.0,0.75,28.0,4.0,5.0,6.0,9.0,4.0,21.0,6.0,4.0,16.0,11.0,21.0,32.0,16.0,15.0,4.0,21.0,4.0,5.0,3.0,32.0,28.0,0.8333333333333334,0.2608695652173913,0.2608695652173913,0.5714285714285714,0.5238095238095238,0.6363636363636364,0.4827586206896552,0.6666666666666666,0.5,0.375,0.3181818181818182,0.19047619047619047,0.19047619047619047,0.75,0.45454545454545453,0.8,0.3103448275862069,0.6666666666666666,0.19047619047619047,0.5025896551724138,0.20253164556962025,0.4050632911392405,0.4057971014492754,2.0,2.0,4.0,1.0,7.0,13.0,2.0,4.0,2.0,8.0,1.0,1.0,18.0,8.0,0.5,0.25,1.0,0.03225806451612903,0.2857142857142857,0.2857142857142857,0.36363636363636365,0.5,1.0,0.2413793103448276,0.14285714285714285,0.1095890410958904,0.16,2.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,1.0,5.0,4.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.09302325581395349,0.09523809523809523,0.13333333333333333,0.29411764705882354,0.4,0.29411764705882354,0.8,0.5,1.0,1.0,1.0,0.25,0.034482758620689655,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2024,2023-24,False
1626224-1628380-1629640-1630170-1631103,1610612759,"Cedi Osman, Zach Collins, Keldon Johnson, Devin Vassell, Malaki Branham","Osman, Collins, Johnson, Vassell, Branham",1626224-1628380-1629640-1630170-1631103,SAS,1238.0,11,21.0,-31.0,47.0,46.0,93.0,4.0,8.0,2.0,10.0,7.0,25.0,35.0,10.0,5.0,10.0,3.0,1.0,25.0,6.0,6.0,14.0,18.0,5.0,2.0,8.0,2.0,2.0,2.0,1.0,35.0,0.7142857142857143,0.7142857142857143,0.28,0.3717948717948718,0.4166666666666667,0.625,0.75,0.8571428571428571,0.8,0.5,0.8333333333333334,108.17447495961228,0.5,14.085106382978724,12.521739130434783,13.638297872340425,12.26086956521739,0.20512820512820512,0.5,0.5,0.75,0.2564102564102564,0.2,0.2,0.5,0.5641025641025641,0.534148717948718,8.628,4.0,7.0,3.0,14.0,66.0,1.0,4.0,4.0,9.0,12.0,6.0,0.358974358974359,0.2222222222222222,0.14814814814814814,0.5,,0.1794871794871795,0.07692307692307693,0.464375,25.357142857142858,20.0,3.0,1.0,12.0,,,2.0,2.0,4.0,11.0,5.0,,,3.0,5.0,8.0,4.0,15.0,,11.0,4.0,5.0,4.0,8.0,12.0,1.0,0.35714285714285715,0.35714285714285715,,0.6,,0.375,,0.4444444444444444,0.25,0.28205128205128205,0.36363636363636365,0.36363636363636365,1.0,,,0.25,1.0,0.36363636363636365,0.5727,,0.22857142857142856,0.2553191489361702,1.0,,1.0,,3.0,6.0,,1.0,,3.0,2.0,1.0,6.0,2.0,,,0.6666666666666666,0.037037037037037035,0.14285714285714285,0.14285714285714285,0.5,,,0.375,,0.04878048780487805,0.07407407407407407,1.0,,,,2.0,,,1.0,1.0,,2.0,1.0,1.0,,3.0,,,2.0,3.0,,1.0,,,1.0,,,1.0,,,,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2024,2023-24,False
1626224-1628380-1629640-1630170-1631104,1610612759,"Cedi Osman, Zach Collins, Keldon Johnson, Devin Vassell, Blake Wesley","Osman, Collins, Johnson, Vassell, Wesley",1626224-1628380-1629640-1630170-1631104,SAS,2014.0,14,34.0,-16.0,70.0,71.0,141.0,12.0,23.0,9.0,15.0,21.0,42.0,75.0,26.0,13.0,18.0,8.0,5.0,41.0,10.0,9.0,22.0,27.0,5.0,1.0,8.0,1.0,1.0,1.0,1.0,72.0,0.6190476190476191,0.65,0.5,0.5,0.5522388059701493,0.625,0.6923076923076923,0.7692307692307693,0.7307692307692307,0.75,0.75,100.81429990069512,1.0,15.4,13.183098591549296,14.814285714285715,12.661971830985916,0.38333333333333336,0.5217391304347826,0.7058823529411765,0.6666666666666666,0.25,0.6,0.6923076923076923,0.5555555555555556,0.6833333333333333,0.5494975,6.05,6.0,4.0,8.0,18.0,91.0,4.0,4.0,5.0,9.0,17.0,13.0,0.3,0.19047619047619047,0.15151515151515152,0.2727272727272727,0.3333333333333333,0.06666666666666667,0.13333333333333333,0.573775,24.794444444444444,9.0,4.0,0.8333333333333334,21.0,1.0,3.0,6.0,11.0,2.0,10.0,6.0,1.0,3.0,7.0,15.0,24.0,16.0,15.0,2.0,10.0,2.0,5.0,1.0,24.0,21.0,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.25,0.4666666666666667,0.25,0.5263157894736842,0.3,0.5714285714285714,0.16666666666666666,0.16666666666666666,0.2,0.2,0.5,0.75,0.3333333333333333,0.5789473684210527,0.5454545454545454,0.2,0.5328684210526315,0.04,0.32,0.3,,,,1.0,3.0,15.0,,,2.0,4.0,3.0,1.0,17.0,9.0,,0.5,1.0,0.04,,,,,,0.15789473684210525,0.3333333333333333,0.13432835820895522,0.1836734693877551,4.0,1.0,1.0,1.0,4.0,3.0,8.0,4.0,,1.0,6.0,4.0,2.0,,3.0,,,1.0,3.0,,,,2.0,,,1.0,,0.19047619047619047,0.2608695652173913,0.13333333333333333,0.08333333333333333,,,1.0,,0.5,0.5,1.0,,0.05263157894736842,1.0,,,1.0,1.0,2.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2024,2023-24,False
1626224-1628380-1629640-1630170-1631110,1610612759,"Cedi Osman, Zach Collins, Keldon Johnson, Devin Vassell, Jeremy Sochan","Osman, Collins, Johnson, Vassell, Sochan",1626224-1628380-1629640-1630170-1631110,SAS,1101.0,10,18.0,-8.0,43.0,39.0,82.0,6.0,10.0,5.0,9.0,12.0,21.0,42.0,16.0,8.0,12.0,5.0,3.0,28.0,7.0,2.0,10.0,13.0,4.0,1.0,9.0,,,1.0,,38.0,0.6666666666666666,0.7272727272727273,0.5714285714285714,0.5454545454545454,0.5833333333333334,0.4444444444444444,0.4,0.7,0.6,0.5,0.75,107.24795640326974,,12.674418604651162,14.256410256410257,12.511627906976743,13.871794871794872,0.30303030303030304,0.6,0.6,0.8333333333333334,0.2727272727272727,0.5555555555555556,0.5555555555555556,0.6,0.6666666666666666,0.5489499999999999,6.295238095238095,3.0,2.0,,12.0,50.0,1.0,2.0,3.0,4.0,9.0,4.0,0.36363636363636365,0.2222222222222222,0.17647058823529413,0.5,,0.06060606060606061,,0.5901,25.741666666666664,1.0,3.0,0.3333333333333333,6.0,1.0,1.0,2.0,2.0,4.0,12.0,4.0,1.0,4.0,3.0,3.0,8.0,8.0,12.0,2.0,12.0,4.0,4.0,4.0,8.0,6.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.75,0.6666666666666666,0.8,,0.36363636363636365,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.5,1.0,0.3333333333333333,0.568425,0.09523809523809523,0.19047619047619047,0.13953488372093023,1.0,,1.0,,1.0,6.0,,1.0,,1.0,1.0,2.0,6.0,3.0,,,1.0,0.11764705882352941,0.5,0.5,0.5,,,0.25,,0.08333333333333333,0.125,,,,2.0,2.0,,,,,1.0,3.0,2.0,1.0,2.0,5.0,1.0,,,2.0,,,,,,,,,,,,0.125,,0.125,0.5,,,,,,,,,,,,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612759,2024,2023-24,False
