EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,AtRimAssists,DefThreePtRebounds,FTDefRebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,DefFTReboundPct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,Steals,BadPassSteals,ShootingFouls,Fouls,SecondChanceOffPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,SecondChanceCorner3FGA,SecondChanceFG3A,Corner3Assists,OffTwoPtRebounds,OffRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,Blocked2s,BlockedShortMidRange,Blocks,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceShotQualityAvg,SecondChanceFG2A,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,Fg2aBlocked,LongMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefLongMidRangeReboundPct,SelfORebPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,PtsUnassisted3s,SecondChanceArc3FGA,Offensive Fouls,SecondChanceArc3Frequency,PenaltyCorner3FGM,NonShootingPenaltyNonTakeFouls,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceFtPoints,BlockedAtRim,RecoveredBlocks,AtRimPctBlocked,OffAtRimReboundPct,BlocksRecoveredPct,StepOutOfBoundsTurnovers,BlockedLongMidRange,OffLongMidRangeReboundPct,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,OffCorner3ReboundPct,Loose Ball Fouls,DefensiveGoaltends,Defensive 3 Seconds Violations,Travels,Charge Fouls,3SecondViolations,Fg3aBlocked,Charge Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Corner3PctBlocked,Transition Take Fouls,LongMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,Transition Take Fouls Drawn,team_id,year,season,team_vs
1626153-1626179-1628389-1628997-1629130,1610612748,"Delon Wright, Terry Rozier, Bam Adebayo, Caleb Martin, Duncan Robinson","Wright, Rozier, Adebayo, Martin, Robinson",1626153-1626179-1628389-1628997-1629130,MIA,60.0,1,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,14.5,15.5,14.5,15.5,1.0,1.0,1.0,1.0,0.37505,0.37505,1.0,8.55,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,False
1626153-1626179-1628389-1628997-1629312,1610612748,"Delon Wright, Terry Rozier, Bam Adebayo, Caleb Martin, Haywood Highsmith","Wright, Rozier, Adebayo, Martin, Highsmith",1626153-1626179-1628389-1628997-1629312,MIA,361.0,2,6.0,4.0,11.0,11.0,10.0,22.0,2.0,2.0,3.0,5.0,14.0,10.0,3.0,5.0,13.0,2.0,1.0,2.0,,5.0,2.0,5.0,5.0,14.0,13.0,10.0,0.3333333333333333,0.3333333333333333,0.6,0.6,0.5625,0.5625,0.6363636363636364,0.65,1.0,1.0,,87.75623268698061,19.181818181818183,13.636363636363637,19.181818181818183,13.363636363636363,0.25,1.0,1.0,,0.5261375,0.5261375,0.9285714285714286,4.86,0.9090909090909091,4.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,6.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.375,1.0,1.0,1.0,1.0,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,0.125,0.25,0.5,0.5,1.0,0.375,0.3333333333333333,0.125,0.25,0.5,0.75,0.5,0.2,0.2857142857142857,24.900000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,False
1626153-1626179-1628389-1628997-1631107,1610612748,"Delon Wright, Terry Rozier, Bam Adebayo, Caleb Martin, Nikola Jovic","Wright, Rozier, Adebayo, Martin, Jovic",1626153-1626179-1628389-1628997-1631107,MIA,36.0,1,1.0,2.0,1.0,2.0,1.0,3.0,,,,,3.0,1.0,,,3.0,,,1.0,,3.0,,,,3.0,3.0,1.0,,,,,1.5,1.5,1.5,1.5,,,,120.0,9.0,13.5,9.0,13.5,,,,,0.55095,0.55095,1.0,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,25.9,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,False
1626153-1626179-1628389-1628997-1631170,1610612748,"Delon Wright, Terry Rozier, Bam Adebayo, Caleb Martin, Jaime Jaquez Jr.","Wright, Rozier, Adebayo, Martin, Jaquez Jr.",1626153-1626179-1628389-1628997-1631170,MIA,380.0,2,6.0,-2.0,13.0,12.0,,25.0,,2.0,2.0,5.0,8.0,10.0,,,,,,1.0,,3.0,3.0,4.0,5.0,8.0,,,,,0.4,,0.2916666666666667,,0.3076923076923077,,0.75,0.8,,94.73684210526316,17.692307692307693,12.5,16.615384615384617,12.5,0.16666666666666666,,,,0.5033833333333334,,,11.66,,,,1.0,,,4.0,,,3.0,,,1.0,7.0,1.0,,,,4.0,3.0,3.0,,1.0,,,1.0,,1.0,2.0,1.0,,,1.0,0.14285714285714285,,0.14285714285714285,0.5833333333333334,,1.0,0.75,1.0,,0.08333333333333333,,,,0.3333333333333333,0.25,,,,,,,,,0.6666666666666666,,0.07692307692307693,0.16666666666666666,23.857142857142858,1.0,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1111111111111111,0.5,0.16666666666666666,1.0,1.0,0.25,0.25,1.0,1.0,0.59205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,False
1626153-1626179-1628389-1628997-202710,1610612748,"Delon Wright, Terry Rozier, Bam Adebayo, Caleb Martin, Jimmy Butler","Wright, Rozier, Adebayo, Martin, Butler",1626153-1626179-1628389-1628997-202710,MIA,12.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,False
1626153-1626179-1628389-1629130-1629312,1610612748,"Delon Wright, Terry Rozier, Bam Adebayo, Duncan Robinson, Haywood Highsmith","Wright, Rozier, Adebayo, Robinson, Highsmith",1626153-1626179-1628389-1629130-1629312,MIA,73.0,1,1.0,-1.0,3.0,3.0,3.0,6.0,,1.0,1.0,2.0,4.0,5.0,1.0,2.0,4.0,2.0,1.0,1.0,,2.0,,,1.0,4.0,4.0,3.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5,,,,118.35616438356165,18.0,6.333333333333333,16.666666666666668,6.333333333333333,0.3333333333333333,,,,0.4639166666666667,0.4639166666666667,1.0,6.05,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,2.0,,1.0,2.0,,,1.0,,,,1.0,,,1.0,2.0,1.0,,,,,,,0.3333333333333333,,,,,,0.3333333333333333,1.0,1.0,1.0,,0.3333333333333333,,,,0.3333333333333333,1.0,,0.3333333333333333,,0.6666666666666666,,0.25,0.3333333333333333,25.9,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,0.5,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,False
1626153-1626179-1628389-1629312-1631107,1610612748,"Delon Wright, Terry Rozier, Bam Adebayo, Haywood Highsmith, Nikola Jovic","Wright, Rozier, Adebayo, Highsmith, Jovic",1626153-1626179-1628389-1629312-1631107,MIA,2.0,1,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,False
1626153-1626179-1628389-1629312-1631170,1610612748,"Delon Wright, Terry Rozier, Bam Adebayo, Haywood Highsmith, Jaime Jaquez Jr.","Wright, Rozier, Adebayo, Highsmith, Jaquez Jr.",1626153-1626179-1628389-1629312-1631170,MIA,548.0,2,9.0,2.0,19.0,20.0,3.0,39.0,2.0,5.0,5.0,10.0,22.0,20.0,,,2.0,2.0,1.0,3.0,,8.0,2.0,5.0,7.0,20.0,2.0,3.0,0.2,0.25,0.5,,0.5333333333333333,,0.6111111111111112,0.3333333333333333,0.6666666666666666,0.8333333333333334,,102.48175182481752,15.736842105263158,12.45,15.526315789473685,12.45,0.3333333333333333,0.4,0.5,,0.49974,0.530925,0.09090909090909091,8.01,0.15789473684210525,8.0,2.0,2.0,,,1.0,1.0,2.0,4.0,,1.0,2.0,5.0,6.0,,2.0,2.0,8.0,6.0,4.0,2.0,2.0,2.0,,3.0,,4.0,7.0,3.0,1.0,1.0,1.0,0.4,,0.4,0.3333333333333333,,1.0,1.0,1.0,1.0,0.13333333333333333,1.0,1.0,,0.06666666666666667,0.26666666666666666,0.5,0.5,1.0,,,0.5,0.5,,0.4666666666666667,0.5,0.17647058823529413,0.25,25.32,5.0,4.0,,1.0,2.0,1.0,3.0,,,,,1.0,2.0,1.0,1.0,,4.0,,,,0.25,0.2,0.25,0.3333333333333333,0.2,0.3333333333333333,0.3333333333333333,,,,,0.6007,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.2,1.0,0.14285714285714285,1.0,1.0,1.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,False
1626153-1626179-1628389-1629312-1631306,1610612748,"Delon Wright, Terry Rozier, Bam Adebayo, Haywood Highsmith, Cole Swider","Wright, Rozier, Adebayo, Highsmith, Swider",1626153-1626179-1628389-1629312-1631306,MIA,80.0,1,1.0,3.0,3.0,3.0,,6.0,,,,1.0,5.0,2.0,,,,,,,,,,,,5.0,,,,,,,0.75,,0.8333333333333334,,,,,108.0,14.0,12.666666666666666,14.0,12.666666666666666,,,,,0.463425,,,17.3,,,,,,,,,1.0,1.0,,,1.0,1.0,2.0,,,,,,1.0,1.0,,,,,,1.0,2.0,1.0,,,,1.0,,1.0,0.5,,,,,,,,,,,0.5,1.0,1.0,,,,,,,0.5,1.0,0.3333333333333333,0.5,26.4,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,False
1626153-1626179-1628389-1629312-202710,1610612748,"Delon Wright, Terry Rozier, Bam Adebayo, Haywood Highsmith, Jimmy Butler","Wright, Rozier, Adebayo, Highsmith, Butler",1626153-1626179-1628389-1629312-202710,MIA,157.0,1,3.0,1.0,5.0,5.0,5.0,10.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,,2.0,3.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,0.25,0.25,0.4,0.4,,1.0,,91.71974522292993,15.2,16.2,13.8,16.2,0.25,1.0,1.0,1.0,0.452625,0.452625,1.0,5.1,1.0,5.0,,,,,1.0,1.0,,2.0,,2.0,,3.0,2.0,,3.0,2.0,,,2.0,,,,,2.0,,1.0,2.0,,1.0,1.0,,,,,0.75,,1.0,,1.0,1.0,,,,,0.25,0.5,,,,,,0.25,0.5,,0.75,,,,24.96666666666667,2.0,,,1.0,1.0,,,,,1.0,,,1.0,2.0,,,1.0,,,,,,0.3333333333333333,,,,,,,,,,,1.0,0.3333333333333333,0.5,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,False
