EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,2pt And 1 Free Throw Trips,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,NonHeaveArc3FGM,Arc3Assists,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,Blocked2s,BlockedShortMidRange,PenaltyFg3Pct,LiveBallTurnoverPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,LostBallTurnovers,Transition Take Fouls,SecondChanceFg2Pct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,BlockedAtRim,RecoveredBlocks,DefAtRimReboundPct,BlocksRecoveredPct,PtsPutbacks,Travels,SecondChanceTurnovers,OffAtRimReboundPct,DefCorner3ReboundPct,DefLongMidRangeReboundPct,PtsUnassisted3s,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFtPoints,Offensive Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffArc3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LongMidRangeFGM,Fg2aBlocked,LongMidRangeAssists,FTDefRebounds,LostBallSteals,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Charge Fouls,Charge Fouls Drawn,AtRimPctBlocked,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawnPct,Loose Ball Fouls,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffLongMidRangeReboundPct,FTOffRebounds,OffFTReboundPct,3SecondViolations,LostBallOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,3pt And 1 Free Throw Trips,Transition Take Fouls Drawn,BlockedLongMidRange,Corner3PctBlocked,DefensiveGoaltends,Clear Path Fouls,BlockedCorner3,OffensiveGoaltends,team_id,year,season,team_vs
1626181-1627826-1629599-1629611-201935,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Terance Mann, James Harden","Powell, Zubac, Coffey, Mann, Harden",1626181-1627826-1629599-1629611-201935,LAC,527.0,5,9.0,-7.0,16.0,15.0,1.0,14.0,2.0,31.0,2.0,2.0,4.0,7.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,6.0,11.0,1.0,6.0,3.0,18.0,25.0,1.0,2.0,3.0,1.0,1.0,2.0,6.0,6.0,3.0,4.0,3.0,1.0,4.0,1.0,1.0,2.0,9.0,1.0,3.0,2.0,1.0,3.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,15.0,2.0,1.0,0.5,0.5,1.0,0.16666666666666666,0.5,0.16666666666666666,0.5454545454545454,1.0,0.4411764705882353,0.75,1.0,0.47368421052631576,0.75,1.0,0.35294117647058826,1.0,0.6,0.6666666666666666,0.2,0.75,0.4,1.0,1.0,1.0,0.6666666666666666,0.1,84.70588235294117,18.1875,15.733333333333333,17.6875,15.666666666666666,0.11764705882352941,1.0,1.0,0.5,0.4117647058823529,0.5714285714285714,0.5714285714285714,0.5,0.11764705882352941,0.11764705882352941,0.5,0.5,1.0,0.23529411764705882,0.5,1.0,1.0,0.5,0.47058823529411764,0.47363823529411764,0.55245,0.3746,0.10526315789473684,0.15384615384615385,0.16666666666666666,0.1111111111111111,8.754545454545454,25.766666666666666,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,False
1626181-1627826-1629599-1629611-202331,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Terance Mann, Paul George","Powell, Zubac, Coffey, Mann, George",1626181-1627826-1629599-1629611-202331,LAC,96.0,1,2.0,-7.0,3.0,4.0,,,,7.0,1.0,1.0,,,1.0,,1.0,,,,,1.0,2.0,,1.0,1.0,3.0,10.0,,,,,,,2.0,,,,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,2.0,,,1.0,1.0,,,,3.0,,,1.0,1.0,,,,,0.5,,0.3333333333333333,,,0.5,,,0.3333333333333333,,,,,,,,,,,,105.0,19.0,9.75,19.0,9.75,0.3333333333333333,1.0,1.0,1.0,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,0.6666666666666666,0.5259,,,0.3333333333333333,0.5,,,10.7,22.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,False
1626181-1627826-1629599-1629611-202695,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Terance Mann, Kawhi Leonard","Powell, Zubac, Coffey, Mann, Leonard",1626181-1627826-1629599-1629611-202695,LAC,133.0,1,2.0,,5.0,4.0,4.0,,,9.0,1.0,1.0,1.0,1.0,,,,,,1.0,,2.0,2.0,1.0,1.0,2.0,9.0,9.0,,,,2.0,2.0,8.0,4.0,,3.0,1.0,2.0,1.0,3.0,,1.0,1.0,7.0,,,,,,,,,,,,,1.0,,,2.0,,,3.0,2.0,,,1.0,9.0,8.0,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.1666666666666667,,1.1666666666666667,1.125,,1.3333333333333333,0.3333333333333333,,,,,,,,,,,,97.44360902255639,16.2,13.0,16.2,13.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,0.3333333333333333,,,,,0.6666666666666666,0.4933166666666667,,0.4933166666666667,0.5,0.6666666666666666,,0.8888888888888888,4.85,26.7,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,False
1626181-1627826-1629599-1630527-1630538,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Brandon Boston Jr., Bones Hyland","Powell, Zubac, Coffey, Boston Jr., Hyland",1626181-1627826-1629599-1630527-1630538,LAC,101.0,1,2.0,-3.0,4.0,4.0,,,1.0,8.0,2.0,2.0,,,,,2.0,,,,,2.0,2.0,,2.0,,4.0,7.0,,,2.0,,,,4.0,,,,2.0,,2.0,,2.0,,4.0,1.0,,,1.0,1.0,1.0,2.0,,,,,,1.0,1.0,2.0,,,,,,,,,2.0,,,1.0,1.0,,,,,1.0,,0.5,1.0,,0.5,1.0,,0.5,1.0,,,0.5,1.0,0.5,,0.5,1.0,,,114.05940594059406,14.75,10.5,13.75,10.5,0.5,1.0,1.0,1.0,,,,,,0.5,,,,,,,,,1.0,0.6351,,,,,0.5,,1.7,23.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,False
1626181-1627826-1629599-1630527-202695,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Brandon Boston Jr., Kawhi Leonard","Powell, Zubac, Coffey, Boston Jr., Leonard",1626181-1627826-1629599-1630527-202695,LAC,177.0,1,3.0,3.0,6.0,6.0,,,,12.0,3.0,3.0,,1.0,1.0,,,,,,,3.0,5.0,,,2.0,8.0,5.0,,,,,,,4.0,2.0,,,2.0,,2.0,,2.0,,4.0,,,2.0,2.0,4.0,,4.0,,,,,,,,1.0,1.0,,,2.0,1.0,,,2.0,8.0,,,0.6666666666666666,0.6666666666666666,,,,,0.6,,0.6,,,0.6666666666666666,,,,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,,,,1.0,,97.62711864406779,11.5,18.0,11.5,17.666666666666668,0.6,1.0,1.0,0.6666666666666666,0.2,,,,0.2,,,,,,,,,,0.6,0.54506,,,0.16666666666666666,0.16666666666666666,,,6.94,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,False
1626181-1627826-1629599-1630538-201566,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Bones Hyland, Russell Westbrook","Powell, Zubac, Coffey, Hyland, Westbrook",1626181-1627826-1629599-1630538-201566,LAC,8.0,1,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,False
1626181-1627826-1629599-1630538-202331,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Bones Hyland, Paul George","Powell, Zubac, Coffey, Hyland, George",1626181-1627826-1629599-1630538-202331,LAC,303.0,3,5.0,-5.0,12.0,12.0,,,2.0,24.0,1.0,2.0,2.0,2.0,,,1.0,,,2.0,,3.0,4.0,1.0,3.0,2.0,11.0,16.0,,,2.0,,,,4.0,2.0,3.0,2.0,2.0,1.0,3.0,,,2.0,7.0,1.0,1.0,2.0,2.0,4.0,2.0,6.0,,,,,2.0,5.0,,,3.0,,,4.0,2.0,,,2.0,9.0,,,0.6666666666666666,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.75,,0.6428571428571429,1.0,,0.6111111111111112,1.0,,0.42857142857142855,0.5,1.0,0.6666666666666666,0.5,0.5714285714285714,0.6666666666666666,,1.0,0.5,0.5,,114.05940594059406,14.166666666666666,11.083333333333334,13.916666666666666,9.333333333333334,0.2857142857142857,0.5,0.5,,0.2857142857142857,1.0,1.0,1.0,,0.14285714285714285,,,,0.2857142857142857,,,,,0.7142857142857143,0.4799428571428571,,,0.2222222222222222,0.3333333333333333,0.18181818181818182,,6.55,24.866666666666664,,,,,1.0,,,,,,1.0,1.0,3.0,2.0,,2.0,,,0.6,0.5,0.5,1.0,,,,,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,False
1626181-1627826-1629599-1630538-202695,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Bones Hyland, Kawhi Leonard","Powell, Zubac, Coffey, Hyland, Leonard",1626181-1627826-1629599-1630538-202695,LAC,94.0,1,2.0,,3.0,3.0,,,,6.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,,3.0,,,,2.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,0.5,,0.75,,,,1.0,1.0,,91.91489361702128,17.666666666666668,13.666666666666666,17.666666666666668,12.333333333333334,,,,,,,,,,1.0,,,,,,,,,1.0,0.61695,,,,,,,,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,False
1626181-1627826-1629599-200782-202331,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, P.J. Tucker, Paul George","Powell, Zubac, Coffey, Tucker, George",1626181-1627826-1629599-200782-202331,LAC,190.0,1,3.0,3.0,6.0,6.0,,,,12.0,,,,,,1.0,1.0,,,2.0,,,,3.0,3.0,2.0,11.0,8.0,,,,,,,,,3.0,2.0,,1.0,1.0,1.0,,,3.0,,,1.0,2.0,3.0,,3.0,,,,,,2.0,,,1.0,,,2.0,1.0,,,1.0,11.0,,,,,0.3333333333333333,1.0,,1.0,,,1.5,,,1.375,,,1.0,1.0,,0.3333333333333333,,0.6,,,,,0.5,,90.94736842105263,13.0,18.666666666666668,13.0,15.0,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,,,,,1.0,0.54705,,,0.25,1.0,,,,24.599999999999998,,,,,2.0,,,,,,2.0,,2.0,2.0,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,False
1626181-1627826-1629599-201566-201935,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Russell Westbrook, James Harden","Powell, Zubac, Coffey, Westbrook, Harden",1626181-1627826-1629599-201566-201935,LAC,466.0,7,8.0,-4.0,16.0,20.0,11.0,8.0,2.0,36.0,1.0,1.0,1.0,2.0,,1.0,1.0,,,4.0,1.0,2.0,3.0,3.0,5.0,14.0,27.0,31.0,1.0,1.0,4.0,,,15.0,4.0,,9.0,4.0,2.0,3.0,5.0,1.0,1.0,1.0,13.0,1.0,1.0,3.0,2.0,5.0,2.0,7.0,1.0,1.0,1.0,,1.0,3.0,1.0,2.0,9.0,1.0,1.0,18.0,5.0,,,,23.0,13.0,10.0,1.0,1.0,1.0,0.6,1.0,0.6,0.6666666666666666,,0.8125,1.5,0.9,0.8125,1.0,0.8333333333333334,0.625,0.6666666666666666,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,,0.5,1.0,0.5,111.24463519313305,13.0,12.9,12.4375,12.8,0.125,1.0,1.0,1.0,0.25,0.5,0.5,1.0,,0.125,1.0,1.0,1.0,0.5,,,,1.0,0.75,0.47690625,0.4878,0.42501,0.38461538461538464,0.625,0.14814814814814814,0.5555555555555556,4.1000000000000005,27.419999999999998,0.6875,,,,2.0,2.0,4.0,3.0,5.0,6.0,2.0,2.0,2.0,1.0,3.0,,,0.6,0.6666666666666666,0.5,0.5,1.0,,,0.8,0.5,0.5,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,False
