EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,TsPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChancePointsPct,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,Fg3aBlocked,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,BlockedLongMidRange,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,PtsUnassisted3s,SelfOReb,Charge Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedShortMidRange,SecondChanceFg3Pct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,LongMidRangePctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,HeaveAttempts,FTOffRebounds,ThreePtShootingFoulsDrawn,BlockedCorner3,OffensiveGoaltends,Arc3PctBlocked,OffFTReboundPct,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawnPct,Transition Take Fouls Drawn,3SecondViolations,Transition Take Fouls,team_id,year,season,team_vs
1626167-1627741-1627783-1629614-1630167,1610612754,"Myles Turner, Buddy Hield, Pascal Siakam, Andrew Nembhard, Obi Toppin","Turner, Hield, Siakam, Nembhard, Toppin",1626167-1627741-1627783-1629614-1630167,IND,72.0,1,1.0,-2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.25,1.0,0.5,1.0,80.0,17.0,19.0,17.0,14.5,1.0,0.4312,0.5,0.5,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2024,2023-24,False
1626167-1627741-1627783-1629614-1630169,1610612754,"Myles Turner, Buddy Hield, Pascal Siakam, Andrew Nembhard, Tyrese Haliburton","Turner, Hield, Siakam, Nembhard, Haliburton",1626167-1627741-1627783-1629614-1630169,IND,327.0,1,5.0,8.0,12.0,11.0,23.0,2.0,6.0,,19.0,11.0,4.0,4.0,5.0,,,,17.0,0.7916666666666666,0.5714285714285714,0.5714285714285714,0.5,101.28440366972477,11.5,17.181818181818183,11.5,17.181818181818183,0.16666666666666666,0.567825,,,4.183333333333334,4.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,5.0,3.0,6.0,1.0,1.0,2.0,2.0,8.0,9.0,2.0,5.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,11.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.2,0.25,1.0,0.5,0.5,0.8333333333333334,1.0,0.7916666666666666,1.0,1.0,0.5,1.0,0.3333333333333333,0.25,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.75,0.75,0.3333333333333333,1.0,1.0,0.08333333333333333,1.0,1.0,1.0,0.4166666666666667,0.4,0.4,1.0,1.0,1.0,0.8333333333333334,0.4,0.10526315789473684,25.083333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2024,2023-24,False
1626167-1627741-1627783-1629614-1630174,1610612754,"Myles Turner, Buddy Hield, Pascal Siakam, Andrew Nembhard, Aaron Nesmith","Turner, Hield, Siakam, Nembhard, Nesmith",1626167-1627741-1627783-1629614-1630174,IND,3003.0,7,50.0,5.0,103.0,104.0,207.0,23.0,68.0,16.0,139.0,134.0,16.0,32.0,43.0,21.0,21.0,12.0,124.0,0.6747572815533981,0.7619047619047619,0.8108108108108109,0.875,99.26073926073927,13.504854368932039,15.5,13.145631067961165,15.278846153846153,0.24468085106382978,0.5215978723404255,0.11650485436893204,0.15584415584415584,7.7147058823529395,23.0,10.0,24.0,29.0,4.0,6.0,11.0,1.0,6.0,10.0,20.0,45.0,11.0,26.0,6.0,8.0,15.0,48.0,42.0,33.0,6.0,20.0,10.0,24.0,11.0,35.0,10.0,1.0,13.0,81.0,3.0,11.0,6.0,5.0,6.0,5.0,14.0,8.0,20.0,1.0,,1.0,1.0,0.5333333333333333,0.5714285714285714,1.0,0.4230769230769231,0.4230769230769231,0.6617647058823529,0.75,0.6542553191489362,0.6666666666666666,0.6818181818181818,0.2765957446808511,0.42857142857142855,0.21428571428571427,0.3055555555555556,0.1111111111111111,0.625,1.0,0.30851063829787234,0.8275862068965517,0.96,0.5416666666666666,0.4782608695652174,0.5789473684210527,0.06382978723404255,0.16666666666666666,0.2,1.0,0.2127659574468085,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,0.5851063829787234,0.5,0.1079136690647482,25.642307692307693,15.0,4.0,5.0,10.0,16.0,1.0,1.0,5.0,6.0,1.0,3.0,4.0,8.0,5.0,7.0,1.0,24.0,8.0,1.0,6.0,5.0,8.0,14.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,24.0,15.0,4.0,0.7142857142857143,0.5,0.7666666666666667,0.8,0.038461538461538464,0.11764705882352941,0.13793103448275862,0.17391304347826086,0.16666666666666666,1.0,0.36363636363636365,0.875,0.5,0.4166666666666667,0.16666666666666666,0.4,0.8,0.8571428571428571,1.0,0.5454545454545454,0.1702127659574468,0.625,0.625,0.5,0.1111111111111111,0.3333333333333333,0.8,0.06666666666666667,0.4,0.8333333333333334,0.57675,0.5410766666666668,0.17266187050359713,0.14563106796116504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2024,2023-24,False
1626167-1627741-1627783-1629614-1631097,1610612754,"Myles Turner, Buddy Hield, Pascal Siakam, Andrew Nembhard, Bennedict Mathurin","Turner, Hield, Siakam, Nembhard, Mathurin",1626167-1627741-1627783-1629614-1631097,IND,251.0,2,4.0,-6.0,11.0,11.0,22.0,4.0,7.0,2.0,7.0,13.0,2.0,5.0,7.0,1.0,2.0,,7.0,0.35,1.0,1.0,1.0,126.21513944223106,12.636363636363637,10.181818181818182,12.181818181818182,9.636363636363637,0.4444444444444444,0.47692222222222225,,,9.457142857142857,4.0,1.0,,2.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,,2.0,,3.0,,1.0,1.0,1.0,1.0,2.0,1.0,,,5.0,,2.0,,,1.0,,3.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.14285714285714285,,0.2777777777777778,,,0.2222222222222222,0.3333333333333333,,0.2857142857142857,,,1.0,0.2222222222222222,,,,,,0.1111111111111111,,,,0.1111111111111111,1.0,1.0,1.0,,,0.4444444444444444,1.0,,25.75,8.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,3.0,1.0,1.0,2.0,7.0,,,,1.0,2.0,2.0,1.0,,,1.0,2.0,,,2.0,,3.0,,,,,,,,7.0,8.0,,1.0,0.3333333333333333,0.625,0.7,,,,,,1.0,0.3333333333333333,1.0,0.5,0.25,,,1.0,1.0,,,0.1111111111111111,1.0,1.0,1.0,0.5,0.25,,,0.25,1.0,0.5306,0.463125,1.0,0.7272727272727273,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2024,2023-24,False
1626167-1627741-1627783-1629614-1641767,1610612754,"Myles Turner, Buddy Hield, Pascal Siakam, Andrew Nembhard, Ben Sheppard","Turner, Hield, Siakam, Nembhard, Sheppard",1626167-1627741-1627783-1629614-1641767,IND,274.0,2,5.0,5.0,10.0,9.0,19.0,2.0,4.0,1.0,12.0,7.0,3.0,6.0,6.0,2.0,2.0,1.0,12.0,0.6666666666666666,1.0,1.0,,99.85401459854015,12.2,16.88888888888889,12.2,16.88888888888889,0.25,0.5437875,0.1111111111111111,0.2,6.7,2.0,,1.0,1.0,,,2.0,1.0,1.0,,3.0,4.0,1.0,4.0,,,,6.0,2.0,3.0,,3.0,,3.0,1.0,4.0,,1.0,1.0,9.0,,,,,,,,1.0,1.0,,,,,0.75,0.75,1.0,0.25,0.25,1.0,,0.6875,,,0.5,,,,,1.0,,0.125,1.0,1.0,1.0,1.0,1.0,0.125,1.0,1.0,1.0,0.375,,,,,,0.625,,,25.35,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,1.0,,1.0,0.125,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2024,2023-24,False
1626167-1627741-1627783-1629614-204456,1610612754,"Myles Turner, Buddy Hield, Pascal Siakam, Andrew Nembhard, T.J. McConnell","Turner, Hield, Siakam, Nembhard, McConnell",1626167-1627741-1627783-1629614-204456,IND,31.0,1,1.0,-2.0,1.0,2.0,3.0,,,,,2.0,,,,,,,,,,,,139.3548387096774,18.0,6.5,18.0,6.5,,0.537,,,,2.0,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2024,2023-24,False
1626167-1627741-1627783-1630169-1630174,1610612754,"Myles Turner, Buddy Hield, Pascal Siakam, Tyrese Haliburton, Aaron Nesmith","Turner, Hield, Siakam, Haliburton, Nesmith",1626167-1627741-1627783-1630169-1630174,IND,2680.0,3,45.0,25.0,96.0,95.0,191.0,16.0,45.0,14.0,138.0,113.0,26.0,38.0,55.0,12.0,20.0,8.0,118.0,0.6782178217821783,0.7647058823529411,0.7346938775510204,0.6363636363636364,102.6268656716418,11.802083333333334,16.28421052631579,10.979166666666666,16.13684210526316,0.17204301075268819,0.5415069892473118,0.08163265306122448,0.16,6.042222222222222,22.0,15.0,18.0,24.0,4.0,6.0,4.0,3.0,5.0,21.0,43.0,26.0,24.0,48.0,4.0,6.0,20.0,30.0,22.0,66.0,6.0,43.0,21.0,15.0,22.0,37.0,19.0,3.0,9.0,96.0,10.0,17.0,3.0,2.0,7.0,1.0,12.0,8.0,21.0,9.0,4.0,10.0,8.0,0.5769230769230769,0.6521739130434783,0.9166666666666666,0.5,0.5,0.5777777777777777,0.6666666666666666,0.6666666666666666,0.7083333333333334,0.7142857142857143,0.5161290322580645,0.5833333333333334,0.4166666666666667,0.3953488372093023,0.4090909090909091,0.6666666666666666,0.8,0.25806451612903225,0.75,0.8181818181818182,0.5,0.25,0.36363636363636365,0.053763440860215055,0.6,0.6,1.0,0.46236559139784944,0.4883720930232558,0.4883720930232558,0.9047619047619048,0.5,0.6666666666666666,0.7741935483870968,0.4883720930232558,0.14492753623188406,26.077083333333334,12.0,1.0,1.0,4.0,5.0,1.0,,3.0,6.0,6.0,3.0,1.0,2.0,3.0,6.0,5.0,16.0,7.0,,3.0,3.0,7.0,10.0,2.0,1.0,,6.0,5.0,,,1.0,3.0,1.0,1.0,1.0,,,3.0,,,16.0,12.0,5.0,0.5,0.5,0.6875,0.6666666666666666,,0.15555555555555556,0.08333333333333333,0.3125,,1.0,0.3684210526315789,0.6666666666666666,0.6666666666666666,0.25,,0.5,0.85,0.6363636363636364,0.75,0.75,0.053763440860215055,0.8,0.8,0.75,0.08333333333333333,0.125,1.0,,0.75,0.5,0.5929,0.465525,0.11594202898550725,0.125,3.0,3.0,1.0,2.0,5.0,3.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,0.5,0.027777777777777776,0.25,1.0,1.0,0.4166666666666667,0.4,1.0,,,,,,,,,,,,,,,,,1610612754,2024,2023-24,False
1626167-1627741-1627783-1630169-1631097,1610612754,"Myles Turner, Buddy Hield, Pascal Siakam, Tyrese Haliburton, Bennedict Mathurin","Turner, Hield, Siakam, Haliburton, Mathurin",1626167-1627741-1627783-1630169-1631097,IND,4.0,1,,2.0,1.0,,1.0,,1.0,,2.0,,,,1.0,,,,,0.5,,,,360.0,4.0,,2.0,,,0.285525,,,20.6,,1.0,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,2.0,2.0,,,,,,1.0,,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,0.5,1.0,1.0,0.5,,1.0,1.0,,,,,,,,,,0.5,,,,,,,,,,0.5,,1.0,23.2,1.0,,,1.0,1.0,,1.0,,,,,1.0,1.0,,1.0,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,1.0,0.5,0.5,1.0,,,,1.0,,,,,,,1.0,,,,,0.5,1.0,1.0,1.0,,,,0.5,,,0.1998,0.285525,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2024,2023-24,False
1626167-1627741-1627783-1630169-1641767,1610612754,"Myles Turner, Buddy Hield, Pascal Siakam, Tyrese Haliburton, Ben Sheppard","Turner, Hield, Siakam, Haliburton, Sheppard",1626167-1627741-1627783-1630169-1641767,IND,80.0,1,1.0,-6.0,2.0,3.0,5.0,,,,,6.0,,,,,,,,,,,,90.0,22.0,12.0,22.0,12.0,,0.5121,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,25.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2024,2023-24,False
1626167-1627741-1627783-1630174-1641767,1610612754,"Myles Turner, Buddy Hield, Pascal Siakam, Aaron Nesmith, Ben Sheppard","Turner, Hield, Siakam, Nesmith, Sheppard",1626167-1627741-1627783-1630174-1641767,IND,165.0,1,3.0,-2.0,5.0,5.0,10.0,1.0,3.0,,7.0,9.0,,1.0,1.0,2.0,,,7.0,0.7,,1.0,,87.27272727272727,18.8,14.2,18.8,14.2,0.2,0.56079,,,5.733333333333333,,,1.0,2.0,,,1.0,,,1.0,2.0,2.0,1.0,2.0,,,,2.0,2.0,3.0,,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,5.0,,,,,,,,1.0,1.0,,,,,0.5,0.5,1.0,0.5,0.5,0.6666666666666666,,0.7,,,0.4,,,,,,,0.4,0.5,0.5,1.0,1.0,1.0,,,,,0.4,0.5,0.5,1.0,,,0.8,0.5,,25.75,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2024,2023-24,False
