EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,OpponentPoints,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,Fouls,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyOffPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,FtPoints,DefThreePtRebounds,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,DefThreePtReboundPct,DefArc3ReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,AtRimAssists,ShootingFouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceOffPoss,Corner3FGM,Corner3FGA,SecondChanceFtPoints,SecondChancePoints,Corner3Assists,OffThreePtRebounds,OffRebounds,LiveBallTurnovers,LostBallTurnovers,SecondChanceTsPct,LiveBallTurnoverPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChancePointsPct,BadPassTurnovers,Travels,DefAtRimReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,ShortMidRangeAssists,OffTwoPtRebounds,Steals,BadPassSteals,Loose Ball Fouls,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyCorner3FGM,PenaltyCorner3FGA,BlockedAtRim,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SelfOReb,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,HeaveAttempts,Fg2aBlocked,Fg3aBlocked,FTOffRebounds,FTDefRebounds,LostBallSteals,StepOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,DefensiveGoaltends,SecondChanceFg3Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffFTReboundPct,OffLongMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceTurnovers,OffensiveGoaltends,Corner3PctBlocked,Defensive 3 Seconds Violations,BlockedLongMidRange,BlockedCorner3,Clear Path Fouls,LongMidRangePctBlocked,Transition Take Fouls,3SecondViolations,Transition Take Fouls Drawn,HeaveMakes,team_id,year,season,team_vs
1626204-1627742-1629627-1630184-1630529,1610612740,"Larry Nance Jr., Brandon Ingram, Zion Williamson, Kira Lewis Jr., Herbert Jones","Nance Jr., Ingram, Williamson, Lewis Jr., Jones",1626204-1627742-1629627-1630184-1630529,NOP,45.0,1,1.0,-3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,64.0,16.0,29.0,16.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2024,2023-24,False
1626204-1627742-1629627-1630184-1630700,1610612740,"Larry Nance Jr., Brandon Ingram, Zion Williamson, Kira Lewis Jr., Dyson Daniels","Nance Jr., Ingram, Williamson, Lewis Jr., Daniels",1626204-1627742-1629627-1630184-1630700,NOP,16.0,1,,,,1.0,1.0,,,,,,90.0,,16.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2024,2023-24,False
1626204-1627742-1629627-1630230-1630631,1610612740,"Larry Nance Jr., Brandon Ingram, Zion Williamson, Naji Marshall, Jose Alvarado","Nance Jr., Ingram, Williamson, Marshall, Alvarado",1626204-1627742-1629627-1630230-1630631,NOP,57.0,1,1.0,2.0,1.0,1.0,2.0,,,,,,50.526315789473685,14.0,43.0,14.0,43.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4064,0.4064,1.0,20.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2024,2023-24,False
1626204-1627742-1629627-1630230-1630700,1610612740,"Larry Nance Jr., Brandon Ingram, Zion Williamson, Naji Marshall, Dyson Daniels","Nance Jr., Ingram, Williamson, Marshall, Daniels",1626204-1627742-1629627-1630230-1630700,NOP,66.0,2,1.0,-1.0,2.0,3.0,5.0,3.0,,1.0,1.0,,109.09090909090908,17.0,10.666666666666666,17.0,10.666666666666666,1.0,,,,,2.0,,,,,,,,,,1.0,1.0,2.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,0.5,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2024,2023-24,False
1626204-1627742-1629627-1630230-203468,1610612740,"Larry Nance Jr., Brandon Ingram, Zion Williamson, Naji Marshall, CJ McCollum","Nance Jr., Ingram, Williamson, Marshall, McCollum",1626204-1627742-1629627-1630230-203468,NOP,140.0,3,2.0,8.0,7.0,6.0,13.0,5.0,,,,1.0,133.7142857142857,6.142857142857143,16.166666666666668,6.142857142857143,16.166666666666668,7.0,,,2.0,2.0,13.0,2.0,2.0,13.0,2.0,1.0,2.0,,5.0,1.0,4.0,4.0,13.0,13.0,7.0,0.5,0.5,1.0,1.0,1.1666666666666667,1.1666666666666667,1.0833333333333333,1.0833333333333333,1.0,1.0,,,,,,0.5913666666666667,0.5913666666666667,1.0,4.25,1.0,4.0,6.0,3.0,,,3.0,6.0,2.0,1.0,1.0,0.4,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2024,2023-24,False
1626204-1627742-1629627-1630346-1630700,1610612740,"Larry Nance Jr., Brandon Ingram, Zion Williamson, Matt Ryan, Dyson Daniels","Nance Jr., Ingram, Williamson, Ryan, Daniels",1626204-1627742-1629627-1630346-1630700,NOP,214.0,5,4.0,7.0,9.0,7.0,16.0,4.0,,1.0,2.0,,107.66355140186916,13.0,13.857142857142858,13.0,13.142857142857142,3.0,,,2.0,3.0,11.0,,,2.0,4.0,2.0,3.0,,7.0,1.0,4.0,5.0,10.0,2.0,3.0,1.0,1.0,0.6666666666666666,,0.5833333333333334,,0.6111111111111112,0.25,1.0,0.8,,,,,,0.519075,0.49297499999999994,0.18181818181818182,3.466666666666667,0.3333333333333333,,4.0,3.0,1.0,1.0,3.0,6.0,1.0,0.75,0.75,0.14285714285714285,0.25,2.0,2.0,,,,1.0,,2.0,,2.0,1.0,3.0,,2.0,2.0,,3.0,2.0,,1.0,,2.0,,1.0,2.0,,,,,2.0,1.0,0.3333333333333333,,0.3333333333333333,0.5,1.0,,,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,,,0.3333333333333333,,,,,,1.0,,0.8333333333333334,,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.5,0.16666666666666666,1.0,1.0,1.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2024,2023-24,False
1626204-1627742-1629627-1630346-1641722,1610612740,"Larry Nance Jr., Brandon Ingram, Zion Williamson, Matt Ryan, Jordan Hawkins","Nance Jr., Ingram, Williamson, Ryan, Hawkins",1626204-1627742-1629627-1630346-1641722,NOP,54.0,1,1.0,-7.0,2.0,3.0,5.0,7.0,,,1.0,,133.33333333333334,18.5,5.666666666666667,18.5,3.6666666666666665,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.398,,,5.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2024,2023-24,False
1626204-1627742-1629627-1630346-203468,1610612740,"Larry Nance Jr., Brandon Ingram, Zion Williamson, Matt Ryan, CJ McCollum","Nance Jr., Ingram, Williamson, Ryan, McCollum",1626204-1627742-1629627-1630346-203468,NOP,84.0,1,1.0,,3.0,3.0,6.0,2.0,,1.0,1.0,,102.85714285714286,14.0,14.0,14.0,14.0,,,,1.0,1.0,2.0,,,,,,,,,1.0,2.0,2.0,2.0,,,,,1.0,,0.5,,0.5,,1.0,1.0,,,,,,0.4134,,,4.7,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,0.5,,,,,,,,0.5,1.0,1.0,0.5,,,,,,,,0.5,,25.4,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2024,2023-24,False
1626204-1627742-1629627-1630526-1630700,1610612740,"Larry Nance Jr., Brandon Ingram, Zion Williamson, Jeremiah Robinson-Earl, Dyson Daniels","Nance Jr., Ingram, Williamson, Robinson-Earl, Daniels",1626204-1627742-1629627-1630526-1630700,NOP,1.0,1,,-1.0,,1.0,1.0,1.0,,,,1.0,1440.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2024,2023-24,False
1626204-1627742-1629627-1630529-1630530,1610612740,"Larry Nance Jr., Brandon Ingram, Zion Williamson, Herbert Jones, Trey Murphy III","Nance Jr., Ingram, Williamson, Jones, Murphy III",1626204-1627742-1629627-1630529-1630530,NOP,489.0,3,8.0,-1.0,16.0,17.0,33.0,16.0,,,1.0,3.0,97.17791411042944,18.25,11.588235294117647,18.1875,11.176470588235293,5.0,,,6.0,9.0,15.0,4.0,4.0,9.0,10.0,5.0,5.0,,10.0,4.0,8.0,11.0,11.0,9.0,5.0,0.8333333333333334,1.0,0.6666666666666666,1.0,0.35294117647058826,1.0,0.39473684210526316,0.9,1.0,1.0,1.0,,,,,0.5935294117647059,0.586475,0.6,2.3333333333333335,0.3125,6.0,3.0,4.0,,,4.0,5.0,3.0,1.0,1.0,0.15789473684210525,0.2727272727272727,5.0,8.0,3.0,3.0,1.0,1.0,,6.0,,,,8.0,,,1.0,2.0,,6.0,,,,4.0,2.0,,,,,,,,,,,,0.47058823529411764,1.0,1.0,,0.47058823529411764,0.625,0.625,0.8,0.058823529411764705,1.0,1.0,0.35294117647058826,,,,0.75,1.0,,,0.9411764705882353,,25.5125,2.0,,2.0,2.0,4.0,,2.0,3.0,1.0,,0.6666666666666666,1.0,0.25,0.2727272727272727,0.16666666666666666,0.11764705882352941,,,,0.26666666666666666,1.0,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,0.5,0.6033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2024,2023-24,False
