EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsUnassisted2s,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,Fouls,Loose Ball Fouls,FoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PlusMinus,LostBallOutOfBoundsTurnovers,SecondChanceOffPoss,Corner3FGM,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,FG3M,FG3A,SecondChanceFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffRebounds,Steals,LostBallSteals,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceArc3Frequency,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,AtRimAssists,LongMidRangeAssists,OffTwoPtRebounds,ShootingFouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,PenaltyFG3A,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,LiveBallTurnoverPct,DefFTReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,ThreePtShootingFoulsDrawnPct,BadPassSteals,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,SecondChanceTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,DefAtRimReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,PenaltyCorner3FGA,OffAtRimReboundPct,PenaltyCorner3Frequency,Fg3aBlocked,SelfOReb,BlockedAtRim,BlockedLongMidRange,RecoveredBlocks,FG3APctBlocked,Arc3PctBlocked,SelfORebPct,BlocksRecoveredPct,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,AtRimPctBlocked,Charge Fouls,2pt And 1 Free Throw Trips,FTOffRebounds,Offensive Fouls Drawn,Technical Free Throw Trips,OffFTReboundPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,Travels,Charge Fouls Drawn,Loose Ball Fouls Drawn,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Corner3PctBlocked,SecondChanceAtRimPctAssisted,Transition Take Fouls,DefensiveGoaltends,Blocked3s,BlockedCorner3,HeaveAttempts,OffensiveGoaltends,BlockedArc3,Transition Take Fouls Drawn,HeaveMakes,team_id,year,season,team_vs
101108-1626172-1627780-1630228-1630541,1610612744,"Chris Paul, Kevon Looney, Gary Payton II, Jonathan Kuminga, Moses Moody","Paul, Looney, Payton II, Kuminga, Moody",101108-1626172-1627780-1630228-1630541,GSW,128.0,3,2.0,4.0,4.0,8.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,1.0,0.5,0.5,1.0,1.0,90.0,13.0,19.0,13.0,18.5,0.3333333333333333,0.6666666666666666,0.5,0.5,0.3333333333333333,0.45163333333333333,5.133333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2024,2023-24,False
101108-1626172-1627780-1630228-1641764,1610612744,"Chris Paul, Kevon Looney, Gary Payton II, Jonathan Kuminga, Brandin Podziemski","Paul, Looney, Payton II, Kuminga, Podziemski",101108-1626172-1627780-1630228-1641764,GSW,46.0,1,1.0,1.0,2.0,3.0,,,,,,,4.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,93.91304347826086,13.0,16.5,13.0,16.5,,,,,,,,-4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2024,2023-24,False
101108-1626172-1627780-1630228-201939,1610612744,"Chris Paul, Kevon Looney, Gary Payton II, Jonathan Kuminga, Stephen Curry","Paul, Looney, Payton II, Kuminga, Curry",101108-1626172-1627780-1630228-201939,GSW,97.0,1,2.0,3.0,4.0,7.0,,1.0,1.0,1.0,1.0,5.0,2.0,,2.0,,2.0,3.0,,,,,,1.0,,,,5.0,1.0,0.625,0.625,,1.0,1.0,,1.0,1.0,103.91752577319588,17.666666666666668,11.0,14.666666666666666,8.75,,0.25,1.0,1.0,0.75,0.5278,6.0,3.0,,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.75,0.5,0.5,0.5,1.0,0.25,1.0,1.0,1.0,0.5,1.0,25.633333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2024,2023-24,False
101108-1626172-1627780-1630228-202691,1610612744,"Chris Paul, Kevon Looney, Gary Payton II, Jonathan Kuminga, Klay Thompson","Paul, Looney, Payton II, Kuminga, Thompson",101108-1626172-1627780-1630228-202691,GSW,428.0,6,7.0,12.0,15.0,27.0,1.0,3.0,6.0,5.0,10.0,18.0,19.0,4.0,4.0,1.0,5.0,9.0,,1.0,1.0,4.0,1.0,2.0,,,,14.0,0.5,0.5714285714285714,0.6,0.3333333333333333,1.0,0.7142857142857143,,1.0,1.0,90.8411214953271,17.666666666666668,14.4,14.916666666666666,13.066666666666666,0.07142857142857142,0.42857142857142855,0.5,0.6,0.35714285714285715,0.46053214285714283,11.3,-1.0,1.0,3.0,,1.0,3.0,1.0,2.0,4.0,1.0,6.0,3.0,3.0,3.0,1.0,4.0,,1.0,9.0,2.0,4.0,1.0,1.0,0.6,0.6,0.5,0.5,0.5,0.2857142857142857,1.0,0.5714285714285714,1.0,0.3333333333333333,0.07142857142857142,,,,0.21428571428571427,0.3333333333333333,25.95,2.0,5.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,0.5,0.5,0.3333333333333333,0.5,0.5,0.6666666666666666,0.1,0.16666666666666666,0.4,0.3333333333333333,0.5,1.0,0.5,1.0,1.0,1.0,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.3711,0.44505,0.06666666666666667,0.09090909090909091,0.2222222222222222,0.2222222222222222,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2024,2023-24,False
101108-1626172-1627780-1630228-203952,1610612744,"Chris Paul, Kevon Looney, Gary Payton II, Jonathan Kuminga, Andrew Wiggins","Paul, Looney, Payton II, Kuminga, Wiggins",101108-1626172-1627780-1630228-203952,GSW,14.0,1,,1.0,1.0,2.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,205.71428571428572,3.0,11.0,,11.0,,,,,,,,-1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2024,2023-24,False
101108-1626172-1627780-1630541-1641764,1610612744,"Chris Paul, Kevon Looney, Gary Payton II, Moses Moody, Brandin Podziemski","Paul, Looney, Payton II, Moody, Podziemski",101108-1626172-1627780-1630541-1641764,GSW,790.0,5,13.0,25.0,28.0,53.0,4.0,,3.0,3.0,9.0,22.0,35.0,2.0,8.0,1.0,11.0,12.0,1.0,2.0,5.0,9.0,,5.0,,,,20.0,0.3333333333333333,0.4166666666666667,0.5238095238095238,0.5,0.8,0.75,,0.7777777777777778,1.0,96.60759493670886,15.68,14.214285714285714,15.04,13.571428571428571,0.2222222222222222,0.16666666666666666,,,0.7222222222222222,0.5254249999999999,6.7444444444444445,-13.0,,2.0,1.0,2.0,7.0,,3.0,9.0,,4.0,6.0,7.0,2.0,2.0,4.0,1.0,,10.0,1.0,1.0,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,0.08333333333333333,0.2,,0.1111111111111111,0.5,0.5,1.0,0.3888888888888889,,25.799999999999997,6.0,15.0,2.0,1.0,2.0,2.0,7.0,,1.0,2.0,2.0,1.0,2.0,,2.0,3.0,2.0,1.0,1.0,2.0,,,5.0,7.0,3.0,2.0,6.0,,0.5,,0.25,0.5,0.25,0.1111111111111111,0.3333333333333333,,,,,0.5,0.5,0.5,1.0,0.1111111111111111,0.5,0.5,,0.2857142857142857,0.2857142857142857,0.5,0.2857142857142857,,0.533675,0.19047619047619047,0.25,0.09090909090909091,0.09090909090909091,0.24,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.6,0.6666666666666666,0.5,0.5,0.5,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2024,2023-24,False
101108-1626172-1627780-1630541-202691,1610612744,"Chris Paul, Kevon Looney, Gary Payton II, Moses Moody, Klay Thompson","Paul, Looney, Payton II, Moody, Thompson",101108-1626172-1627780-1630541-202691,GSW,316.0,2,5.0,11.0,10.0,21.0,2.0,2.0,3.0,6.0,7.0,16.0,7.0,4.0,2.0,3.0,6.0,6.0,,,,2.0,1.0,1.0,,,,16.0,0.8571428571428571,0.75,0.7272727272727273,1.0,0.6666666666666666,0.8333333333333334,1.0,0.5,1.0,95.69620253164557,14.272727272727273,15.9,14.272727272727273,14.7,0.2,0.3,0.6666666666666666,0.6666666666666666,0.5,0.462915,8.471428571428572,9.0,,,,,3.0,,1.0,3.0,,8.0,3.0,3.0,4.0,1.0,5.0,,1.0,11.0,,,1.0,,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3,,,,0.5,,,,,0.3,,27.333333333333332,,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,1.0,,1.0,2.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,0.09090909090909091,0.125,,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2024,2023-24,False
101108-1626172-1627780-1631311-201939,1610612744,"Chris Paul, Kevon Looney, Gary Payton II, Lester Quinones, Stephen Curry","Paul, Looney, Payton II, Quinones, Curry",101108-1626172-1627780-1631311-201939,GSW,59.0,1,1.0,2.0,1.0,3.0,,,,,1.0,3.0,,,1.0,,1.0,2.0,,,,,,,,,,3.0,,0.5,0.5,,1.0,1.0,,1.0,,73.22033898305085,16.5,26.0,12.5,26.0,,,,,0.6666666666666666,0.5224833333333333,15.1,3.0,,1.0,,1.0,1.0,,1.0,2.0,1.0,,,1.0,,,,,,,,1.0,,,,,,0.5,0.5,0.6666666666666666,,0.5,,,0.3333333333333333,,,,0.3333333333333333,,26.0,,,,,1.0,1.0,,,,,,,,,,3.0,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,0.3333333333333333,,,,1.0,1.0,,1.0,0.60285,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2024,2023-24,False
101108-1626172-1627780-1631311-202691,1610612744,"Chris Paul, Kevon Looney, Gary Payton II, Lester Quinones, Klay Thompson","Paul, Looney, Payton II, Quinones, Thompson",101108-1626172-1627780-1631311-202691,GSW,96.0,1,2.0,4.0,4.0,8.0,1.0,,,1.0,2.0,2.0,6.0,2.0,,,,1.0,,,1.0,,,,,,,,0.5,0.25,0.25,,,,,,,120.0,15.25,8.75,15.25,8.75,0.25,,,,0.75,0.5544375,8.05,-4.0,,1.0,,1.0,1.0,,,2.0,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,0.5,,0.3333333333333333,,,0.25,,,,0.25,,26.35,,,1.0,,1.0,,,1.0,1.0,,2.0,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,1.0,,,,1.0,,1.0,,,1.0,1.0,,0.25,,,,,,,,0.6132,,,,1.0,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2024,2023-24,False
101108-1626172-1627780-1641764-201939,1610612744,"Chris Paul, Kevon Looney, Gary Payton II, Brandin Podziemski, Stephen Curry","Paul, Looney, Payton II, Podziemski, Curry",101108-1626172-1627780-1641764-201939,GSW,41.0,1,1.0,1.0,1.0,2.0,,,,,,3.0,,,,1.0,1.0,1.0,,,,,,1.0,,,,3.0,,1.5,1.5,1.0,,1.0,,,,70.2439024390244,23.0,18.0,23.0,18.0,,,,,1.0,0.546,,3.0,,,,,1.0,,1.0,1.0,,,3.0,1.0,,1.0,1.0,,,3.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,27.2,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2024,2023-24,False
