EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,Fg2aBlocked,LostBallSteals,Blocked2s,BlockedShortMidRange,Blocks,FG2APctBlocked,LongMidRangePctBlocked,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShootingFouls,PenaltyOffPoss,SecondChanceOffPoss,Corner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,DeadBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,NonShootingFoulsDrawn,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Technical Free Throw Trips,DefCorner3ReboundPct,SecondChanceAtRimFGA,FTDefRebounds,DefFTReboundPct,OffArc3ReboundPct,SecondChanceAtRimFrequency,Offensive Fouls,BadPassOutOfBoundsTurnovers,Travels,RecoveredBlocks,BlocksRecoveredPct,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,SecondChancePointsPct,LongMidRangeFGM,LongMidRangeAssists,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,AtRimPctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFGA,PenaltyAtRimFrequency,SecondChanceArc3FGM,SelfOReb,BlockedAtRim,OffAtRimReboundPct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFGM,PenaltyAtRimAccuracy,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
1626153-1628389-1628997-1629130-1629639,1610612748,"Delon Wright, Bam Adebayo, Caleb Martin, Duncan Robinson, Tyler Herro","Wright, Adebayo, Martin, Robinson, Herro",1626153-1628389-1628997-1629130-1629639,MIA,312.0,2,5.0,2.0,9.0,10.0,3.0,19,4.0,4.0,1.0,1.0,1.0,2.0,4.0,5.0,1.0,3.0,1.0,12.0,10.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,12.0,2.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.8,0.6875,0.75,0.375,1.0,1.0,0.3333333333333333,0.6,1.0,1.0,0.5,87.6923076923077,12.777777777777779,19.7,12.777777777777779,19.3,0.5,1.0,1.0,0.5,0.125,0.125,0.25,0.5,0.5,1.0,0.875,0.5,0.57145625,0.125,0.2,5.5,24.900000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,False
1626153-1628389-1628997-1629312-1629639,1610612748,"Delon Wright, Bam Adebayo, Caleb Martin, Haywood Highsmith, Tyler Herro","Wright, Adebayo, Martin, Highsmith, Herro",1626153-1628389-1628997-1629312-1629639,MIA,129.0,1,2.0,-1.0,5.0,5.0,5.0,10,1.0,1.0,1.0,,,1.0,2.0,4.0,,1.0,,4.0,5.0,,4.0,,1.0,,,,,,,,,2.0,2.0,2.0,1.0,,,,,,,,,,,4.0,,,,,,,0.5,0.4,0.4,0.2,,0.6666666666666666,,0.5,,,,111.62790697674419,12.4,13.4,12.4,11.2,0.2,1.0,1.0,,0.2,,0.2,,,,0.4,,0.50523,,,9.6,25.4,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.6666666666666666,0.4,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,False
1626153-1628389-1628997-1629312-1631170,1610612748,"Delon Wright, Bam Adebayo, Caleb Martin, Haywood Highsmith, Jaime Jaquez Jr.","Wright, Adebayo, Martin, Highsmith, Jaquez Jr.",1626153-1628389-1628997-1629312-1631170,MIA,32.0,1,1.0,-2.0,,2.0,2.0,2,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,90.0,,15.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,False
1626153-1628389-1628997-1629639-1631107,1610612748,"Delon Wright, Bam Adebayo, Caleb Martin, Tyler Herro, Nikola Jovic","Wright, Adebayo, Martin, Herro, Jovic",1626153-1628389-1628997-1629639-1631107,MIA,918.0,3,15.0,-4.0,31.0,30.0,13.0,61,1.0,1.0,1.0,2.0,5.0,8.0,8.0,15.0,6.0,10.0,5.0,39.0,43.0,2.0,14.0,15.0,8.0,5.0,1.0,5.0,6.0,4.0,,17.0,5.0,4.0,9.0,11.0,1.0,1.0,4.0,2.0,5.0,4.0,1.0,5.0,6.0,,2.0,39.0,1.0,0.125,0.125,0.8333333333333334,0.6,0.6,0.5333333333333333,0.68,0.6964285714285714,0.4,0.8,0.8,0.625,0.6923076923076923,0.5,1.0,0.625,95.68627450980392,14.870967741935484,15.233333333333333,14.709677419354838,14.633333333333333,0.04,1.0,1.0,,0.04,0.08,0.32,0.625,0.625,0.8,0.44,0.625,0.5001680000000001,0.07407407407407407,0.11764705882352941,9.233333333333333,26.23,7.0,13.0,2.0,,,,,0.13333333333333333,,1.0,0.52,0.5384615384615384,0.6363636363636364,,14.0,2.0,1.0,1.0,4.0,5.0,1.0,3.0,5.0,4.0,6.0,3.0,21.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,21.0,14.0,1.0,0.6666666666666666,0.6,0.8181818181818182,0.8076923076923077,0.15384615384615385,0.14285714285714285,0.25,0.18181818181818182,0.16666666666666666,1.0,0.14285714285714285,0.5,0.5,1.0,0.09090909090909091,0.45454545454545453,0.8,0.50665,0.5384615384615384,0.45161290322580644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,False
1626153-1628389-1628997-1629639-1631170,1610612748,"Delon Wright, Bam Adebayo, Caleb Martin, Tyler Herro, Jaime Jaquez Jr.","Wright, Adebayo, Martin, Herro, Jaquez Jr.",1626153-1628389-1628997-1629639-1631170,MIA,25.0,1,,,,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,57.599999999999994,,15.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,False
1626153-1628389-1628997-1629639-201988,1610612748,"Delon Wright, Bam Adebayo, Caleb Martin, Tyler Herro, Patty Mills","Wright, Adebayo, Martin, Herro, Mills",1626153-1628389-1628997-1629639-201988,MIA,411.0,1,7.0,-4.0,16.0,15.0,11.0,31,2.0,2.0,4.0,2.0,,3.0,4.0,11.0,,5.0,1.0,9.0,13.0,4.0,4.0,,3.0,,2.0,,2.0,,1.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,,,,4.0,,1.0,1.0,,,9.0,,0.5,0.5,,,,0.36363636363636365,0.25,0.25,0.3125,,1.0,0.5,0.75,,1.0,,108.61313868613139,14.25,12.2,14.25,11.2,0.125,1.0,1.0,0.5,0.25,0.125,0.1875,,,,0.4375,,0.514915625,,,11.354545454545455,25.6,2.0,5.0,,1.0,,,,,,,0.3125,0.4,0.4,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,0.5,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,False
1626153-1628389-1629130-1629312-1629639,1610612748,"Delon Wright, Bam Adebayo, Duncan Robinson, Haywood Highsmith, Tyler Herro","Wright, Adebayo, Robinson, Highsmith, Herro",1626153-1628389-1629130-1629312-1629639,MIA,396.0,2,7.0,-5.0,12.0,12.0,,24,1.0,2.0,1.0,1.0,1.0,6.0,2.0,5.0,2.0,7.0,,10.0,15.0,2.0,2.0,6.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,2.0,1.0,4.0,5.0,,,1.0,,1.0,3.0,,2.0,,,,10.0,,0.5,0.5,1.0,0.2857142857142857,0.2857142857142857,0.4,0.4166666666666667,0.4166666666666667,0.5833333333333334,1.0,1.0,0.6666666666666666,0.75,,,0.6666666666666666,87.27272727272728,18.583333333333332,14.416666666666666,18.5,14.333333333333334,0.16666666666666666,0.5,0.5,1.0,0.08333333333333333,0.08333333333333333,0.5,0.16666666666666666,0.16666666666666666,1.0,0.75,0.16666666666666666,0.507275,,,8.459999999999999,26.62857142857143,1.0,2.0,,,,,,,,1.0,0.16666666666666666,0.5,0.5,3.0,,1.0,1.0,,,,1.0,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,0.2,0.125,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,False
1626153-1628389-1629130-1629312-1631170,1610612748,"Delon Wright, Bam Adebayo, Duncan Robinson, Haywood Highsmith, Jaime Jaquez Jr.","Wright, Adebayo, Robinson, Highsmith, Jaquez Jr.",1626153-1628389-1629130-1629312-1631170,MIA,115.0,1,2.0,-1.0,4.0,3.0,3.0,7,,,1.0,,1.0,1.0,,2.0,1.0,1.0,,3.0,4.0,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,2.0,,,,3.0,,,,,1.0,1.0,,0.5,0.5,0.3333333333333333,,1.0,,1.0,,1.0,,87.65217391304347,18.75,13.333333333333334,18.75,13.333333333333334,,,,,0.3333333333333333,,0.3333333333333333,1.0,1.0,,0.3333333333333333,1.0,0.4256166666666667,,,9.4,25.3,,1.0,,,,,,,,,0.3333333333333333,,,,3.0,,,,1.0,1.0,,,1.0,1.0,1.0,,3.0,3.0,,,,,,1.0,,,1.0,,,,3.0,3.0,,1.0,,0.75,0.75,,,,,,,,,,,,0.5,1.0,0.449325,1.0,0.75,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,False
1626153-1628389-1629312-1629639-1631107,1610612748,"Delon Wright, Bam Adebayo, Haywood Highsmith, Tyler Herro, Nikola Jovic","Wright, Adebayo, Highsmith, Herro, Jovic",1626153-1628389-1629312-1629639-1631107,MIA,80.0,1,1.0,-1.0,3.0,2.0,,5,1.0,1.0,1.0,,,,1.0,3.0,,,,2.0,3.0,,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,90.0,14.0,19.0,14.0,19.0,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,,,0.3333333333333333,,0.46953333333333336,,,11.233333333333334,,,1.0,1.0,,,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,False
1626153-1628389-1629312-1629639-1631170,1610612748,"Delon Wright, Bam Adebayo, Haywood Highsmith, Tyler Herro, Jaime Jaquez Jr.","Wright, Adebayo, Highsmith, Herro, Jaquez Jr.",1626153-1628389-1629312-1629639-1631170,MIA,138.0,1,2.0,5.0,6.0,5.0,,11,,,,1.0,,,2.0,3.0,,1.0,1.0,5.0,,,4.0,,,,,,,,,,1.0,3.0,4.0,4.0,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,,,,,,,0.6666666666666666,0.5,0.625,0.25,,1.0,1.0,1.0,,,1.0,114.78260869565219,7.666666666666667,18.4,7.666666666666667,18.4,,,,,,0.25,,,,,0.25,,0.47135,0.25,0.3333333333333333,7.1000000000000005,23.7,2.0,3.0,,,1.0,1.0,1.0,,,1.0,0.75,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2024,2023-24,False
