EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,DefThreePtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,ThreePtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Loose Ball Fouls,Corner3FGM,Corner3Assists,Offensive Fouls Drawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Loose Ball Fouls Drawn,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,PtsUnassisted3s,LongMidRangeAssists,FTDefRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,Travels,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedAtRim,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,DefFTReboundPct,DefAtRimReboundPct,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,Blocked3s,BlockedCorner3,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGM,FTOffRebounds,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Charge Fouls Drawn,Transition Take Fouls Drawn,DefensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,OffLongMidRangeReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,SecondChanceArc3PctAssisted,3SecondViolations,HeaveAttempts,BlockedArc3,Transition Take Fouls,Corner3PctBlocked,OffensiveGoaltends,team_id,year,season,team_vs
1627749-1628981-1629027-1629631-1630180,1610612737,"Dejounte Murray, Bruno Fernando, Trae Young, De'Andre Hunter, Saddiq Bey","Murray, Fernando, Young, Hunter, Bey",1627749-1628981-1629027-1629631-1630180,ATL,90.0,1,2.0,1.0,2.0,3.0,2.0,3.0,5.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,2.0,0.5,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,80.0,12.5,21.666666666666668,12.5,21.0,1.0,0.5,0.5,0.26555,0.26555,0.3333333333333333,1.0,1.0,19.05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2024,2023-24,False
1627749-1628981-1629027-1629631-203992,1610612737,"Dejounte Murray, Bruno Fernando, Trae Young, De'Andre Hunter, Bogdan Bogdanovic","Murray, Fernando, Young, Hunter, Bogdanovic",1627749-1628981-1629027-1629631-203992,ATL,798.0,1,13.0,-27.0,31.0,30.0,8.0,7.0,61.0,,,7.0,13.0,9.0,29.0,56.0,2.0,4.0,2.0,6.0,6.0,3.0,4.0,4.0,5.0,9.0,1.0,29.0,6.0,8.0,0.5384615384615384,0.5,0.5,0.5,0.6041666666666666,0.6,0.75,0.5714285714285714,0.6666666666666666,110.07518796992481,13.35483870967742,12.8,13.35483870967742,12.733333333333333,,,,0.5173525,0.49145,0.13043478260869565,0.125,0.20689655172413793,6.915384615384616,0.25806451612903225,2.0,4.0,1.0,1.0,5.0,9.0,3.0,2.0,4.0,2.0,7.0,8.0,6.0,4.0,2.0,2.0,4.0,2.0,6.0,2.0,1.0,3.0,14.0,1.0,2.0,2.0,5.0,4.0,1.0,1.0,6.0,2.0,4.0,5.0,1.0,2.0,1.0,1.0,0.5714285714285714,0.5714285714285714,1.0,0.2857142857142857,0.2857142857142857,0.35,0.15384615384615385,0.25,0.1111111111111111,0.8333333333333334,0.3333333333333333,0.3333333333333333,1.0,0.2,0.5,0.6666666666666666,0.5,0.45,0.5555555555555556,0.625,0.6,0.15,0.2,0.5,0.5,1.0,0.25,1.0,0.55,0.5,0.13333333333333333,25.214285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2024,2023-24,False
1627749-1628981-1629027-1630180-1630552,1610612737,"Dejounte Murray, Bruno Fernando, Trae Young, Saddiq Bey, Jalen Johnson","Murray, Fernando, Young, Bey, Johnson",1627749-1628981-1629027-1630180-1630552,ATL,606.0,1,10.0,-13.0,18.0,19.0,,,37.0,,,7.0,15.0,2.0,16.0,29.0,,,,,2.0,3.0,7.0,15.0,2.0,2.0,,6.0,,,0.4666666666666667,,0.30434782608695654,,0.3333333333333333,,0.75,0.7,0.75,87.92079207920793,17.5,15.31578947368421,15.166666666666666,14.789473684210526,,,,0.577104347826087,,0.041666666666666664,,,4.1866666666666665,,6.0,11.0,,,1.0,4.0,2.0,,6.0,,8.0,12.0,,6.0,,1.0,6.0,,6.0,,5.0,1.0,12.0,4.0,,,1.0,1.0,1.0,,2.0,,2.0,4.0,,1.0,,,0.8571428571428571,1.0,,,,0.34782608695652173,0.06666666666666667,0.09090909090909091,,0.5,0.6666666666666666,0.75,,0.4782608695652174,0.5454545454545454,0.6,0.8333333333333334,0.17391304347826086,0.25,0.25,1.0,0.08695652173913043,0.2608695652173913,,,,,,0.8260869565217391,,0.0625,25.4625,6.0,3.0,4.0,1.0,4.0,6.0,1.0,2.0,10.0,2.0,3.0,5.0,8.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,0.6666666666666666,0.5714285714285714,0.625,0.625,0.375,0.5,0.8,0.3333333333333333,0.3333333333333333,0.5,1.0,0.26666666666666666,1.0,0.5714285714285714,0.75,0.6666666666666666,0.14285714285714285,0.5332125,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2024,2023-24,False
1627749-1628981-1629027-1630180-202083,1610612737,"Dejounte Murray, Bruno Fernando, Trae Young, Saddiq Bey, Wesley Matthews","Murray, Fernando, Young, Bey, Matthews",1627749-1628981-1629027-1630180-202083,ATL,97.0,1,2.0,4.0,3.0,3.0,,,6.0,,,1.0,2.0,1.0,6.0,2.0,,,,,2.0,1.0,2.0,3.0,2.0,2.0,,6.0,,,0.5,,0.8333333333333334,,0.75,,1.0,1.0,1.0,89.0721649484536,12.333333333333334,20.0,12.333333333333334,20.0,,,,0.5446166666666666,,0.25,,,4.05,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,3.0,1.0,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,0.3333333333333333,0.5,,1.0,,1.0,1.0,,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,,0.3333333333333333,1.0,1.0,1.0,,,0.6666666666666666,1.0,0.3333333333333333,32.8,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2024,2023-24,False
1627749-1628981-1629027-1630180-203992,1610612737,"Dejounte Murray, Bruno Fernando, Trae Young, Saddiq Bey, Bogdan Bogdanovic","Murray, Fernando, Young, Bey, Bogdanovic",1627749-1628981-1629027-1630180-203992,ATL,89.0,1,1.0,,3.0,3.0,,3.0,6.0,,,,,2.0,2.0,2.0,,,,,,1.0,1.0,1.0,1.0,2.0,,2.0,,,,,,,0.5,,1.0,1.0,1.0,97.07865168539325,12.666666666666666,17.0,12.666666666666666,17.0,,,,0.5265,,0.5,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,25.9,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2024,2023-24,False
1627749-1628981-1629027-1630552-203992,1610612737,"Dejounte Murray, Bruno Fernando, Trae Young, Jalen Johnson, Bogdan Bogdanovic","Murray, Fernando, Young, Johnson, Bogdanovic",1627749-1628981-1629027-1630552-203992,ATL,118.0,1,2.0,2.0,4.0,4.0,1.0,,8.0,,,1.0,2.0,,5.0,3.0,1.0,1.0,,2.0,,1.0,1.0,1.0,2.0,,,5.0,2.0,1.0,0.5,1.0,0.625,1.0,0.625,1.0,1.0,1.0,1.0,97.6271186440678,17.5,12.0,17.5,12.0,,,,0.4886125,0.3151,,,0.4,8.25,0.25,,,,,1.0,2.0,2.0,,,1.0,2.0,2.0,3.0,,,,1.0,1.0,2.0,,,1.0,5.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,0.5,0.5,,,,,,,,,,,,0.5,0.5,0.5,1.0,0.5,,,,,,,0.5,,,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2024,2023-24,False
1627749-1628981-1629631-1629685-1630235,1610612737,"Dejounte Murray, Bruno Fernando, De'Andre Hunter, Dylan Windler, Trent Forrest","Murray, Fernando, Hunter, Windler, Forrest",1627749-1628981-1629631-1629685-1630235,ATL,12.0,1,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,120.0,,12.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2024,2023-24,False
1627749-1628981-1629631-1629726-1630180,1610612737,"Dejounte Murray, Bruno Fernando, De'Andre Hunter, Garrison Mathews, Saddiq Bey","Murray, Fernando, Hunter, Mathews, Bey",1627749-1628981-1629631-1629726-1630180,ATL,2277.0,9,38.0,-23.0,77.0,78.0,,5.0,155.0,5.0,8.0,20.0,40.0,10.0,74.0,97.0,,,,,22.0,13.0,25.0,35.0,17.0,16.0,,60.0,,,0.5,,0.47761194029850745,,0.5,,0.65,0.6388888888888888,0.6,98.02371541501975,15.2987012987013,14.08974358974359,14.883116883116884,13.23076923076923,0.11940298507462686,0.625,0.625,0.5545507462686567,,0.1232876712328767,,,6.6175,,12.0,19.0,,,3.0,13.0,8.0,7.0,19.0,8.0,27.0,18.0,15.0,19.0,7.0,4.0,9.0,5.0,14.0,4.0,7.0,,33.0,10.0,6.0,4.0,5.0,2.0,10.0,3.0,15.0,,7.0,19.0,5.0,9.0,,,0.45,0.5294117647058824,0.625,0.2962962962962963,0.2962962962962963,0.40298507462686567,0.1,0.10526315789473684,0.15384615384615385,0.3333333333333333,0.625,1.0,0.8,0.2835820895522388,0.631578947368421,0.7058823529411765,0.5833333333333334,0.19402985074626866,0.23076923076923078,0.2727272727272727,,0.11940298507462686,0.2835820895522388,0.3684210526315789,0.3684210526315789,0.5714285714285714,,,0.6865671641791045,0.3684210526315789,0.1956521739130435,24.977777777777778,8.0,3.0,4.0,2.0,4.0,6.0,3.0,3.0,14.0,6.0,4.0,6.0,10.0,2.0,1.0,1.0,,,1.0,,0.6666666666666666,0.6111111111111112,0.7,0.3,0.21052631578947367,0.2564102564102564,0.42857142857142855,0.3,0.25,0.14285714285714285,,0.05714285714285714,,0.4444444444444444,0.75,,0.2222222222222222,0.59571,0.1891891891891892,1.0,1.0,1.0,3.0,0.125,0.125,1.0,,1.0,1.0,1.0,9.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,0.3333333333333333,1.0,0.5,0.4,0.1111111111111111,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2024,2023-24,False
1627749-1628981-1629631-1629726-1630235,1610612737,"Dejounte Murray, Bruno Fernando, De'Andre Hunter, Garrison Mathews, Trent Forrest","Murray, Fernando, Hunter, Mathews, Forrest",1627749-1628981-1629631-1629726-1630235,ATL,724.0,3,12.0,-2.0,26.0,25.0,10.0,10.0,51.0,,1.0,8.0,13.0,3.0,34.0,36.0,2.0,4.0,,16.0,6.0,1.0,3.0,4.0,5.0,3.0,,32.0,16.0,10.0,0.6153846153846154,0.5,0.7045454545454546,1.0,0.7391304347826086,1.0,0.5,0.5,1.0,101.4364640883978,14.538461538461538,13.84,14.538461538461538,13.32,0.045454545454545456,,,0.49276590909090906,0.43279375,0.08695652173913043,,0.47058823529411764,7.06923076923077,0.38461538461538464,3.0,4.0,,,5.0,8.0,2.0,4.0,7.0,5.0,9.0,10.0,12.0,7.0,4.0,1.0,5.0,4.0,9.0,3.0,2.0,3.0,22.0,2.0,3.0,1.0,3.0,3.0,1.0,,4.0,2.0,5.0,6.0,,2.0,,,0.625,0.7142857142857143,0.8,0.5555555555555556,0.5555555555555556,0.4090909090909091,0.07692307692307693,,0.125,0.75,0.5,0.6666666666666666,,0.18181818181818182,0.75,0.75,0.6666666666666666,0.36363636363636365,0.625,0.7142857142857143,0.6,0.09090909090909091,0.3181818181818182,0.5714285714285714,0.5714285714285714,0.75,,,0.5909090909090909,0.5714285714285714,0.14285714285714285,26.677777777777777,1.0,1.0,1.0,,1.0,1.0,,,2.0,2.0,,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,0.2,,0.1111111111111111,,0.3333333333333333,,,,,,1.0,1.0,,,0.611,0.058823529411764705,,1.0,1.0,2.0,0.5,0.5,1.0,,,,,3.0,,,2.0,,1.0,1.0,,,,,,,,,,1.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,0.125,1.0,0.375,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2024,2023-24,False
1627749-1628981-1629631-1629726-1630249,1610612737,"Dejounte Murray, Bruno Fernando, De'Andre Hunter, Garrison Mathews, Vit Krejci","Murray, Fernando, Hunter, Mathews, Krejci",1627749-1628981-1629631-1629726-1630249,ATL,3588.0,13,60.0,8.0,120.0,114.0,10.0,21.0,234.0,8.0,14.0,37.0,51.0,18.0,158.0,150.0,1.0,4.0,1.0,9.0,34.0,13.0,31.0,38.0,24.0,27.0,3.0,149.0,9.0,10.0,0.7254901960784313,0.25,0.7142857142857143,0.4444444444444444,0.7201834862385321,0.4444444444444444,0.5,0.6304347826086957,0.47619047619047616,93.91304347826087,15.35,15.31578947368421,14.633333333333333,14.552631578947368,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.5429801020408163,0.48955,0.1111111111111111,0.06,0.056962025316455694,9.025490196078431,0.08333333333333333,15.0,19.0,,1.0,14.0,18.0,11.0,14.0,36.0,22.0,47.0,40.0,51.0,36.0,14.0,,20.0,17.0,37.0,10.0,11.0,7.0,91.0,16.0,11.0,8.0,13.0,8.0,9.0,5.0,22.0,1.0,15.0,26.0,3.0,9.0,1.0,,0.5405405405405406,0.5555555555555556,0.7727272727272727,0.46808510638297873,0.46808510638297873,0.47959183673469385,,,,0.5909090909090909,0.8,0.75,0.6,0.19387755102040816,0.7894736842105263,0.7894736842105263,0.7333333333333333,0.1836734693877551,0.7777777777777778,0.7777777777777778,0.5,0.11224489795918367,0.3673469387755102,0.3888888888888889,0.3888888888888889,0.7142857142857143,0.1111111111111111,,0.673469387755102,0.3888888888888889,0.15517241379310345,25.034042553191487,7.0,2.0,2.0,1.0,3.0,3.0,4.0,,9.0,2.0,4.0,2.0,7.0,1.0,2.0,2.0,,,2.0,1.0,1.0,0.6428571428571429,0.6428571428571429,0.14285714285714285,0.16,0.15384615384615385,,0.25,0.18181818181818182,,1.0,0.02564102564102564,0.5,0.2857142857142857,1.0,,0.14285714285714285,0.49675,0.056962025316455694,,8.0,7.0,5.0,0.7272727272727273,0.7272727272727273,0.875,1.0,,3.0,1.0,15.0,2.0,2.0,3.0,1.0,,2.0,1.0,2.0,,0.25,1.0,0.7777777777777778,0.25,0.42857142857142855,,1.0,1.0,1.0,4.0,2.0,5.0,,,0.4,0.1111111111111111,1.0,0.4444444444444444,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,1610612737,2024,2023-24,False
