EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,Corner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFtPoints,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,Fg3aBlocked,Corner3Assists,FTDefRebounds,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedAtRim,BlockedCorner3,DefensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Transition Take Fouls Drawn,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,Corner3PctBlocked,OffensiveGoaltends,3SecondViolations,Transition Take Fouls,HeaveMakes,Clear Path Fouls,team_id,year,season,team_vs
1627739-1628374-1628381-1629012-1630534,1610612762,"Kris Dunn, Lauri Markkanen, John Collins, Collin Sexton, Ochai Agbaji","Dunn, Markkanen, Collins, Sexton, Agbaji",1627739-1628374-1628381-1629012-1630534,UTA,267.0,2,4.0,-9.0,9.0,9.0,9.0,2.0,18.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,8.0,17.0,1.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,0.6666666666666666,0.6666666666666666,0.75,0.42857142857142855,0.5,0.42857142857142855,0.25,0.5,0.25,0.3333333333333333,0.2,0.25,0.3333333333333333,0.5,97.07865168539325,16.22222222222222,13.444444444444445,15.11111111111111,12.88888888888889,0.2857142857142857,0.5,1.0,1.0,0.14285714285714285,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,0.42857142857142855,1.0,0.7142857142857143,0.47300714285714285,0.125,0.2,7.5,25.866666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2024,2023-24,True
1627739-1628374-1628381-1629012-1631117,1610612762,"Kris Dunn, Lauri Markkanen, John Collins, Collin Sexton, Walker Kessler","Dunn, Markkanen, Collins, Sexton, Kessler",1627739-1628374-1628381-1629012-1631117,UTA,1445.0,2,24.0,9.0,49.0,49.0,8.0,4.0,98.0,11.0,18.0,4.0,6.0,9.0,2.0,4.0,16.0,19.0,31.0,17.0,7.0,72.0,63.0,7.0,26.0,12.0,16.0,4.0,13.0,22.0,8.0,1.0,53.0,1.0,7.0,12.0,8.0,20.0,2.0,3.0,5.0,6.0,9.0,11.0,11.0,7.0,4.0,4.0,4.0,68.0,,0.6842105263157895,0.6842105263157895,0.6129032258064516,0.6770833333333334,0.6923076923076923,0.3541666666666667,0.12903225806451613,0.2222222222222222,0.5384615384615384,0.125,0.5217391304347826,0.35,0.14285714285714285,0.45454545454545453,97.66089965397924,13.693877551020408,15.795918367346939,13.061224489795919,14.63265306122449,0.375,0.6111111111111112,0.7857142857142857,0.7272727272727273,0.1875,0.6666666666666666,0.6666666666666666,0.08333333333333333,0.5,0.5,0.5,0.3333333333333333,0.5714285714285714,0.7291666666666666,0.5662572916666667,0.1346153846153846,0.2,5.341935483870968,26.65294117647059,2.0,1.0,9.0,1.0,1.0,9.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0,27.0,9.0,9.0,9.0,4.0,6.0,1.0,5.0,1.0,6.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,1.0,5.0,2.0,1.0,0.5294117647058824,1.0,0.5294117647058824,0.14285714285714285,1.0,0.14285714285714285,1.25,0.25,1.25,0.4,0.3333333333333333,0.5,0.5,0.7142857142857143,0.3333333333333333,1.0,1.0,0.5,0.0625,0.25,0.6666666666666666,0.020833333333333332,0.5625,0.5625,1.0,0.5,1.0,0.5625,0.5083,0.39335,0.05555555555555555,0.06944444444444445,0.04081632653061224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2024,2023-24,True
1627739-1628374-1628381-1629012-1631323,1610612762,"Kris Dunn, Lauri Markkanen, John Collins, Collin Sexton, Simone Fontecchio","Dunn, Markkanen, Collins, Sexton, Fontecchio",1627739-1628374-1628381-1629012-1631323,UTA,14451.0,20,241.0,-26.0,507.0,501.0,44.0,48.0,1008.0,78.0,106.0,22.0,67.0,137.0,18.0,43.0,138.0,163.0,286.0,178.0,78.0,629.0,655.0,32.0,188.0,138.0,137.0,22.0,94.0,162.0,45.0,12.0,392.0,14.0,81.0,165.0,52.0,217.0,8.0,29.0,62.0,48.0,92.0,89.0,94.0,48.0,37.0,14.0,39.0,571.0,1.0,0.5766871165644172,0.6266666666666667,0.5699300699300699,0.59375,0.625,0.38362068965517243,0.07692307692307693,0.07547169811320754,0.6585365853658537,0.13725490196078433,0.6943231441048034,0.22767857142857142,0.14102564102564102,0.6461538461538462,100.4442599128088,14.471400394477318,14.199600798403194,14.076923076923077,13.688622754491018,0.22844827586206898,0.7358490566037735,0.7959183673469388,0.5769230769230769,0.2952586206896552,0.48905109489051096,0.5447154471544715,0.09267241379310345,0.4186046511627907,0.4186046511627907,0.6666666666666666,0.2974137931034483,0.5,0.6120689655172413,0.5224002159827213,0.09859154929577464,0.1509433962264151,7.0160839160839155,25.77865168539326,47.0,40.0,59.0,3.0,11.0,75.0,20.0,6.0,58.0,12.0,25.0,5.0,14.0,50.0,204.0,59.0,68.0,52.0,37.0,37.0,1.0,78.0,6.0,30.0,21.0,9.0,33.0,21.0,2.0,4.0,16.0,25.0,50.0,47.0,0.9066666666666666,0.42134831460674155,0.35714285714285715,0.423728813559322,0.625,0.48,0.5909090909090909,0.5,0.6170212765957447,0.5555555555555556,0.532258064516129,0.1111111111111111,0.30327868852459017,0.7358490566037735,0.32142857142857145,0.38571428571428573,0.6415094339622641,1.0,0.6857142857142857,0.029850746268656716,0.6410256410256411,0.5522388059701493,0.08620689655172414,0.427536231884058,0.4306569343065693,0.8813559322033898,0.28205128205128205,0.2727272727272727,0.4306569343065693,0.5506318181818183,0.5122802631578948,0.09220985691573927,0.0794912559618442,0.09270216962524655,15.0,5.0,7.0,16.0,2.0,2.0,3.0,4.0,10.0,4.0,12.0,11.0,21.0,26.0,1.0,1.0,16.0,6.0,12.0,2.0,5.0,5.0,9.0,2.0,8.0,8.0,3.0,2.0,5.0,1.0,3.0,2.0,23.0,2.0,1.0,1.0,3.0,0.3333333333333333,0.0056179775280898875,0.10218978102189781,0.007246376811594203,1.0,0.041666666666666664,0.125,0.8333333333333334,0.4,0.4,1.0,0.6818181818181818,0.06666666666666667,0.045454545454545456,0.22727272727272727,0.4,1.0,0.1794871794871795,0.7142857142857143,0.07692307692307693,0.6666666666666666,0.00558659217877095,,,,,,,,,,,,,,,1610612762,2024,2023-24,True
1627739-1628374-1628381-1629012-1641718,1610612762,"Kris Dunn, Lauri Markkanen, John Collins, Collin Sexton, Keyonte George","Dunn, Markkanen, Collins, Sexton, George",1627739-1628374-1628381-1629012-1641718,UTA,469.0,5,8.0,5.0,18.0,16.0,1.0,1.0,34.0,2.0,3.0,,3.0,4.0,1.0,2.0,3.0,6.0,9.0,3.0,4.0,25.0,20.0,,8.0,4.0,3.0,,4.0,6.0,2.0,1.0,14.0,,3.0,6.0,,6.0,,,2.0,2.0,2.0,5.0,6.0,1.0,,,,25.0,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.875,0.8928571428571429,0.25,,,1.0,,0.75,,,1.0,104.39232409381664,13.88888888888889,13.6875,13.777777777777779,12.625,0.25,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.75,0.75,0.16666666666666666,0.5,0.5,1.0,0.25,,0.5,0.49881250000000005,0.15384615384615385,0.1111111111111111,7.7333333333333325,25.03333333333333,2.0,,3.0,,,3.0,,,,,,,,2.0,6.0,3.0,2.0,2.0,1.0,,,3.0,,2.0,2.0,,2.0,1.0,,,1.0,,2.0,2.0,0.6666666666666666,1.0,,1.0,,,,,,1.0,1.0,,,0.6,,,1.0,,0.6,,,0.3333333333333333,,1.0,1.0,0.6666666666666666,,,1.0,,,,0.08,0.1111111111111111,,,,,,,,,,,,2.0,3.0,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,1610612762,2024,2023-24,True
1627739-1628374-1628381-1629012-203482,1610612762,"Kris Dunn, Lauri Markkanen, John Collins, Collin Sexton, Kelly Olynyk","Dunn, Markkanen, Collins, Sexton, Olynyk",1627739-1628374-1628381-1629012-203482,UTA,1702.0,3,28.0,6.0,59.0,59.0,10.0,6.0,118.0,11.0,20.0,3.0,7.0,18.0,1.0,2.0,15.0,19.0,40.0,19.0,7.0,78.0,72.0,5.0,32.0,6.0,15.0,4.0,16.0,26.0,8.0,1.0,62.0,1.0,6.0,20.0,7.0,27.0,,1.0,4.0,3.0,6.0,10.0,9.0,4.0,2.0,1.0,3.0,74.0,,0.8421052631578947,0.8888888888888888,0.475,0.6016949152542372,0.6190476190476191,0.3220338983050847,0.1,0.15,0.6666666666666666,0.125,0.6666666666666666,0.2413793103448276,0.16666666666666666,1.0,99.83548766157462,14.016949152542374,14.830508474576272,13.76271186440678,14.05084745762712,0.3389830508474576,0.55,0.6470588235294118,0.7272727272727273,0.3050847457627119,0.3888888888888889,0.4117647058823529,0.03389830508474576,0.5,0.5,1.0,0.2542372881355932,0.5,0.6610169491525424,0.5602228813559322,0.06557377049180328,0.09523809523809523,5.8725000000000005,25.763157894736842,3.0,4.0,9.0,1.0,1.0,11.0,2.0,,4.0,1.0,1.0,1.0,1.0,6.0,30.0,9.0,10.0,8.0,7.0,6.0,,14.0,,6.0,4.0,2.0,3.0,3.0,,1.0,2.0,1.0,6.0,3.0,0.9090909090909091,0.5789473684210527,1.0,0.5789473684210527,0.4,1.0,0.3333333333333333,1.25,0.3333333333333333,1.0,0.75,,0.2857142857142857,0.6666666666666666,0.5555555555555556,0.09090909090909091,0.4,1.0,0.7142857142857143,,0.3333333333333333,1.0,0.06779661016949153,0.6,0.6,0.8888888888888888,0.5,1.0,0.6,0.58488,0.63295,0.05128205128205128,0.07692307692307693,0.05084745762711865,1.0,1.0,1.0,2.0,,,,,1.0,,1.0,1.0,3.0,2.0,,,2.0,,,,1.0,1.0,,,,,,,,,2.0,1.0,1.0,1.0,1.0,,1.0,,,0.05555555555555555,,,,,0.5714285714285714,0.5,0.5,1.0,0.3333333333333333,,,0.16666666666666666,,,0.5,1.0,,,,1.0,,,,,,,,,,,,,,1610612762,2024,2023-24,True
1627739-1628374-1628381-1629012-203903,1610612762,"Kris Dunn, Lauri Markkanen, John Collins, Collin Sexton, Jordan Clarkson","Dunn, Markkanen, Collins, Sexton, Clarkson",1627739-1628374-1628381-1629012-203903,UTA,1079.0,7,18.0,-10.0,41.0,40.0,17.0,5.0,81.0,4.0,9.0,5.0,5.0,8.0,1.0,3.0,8.0,10.0,20.0,10.0,15.0,47.0,57.0,6.0,8.0,12.0,8.0,,4.0,8.0,1.0,,20.0,2.0,4.0,9.0,6.0,15.0,,1.0,8.0,4.0,6.0,10.0,18.0,8.0,4.0,3.0,5.0,43.0,1.0,0.4,0.4444444444444444,0.5,0.5333333333333333,0.6025641025641025,0.3333333333333333,,,0.4444444444444444,0.3333333333333333,0.5294117647058824,0.375,0.3333333333333333,0.42857142857142855,108.10009267840593,13.560975609756097,13.075,12.78048780487805,11.925,0.3,0.4444444444444444,0.4444444444444444,0.25,0.26666666666666666,0.625,0.625,0.1,0.3333333333333333,0.3333333333333333,,0.26666666666666666,0.7142857142857143,0.6333333333333333,0.5255266666666667,0.21052631578947367,0.2857142857142857,6.81,25.14,13.0,2.0,2.0,1.0,1.0,4.0,2.0,,4.0,3.0,8.0,1.0,1.0,14.0,12.0,2.0,4.0,2.0,3.0,4.0,,5.0,,4.0,4.0,,7.0,4.0,1.0,,,1.0,14.0,13.0,1.0,0.4,1.0,0.4,0.3333333333333333,0.375,0.2857142857142857,0.5,0.2857142857142857,0.5833333333333334,0.875,,0.4,0.625,0.2,0.6666666666666666,,1.0,0.8,,0.2,0.6,0.06666666666666667,0.25,0.25,1.0,0.1111111111111111,1.0,0.25,0.5998625,0.5208444444444444,0.0851063829787234,0.2978723404255319,0.3170731707317073,2.0,1.0,4.0,2.0,,,,,1.0,,1.0,5.0,,2.0,,,2.0,,3.0,,,,3.0,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,0.5,,0.3333333333333333,1.0,1.0,1.0,0.4,,,0.14285714285714285,,,0.4444444444444444,0.25,,,,,1.0,,,,,,,,,,,,,1610612762,2024,2023-24,True
1627739-1628374-1628381-1629659-1630534,1610612762,"Kris Dunn, Lauri Markkanen, John Collins, Talen Horton-Tucker, Ochai Agbaji","Dunn, Markkanen, Collins, Horton-Tucker, Agbaji",1627739-1628374-1628381-1629659-1630534,UTA,418.0,2,7.0,1.0,14.0,14.0,,5.0,28.0,4.0,6.0,4.0,,3.0,1.0,1.0,5.0,5.0,10.0,7.0,1.0,17.0,16.0,4.0,2.0,8.0,5.0,1.0,1.0,3.0,1.0,,8.0,3.0,1.0,1.0,7.0,8.0,,2.0,3.0,1.0,3.0,3.0,2.0,1.0,,,,7.0,,0.2,0.3333333333333333,0.5,0.47058823529411764,0.4722222222222222,0.4117647058823529,0.1,,0.3333333333333333,0.6,0.3333333333333333,0.6,0.5,0.3333333333333333,96.45933014354067,14.285714285714286,15.571428571428571,12.5,15.285714285714286,0.35294117647058826,0.6666666666666666,0.6666666666666666,0.25,0.17647058823529413,,,0.058823529411764705,1.0,1.0,,0.29411764705882354,0.6666666666666666,0.7647058823529411,0.5740764705882353,0.058823529411764705,0.1,4.8,25.3,,2.0,1.0,,,2.0,3.0,1.0,10.0,,,,,,6.0,1.0,2.0,1.0,,3.0,1.0,,1.0,5.0,2.0,3.0,1.0,1.0,,,1.0,,,,1.0,0.2857142857142857,,0.2857142857142857,0.75,,0.75,,0.8333333333333334,,0.3333333333333333,1.0,0.6,,1.0,0.3333333333333333,,,,0.1111111111111111,,,0.11764705882352941,0.2,0.2,1.0,,,0.2,0.596775,,0.5882352941176471,,,3.0,,,1.0,,,,1.0,2.0,1.0,2.0,,,4.0,,,1.0,,,,,1.0,,,,2.0,,1.0,,,1.0,,,,,,,0.5,,0.3333333333333333,,,,1.0,,0.5,0.5,1.0,0.75,0.3333333333333333,,0.3333333333333333,0.5,1.0,,,,,,1.0,,,,,,,,,,,,,,1610612762,2024,2023-24,True
1627739-1628374-1628381-1629659-203903,1610612762,"Kris Dunn, Lauri Markkanen, John Collins, Talen Horton-Tucker, Jordan Clarkson","Dunn, Markkanen, Collins, Horton-Tucker, Clarkson",1627739-1628374-1628381-1629659-203903,UTA,449.0,1,7.0,13.0,15.0,16.0,,1.0,31.0,3.0,3.0,1.0,5.0,6.0,,,2.0,8.0,9.0,4.0,7.0,29.0,16.0,1.0,10.0,6.0,2.0,,5.0,7.0,1.0,,16.0,1.0,1.0,5.0,1.0,6.0,,,1.0,,,5.0,7.0,3.0,,,,27.0,,0.625,0.7142857142857143,0.8888888888888888,0.8461538461538461,0.9666666666666667,0.3076923076923077,,,1.0,0.5,0.7142857142857143,0.3333333333333333,,,99.42093541202672,14.066666666666666,14.875,14.066666666666666,13.3125,0.23076923076923078,1.0,1.0,0.3333333333333333,0.46153846153846156,0.8333333333333334,0.8333333333333334,,,,,0.15384615384615385,1.0,0.5384615384615384,0.5212846153846153,0.26666666666666666,0.3,7.166666666666667,25.6,3.0,2.0,1.0,,,2.0,1.0,,2.0,2.0,2.0,,,7.0,6.0,1.0,2.0,1.0,4.0,,,4.0,,2.0,2.0,,1.0,1.0,,,2.0,,7.0,3.0,1.0,0.5,,0.5,1.0,1.0,1.0,1.0,1.0,1.1666666666666667,1.0,,,0.6666666666666666,,,,1.0,0.6666666666666666,,,0.8,0.15384615384615385,0.5,0.5,1.0,,,0.5,,0.553,0.06896551724137931,0.2413793103448276,0.2,1.0,1.0,1.0,1.0,,,,,,,,3.0,,2.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,0.6666666666666666,0.5,0.5,1.0,1.0,,,,,,0.5,1.0,,,0.2,,,,,,,,,,,,,,,1610612762,2024,2023-24,True
1627739-1628374-1628381-1630534-1641707,1610612762,"Kris Dunn, Lauri Markkanen, John Collins, Ochai Agbaji, Taylor Hendricks","Dunn, Markkanen, Collins, Agbaji, Hendricks",1627739-1628374-1628381-1630534-1641707,UTA,194.0,1,3.0,3.0,6.0,6.0,,,12.0,1.0,1.0,,2.0,3.0,,,2.0,3.0,4.0,2.0,,9.0,6.0,,4.0,2.0,2.0,,2.0,3.0,1.0,,7.0,,,2.0,,2.0,,,,1.0,2.0,2.0,1.0,1.0,,,,9.0,,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.3333333333333333,,,,,1.0,,,,89.0721649484536,17.666666666666668,14.666666666666666,17.666666666666668,14.666666666666666,0.16666666666666666,1.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,,,,,0.3333333333333333,,0.5,0.4690083333333333,0.16666666666666666,0.25,5.625,26.85,,,1.0,,,1.0,,,,,,,,,3.0,1.0,1.0,1.0,1.0,,,2.0,,,,,,,,,1.0,,,,1.0,0.5,,0.5,,,,,,,,,,1.0,,,,,1.0,,,0.5,,0.5,0.5,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2024,2023-24,True
1627739-1628374-1628381-1630534-203482,1610612762,"Kris Dunn, Lauri Markkanen, John Collins, Ochai Agbaji, Kelly Olynyk","Dunn, Markkanen, Collins, Agbaji, Olynyk",1627739-1628374-1628381-1630534-203482,UTA,373.0,2,6.0,14.0,13.0,12.0,8.0,3.0,25.0,2.0,3.0,1.0,2.0,4.0,,,3.0,4.0,7.0,7.0,5.0,25.0,11.0,1.0,,8.0,3.0,1.0,,4.0,,,12.0,1.0,1.0,3.0,3.0,6.0,,,,1.0,3.0,5.0,5.0,2.0,,,,20.0,,,,0.5714285714285714,0.7142857142857143,0.78125,0.5,0.14285714285714285,0.3333333333333333,0.5,0.3333333333333333,0.42857142857142855,0.5,,1.0,96.51474530831099,13.923076923076923,16.0,12.846153846153847,14.166666666666666,0.21428571428571427,0.6666666666666666,1.0,,0.2857142857142857,0.5,0.5,,,,,0.21428571428571427,0.3333333333333333,0.7142857142857143,0.5349464285714286,0.13333333333333333,0.25,4.042857142857143,24.457142857142856,5.0,4.0,3.0,,,4.0,1.0,,5.0,2.0,4.0,,1.0,6.0,12.0,3.0,4.0,3.0,,2.0,,2.0,,3.0,2.0,1.0,,,,1.0,1.0,,6.0,5.0,1.0,0.5714285714285714,,0.5714285714285714,1.0,0.5,0.8333333333333334,0.4,0.8333333333333334,0.5,,,0.6666666666666666,0.4,1.0,0.5,,,,,,,0.2857142857142857,1.0,1.0,1.0,,,1.0,0.495875,0.5429299999999999,0.2,0.24,0.38461538461538464,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,0.5,,,,,,0.3333333333333333,0.5,0.25,0.25,1.0,1.0,,0.3333333333333333,0.3333333333333333,1.0,1.0,0.4,0.5,0.2,,,,,,,,,,,,,,,,,1610612762,2024,2023-24,True
