EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedShortMidRange,Blocks,DefensiveGoaltends,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,Offensive Fouls,BlockedAtRim,RecoveredBlocks,Defensive 3 Seconds Violations,OffFTReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,Travels,Transition Take Fouls,SecondChanceCorner3FGM,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls Drawn,BlockedLongMidRange,StepOutOfBoundsTurnovers,3SecondViolations,PenaltyTurnovers,PenaltyCorner3FGM,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Transition Take Fouls Drawn,BlockedCorner3,3pt And 1 Free Throw Trips,HeaveAttempts,OffensiveGoaltends,team_id,year,season,team_vs
1628379-1628991-1629723-1630583-1631246,1610612763,"Luke Kennard, Jaren Jackson Jr., John Konchar, Santi Aldama, Vince Williams Jr.","Kennard, Jackson Jr., Konchar, Aldama, Williams Jr.",1628379-1628991-1629723-1630583-1631246,MEM,3829.0,7,64,-14.0,124,125,9.0,2.0,18.0,249,20.0,41.0,5.0,8.0,1.0,4.0,5.0,17.0,5.0,12.0,4.0,9.0,1.0,2.0,17.0,41.0,4.0,5.0,1.0,5.0,30.0,70.0,21.0,50.0,18.0,141.0,155.0,6.0,9.0,4.0,6.0,6.0,30.0,1.0,5.0,1.0,7.0,2.0,7.0,34.0,26.0,60.0,3.0,10.0,41.0,17.0,14.0,17.0,20.0,37.0,16.0,4.0,11.0,3.0,3.0,94.0,10.0,12.0,30.0,10.0,3.0,43.0,22.0,65.0,5.0,10.0,7.0,3.0,11.0,1.0,5.0,5.0,2.0,6.0,16.0,3.0,8.0,18.0,1.0,1.0,21.0,2.0,4.0,23.0,1.0,2.0,10.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,111.0,7.0,9.0,1.0,1.0,0.5666666666666667,0.68,0.9523809523809523,0.42,0.6666666666666666,0.14285714285714285,0.42,0.42857142857142855,0.6666666666666666,0.2,0.5125,0.8,0.20833333333333334,0.5384615384615384,0.8333333333333334,0.2692307692307692,0.4166666666666667,0.2,0.2682926829268293,0.11764705882352941,0.08333333333333333,0.6875,0.75,0.7142857142857143,0.3,0.8333333333333334,0.3448275862068966,0.8,0.3188405797101449,0.47619047619047616,0.16666666666666666,0.2916666666666667,0.6,0.8,0.6666666666666666,0.8076923076923077,0.9,0.09090909090909091,93.64324889004962,15.758064516129032,15.0,15.129032258064516,14.472,0.3416666666666667,0.4878048780487805,0.6666666666666666,0.55,0.14166666666666666,0.29411764705882354,0.3333333333333333,0.6,0.1,0.4166666666666667,0.45454545454545453,0.6,0.075,0.4444444444444444,0.4444444444444444,1.0,0.3416666666666667,0.4146341463414634,0.4146341463414634,0.9411764705882353,0.5333333333333333,0.625,0.06666666666666667,0.3333333333333333,0.8,1.0,0.3333333333333333,0.25,0.16666666666666666,0.4166666666666667,0.2,0.7583333333333333,0.4146341463414634,0.5619445833333334,0.5801444444444444,0.5691416666666668,0.07751937984496124,0.12658227848101267,0.2127659574468085,0.04964539007092199,5.61,25.57,0.07258064516129033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2024,2023-24,True
1628991-1630214-1630217-1630533-203935,1610612763,"Jaren Jackson Jr., Xavier Tillman, Desmond Bane, Ziaire Williams, Marcus Smart","Jackson Jr., Tillman, Bane, Williams, Smart",1628991-1630214-1630217-1630533-203935,MEM,3756.0,7,63,11.0,132,133,6.0,6.0,15.0,265,21.0,32.0,5.0,9.0,2.0,3.0,8.0,29.0,3.0,7.0,5.0,13.0,1.0,,16.0,42.0,3.0,6.0,1.0,2.0,32.0,68.0,21.0,55.0,14.0,141.0,130.0,5.0,10.0,3.0,7.0,,19.0,3.0,4.0,1.0,2.0,2.0,11.0,34.0,30.0,48.0,15.0,8.0,42.0,16.0,13.0,17.0,16.0,33.0,12.0,4.0,13.0,4.0,,82.0,7.0,10.0,35.0,25.0,2.0,62.0,18.0,80.0,3.0,9.0,5.0,4.0,15.0,1.0,11.0,7.0,1.0,4.0,22.0,1.0,10.0,25.0,,1.0,25.0,2.0,2.0,19.0,4.0,1.0,10.0,1.0,9.0,,,3.0,9.0,,122.0,10.0,5.0,,,0.53125,0.6071428571428571,0.7619047619047619,0.38181818181818183,0.42857142857142855,0.5,0.38181818181818183,0.47058823529411764,0.5,0.75,0.516260162601626,0.5588235294117647,0.75,0.5384615384615384,0.5588235294117647,0.6875,0.44715447154471544,0.19117647058823528,0.21875,0.20689655172413793,,0.6818181818181818,0.5,0.8333333333333334,0.2777777777777778,0.875,0.21212121212121213,0.8571428571428571,0.2463768115942029,0.18181818181818182,0.3333333333333333,0.2,0.25,0.6666666666666666,0.8947368421052632,0.8214285714285714,1.0,0.05357142857142857,101.59744408945687,14.931818181818182,13.421052631578947,14.378787878787879,13.172932330827068,0.2601626016260163,0.65625,0.84,0.6190476190476191,0.23577235772357724,0.27586206896551724,0.34782608695652173,0.5,0.056910569105691054,0.42857142857142855,0.42857142857142855,,0.10569105691056911,0.38461538461538464,0.38461538461538464,0.8,0.34146341463414637,0.38095238095238093,0.38095238095238093,0.75,0.5294117647058824,0.5555555555555556,0.058823529411764705,0.35294117647058826,0.5,1.0,0.5,0.6666666666666666,,0.3333333333333333,0.5,0.7073170731707317,0.38095238095238093,0.5425979674796747,0.6136,0.646825,0.07751937984496124,0.13513513513513514,0.1347517730496454,0.07801418439716312,5.770588235294118,25.507272727272728,0.045454545454545456,1.0,3.0,6.0,7.0,1.0,0.5,0.25,1.0,0.7777777777777778,0.2,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2024,2023-24,True
1628991-1629630-1630217-202687-203935,1610612763,"Jaren Jackson Jr., Ja Morant, Desmond Bane, Bismack Biyombo, Marcus Smart","Jackson Jr., Morant, Bane, Biyombo, Smart",1628991-1629630-1630217-202687-203935,MEM,3124.0,6,52,3.0,111,111,,,6.0,222,21.0,32.0,3.0,3.0,,,8.0,23.0,4.0,9.0,4.0,11.0,,,11.0,27.0,,1.0,,,33.0,64.0,15.0,38.0,16.0,127.0,124.0,4.0,5.0,,1.0,,8.0,,,,,,,36.0,30.0,36.0,9.0,4.0,27.0,11.0,7.0,18.0,12.0,30.0,8.0,4.0,14.0,4.0,,72.0,2.0,6.0,21.0,20.0,1.0,42.0,8.0,50.0,,10.0,9.0,1.0,7.0,2.0,3.0,6.0,1.0,4.0,13.0,1.0,6.0,13.0,,,21.0,2.0,3.0,21.0,4.0,1.0,12.0,,8.0,,,4.0,8.0,,119.0,,,,,0.5454545454545454,0.5806451612903226,0.8,0.39473684210526316,,,0.39473684210526316,0.515625,0.8,,0.5441176470588235,0.6666666666666666,,0.5727272727272728,0.6666666666666666,,0.37254901960784315,0.109375,0.125,0.13043478260869565,,0.5384615384615384,0.5,0.9523809523809523,0.1935483870967742,0.9130434782608695,0.09090909090909091,0.9318181818181818,0.1509433962264151,0.36363636363636365,0.06666666666666667,0.13333333333333333,,1.0,0.9285714285714286,0.9411764705882353,0.8333333333333334,,102.3303457106274,15.162162162162161,12.981981981981981,14.82882882882883,12.81981981981982,0.3137254901960784,0.65625,0.75,0.6666666666666666,0.22549019607843138,0.34782608695652173,0.4,0.5,0.08823529411764706,0.4444444444444444,0.4444444444444444,,0.10784313725490197,0.36363636363636365,0.36363636363636365,1.0,0.2647058823529412,0.4074074074074074,0.4074074074074074,0.7272727272727273,0.5,1.0,,0.16666666666666666,,,,,,,,0.6862745098039216,0.4074074074074074,0.5586642156862746,0.61762,,0.10909090909090909,0.16666666666666666,0.06299212598425197,,6.4015625,25.794736842105266,,,,4.0,8.0,1.0,,0.2,,1.0,0.3333333333333333,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,1610612763,2024,2023-24,True
1628991-1630217-1631223-201565-202687,1610612763,"Jaren Jackson Jr., Desmond Bane, David Roddy, Derrick Rose, Bismack Biyombo","Jackson Jr., Bane, Roddy, Rose, Biyombo",1628991-1630217-1631223-201565-202687,MEM,2284.0,5,38,7.0,77,80,,,11.0,157,16.0,27.0,3.0,4.0,,,6.0,20.0,2.0,5.0,5.0,10.0,3.0,,6.0,17.0,2.0,3.0,,,24.0,52.0,11.0,27.0,11.0,92.0,85.0,3.0,6.0,4.0,6.0,3.0,21.0,,,,,,,34.0,14.0,33.0,,4.0,17.0,6.0,11.0,17.0,11.0,28.0,6.0,5.0,12.0,4.0,1.0,67.0,6.0,7.0,15.0,15.0,1.0,31.0,13.0,44.0,1.0,8.0,5.0,3.0,2.0,3.0,2.0,5.0,,,7.0,,2.0,6.0,,,13.0,,1.0,14.0,1.0,1.0,7.0,,5.0,,,3.0,5.0,,71.0,,,,,0.7083333333333334,0.7727272727272727,1.0,0.4074074074074074,0.6666666666666666,,0.4074074074074074,0.46153846153846156,0.5,,0.5126582278481012,0.75,,0.5352941176470588,0.8076923076923077,,0.34177215189873417,0.21153846153846154,0.25925925925925924,0.2,,0.2857142857142857,1.0,0.8333333333333334,0.25,1.0,0.375,0.9090909090909091,0.29545454545454547,0.2727272727272727,0.21428571428571427,0.45454545454545453,0.2,0.6666666666666666,0.8571428571428571,1.0,1.0,0.03225806451612903,98.98423817863397,15.246753246753247,13.875,14.272727272727273,13.575,0.34177215189873417,0.5925925925925926,0.8,0.75,0.25316455696202533,0.3,0.375,0.6666666666666666,0.06329113924050633,0.4,0.4,0.5,0.12658227848101267,0.5,0.5555555555555556,1.0,0.21518987341772153,0.35294117647058826,0.375,1.0,0.3333333333333333,0.75,0.25,0.25,0.6666666666666666,1.0,,,,,,0.6835443037974683,0.35294117647058826,0.5621354430379747,0.546975,,0.08235294117647059,0.1206896551724138,0.22826086956521738,,5.730769230769231,24.77777777777778,,,2.0,2.0,3.0,,,0.3333333333333333,1.0,0.6,0.3333333333333333,,,2.0,2.0,0.07407407407407407,0.1,0.058823529411764705,0.6666666666666666,1.0,,,,,,,,,,,,,,,1610612763,2024,2023-24,True
1628991-1629630-1630217-1631246-202687,1610612763,"Jaren Jackson Jr., Ja Morant, Desmond Bane, Vince Williams Jr., Bismack Biyombo","Jackson Jr., Morant, Bane, Williams Jr., Biyombo",1628991-1629630-1630217-1631246-202687,MEM,2252.0,4,38,-14.0,76,75,3.0,10.0,13.0,151,11.0,21.0,3.0,6.0,1.0,3.0,10.0,16.0,1.0,6.0,3.0,6.0,1.0,,7.0,24.0,2.0,4.0,,1.0,22.0,43.0,10.0,30.0,11.0,85.0,99.0,5.0,9.0,2.0,5.0,1.0,17.0,1.0,4.0,,1.0,,2.0,24.0,20.0,24.0,6.0,6.0,24.0,7.0,6.0,12.0,8.0,20.0,5.0,3.0,7.0,4.0,1.0,48.0,6.0,7.0,9.0,10.0,3.0,22.0,13.0,35.0,1.0,5.0,2.0,3.0,7.0,,4.0,3.0,,3.0,10.0,1.0,8.0,21.0,1.0,2.0,15.0,,,14.0,2.0,,8.0,,4.0,,,1.0,4.0,,68.0,2.0,3.0,3.0,,0.5454545454545454,0.631578947368421,0.8,0.3333333333333333,0.4,,0.3333333333333333,0.5116279069767442,0.5555555555555556,0.25,0.5068493150684932,0.5714285714285714,0.2,0.5379746835443038,0.6071428571428571,0.2,0.410958904109589,0.13953488372093023,0.23809523809523808,0.0625,,0.7,0.75,0.5882352941176471,0.3333333333333333,0.6,0.3,0.59375,0.3170731707317073,0.2,0.5,0.35294117647058826,,0.5714285714285714,0.75,0.625,0.5714285714285714,0.02857142857142857,96.55417406749557,15.473684210526315,14.346666666666666,14.671052631578947,13.36,0.2876712328767123,0.5238095238095238,0.6875,0.6363636363636364,0.2191780821917808,0.625,0.6666666666666666,0.4,0.0821917808219178,0.16666666666666666,0.16666666666666666,1.0,0.0821917808219178,0.5,0.5,1.0,0.3287671232876712,0.2916666666666667,0.2916666666666667,0.7142857142857143,0.42857142857142855,0.5,0.07142857142857142,0.2857142857142857,0.5,0.5,0.6,0.3333333333333333,,0.2,,0.6986301369863014,0.2916666666666667,0.5449212328767123,0.5275333333333333,0.57062,0.10126582278481013,0.16326530612244897,0.2,0.023529411764705882,6.67906976744186,25.563333333333333,0.039473684210526314,,2.0,3.0,2.0,,,0.4,,0.5,,,,,,,,,,,1.0,,,,,,,,,,,,,,1610612763,2024,2023-24,True
1630590-1630692-1631222-1641713-1641998,1610612763,"Scotty Pippen Jr., Jordan Goodwin, Jake LaRavia, GG Jackson, Trey Jemison","Pippen Jr., Goodwin, LaRavia, Jackson, Jemison",1630590-1630692-1631222-1641713-1641998,MEM,2234.0,3,37,-7.0,79,78,,,10.0,157,19.0,26.0,2.0,3.0,,,5.0,13.0,1.0,4.0,3.0,7.0,,,8.0,17.0,2.0,3.0,,,25.0,43.0,11.0,24.0,10.0,93.0,100.0,2.0,5.0,2.0,3.0,2.0,12.0,,,,,,,26.0,24.0,30.0,3.0,4.0,17.0,8.0,4.0,13.0,10.0,23.0,7.0,3.0,10.0,3.0,,56.0,3.0,6.0,12.0,17.0,,29.0,10.0,39.0,2.0,4.0,4.0,,13.0,2.0,5.0,5.0,2.0,8.0,18.0,1.0,6.0,9.0,,,14.0,,1.0,14.0,3.0,1.0,8.0,,3.0,1.0,1.0,1.0,4.0,,81.0,,,,,0.52,0.5652173913043478,0.9090909090909091,0.4583333333333333,0.6666666666666666,,0.4583333333333333,0.5813953488372093,0.4,,0.6194029850746269,0.625,,0.6458333333333334,0.6666666666666666,,0.3582089552238806,0.09302325581395349,0.11538461538461539,0.07692307692307693,,0.7222222222222222,,0.85,0.3333333333333333,0.6,0.25,0.725,0.3,0.7142857142857143,0.125,0.125,0.5,1.0,0.8181818181818182,0.6111111111111112,0.5,0.07692307692307693,101.19964189794091,12.91139240506329,15.564102564102564,12.455696202531646,14.961538461538462,0.3880597014925373,0.7307692307692307,0.8260869565217391,0.5263157894736842,0.19402985074626866,0.38461538461538464,0.4166666666666667,0.6,0.05970149253731343,0.25,0.25,,0.1044776119402985,0.42857142857142855,0.42857142857142855,1.0,0.2537313432835821,0.47058823529411764,0.47058823529411764,0.875,0.375,0.6666666666666666,,0.375,0.6666666666666666,1.0,,,,,,0.746268656716418,0.47058823529411764,0.5836082089552239,0.60762,,0.1111111111111111,0.16666666666666666,0.12903225806451613,,5.155813953488372,24.925,,1.0,,1.0,3.0,,0.5,,0.6666666666666666,0.75,,,,,,,,,,,,1.0,,,,,,,,,,,,,1610612763,2024,2023-24,True
1628991-1629723-1630583-1630590-1631246,1610612763,"Jaren Jackson Jr., John Konchar, Santi Aldama, Scotty Pippen Jr., Vince Williams Jr.","Jackson Jr., Konchar, Aldama, Pippen Jr., Williams Jr.",1628991-1629723-1630583-1630590-1631246,MEM,2098.0,5,35,-2.0,68,69,,,7.0,137,10.0,17.0,,2.0,,,8.0,15.0,2.0,4.0,5.0,7.0,1.0,,7.0,16.0,,,,,20.0,36.0,12.0,23.0,5.0,81.0,83.0,2.0,5.0,1.0,1.0,2.0,9.0,,,,,,,20.0,20.0,33.0,3.0,,16.0,7.0,7.0,10.0,11.0,21.0,6.0,5.0,5.0,4.0,1.0,53.0,3.0,6.0,18.0,9.0,1.0,28.0,9.0,37.0,3.0,3.0,2.0,1.0,6.0,1.0,3.0,9.0,,3.0,15.0,1.0,4.0,12.0,1.0,,11.0,,2.0,8.0,1.0,1.0,4.0,,4.0,,,2.0,4.0,1.0,72.0,,,,,0.5,0.5,0.9166666666666666,0.5217391304347826,1.0,,0.5217391304347826,0.5555555555555556,0.4,,0.6440677966101694,0.5833333333333334,,0.6532258064516129,0.6428571428571429,,0.3898305084745763,0.19444444444444445,0.17647058823529413,0.26666666666666666,,0.4,1.0,0.6923076923076923,0.375,0.8571428571428571,0.2727272727272727,0.7941176470588235,0.3333333333333333,0.5714285714285714,0.2857142857142857,0.3333333333333333,,0.5,0.8571428571428571,0.9333333333333333,0.6666666666666666,0.15,94.03241182078169,14.705882352941176,15.91304347826087,13.852941176470589,15.420289855072463,0.288135593220339,0.5882352941176471,0.7142857142857143,0.5,0.2542372881355932,0.5333333333333333,0.7272727272727273,0.5,0.06779661016949153,0.5,0.5,0.5,0.11864406779661017,0.7142857142857143,0.7142857142857143,1.0,0.2711864406779661,0.4375,0.4375,0.8571428571428571,0.3333333333333333,,0.16666666666666666,,,,,,,,,0.6779661016949152,0.4375,0.5449584745762711,0.5713125,,0.06451612903225806,0.10256410256410256,0.1111111111111111,,6.438888888888889,24.94347826086957,,,2.0,2.0,1.0,,,,,0.25,,,,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,1610612763,2024,2023-24,True
1628991-1629723-1630583-1631246-1631367,1610612763,"Jaren Jackson Jr., John Konchar, Santi Aldama, Vince Williams Jr., Jacob Gilyard","Jackson Jr., Konchar, Aldama, Williams Jr., Gilyard",1628991-1629723-1630583-1631246-1631367,MEM,1883.0,3,31,2.0,66,64,1.0,3.0,4.0,130,11.0,17.0,,,,,7.0,12.0,4.0,6.0,,2.0,,,6.0,15.0,1.0,1.0,,,22.0,35.0,6.0,17.0,7.0,69.0,67.0,1.0,2.0,1.0,1.0,1.0,6.0,,,,,1.0,1.0,26.0,18.0,12.0,6.0,,15.0,6.0,2.0,13.0,4.0,17.0,4.0,,7.0,2.0,4.0,38.0,1.0,1.0,21.0,8.0,2.0,31.0,3.0,34.0,,2.0,1.0,1.0,8.0,4.0,5.0,6.0,1.0,3.0,14.0,1.0,5.0,8.0,,1.0,13.0,,,9.0,2.0,1.0,5.0,,3.0,1.0,1.0,1.0,4.0,,63.0,1.0,1.0,,,0.5909090909090909,0.5909090909090909,0.6666666666666666,0.35294117647058826,1.0,,0.35294117647058826,0.6285714285714286,0.5,,0.5961538461538461,0.8333333333333334,,0.6181818181818182,0.8333333333333334,0.5,0.3269230769230769,0.05714285714285714,0.058823529411764705,0.08333333333333333,,0.5714285714285714,1.0,0.5333333333333333,0.07692307692307693,0.84,0.09090909090909091,0.725,0.08333333333333333,,,0.1111111111111111,,0.375,0.7142857142857143,0.8421052631578947,0.8333333333333334,,99.41582580987786,14.181818181818182,14.796875,13.803030303030303,14.015625,0.3269230769230769,0.6470588235294118,0.6875,0.6363636363636364,0.23076923076923078,0.5833333333333334,0.6363636363636364,0.2857142857142857,0.11538461538461539,0.6666666666666666,0.6666666666666666,1.0,0.038461538461538464,,,,0.28846153846153844,0.4,0.4,0.6666666666666666,,,,0.3333333333333333,1.0,1.0,,,,,,0.6538461538461539,0.4,0.5620634615384615,0.4396166666666667,,0.09090909090909091,0.13157894736842105,0.08695652173913043,0.014492753623188406,6.268571428571429,25.7,0.015151515151515152,1.0,,2.0,2.0,1.0,1.0,0.5,,0.5,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1610612763,2024,2023-24,True
1628991-1630217-1631367-202687-203935,1610612763,"Jaren Jackson Jr., Desmond Bane, Jacob Gilyard, Bismack Biyombo, Marcus Smart","Jackson Jr., Bane, Gilyard, Biyombo, Smart",1628991-1630217-1631367-202687-203935,MEM,1673.0,3,28,-13.0,55,55,,1.0,5.0,110,4.0,5.0,,,,,7.0,15.0,2.0,5.0,3.0,3.0,,,6.0,19.0,1.0,3.0,,,13.0,25.0,9.0,22.0,7.0,60.0,73.0,,2.0,1.0,3.0,,3.0,,,,,,,16.0,10.0,21.0,6.0,,19.0,6.0,4.0,8.0,7.0,15.0,4.0,3.0,3.0,3.0,2.0,37.0,1.0,4.0,6.0,12.0,,18.0,5.0,23.0,,4.0,1.0,3.0,4.0,1.0,4.0,6.0,4.0,,10.0,,6.0,7.0,,1.0,10.0,1.0,1.0,8.0,2.0,,5.0,,6.0,,,4.0,6.0,,57.0,,,,,0.6153846153846154,0.6153846153846154,0.7777777777777778,0.4090909090909091,0.3333333333333333,,0.4090909090909091,0.52,,,0.5638297872340425,0.3,,0.6,0.3,,0.46808510638297873,0.16,,0.26666666666666666,,0.4,,0.75,0.3333333333333333,0.75,0.07692307692307693,0.75,0.2,,0.5,0.07692307692307693,,1.0,0.5,0.7142857142857143,1.0,,94.68021518230724,15.327272727272728,15.090909090909092,14.563636363636364,14.89090909090909,0.10638297872340426,0.8,0.8,0.75,0.3191489361702128,0.4666666666666667,0.6363636363636364,0.42857142857142855,0.10638297872340426,0.4,0.4,1.0,0.06382978723404255,1.0,1.0,1.0,0.40425531914893614,0.3157894736842105,0.3157894736842105,0.6666666666666666,,,,0.6,0.3333333333333333,1.0,,,,,,0.574468085106383,0.3157894736842105,0.5097468085106384,0.49425,,0.1,0.17857142857142858,0.05,,9.18,26.213636363636365,,,,2.0,3.0,1.0,,,1.0,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612763,2024,2023-24,True
1628379-1628991-1630533-1630583-1631246,1610612763,"Luke Kennard, Jaren Jackson Jr., Ziaire Williams, Santi Aldama, Vince Williams Jr.","Kennard, Jackson Jr., Williams, Aldama, Williams Jr.",1628379-1628991-1630533-1630583-1631246,MEM,1657.0,4,28,20.0,53,54,5.0,11.0,7.0,107,17.0,21.0,3.0,4.0,1.0,2.0,5.0,11.0,,4.0,3.0,8.0,,,4.0,10.0,1.0,2.0,1.0,1.0,22.0,36.0,7.0,18.0,,65.0,45.0,3.0,5.0,1.0,2.0,,9.0,1.0,3.0,1.0,1.0,,5.0,26.0,18.0,15.0,6.0,6.0,10.0,4.0,2.0,13.0,5.0,18.0,2.0,3.0,9.0,4.0,,41.0,2.0,5.0,15.0,12.0,,27.0,7.0,34.0,1.0,3.0,3.0,,3.0,2.0,2.0,3.0,,1.0,6.0,,2.0,9.0,,1.0,3.0,,1.0,,,,,,2.0,,,,2.0,,56.0,5.0,5.0,1.0,,0.5909090909090909,0.6842105263157895,0.7142857142857143,0.3888888888888889,0.5,1.0,0.3888888888888889,0.6111111111111112,0.6,0.3333333333333333,0.6018518518518519,0.6428571428571429,0.625,0.6018518518518519,0.6428571428571429,0.625,0.3333333333333333,0.05555555555555555,0.09523809523809523,,,0.5,,0.8571428571428571,0.35714285714285715,0.75,0.18181818181818182,0.7941176470588235,0.28,0.5,0.3333333333333333,0.16666666666666666,0.2,0.8571428571428571,0.8333333333333334,0.875,0.25,0.043478260869565216,92.98732649366325,15.471698113207546,15.5,15.132075471698114,14.777777777777779,0.3888888888888889,0.8095238095238095,0.8947368421052632,0.5294117647058824,0.2037037037037037,0.45454545454545453,0.45454545454545453,0.8,0.07407407407407407,,,,0.14814814814814814,0.375,0.375,1.0,0.18518518518518517,0.4,0.4,0.5,0.5714285714285714,0.75,,0.2857142857142857,0.5,,0.5,0.5,,0.25,1.0,0.7222222222222222,0.4,0.5796712962962962,0.50399,0.5673125,,,0.13846153846153847,0.07692307692307693,5.241666666666666,24.494444444444444,0.09433962264150944,,1.0,2.0,1.0,,,0.25,1.0,0.5,,,,,,,,,,,,,,,1.0,,,,,,,,,,1610612763,2024,2023-24,True
