EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PtsAssisted2s,TwoPtAssists,AtRimAssists,Assisted2sPct,NonPutbacksAssisted2sPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,Steals,BadPassSteals,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,ShortMidRangeAssists,LongMidRangeAssists,LostBallSteals,Transition Take Fouls Drawn,TwoPtShootingFoulsDrawn,ShortMidRangePctAssisted,LongMidRangePctAssisted,TwoPtShootingFoulsDrawnPct,SelfOReb,AtRimPctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BadPassOutOfBoundsTurnovers,SecondChanceCorner3FGA,SecondChanceFG3A,LostBallOutOfBoundsTurnovers,SecondChanceCorner3Frequency,SecondChanceArc3FGA,SecondChanceArc3Frequency,PenaltyAtRimFGM,PenaltyAtRimFGA,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,LostBallTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,BlocksRecoveredPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls,Charge Fouls Drawn,BlockedAtRim,DefAtRimReboundPct,DefensiveGoaltends,OffLongMidRangeReboundPct,Loose Ball Fouls Drawn,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,OffFTReboundPct,SecondChanceAtRimPctAssisted,Blocked3s,BlockedArc3,Transition Take Fouls,BlockedCorner3,LongMidRangePctBlocked,HeaveAttempts,OffensiveGoaltends,Corner3PctBlocked,team_id,year,season,team_vs
1626181-1627826-1629599-1629611-201935,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Terance Mann, James Harden","Powell, Zubac, Coffey, Mann, Harden",1626181-1627826-1629599-1629611-201935,LAC,527.0,5,9.0,7.0,15.0,16.0,14.0,1.0,1.0,31.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,4.0,6.0,2.0,3.0,5.0,8.0,6.0,25.0,18.0,2.0,3.0,5.0,7.0,6.0,25.0,4.0,12.0,3.0,7.0,4.0,1.0,4.0,4.0,3.0,1.0,12.0,1.0,4.0,2.0,1.0,7.0,1.0,8.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,4.0,1.0,1.0,4.0,7.0,1.0,2.0,25.0,24.0,13.0,0.8,0.625,0.7142857142857143,0.625,0.6666666666666666,0.6666666666666666,0.8636363636363636,0.95,0.8928571428571429,0.9615384615384616,0.7272727272727273,0.125,0.14285714285714285,0.3333333333333333,1.0,0.4,0.8,0.3333333333333333,0.6,0.25,0.3333333333333333,1.0,1.0,84.70588235294117,15.733333333333333,18.1875,15.666666666666666,17.6875,0.18181818181818182,0.5,0.5,0.09090909090909091,1.0,1.0,0.09090909090909091,1.0,1.0,1.0,0.6363636363636364,0.5714285714285714,0.6666666666666666,0.75,0.1,1.0,0.6,0.6666666666666666,0.7272727272727273,0.5714285714285714,0.4922,0.48514,0.08333333333333333,0.1111111111111111,1.0,13.4,26.3875,0.9333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,True
1626181-1627826-1629599-1629611-202331,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Terance Mann, Paul George","Powell, Zubac, Coffey, Mann, George",1626181-1627826-1629599-1629611-202331,LAC,96.0,1,2.0,7.0,4.0,3.0,,,,7.0,,,,,1.0,1.0,,,1.0,1.0,,,2.0,2.0,2.0,2.0,,10.0,3.0,,,,,,,2.0,6.0,,1.0,1.0,,2.0,3.0,1.0,1.0,8.0,,1.0,1.0,,2.0,,2.0,,,,,,,,1.0,2.0,,,,,,,10.0,,,1.0,1.0,,1.0,1.0,,1.25,,1.25,,0.5,,,,,1.0,1.0,,1.0,,,1.0,,105.0,9.75,19.0,9.75,19.0,,,,,,,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,,,,,1.0,1.0,0.660725,,,,,0.75,23.75,,2.0,2.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,True
1626181-1627826-1629599-1629611-202695,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Terance Mann, Kawhi Leonard","Powell, Zubac, Coffey, Mann, Leonard",1626181-1627826-1629599-1629611-202695,LAC,133.0,1,2.0,,4.0,5.0,,4.0,1.0,9.0,1.0,2.0,,,,,,,1.0,1.0,,,3.0,4.0,1.0,1.0,,9.0,9.0,,,,,,,4.0,3.0,,1.0,1.0,,1.0,2.0,1.0,,5.0,,,,1.0,1.0,1.0,2.0,,,,,,,,2.0,2.0,,,,,,,7.0,,,1.0,1.0,,1.0,0.75,,0.9,,0.9,,0.2,,,,1.0,,,,,1.0,,,,97.44360902255639,13.0,16.2,13.0,16.2,0.4,0.5,1.0,,,,,,,,0.2,1.0,1.0,1.0,,,,,0.6,1.0,0.5877399999999999,,,,,3.05,26.3,,2.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.5,,0.4,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,1.0,1.0,1.0,1.0,0.7381,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,True
1626181-1627826-1629599-1630527-1630538,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Brandon Boston Jr., Bones Hyland","Powell, Zubac, Coffey, Boston Jr., Hyland",1626181-1627826-1629599-1630527-1630538,LAC,101.0,1,2.0,3.0,4.0,4.0,,,,8.0,1.0,2.0,1.0,1.0,,,,,,,,,2.0,3.0,,,3.0,7.0,4.0,,,,,,,,,,,,,,2.0,,,4.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,2.0,3.0,,1.0,7.0,,,,,,,0.6666666666666666,,0.6666666666666666,,0.7,,,,,,,,0.5,,0.5,,,,,114.05940594059406,10.5,14.75,10.5,13.75,0.6666666666666666,0.5,0.5,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,0.45113333333333333,,0.25,,,9.866666666666667,,,,,4.0,2.0,,1.0,1.0,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,True
1626181-1627826-1629599-1630527-202695,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Brandon Boston Jr., Kawhi Leonard","Powell, Zubac, Coffey, Boston Jr., Leonard",1626181-1627826-1629599-1630527-202695,LAC,177.0,1,3.0,-3.0,6.0,6.0,,,2.0,12.0,1.0,1.0,,,,1.0,,,1.0,3.0,,,1.0,4.0,1.0,4.0,,5.0,8.0,,,,,,,2.0,3.0,,3.0,1.0,,1.0,1.0,1.0,,3.0,1.0,,2.0,,2.0,2.0,4.0,,,,,,,,1.0,1.0,,,1.0,,,,3.0,,,1.0,0.25,,0.25,0.25,,0.3125,,0.3125,,0.5,,,,,1.0,,0.3333333333333333,1.0,0.3333333333333333,,1.0,,97.62711864406779,18.0,11.5,17.666666666666668,11.5,0.125,1.0,1.0,,,,0.125,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,0.875,0.3333333333333333,0.58000625,,,,,2.575,24.825,,,3.0,,,,,,,0.375,,,,,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,,0.5,0.5,0.5,0.5,,0.3333333333333333,,0.5,,0.649,0.4,,,,,,,,,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,True
1626181-1627826-1629599-1630538-201566,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Bones Hyland, Russell Westbrook","Powell, Zubac, Coffey, Hyland, Westbrook",1626181-1627826-1629599-1630538-201566,LAC,8.0,1,,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,,,180.0,8.0,,8.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,0.55365,,,,,,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,True
1626181-1627826-1629599-1630538-202331,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Bones Hyland, Paul George","Powell, Zubac, Coffey, Hyland, George",1626181-1627826-1629599-1630538-202331,LAC,303.0,3,5.0,5.0,12.0,12.0,,,4.0,24.0,1.0,3.0,,,,1.0,,,2.0,4.0,,,5.0,9.0,2.0,5.0,,16.0,11.0,,,,,,,6.0,6.0,,4.0,2.0,,2.0,4.0,2.0,,10.0,1.0,1.0,,1.0,2.0,3.0,5.0,,,1.0,,1.0,,,2.0,3.0,,,,,,,10.0,,,1.0,0.4,,0.4,0.5555555555555556,,0.5714285714285714,,0.5714285714285714,,0.35714285714285715,,,,1.0,,0.5,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.5,,1.0,114.05940594059406,11.083333333333334,14.166666666666666,9.333333333333334,13.916666666666666,0.21428571428571427,0.3333333333333333,0.3333333333333333,,,,0.07142857142857142,,,,0.2857142857142857,0.5,0.5,1.0,,,,,0.7857142857142857,0.5,0.5539178571428571,,,,,2.966666666666667,25.839999999999996,,4.0,6.0,4.0,2.0,1.0,0.4,0.6666666666666666,,0.42857142857142855,0.6666666666666666,1.0,0.25,2.0,2.0,3.0,3.0,6.0,4.0,2.0,2.0,3.0,2.0,1.0,0.75,0.75,0.2222222222222222,,0.5,0.5,0.5,1.0,0.5224833333333333,0.375,1.0,,1.0,,,1.0,,,,0.3333333333333333,0.5,,,,,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,True
1626181-1627826-1629599-1630538-202695,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Bones Hyland, Kawhi Leonard","Powell, Zubac, Coffey, Hyland, Leonard",1626181-1627826-1629599-1630538-202695,LAC,94.0,1,2.0,,3.0,3.0,,,1.0,6.0,,1.0,,1.0,,1.0,,,,1.0,,,,2.0,,2.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.5,,,,,,1.0,0.5,1.0,0.25,,,,91.91489361702128,13.666666666666666,17.666666666666668,12.333333333333334,17.666666666666668,0.25,,,0.25,,,0.25,,,,0.25,,,,,,,,0.5,,0.4926875,,,,,13.65,23.65,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,True
1626181-1627826-1629599-200782-202331,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, P.J. Tucker, Paul George","Powell, Zubac, Coffey, Tucker, George",1626181-1627826-1629599-200782-202331,LAC,190.0,1,3.0,-3.0,6.0,6.0,,,1.0,12.0,1.0,1.0,,,1.0,2.0,,,1.0,3.0,,,1.0,3.0,2.0,5.0,,8.0,11.0,,,,,,,,6.0,,3.0,1.0,,2.0,3.0,1.0,1.0,8.0,2.0,,,,,2.0,2.0,,,,,,,,1.0,1.0,,,,,,,8.0,,,1.0,0.4,,0.4,0.3333333333333333,,0.5,,0.5,,0.625,,,,,,,0.6666666666666666,,0.4,0.5,,,90.94736842105263,18.666666666666668,13.0,15.0,13.0,0.125,1.0,1.0,,,,0.25,0.5,0.5,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,0.875,0.3333333333333333,0.58310625,,,,,3.1666666666666665,24.96,,,2.0,2.0,1.0,,1.0,1.0,,0.25,,,,,1.0,,1.0,,,1.0,,2.0,2.0,,,,0.3333333333333333,,,,0.5,,,,1.0,,,,,1.0,,,,0.5,,1.0,,,,,1.0,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,True
1626181-1627826-1629599-201566-201935,1610612746,"Norman Powell, Ivica Zubac, Amir Coffey, Russell Westbrook, James Harden","Powell, Zubac, Coffey, Westbrook, Harden",1626181-1627826-1629599-201566-201935,LAC,466.0,7,8.0,4.0,20.0,16.0,8.0,11.0,1.0,36.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,2.0,9.0,12.0,4.0,7.0,1.0,31.0,27.0,2.0,3.0,2.0,3.0,,10.0,4.0,12.0,,6.0,3.0,,4.0,11.0,3.0,1.0,26.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,,2.0,5.0,9.0,1.0,1.0,2.0,1.0,,,29.0,10.0,8.0,1.0,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.75,0.6666666666666666,0.7894736842105263,0.8333333333333334,0.8157894736842105,0.8333333333333334,0.3684210526315789,,,0.5,1.0,,,,,0.16666666666666666,,,,111.24463519313305,12.9,13.0,12.8,12.4375,0.21052631578947367,0.5,0.5,0.05263157894736842,1.0,1.0,0.05263157894736842,1.0,1.0,1.0,0.3157894736842105,0.5,0.5,1.0,0.16666666666666666,1.0,0.3333333333333333,0.5,0.7368421052631579,0.5,0.5175105263157895,0.49318333333333336,0.05263157894736842,,0.3225806451612903,5.625,26.228571428571428,0.4,6.0,7.0,14.0,7.0,5.0,0.7777777777777778,0.875,,0.3684210526315789,0.8571428571428571,0.8571428571428571,0.8333333333333334,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,,,0.3333333333333333,0.5,1.0,1.0,0.6548,0.06451612903225806,1.0,1.0,1.0,,1.0,0.5,1.0,0.08333333333333333,1.0,,,,,0.16666666666666666,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2024,2023-24,True
