EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,FtPoints,Points,OpponentPoints,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,NonShootingPenaltyNonTakeFouls,TsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Minutes,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg3aBlocked,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Rebounds,Technical Free Throw Trips,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,2pt And 1 Free Throw Trips,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3FGA,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Steals,BadPassSteals,ShootingFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,LongMidRangeFGM,PtsAssisted2s,TwoPtAssists,LongMidRangeAssists,FTDefRebounds,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,DefFTReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Fg2aBlocked,Loose Ball Fouls Drawn,FG2APctBlocked,ShortMidRangePctBlocked,AtRimAssists,Loose Ball Fouls,AtRimPctBlocked,DefShortMidRangeReboundPct,AtRimPctAssisted,PenaltyOffPoss,PenaltyAtRimFGA,PenaltyFG2A,PenaltyOffPossExcludingTakeFouls,PenaltyAtRimFrequency,PenaltyShotQualityAvg,PenaltyOffPossPct,SecondChanceCorner3FGA,PtsUnassisted3s,LostBallSteals,SecondChanceCorner3Frequency,PenaltyFtPoints,PenaltyPoints,LiveBallTurnovers,LostBallTurnovers,Turnovers,NonShootingFoulsDrawn,Blocked3s,BlockedCorner3,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,LiveBallTurnoverPct,PenaltyPointsPct,PenaltyAtRimFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,Corner3Assists,ShortMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Offensive Fouls Drawn,BlockedArc3,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,Charge Fouls,Charge Fouls Drawn,LongMidRangePctBlocked,Corner3PctBlocked,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct,HeaveAttempts,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
1628983-1629026-1629652-1630198-1630598,1610612760,"Shai Gilgeous-Alexander, Kenrich Williams, Luguentz Dort, Isaiah Joe, Aaron Wiggins","Gilgeous-Alexander, Williams, Dort, Joe, Wiggins",1628983-1629026-1629652-1630198-1630598,OKC,30.0,1,-1.0,1.0,1.0,1.0,2,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,96.0,16.0,14.0,16.0,14.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2024,2023-24,False
1628983-1629026-1629652-1630198-1631096,1610612760,"Shai Gilgeous-Alexander, Kenrich Williams, Luguentz Dort, Isaiah Joe, Chet Holmgren","Gilgeous-Alexander, Williams, Dort, Joe, Holmgren",1628983-1629026-1629652-1630198-1631096,OKC,106.0,1,-1.0,2.0,2.0,,4,1.0,3.0,4.0,,1.0,1.0,,,,0.16666666666666666,54.339622641509436,42.5,10.5,29.0,10.5,,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,1.0,0.25,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.5,0.8,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,0.5,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.5566,0.60735,1.0,7.5,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2024,2023-24,False
1628983-1629026-1629652-1630198-1631114,1610612760,"Shai Gilgeous-Alexander, Kenrich Williams, Luguentz Dort, Isaiah Joe, Jalen Williams","Gilgeous-Alexander, Williams, Dort, Joe, Williams",1628983-1629026-1629652-1630198-1631114,OKC,92.0,1,3.0,2.0,2.0,2.0,4,1.0,5.0,2.0,,1.0,1.0,1.0,5.0,,0.625,62.60869565217391,24.0,22.0,23.5,22.0,0.25,0.5,2.0,,1.0,1.0,,,1.0,,2.0,1.0,2.0,2.0,2.0,,,1.0,,,4.0,,2.0,1.0,2.0,,2.0,2.0,,1.0,,0.5,,,0.5,0.5,0.5,,1.0,1.0,,,,1.0,0.25,1.0,1.0,0.25,,0.5,,,1.0,0.75,0.4956625,,,4.6,25.7,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2024,2023-24,False
1628983-1629026-1629652-1630198-202330,1610612760,"Shai Gilgeous-Alexander, Kenrich Williams, Luguentz Dort, Isaiah Joe, Gordon Hayward","Gilgeous-Alexander, Williams, Dort, Joe, Hayward",1628983-1629026-1629652-1630198-202330,OKC,168.0,1,,6.0,6.0,5.0,12,1.0,6.0,6.0,1.0,2.0,2.0,1.0,6.0,,0.5,102.85714285714286,12.166666666666666,15.833333333333334,12.166666666666666,15.833333333333334,0.16666666666666666,0.25,3.0,,1.0,2.0,,,,1.0,1.0,,1.0,3.0,2.0,,,,,,2.0,,1.0,,,,,2.0,,0.3333333333333333,,0.5,,,0.4,,,,,,,,,,0.4,0.5,0.5,,0.2,0.2,,,,0.8,0.5509299999999999,,,6.366666666666667,24.55,,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.6666666666666666,1.0,1.0,0.2,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2024,2023-24,False
1628983-1629026-1629652-1631096-1641717,1610612760,"Shai Gilgeous-Alexander, Kenrich Williams, Luguentz Dort, Chet Holmgren, Cason Wallace","Gilgeous-Alexander, Williams, Dort, Holmgren, Wallace",1628983-1629026-1629652-1631096-1641717,OKC,190.0,2,2.0,6.0,8.0,,14,1.0,7.0,5.0,3.0,3.0,3.0,2.0,5.0,,0.5833333333333334,106.10526315789474,12.166666666666666,14.625,11.0,14.5,0.3333333333333333,0.3333333333333333,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,3.0,5.0,,1.0,1.0,,,2.0,4.0,,,,,,,5.0,,0.6,1.0,0.6,1.0,1.0,,,,,,,,,,,0.2,1.0,1.0,0.2,0.6,,1.0,1.0,,0.2,0.47206000000000004,0.6577,0.2857142857142857,12.379999999999999,,,1.0,,,,,,,,,1.0,,2.0,2.0,1.0,5.0,,,3.0,,,,0.3333333333333333,1.0,0.6,,,,,,,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2024,2023-24,False
1628983-1629026-1629652-1631114-202330,1610612760,"Shai Gilgeous-Alexander, Kenrich Williams, Luguentz Dort, Jalen Williams, Gordon Hayward","Gilgeous-Alexander, Williams, Dort, Williams, Hayward",1628983-1629026-1629652-1631114-202330,OKC,105.0,1,,2.0,3.0,,5,,4.0,4.0,1.0,1.0,,,2.0,,0.5,68.57142857142857,24.5,18.666666666666668,24.0,18.666666666666668,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,3.0,1.0,1.0,1.0,,,2.0,4.0,2.0,1.0,,1.0,1.0,2.0,3.0,,0.6666666666666666,1.0,0.5,1.0,1.0,0.25,,,1.0,1.0,1.0,,1.0,,1.0,0.25,1.0,1.0,0.25,0.25,0.25,1.0,1.0,,0.5,0.5658125,0.8016,0.5,8.233333333333333,25.4,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2024,2023-24,False
1628983-1629026-1630198-1641717-202330,1610612760,"Shai Gilgeous-Alexander, Kenrich Williams, Isaiah Joe, Cason Wallace, Gordon Hayward","Gilgeous-Alexander, Williams, Joe, Wallace, Hayward",1628983-1629026-1630198-1641717-202330,OKC,241.0,1,-5.0,6.0,7.0,4.0,13,,4.0,9.0,2.0,1.0,,,4.0,,0.3333333333333333,77.67634854771784,16.0,20.714285714285715,14.5,20.571428571428573,,,4.0,1.0,2.0,4.0,,1.0,,1.0,,,2.0,5.0,1.0,,1.0,,,,2.0,,,,,,,3.0,,0.4,,0.3333333333333333,,,0.16666666666666666,,,,,,,,,,0.6666666666666666,0.5,0.6666666666666666,,0.16666666666666666,,1.0,,,0.8333333333333334,0.5859333333333333,0.5253,,5.08,22.4,,,,,1.0,,,,,,1.0,,2.0,,2.0,3.0,,,1.0,,,,0.6666666666666666,,0.6666666666666666,,,0.16666666666666666,,,,,,2.0,1.0,,1.0,,,,,0.5,0.5,1.0,1.0,,,,,,1.0,,0.2,,1.0,1.0,0.25,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2024,2023-24,False
1628983-1629026-1631096-1631114-1641717,1610612760,"Shai Gilgeous-Alexander, Kenrich Williams, Chet Holmgren, Jalen Williams, Cason Wallace","Gilgeous-Alexander, Williams, Holmgren, Williams, Wallace",1628983-1629026-1631096-1631114-1641717,OKC,34.0,1,,2.0,1.0,,3,,,,1.0,,,,,,,127.05882352941177,6.5,21.0,6.5,21.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.5624,,,2.7,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,1.0,0.5624,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2024,2023-24,False
1628983-1629652-1630198-1630581-1631114,1610612760,"Shai Gilgeous-Alexander, Luguentz Dort, Isaiah Joe, Josh Giddey, Jalen Williams","Gilgeous-Alexander, Dort, Joe, Giddey, Williams",1628983-1629652-1630198-1630581-1631114,OKC,6.0,1,,1.0,,,1,,,,,,,,,,,240.0,6.0,,6.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.2741,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,0.2741,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2024,2023-24,False
1628983-1629652-1630198-1630598-1631096,1610612760,"Shai Gilgeous-Alexander, Luguentz Dort, Isaiah Joe, Aaron Wiggins, Chet Holmgren","Gilgeous-Alexander, Dort, Joe, Wiggins, Holmgren",1628983-1629652-1630198-1630598-1631096,OKC,229.0,3,-3.0,8.0,9.0,,17,,9.0,12.0,2.0,,,,9.0,,0.5,106.89956331877728,16.125,11.11111111111111,15.5,10.777777777777779,,,4.0,1.0,3.0,4.0,,,,1.0,1.0,,3.0,5.0,4.0,,,1.0,,,4.0,,1.0,,,1.0,1.0,2.0,,0.6,,0.5,,,0.4444444444444444,,,0.5,,0.2,,,1.0,,0.4444444444444444,0.75,0.75,,0.1111111111111111,0.1111111111111111,,,,0.8888888888888888,0.605111111111111,0.60285,,4.66,23.85,,,,,3.0,1.0,1.0,,1.0,,1.0,,2.0,,1.0,1.0,2.0,1.0,2.0,,0.25,0.25,1.0,,0.5,,,0.3333333333333333,1.0,1.0,,1.0,,2.0,1.0,,,,,,,0.3333333333333333,0.3333333333333333,,1.0,,,,,,,,,,1.0,,,,0.3333333333333333,,,,,,,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2024,2023-24,False
