EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGA,Arc3FGA,FG2A,FG3A,OpponentPoints,NonHeaveArc3FGA,Fg2aBlocked,Steals,LostBallSteals,FG3APct,FG2APctBlocked,AtRimPctBlocked,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,LongMidRangeFGA,FtPoints,Points,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,TsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceOffPoss,AtRimFGM,FG2M,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffRebounds,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChancePointsPct,PenaltyOffPoss,ShortMidRangeFGA,PenaltyFG2A,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,ShortMidRangeFrequency,PenaltyShotQualityAvg,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShortMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3A,SelfOReb,ShootingFouls,SecondChanceFg3Pct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,Corner3Assists,ShortMidRangeAssists,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Travels,Charge Fouls,Loose Ball Fouls,Transition Take Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,PenaltyPointsPct,PtsUnassisted3s,FTOffRebounds,SecondChanceTurnovers,Charge Fouls Drawn,Transition Take Fouls Drawn,OffFTReboundPct,LongMidRangeAssists,StepOutOfBoundsTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,OffensiveGoaltends,HeaveAttempts,Blocked3s,BlockedCorner3,SecondChanceAtRimPctAssisted,DefensiveGoaltends,Clear Path Fouls,BlockedLongMidRange,BlockedArc3,LongMidRangePctBlocked,Corner3PctBlocked,team_id,year,season,team_vs
1626224-1628380-1628984-1630170-1631103,1610612759,"Cedi Osman, Zach Collins, Devonte' Graham, Devin Vassell, Malaki Branham","Osman, Collins, Graham, Vassell, Branham",1626224-1628380-1628984-1630170-1631103,SAS,65.0,1,1.0,-4.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,110.76923076923077,12.5,13.333333333333334,12.5,13.333333333333334,0.5,0.5,1.0,0.625575,2.1,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2024,2023-24,True
1626224-1628380-1628984-1630170-1631110,1610612759,"Cedi Osman, Zach Collins, Devonte' Graham, Devin Vassell, Jeremy Sochan","Osman, Collins, Graham, Vassell, Sochan",1626224-1628380-1628984-1630170-1631110,SAS,107.0,1,2.0,,4.0,3.0,7.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,0.3333333333333333,0.5,1.0,94.2056074766355,15.5,15.0,15.5,10.333333333333334,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4604333333333333,12.1,25.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2024,2023-24,True
1626224-1628380-1628984-1630200-1630572,1610612759,"Cedi Osman, Zach Collins, Devonte' Graham, Tre Jones, Sandro Mamukelashvili","Osman, Collins, Graham, Jones, Mamukelashvili",1626224-1628380-1628984-1630200-1630572,SAS,39.0,1,1.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,,,,0.5,,,110.76923076923076,8.5,22.0,6.5,22.0,0.5,0.5,1.0,0.5019,2.8,27.9,,2.0,4.0,,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,0.6666666666666666,1.0,,1.0,,,,0.3333333333333333,0.5,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2024,2023-24,True
1626224-1628380-1628984-1630200-1631103,1610612759,"Cedi Osman, Zach Collins, Devonte' Graham, Tre Jones, Malaki Branham","Osman, Collins, Graham, Jones, Branham",1626224-1628380-1628984-1630200-1631103,SAS,71.0,1,1.0,-2.0,2.0,3.0,5.0,,,1.0,,2.0,,,1.0,,,,,101.40845070422534,16.0,13.0,16.0,13.0,,,,0.4065,5.1,,,,,,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.4065,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2024,2023-24,True
1626224-1628380-1628984-1630572-1631104,1610612759,"Cedi Osman, Zach Collins, Devonte' Graham, Sandro Mamukelashvili, Blake Wesley","Osman, Collins, Graham, Mamukelashvili, Wesley",1626224-1628380-1628984-1630572-1631104,SAS,184.0,1,3.0,,4.0,5.0,9.0,1.0,2.0,3.0,2.0,5.0,2.0,,,,0.4,,,70.43478260869564,20.75,20.2,20.75,20.2,0.2,0.4,0.6,0.4955,10.4,26.95,1.0,,5.0,2.0,1.0,3.0,4.0,1.0,1.0,,,3.0,0.5,0.5,1.0,0.75,,,0.2,,,1.0,1.0,1.0,,2.0,,,1.0,,3.0,,1.0,,,0.3333333333333333,0.5,1.0,,0.3333333333333333,,,1.0,1.0,,0.4,,1.0,,,,,,,,0.2,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.6019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2024,2023-24,True
1626224-1628380-1628984-1630577-1631103,1610612759,"Cedi Osman, Zach Collins, Devonte' Graham, Julian Champagnie, Malaki Branham","Osman, Collins, Graham, Champagnie, Branham",1626224-1628380-1628984-1630577-1631103,SAS,249.0,1,4.0,-2.0,8.0,7.0,15.0,,5.0,3.0,5.0,14.0,5.0,,,,0.625,,,86.74698795180723,17.125,16.0,16.0,15.571428571428571,,0.625,0.625,0.46895625,14.633333333333333,24.919999999999998,1.0,2.0,12.0,,1.0,1.0,3.0,1.0,2.0,4.0,2.0,9.0,0.6,0.3333333333333333,,0.3333333333333333,,,0.125,0.2,0.4,2.0,,2.0,,3.0,,,2.0,,6.0,2.0,2.0,,,0.6666666666666666,0.625,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,,0.25,1.0,2.0,1.0,,,,,,1.0,0.25,0.360625,0.125,1.0,,,2.0,2.0,,1.0,4.0,6.0,,2.0,2.0,2.0,,1.0,0.4,0.4,,0.75,,,0.3333333333333333,,0.4,0.4,1.0,,,0.4,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2024,2023-24,True
1626224-1628380-1629640-1630170-1630200,1610612759,"Cedi Osman, Zach Collins, Keldon Johnson, Devin Vassell, Tre Jones","Osman, Collins, Johnson, Vassell, Jones",1626224-1628380-1629640-1630170-1630200,SAS,1840.0,15,31.0,3.0,70.0,69.0,139.0,23.0,11.0,46.0,21.0,79.0,11.0,1.0,5.0,3.0,0.31343283582089554,0.021739130434782608,,108.78260869565217,13.042857142857143,13.434782608695652,12.542857142857143,12.710144927536232,0.34328358208955223,0.16417910447761194,0.6567164179104478,0.5476022388059701,4.854347826086957,25.390476190476193,2.0,9.0,82.0,12.0,10.0,24.0,34.0,12.0,8.0,10.0,6.0,67.0,0.5857142857142857,0.5555555555555556,0.7058823529411765,0.6285714285714286,0.6,,0.029850746268656716,0.08695652173913043,0.125,9.0,17.0,26.0,,15.0,30.0,15.0,22.0,9.0,51.0,4.0,10.0,0.5769230769230769,0.75,0.5652173913043478,0.5447761194029851,0.75,0.2857142857142857,0.30303030303030304,0.3333333333333333,0.4,0.7391304347826086,0.7391304347826086,0.5294117647058824,0.18292682926829268,35.0,21.0,24.0,2.0,2.0,5.0,9.0,5.0,35.0,0.31343283582089554,0.5123514705882353,0.5,28.0,6.0,7.0,2.0,7.0,6.0,9.0,22.0,21.0,12.0,2.0,7.0,2.0,6.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.3157894736842105,0.25,0.625,0.7058823529411765,0.18181818181818182,0.18181818181818182,1.0,0.7,0.8571428571428571,0.18181818181818182,0.584,8.0,,,5.0,1.0,1.0,10.0,1.0,8.0,1.0,0.030303030303030304,0.38095238095238093,0.4,,,,0.14705882352941177,7.0,9.0,1.0,5.0,10.0,1.0,1.0,3.0,5.0,1.0,14.0,4.0,5.0,45.0,5.0,6.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,4.0,2.0,45.0,1.0,1.0,0.4,0.5833333333333334,0.5882352941176471,0.6428571428571429,0.047619047619047616,0.4444444444444444,1.0,0.5,0.2,0.5,0.75,0.5,0.5,0.14925373134328357,0.5,0.5,1.0,0.1,1.0,1.0,0.2647058823529412,0.7777777777777778,0.14705882352941177,0.6,0.2,0.5487804878048781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2024,2023-24,True
1626224-1628380-1629640-1630170-1631103,1610612759,"Cedi Osman, Zach Collins, Keldon Johnson, Devin Vassell, Malaki Branham","Osman, Collins, Johnson, Vassell, Branham",1626224-1628380-1629640-1630170-1631103,SAS,1238.0,11,21.0,31.0,46.0,47.0,93.0,18.0,8.0,29.0,10.0,35.0,8.0,2.0,5.0,2.0,0.2564102564102564,0.06896551724137931,0.1111111111111111,108.17447495961228,12.521739130434783,14.085106382978724,12.26086956521739,13.638297872340425,0.46153846153846156,0.20512820512820512,0.717948717948718,0.5694230769230769,4.6689655172413795,25.68,2.0,15.0,66.0,9.0,14.0,23.0,27.0,6.0,12.0,16.0,9.0,62.0,0.717391304347826,0.7777777777777778,1.0,0.8518518518518519,1.0,1.0,0.05128205128205128,0.2,0.2571428571428571,4.0,14.0,21.0,1.0,4.0,18.0,9.0,11.0,7.0,24.0,1.0,4.0,0.42857142857142855,0.42857142857142855,0.7241379310344828,0.6538461538461539,1.0,0.14285714285714285,0.2,0.16666666666666666,0.5,0.7777777777777778,0.875,0.5,0.06060606060606061,20.0,9.0,10.0,3.0,,,2.0,2.0,20.0,0.23076923076923078,0.596125,0.43478260869565216,12.0,,,2.0,3.0,,,24.0,6.0,,2.0,2.0,2.0,2.0,0.6666666666666666,0.3,0.3,,1.5,0.25,,0.75,1.0,0.25,0.25,1.0,,,0.25,,5.0,,,5.0,1.0,1.0,6.0,,2.0,1.0,,0.5555555555555556,0.5555555555555556,,,,0.3125,6.0,8.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,7.0,2.0,7.0,27.0,,2.0,,2.0,1.0,1.0,,,1.0,,3.0,1.0,,,,,,27.0,1.0,,0.3333333333333333,0.7,0.625,0.7105263157894737,,1.0,,0.5,,,0.4,1.0,1.0,0.05128205128205128,0.5,0.5,,1.0,1.0,,0.5,0.75,0.0625,,0.4,0.4090909090909091,3.0,1.0,2.0,2.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2024,2023-24,True
1626224-1628380-1629640-1630170-1631104,1610612759,"Cedi Osman, Zach Collins, Keldon Johnson, Devin Vassell, Blake Wesley","Osman, Collins, Johnson, Vassell, Wesley",1626224-1628380-1629640-1630170-1631104,SAS,2014.0,14,34.0,16.0,71.0,70.0,141.0,14.0,24.0,34.0,25.0,75.0,24.0,1.0,5.0,1.0,0.423728813559322,0.029411764705882353,0.07142857142857142,100.81429990069512,13.183098591549296,15.4,12.661971830985916,14.814285714285715,0.23728813559322035,0.4067796610169492,0.6610169491525424,0.5298559322033899,7.708823529411766,25.752,6.0,13.0,91.0,11.0,17.0,29.0,36.0,13.0,17.0,19.0,7.0,86.0,0.6791044776119403,0.8095238095238095,0.9166666666666666,0.8484848484848485,1.0,0.75,0.1016949152542373,0.13636363636363635,0.175,6.0,10.0,21.0,,5.0,24.0,12.0,23.0,6.0,57.0,3.0,7.0,0.5714285714285714,0.6,0.6176470588235294,0.6610169491525424,0.5,0.23076923076923078,0.2692307692307692,0.25,0.7272727272727273,0.7142857142857143,0.7692307692307693,0.6,0.054945054945054944,9.0,14.0,5.0,4.0,1.0,4.0,10.0,1.0,9.0,0.23728813559322035,0.4679055555555556,0.1267605633802817,21.0,1.0,2.0,12.0,12.0,1.0,4.0,18.0,33.0,2.0,12.0,11.0,11.0,4.0,0.9166666666666666,0.48,0.48,0.25,0.5,0.3076923076923077,0.16666666666666666,0.8333333333333334,1.0,0.5,0.5,0.9166666666666666,0.4,0.5,0.5,0.56885,8.0,1.0,1.0,4.0,1.0,1.0,4.0,,9.0,1.0,,0.5714285714285714,0.5714285714285714,0.2,1.0,1.0,0.4444444444444444,,,3.0,,1.0,,,,,1.0,3.0,1.0,3.0,12.0,,4.0,1.0,6.0,4.0,2.0,,,,,1.0,1.0,8.0,6.0,2.0,8.0,6.0,12.0,,1.0,0.25,0.6,0.5,0.5454545454545454,,0.6,1.0,0.25,,0.75,0.5,0.5,0.5,0.01694915254237288,,,,,,,,,,,0.25,0.13186813186813187,3.0,,1.0,,,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.07692307692307693,,,,,,,,,,,,,,,,,1610612759,2024,2023-24,True
1626224-1628380-1629640-1630170-1631110,1610612759,"Cedi Osman, Zach Collins, Keldon Johnson, Devin Vassell, Jeremy Sochan","Osman, Collins, Johnson, Vassell, Sochan",1626224-1628380-1629640-1630170-1631110,SAS,1101.0,10,18.0,8.0,39.0,43.0,82.0,15.0,11.0,24.0,14.0,42.0,11.0,,4.0,1.0,0.3684210526315789,,,107.24795640326974,14.256410256410257,12.674418604651162,13.871794871794872,12.511627906976743,0.39473684210526316,0.2894736842105263,0.7631578947368421,0.5706802631578948,3.654166666666667,25.5,1.0,3.0,50.0,7.0,7.0,15.0,21.0,4.0,9.0,7.0,4.0,40.0,0.6097560975609756,0.7777777777777778,0.875,0.8235294117647058,1.0,,0.02631578947368421,0.0975609756097561,0.14814814814814814,6.0,13.0,19.0,,10.0,18.0,9.0,10.0,7.0,21.0,3.0,6.0,0.47368421052631576,0.6,0.7916666666666666,0.618421052631579,0.8333333333333334,0.3,0.4,0.25,0.5,0.8666666666666667,0.8666666666666667,0.5384615384615384,0.2,1.0,8.0,1.0,3.0,,3.0,6.0,,1.0,0.21052631578947367,0.5084,0.02564102564102564,6.0,4.0,5.0,2.0,3.0,5.0,6.0,20.0,3.0,8.0,2.0,1.0,,3.0,0.3333333333333333,0.21428571428571427,0.21428571428571427,0.8333333333333334,0.8333333333333334,0.6,0.6666666666666666,1.0,0.875,0.18181818181818182,0.2,,0.8333333333333334,0.8,0.18181818181818182,0.5836749999999999,5.0,,,,,,,,3.0,,,0.625,0.625,,,,,1.0,1.0,1.0,1.0,3.0,,,,,,1.0,,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,,,,1.0,,,,,,,3.0,,,,1.0,1.0,0.75,,0.5,1.0,0.5,0.5,,0.4,1.0,1.0,0.07894736842105263,0.3333333333333333,0.3333333333333333,1.0,,,,1.0,1.0,,,,0.06,6.0,,1.0,,,,,,1.0,,2.0,,,,,,,1.0,0.07142857142857142,0.09090909090909091,,,,,,,,,,,,,,1610612759,2024,2023-24,True
