EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,AtRimFGM,AtRimFGA,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceArc3FGA,SecondChanceFG3A,DefThreePtRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,LiveBallTurnoverPct,DefThreePtReboundPct,DefArc3ReboundPct,SecondChanceArc3Frequency,PenaltyOffPoss,PenaltyDefPoss,LongMidRangeFGM,PenaltyArc3FGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,ShootingFouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,FTDefRebounds,DefFTReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,FG3M,SecondChanceFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Travels,PenaltyTurnovers,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,BadPassTurnovers,SecondChanceCorner3Frequency,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,HeaveAttempts,BadPassOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyArc3FGM,PenaltyFG3M,SecondChanceTurnovers,Blocked3s,BlockedArc3,PenaltyFg3Pct,AtRimPctBlocked,LongMidRangePctBlocked,OffAtRimReboundPct,PenaltyArc3Accuracy,BlockedLongMidRange,SelfOReb,BlockedAtRim,SelfORebPct,Charge Fouls Drawn,OffCorner3ReboundPct,PtsUnassisted3s,PenaltyCorner3FGM,Offensive Fouls,DefensiveGoaltends,3SecondViolations,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,Defensive 3 Seconds Violations,Transition Take Fouls Drawn,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,OffensiveGoaltends,Arc3PctBlocked,Transition Take Fouls,Clear Path Fouls,team_id,year,season,team_vs
101108-1626172-1627780-1630228-1630541,1610612744,"Chris Paul, Kevon Looney, Gary Payton II, Jonathan Kuminga, Moses Moody","Paul, Looney, Payton II, Kuminga, Moody",101108-1626172-1627780-1630228-1630541,GSW,128.0,3,2.0,4.0,4.0,1.0,8.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,5.0,1.0,2.0,1.0,0.2,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0,0.2857142857142857,0.4,0.6666666666666666,1.0,0.75,1.0,0.5,1.0,0.5,1.0,1.0,90.0,19.0,13.0,18.5,13.0,0.42857142857142855,0.3333333333333333,1.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.4624214285714286,0.4415,1.0,10.68,25.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2024,2023-24,True
101108-1626172-1627780-1630228-1641764,1610612744,"Chris Paul, Kevon Looney, Gary Payton II, Jonathan Kuminga, Brandin Podziemski","Paul, Looney, Payton II, Kuminga, Podziemski",101108-1626172-1627780-1630228-1641764,GSW,46.0,1,1.0,2.0,1.0,,3.0,1.0,1.0,,,,2.0,2.0,,4.0,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,93.91304347826086,16.5,13.0,16.5,13.0,0.5,1.0,1.0,,,,0.5,0.53805,,,3.4,,4.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2024,2023-24,True
101108-1626172-1627780-1630228-201939,1610612744,"Chris Paul, Kevon Looney, Gary Payton II, Jonathan Kuminga, Stephen Curry","Paul, Looney, Payton II, Kuminga, Curry",101108-1626172-1627780-1630228-201939,GSW,97.0,1,2.0,4.0,3.0,1.0,7.0,,,,1.0,1.0,1.0,1.0,2.0,2.0,5.0,,,,2.0,,1.0,,,,1.0,,1.0,1.0,,,1.0,,0.3333333333333333,,0.3333333333333333,,0.6666666666666666,,,,,0.5,,,,,,103.91752577319588,11.0,17.666666666666668,8.75,14.666666666666666,,,,,0.3333333333333333,0.3333333333333333,1.0,0.5211666666666667,0.498,,3.9,26.25,-3.0,1.0,1.0,,,,,,,2.0,,,0.3333333333333333,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2024,2023-24,True
101108-1626172-1627780-1630228-202691,1610612744,"Chris Paul, Kevon Looney, Gary Payton II, Jonathan Kuminga, Klay Thompson","Paul, Looney, Payton II, Kuminga, Thompson",101108-1626172-1627780-1630228-202691,GSW,428.0,6,7.0,15.0,12.0,2.0,27.0,3.0,5.0,4.0,1.0,3.0,7.0,10.0,4.0,19.0,18.0,1.0,2.0,2.0,8.0,,3.0,,2.0,3.0,3.0,2.0,5.0,2.0,4.0,1.0,0.7,0.5,0.5,0.3333333333333333,0.59375,0.3333333333333333,0.2857142857142857,,,0.6,0.6666666666666666,0.42857142857142855,0.2857142857142857,0.5,1.0,,0.6666666666666666,90.8411214953271,14.4,17.666666666666668,13.066666666666666,14.916666666666666,0.35714285714285715,0.6,0.6,0.2857142857142857,0.07142857142857142,0.21428571428571427,0.35714285714285715,0.46023928571428574,0.47573333333333334,0.10526315789473684,10.35,25.05,1.0,1.0,1.0,6.0,3.0,3.0,,3.0,6.0,17.0,0.42857142857142855,0.42857142857142855,0.07142857142857142,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,0.3333333333333333,5.0,2.0,3.0,1.0,5.0,2.0,3.0,1.0,2.0,6.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0,5.0,0.6666666666666666,0.5,0.6,0.5,1.0,0.75,0.75,0.25,0.4067375,0.1875,0.25,0.3157894736842105,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2024,2023-24,True
101108-1626172-1627780-1630228-203952,1610612744,"Chris Paul, Kevon Looney, Gary Payton II, Jonathan Kuminga, Andrew Wiggins","Paul, Looney, Payton II, Kuminga, Wiggins",101108-1626172-1627780-1630228-203952,GSW,14.0,1,,1.0,1.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,0.5,,,,,,,,,,,,,205.71428571428572,11.0,3.0,11.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2024,2023-24,True
101108-1626172-1627780-1630541-1641764,1610612744,"Chris Paul, Kevon Looney, Gary Payton II, Moses Moody, Brandin Podziemski","Paul, Looney, Payton II, Moody, Podziemski",101108-1626172-1627780-1630541-1641764,GSW,790.0,5,13.0,28.0,25.0,4.0,53.0,5.0,7.0,1.0,2.0,11.0,10.0,12.0,13.0,35.0,22.0,3.0,3.0,9.0,10.0,2.0,11.0,,1.0,6.0,11.0,4.0,15.0,5.0,9.0,,0.8333333333333334,1.0,0.52,1.125,0.5833333333333334,1.125,0.52,,,1.0,0.5,0.9166666666666666,0.25,0.5,,1.0,1.0,96.60759493670886,14.214285714285714,15.68,13.571428571428571,15.04,0.28,0.7142857142857143,0.7142857142857143,0.04,0.08,0.44,0.68,0.509012,0.5581,0.2571428571428571,6.325,26.323076923076922,13.0,4.0,4.0,10.0,5.0,7.0,2.0,2.0,16.0,26.0,0.5,0.5555555555555556,0.16,1.0,1.0,0.5,0.4,1.0,1.0,5.0,,,1.0,,0.8333333333333334,0.8,0.25,15.0,6.0,1.0,6.0,9.0,4.0,5.0,7.0,4.0,12.0,4.0,11.0,1.0,5.0,1.0,1.0,1.0,1.0,12.0,15.0,0.8,0.3333333333333333,0.4,1.0,1.0,1.0,1.0,0.5,0.5125916666666667,0.1724137931034483,0.3125,0.34285714285714286,0.5357142857142857,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15384615384615385,1.0,0.15384615384615385,0.3333333333333333,0.2,0.2222222222222222,1.0,1.0,0.5,0.5,1.0,0.09090909090909091,0.09090909090909091,1.0,0.5,1.0,0.5,1.0,1.0,0.16666666666666666,1.0,0.08333333333333333,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2024,2023-24,True
101108-1626172-1627780-1630541-202691,1610612744,"Chris Paul, Kevon Looney, Gary Payton II, Moses Moody, Klay Thompson","Paul, Looney, Payton II, Moody, Thompson",101108-1626172-1627780-1630541-202691,GSW,316.0,2,5.0,10.0,11.0,1.0,21.0,2.0,4.0,1.0,1.0,2.0,3.0,6.0,3.0,7.0,16.0,,,,,,2.0,,,1.0,3.0,1.0,4.0,1.0,2.0,1.0,0.5,,0.3333333333333333,,0.35,,0.3333333333333333,,,1.0,,1.0,0.16666666666666666,,,,1.0,95.69620253164557,15.9,14.272727272727273,14.7,14.272727272727273,0.4444444444444444,0.5,0.5,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.4702277777777778,,,7.566666666666666,26.233333333333334,-9.0,1.0,1.0,6.0,3.0,3.0,1.0,2.0,6.0,7.0,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,0.1,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2024,2023-24,True
101108-1626172-1627780-1631311-201939,1610612744,"Chris Paul, Kevon Looney, Gary Payton II, Lester Quinones, Stephen Curry","Paul, Looney, Payton II, Quinones, Curry",101108-1626172-1627780-1631311-201939,GSW,59.0,1,1.0,1.0,2.0,,3.0,,,,,1.0,,,1.0,,3.0,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,0.5,,,,,,73.22033898305085,26.0,16.5,26.0,12.5,,,,,,1.0,1.0,0.5388,,,,26.0,-3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2024,2023-24,True
101108-1626172-1627780-1631311-202691,1610612744,"Chris Paul, Kevon Looney, Gary Payton II, Lester Quinones, Klay Thompson","Paul, Looney, Payton II, Quinones, Thompson",101108-1626172-1627780-1631311-202691,GSW,96.0,1,2.0,4.0,4.0,,8.0,1.0,1.0,,,,3.0,3.0,,6.0,2.0,,,,,,,,,,2.0,,2.0,,,,1.0,,1.0,,1.0,,,,,,,0.6666666666666666,,,,,,120.0,8.75,15.25,8.75,15.25,0.3333333333333333,1.0,1.0,,,,0.6666666666666666,0.6384,,,5.0,,4.0,2.0,2.0,6.0,3.0,3.0,2.0,1.0,6.0,6.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2024,2023-24,True
101108-1626172-1627780-1641764-201939,1610612744,"Chris Paul, Kevon Looney, Gary Payton II, Brandin Podziemski, Stephen Curry","Paul, Looney, Payton II, Podziemski, Curry",101108-1626172-1627780-1641764-201939,GSW,41.0,1,1.0,1.0,1.0,,2.0,,1.0,,,,,1.0,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,70.2439024390244,18.0,23.0,18.0,23.0,1.0,,,,,,,0.451,,,11.4,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2024,2023-24,True
