EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsUnassisted2s,FTDefRebounds,DefRebounds,Rebounds,Fouls,FoulsDrawn,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Fg2Pct,EfgPct,TsPct,DefFTReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SelfOReb,Steals,LostBallSteals,Travels,SecondChanceTurnovers,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Corner3FGM,SecondChanceCorner3FGA,SecondChanceFG3A,PtsUnassisted3s,Corner3Assists,LostBallTurnovers,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3FGA,PenaltyArc3FGA,PenaltyFG3A,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceArc3Frequency,PenaltyArc3Frequency,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,LongMidRangeAssists,LongMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,BlockedAtRim,RecoveredBlocks,SecondChanceFg3Pct,BlocksRecoveredPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BadPassSteals,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,PenaltyFG3M,Fg3aBlocked,Charge Fouls,Charge Fouls Drawn,PenaltyFg3Pct,FG3APctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,Technical Free Throw Trips,HeaveAttempts,Offensive Fouls,SecondChanceCorner3FGM,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyArc3FGM,LongMidRangePctBlocked,PenaltyArc3Accuracy,Defensive 3 Seconds Violations,3SecondViolations,FTOffRebounds,OffFTReboundPct,Arc3PctBlocked,OffensiveGoaltends,Transition Take Fouls,Blocked3s,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,Transition Take Fouls Drawn,3pt And 1 Free Throw Trips,BlockedArc3,team_id,year,season,team_vs
1626157-1628420-1629162-1629638-1629675,1610612750,"Karl-Anthony Towns, Monte Morris, Jordan McLaughlin, Nickeil Alexander-Walker, Naz Reid","Towns, Morris, McLaughlin, Alexander-Walker, Reid",1626157-1628420-1629162-1629638-1629675,MIN,59.0,1,1.0,-1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,73.22033898305085,33.0,13.0,33.0,13.0,1.0,1.0,1.0,0.3953,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2024,2023-24,True
1626157-1628420-1629638-1629675-1630162,1610612750,"Karl-Anthony Towns, Monte Morris, Nickeil Alexander-Walker, Naz Reid, Anthony Edwards","Towns, Morris, Alexander-Walker, Reid, Edwards",1626157-1628420-1629638-1629675-1630162,MIN,599.0,3,10.0,-13.0,21.0,21.0,8.0,42.0,,2.0,6.0,15.0,19.0,32.0,4.0,,4.0,7.0,8.0,5.0,17.0,3.0,0.4,0.35714285714285715,0.4318181818181818,,100.96828046744575,17.571428571428573,10.952380952380953,16.523809523809526,10.904761904761905,0.09523809523809523,,,0.5404571428571429,6.04,4.0,3.0,4.0,8.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,1.0,4.0,1.0,6.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,7.0,8.0,3.0,2.0,4.0,1.0,3.0,4.0,1.0,5.0,1.0,3.0,1.0,11.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,4.0,2.0,3.0,7.0,4.0,0.6666666666666666,0.8,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.1666666666666667,0.2857142857142857,0.2,0.375,0.5,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.2,0.6666666666666666,0.21428571428571427,0.25,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.38095238095238093,0.5,0.8,0.75,0.23809523809523808,0.4,0.4,0.5,0.09523809523809523,0.19047619047619047,0.25,0.25,1.0,0.6666666666666666,0.5,0.5,1.0,0.6666666666666666,0.25,0.5424,0.5933,0.13636363636363635,0.1875,0.10526315789473684,0.3684210526315789,24.78333333333333,0.19047619047619047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2024,2023-24,True
1626157-1628420-1629638-1629675-1630183,1610612750,"Karl-Anthony Towns, Monte Morris, Nickeil Alexander-Walker, Naz Reid, Jaden McDaniels","Towns, Morris, Alexander-Walker, Reid, McDaniels",1626157-1628420-1629638-1629675-1630183,MIN,5.0,1,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,288.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2024,2023-24,True
1626157-1628420-1629638-1629675-201144,1610612750,"Karl-Anthony Towns, Monte Morris, Nickeil Alexander-Walker, Naz Reid, Mike Conley","Towns, Morris, Alexander-Walker, Reid, Conley",1626157-1628420-1629638-1629675-201144,MIN,114.0,2,2.0,3.0,6.0,4.0,,10.0,,,2.0,5.0,6.0,3.0,,,2.0,4.0,1.0,1.0,6.0,,0.4,0.3333333333333333,0.42857142857142855,,126.31578947368422,10.833333333333334,12.25,10.5,12.25,,,,0.6014916666666666,3.3,,2.0,1.0,4.0,,1.0,,,1.0,1.0,1.0,,,,1.0,2.0,,1.0,,,,,,4.0,,,,,,2.0,,2.0,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,,,,,2.0,,1.0,,,1.0,1.0,,,,,,,,,,0.16666666666666666,,,,1.0,0.3333333333333333,1.0,1.0,1.0,0.5,0.3333333333333333,,,1.0,,0.6666666666666666,0.25,0.25,1.0,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,,,,,1.0,,,,0.8333333333333334,,0.6066,,0.14285714285714285,0.16666666666666666,,,22.4,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2024,2023-24,True
1626157-1628420-1629638-1629675-203937,1610612750,"Karl-Anthony Towns, Monte Morris, Nickeil Alexander-Walker, Naz Reid, Kyle Anderson","Towns, Morris, Alexander-Walker, Reid, Anderson",1626157-1628420-1629638-1629675-203937,MIN,586.0,4,10.0,1.0,22.0,18.0,5.0,40.0,,1.0,6.0,10.0,27.0,26.0,6.0,1.0,5.0,7.0,4.0,5.0,27.0,,0.6,0.5526315789473685,0.5869565217391305,1.0,98.29351535836177,14.545454545454545,14.777777777777779,13.909090909090908,14.777777777777779,0.05263157894736842,,,0.5343026315789473,6.85,,2.0,4.0,4.0,,,,,2.0,5.0,3.0,2.0,6.0,3.0,9.0,6.0,,,,,,,,6.0,6.0,,6.0,2.0,1.0,3.0,2.0,5.0,1.0,3.0,,12.0,1.0,1.0,1.0,3.0,2.0,1.0,,,,1.0,,3.0,,1.0,8.0,,4.0,,,0.5,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,,,,0.47368421052631576,0.1,,1.0,1.0,0.25,0.5,0.16666666666666666,0.8,0.2,,,,,0.5,0.21052631578947367,1.0,1.0,0.75,0.2631578947368421,0.4,0.5,,0.15789473684210525,0.3157894736842105,0.3333333333333333,0.3333333333333333,0.5,,,,,0.6842105263157895,0.3333333333333333,0.48285,,0.17391304347826086,0.2857142857142857,,,24.9,,,,,,1.0,0.5,,,1.0,1.0,1.0,3.0,1.0,1.0,0.2,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2024,2023-24,True
1626157-1628420-1629638-1630162-1630183,1610612750,"Karl-Anthony Towns, Monte Morris, Nickeil Alexander-Walker, Anthony Edwards, Jaden McDaniels","Towns, Morris, Alexander-Walker, Edwards, McDaniels",1626157-1628420-1629638-1630162-1630183,MIN,221.0,1,4.0,-3.0,8.0,8.0,,16.0,,,1.0,1.0,5.0,8.0,,,3.0,4.0,,2.0,5.0,,1.0,0.2,0.35714285714285715,,104.25339366515837,13.625,14.0,12.75,14.0,,,,0.49535999999999997,7.6,8.0,1.0,,,,,,,1.0,1.0,,,4.0,,4.0,3.0,,,,1.0,1.0,3.0,5.0,2.0,,,4.0,,,1.0,,1.0,,,1.0,2.0,1.0,,3.0,,1.0,1.0,,,1.0,2.0,2.0,,,,4.0,,1.0,5.0,8.0,1.0,1.0,,,,,1.0,,0.2,,0.35714285714285715,0.8,,,0.5,,,1.0,0.25,1.0,0.25,,,0.25,,1.0,,,,,0.2,1.0,1.0,1.0,,0.8,,,,,,,,0.8,,0.4512,0.49535999999999997,0.16666666666666666,0.5,,1.0,26.0,1.0,,1.0,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,,1.0,4.0,4.0,1.0,1.0,1.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2024,2023-24,True
1626157-1628420-1629638-1630162-203497,1610612750,"Karl-Anthony Towns, Monte Morris, Nickeil Alexander-Walker, Anthony Edwards, Rudy Gobert","Towns, Morris, Alexander-Walker, Edwards, Gobert",1626157-1628420-1629638-1630162-203497,MIN,98.0,1,2.0,2.0,3.0,3.0,2.0,6.0,1.0,1.0,2.0,2.0,7.0,5.0,2.0,1.0,1.0,2.0,2.0,,5.0,1.0,1.0,0.875,0.875,1.0,88.16326530612245,11.333333333333334,21.333333333333332,11.0,21.333333333333332,0.25,1.0,1.0,0.4862375,14.4,,1.0,,,,,,,1.0,1.0,1.0,,1.0,1.0,2.0,,1.0,1.0,2.0,,,,,2.0,3.0,2.0,1.0,,,1.0,1.0,2.0,,,1.0,5.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,0.5,1.0,1.0,0.5,0.5,1.0,,1.0,,1.0,,0.5,,,,,,,1.0,,1.0,,,1.0,,,,,,,0.25,1.0,1.0,1.0,0.25,0.25,,,,,,,,0.5,,,,,,0.2857142857142857,,26.05,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2024,2023-24,True
1626157-1628420-1629638-1630183-203497,1610612750,"Karl-Anthony Towns, Monte Morris, Nickeil Alexander-Walker, Jaden McDaniels, Rudy Gobert","Towns, Morris, Alexander-Walker, McDaniels, Gobert",1626157-1628420-1629638-1630183-203497,MIN,281.0,3,5.0,-6.0,8.0,7.0,1.0,15.0,,1.0,1.0,4.0,5.0,11.0,,,3.0,4.0,3.0,2.0,3.0,,0.25,0.4166666666666667,0.4166666666666667,,76.86832740213522,16.625,21.142857142857142,15.125,20.142857142857142,0.16666666666666666,,,0.486275,10.025,,1.0,,1.0,,,,,1.0,2.0,,1.0,2.0,1.0,2.0,,1.0,1.0,2.0,,,,,2.0,3.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,5.0,,1.0,1.0,2.0,1.0,,,,2.0,2.0,,2.0,,,,,,,,1.0,1.0,1.0,0.5,0.5,1.0,,1.0,,1.0,,0.3333333333333333,0.25,1.0,,0.6666666666666666,0.3333333333333333,0.5,,0.6,0.25,,1.0,,1.0,1.0,0.16666666666666666,,,,0.3333333333333333,0.5,0.5,1.0,,0.3333333333333333,0.5,0.5,1.0,,,,,0.5,0.5,0.4239,,,,0.4,,24.2,,,,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2024,2023-24,True
1626157-1628420-1629638-201144-203497,1610612750,"Karl-Anthony Towns, Monte Morris, Nickeil Alexander-Walker, Mike Conley, Rudy Gobert","Towns, Morris, Alexander-Walker, Conley, Gobert",1626157-1628420-1629638-201144-203497,MIN,96.0,1,2.0,-1.0,3.0,3.0,,6.0,,1.0,1.0,2.0,2.0,3.0,,,1.0,1.0,,1.0,2.0,,0.5,0.3333333333333333,0.3333333333333333,,90.0,15.333333333333334,16.666666666666668,15.333333333333334,16.666666666666668,0.3333333333333333,,,0.4585166666666667,17.7,,,,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,2.0,,,1.0,,,1.0,,1.0,,,1.0,2.0,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,0.3333333333333333,,,,,,1.0,,1.0,,,,,,1.0,,,,,0.3333333333333333,1.0,1.0,1.0,,0.3333333333333333,,,,,,,,0.3333333333333333,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2024,2023-24,True
1626157-1628420-1629638-203497-203937,1610612750,"Karl-Anthony Towns, Monte Morris, Nickeil Alexander-Walker, Rudy Gobert, Kyle Anderson","Towns, Morris, Alexander-Walker, Gobert, Anderson",1626157-1628420-1629638-203497-203937,MIN,94.0,1,2.0,-2.0,3.0,3.0,3.0,6.0,1.0,1.0,2.0,3.0,5.0,7.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,,0.6666666666666666,0.6666666666666666,0.625,1.0,91.91489361702128,16.0,15.333333333333334,16.0,15.333333333333334,0.3333333333333333,1.0,1.0,0.48423333333333335,10.166666666666666,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,,,,2.0,,,,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,1.0,,,2.0,,1.0,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,0.3333333333333333,,,,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2024,2023-24,True
1626157-1628420-1629675-1630162-1630183,1610612750,"Karl-Anthony Towns, Monte Morris, Naz Reid, Anthony Edwards, Jaden McDaniels","Towns, Morris, Reid, Edwards, McDaniels",1626157-1628420-1629675-1630162-1630183,MIN,503.0,5,8.0,4.0,18.0,17.0,5.0,35.0,,1.0,4.0,8.0,17.0,13.0,2.0,,11.0,13.0,4.0,1.0,14.0,,0.5,0.4722222222222222,0.4722222222222222,,100.19880715705766,13.555555555555555,15.235294117647058,13.0,14.529411764705882,0.05555555555555555,,,0.5149472222222222,6.7125,,1.0,3.0,3.0,,,,,1.0,4.0,1.0,3.0,9.0,3.0,10.0,,,,3.0,,,,,6.0,9.0,,9.0,3.0,1.0,3.0,3.0,6.0,3.0,2.0,1.0,15.0,1.0,1.0,6.0,5.0,2.0,1.0,,,1.0,2.0,,2.0,,,,,,,,0.75,0.75,1.0,0.3,0.3,,,0.75,,0.75,,0.5555555555555556,0.125,,0.5,0.7142857142857143,0.25,1.0,0.14285714285714285,0.8461538461538461,0.18181818181818182,,,0.16666666666666666,0.6,1.0,0.16666666666666666,1.0,1.0,0.6666666666666666,0.2222222222222222,0.25,0.3333333333333333,1.0,0.05555555555555555,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,0.7222222222222222,0.3333333333333333,0.51195,,,,0.17647058823529413,,24.82,,,,,,,,1.0,,,,2.0,,,1.0,0.25,0.3333333333333333,1.0,,,,,,2.0,,,,,1.0,,1.0,,4.0,2.0,4.0,,,1.0,1.0,2.0,4.0,0.5,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2024,2023-24,True
1626157-1628420-1629675-1630162-201144,1610612750,"Karl-Anthony Towns, Monte Morris, Naz Reid, Anthony Edwards, Mike Conley","Towns, Morris, Reid, Edwards, Conley",1626157-1628420-1629675-1630162-201144,MIN,17.0,1,,-2.0,1.0,1.0,,2.0,,,,1.0,,2.0,,,,,,,,,,,,,169.41176470588235,12.0,5.0,12.0,5.0,,,,0.6017,1.9,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2024,2023-24,True
1626157-1628420-1629675-1630162-203937,1610612750,"Karl-Anthony Towns, Monte Morris, Naz Reid, Anthony Edwards, Kyle Anderson","Towns, Morris, Reid, Edwards, Anderson",1626157-1628420-1629675-1630162-203937,MIN,371.0,3,6.0,-9.0,13.0,12.0,10.0,25.0,,,2.0,7.0,6.0,15.0,,,4.0,5.0,4.0,3.0,6.0,1.0,0.2857142857142857,0.2,0.23076923076923078,,97.03504043126684,15.307692307692308,14.333333333333334,14.615384615384615,14.333333333333334,,,,0.49206500000000003,6.114285714285714,5.0,1.0,1.0,4.0,,,1.0,2.0,1.0,3.0,,,3.0,,3.0,2.0,,,,1.0,2.0,,2.0,4.0,,,3.0,,1.0,2.0,,2.0,,1.0,1.0,4.0,,1.0,3.0,1.0,1.0,1.0,,,,1.0,,3.0,1.0,,6.0,,3.0,2.0,5.0,1.0,1.0,,,,,0.5,,0.25,,0.2,0.3,0.14285714285714285,0.25,1.0,1.0,0.2,0.75,,0.8,0.14285714285714285,0.3333333333333333,,,,0.75,0.4,0.25,0.3333333333333333,1.0,0.3,0.3333333333333333,0.3333333333333333,1.0,,0.3,,,,,,0.5,0.5,0.7,,0.54525,0.535425,0.23076923076923078,0.3,,0.3333333333333333,28.03333333333333,0.38461538461538464,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,1.0,2.0,2.0,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2024,2023-24,True
1626157-1628420-1629675-1630183-201144,1610612750,"Karl-Anthony Towns, Monte Morris, Naz Reid, Jaden McDaniels, Mike Conley","Towns, Morris, Reid, McDaniels, Conley",1626157-1628420-1629675-1630183-201144,MIN,284.0,2,5.0,,8.0,9.0,,17.0,1.0,1.0,4.0,7.0,10.0,10.0,8.0,,5.0,6.0,2.0,3.0,8.0,,0.5714285714285714,0.5714285714285714,0.625,,86.19718309859155,13.75,19.333333333333332,13.75,18.77777777777778,0.14285714285714285,1.0,1.0,0.4980428571428571,6.971428571428571,,1.0,2.0,3.0,1.0,1.0,,,1.0,3.0,,,,,,2.0,1.0,1.0,2.0,,,,,,,2.0,,,1.0,,,,,,,,,1.0,4.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,2.0,,1.0,,,,,,,,1.0,,1.0,,1.0,,,0.14285714285714285,0.3333333333333333,,0.3333333333333333,0.3333333333333333,1.0,,0.7142857142857143,0.3333333333333333,,,,,1.0,0.42857142857142855,0.6666666666666666,1.0,,0.42857142857142855,0.3333333333333333,0.3333333333333333,,,,,,,1.0,1.0,,,0.42857142857142855,,0.5946,,0.125,0.125,0.2,,,,,,,,,,1.0,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2024,2023-24,True
