EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGA,Corner3FGA,FG3A,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,ShortMidRangeAssists,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,ShootingFouls,Fouls,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,Arc3FGA,NonHeaveArc3FGA,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,OffShortMidRangeReboundPct,BlocksRecoveredPct,Arc3Frequency,Corner3FGM,FG3M,PtsAssisted3s,ThreePtAssists,Corner3Assists,OffThreePtRebounds,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyOffPoss,PenaltyAtRimFGA,Arc3FGM,PenaltyFG2A,PtsUnassisted3s,NonHeaveArc3FGM,Arc3Assists,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,Charge Fouls Drawn,2pt And 1 Free Throw Trips,BlockedAtRim,PenaltyOffPossExcludingTakeFouls,LiveBallTurnoverPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyOffPossPct,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyPointsPct,PenaltyAtRimFGM,PenaltyCorner3FGA,PenaltyFG2M,LostBallSteals,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyFg2Pct,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,AtRimPctBlocked,Fg3aBlocked,SecondChanceTurnovers,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3FGM,HeaveAttempts,Offensive Fouls,Loose Ball Fouls Drawn,PenaltyCorner3Accuracy,SelfOReb,SelfORebPct,SecondChanceArc3FGM,FTOffRebounds,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,LongMidRangeAssists,Blocked3s,BlockedArc3,LongMidRangePctAssisted,Transition Take Fouls,SecondChanceAtRimPctAssisted,BlockedLongMidRange,Transition Take Fouls Drawn,3pt And 1 Free Throw Trips,OffensiveGoaltends,LongMidRangePctBlocked,Charge Fouls,BlockedCorner3,DefensiveGoaltends,Defensive 3 Seconds Violations,Corner3PctBlocked,3SecondViolations,team_id,year,season,team_vs
1627759-1628369-1628401-1628436-1629052,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Oshae Brissett","Brown, Tatum, White, Kornet, Brissett",1627759-1628369-1628401-1628436-1629052,BOS,95.0,1,2.0,6.0,4.0,3.0,7.0,2.0,2.0,1.0,2.0,3.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,6.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.75,1.0,1.0,1.0,1.0,106.10526315789474,11.25,16.666666666666668,11.25,16.666666666666668,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,0.6666666666666666,0.4979,0.25,0.25,5.366666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2024,2023-24,True
1627759-1628369-1628401-1628436-1630202,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Payton Pritchard","Brown, Tatum, White, Kornet, Pritchard",1627759-1628369-1628401-1628436-1630202,BOS,336.0,3,6.0,-2.0,9.0,10.0,19.0,4.0,6.0,3.0,7.0,10.0,,14.0,4.0,10.0,2.0,2.0,,4.0,,3.0,5.0,,,,10.0,0.2857142857142857,0.4,0.7,0.6363636363636364,0.6363636363636364,,0.4,,,81.42857142857143,17.22222222222222,18.1,17.22222222222222,16.9,0.5454545454545454,0.6666666666666666,0.6666666666666666,,0.2727272727272727,0.6363636363636364,0.5109454545454546,,,5.86,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,16.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,1.0,0.5,0.6666666666666666,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.09090909090909091,0.09090909090909091,1.0,1.0,0.63575,0.2857142857142857,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2024,2023-24,True
1627759-1628369-1628401-1628436-1630573,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Sam Hauser","Brown, Tatum, White, Kornet, Hauser",1627759-1628369-1628401-1628436-1630573,BOS,268.0,2,4.0,-3.0,9.0,9.0,18.0,2.0,3.0,2.0,2.0,6.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,,3.0,4.0,1.0,2.0,1.0,4.0,0.5,1.0,0.3333333333333333,0.2222222222222222,0.3,,0.75,,,96.71641791044776,16.0,13.777777777777779,15.88888888888889,13.666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.2222222222222222,0.6666666666666666,0.5470888888888888,0.1,0.14285714285714285,5.6499999999999995,,1.0,1.0,1.0,,1.0,,3.0,9.0,1.0,1.0,2.0,2.0,,1.0,3.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,0.3333333333333333,,1.0,0.25,0.14285714285714285,,1.0,1.0,,,,0.1111111111111111,,1.0,1.0,0.6604,0.3333333333333333,25.733333333333334,3.0,3.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2024,2023-24,True
1627759-1628369-1628401-1628436-1630625,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Dalano Banton","Brown, Tatum, White, Kornet, Banton",1627759-1628369-1628401-1628436-1630625,BOS,54.0,1,1.0,1.0,1.0,1.0,2.0,,,,,,,3.0,,,,1.0,,3.0,,,1.0,1.0,,,3.0,,,,0.75,0.75,,,,,53.33333333333333,32.0,22.0,32.0,22.0,,,,,,1.0,0.557025,,,,,,,,,,1.0,2.0,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,0.5,,,,,25.55,1.0,1.0,,,,,,,0.5,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2024,2023-24,True
1627759-1628369-1628401-1628436-201143,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Al Horford","Brown, Tatum, White, Kornet, Horford",1627759-1628369-1628401-1628436-201143,BOS,654.0,6,11.0,9.0,21.0,22.0,43.0,10.0,13.0,3.0,12.0,17.0,2.0,35.0,12.0,12.0,6.0,8.0,5.0,18.0,3.0,8.0,11.0,5.0,2.0,2.0,29.0,0.5,0.6666666666666666,0.7058823529411765,0.75,0.7954545454545454,0.6,0.6153846153846154,0.5,1.0,94.6788990825688,14.523809523809524,15.863636363636363,14.523809523809524,14.454545454545455,0.5909090909090909,0.7692307692307693,0.7692307692307693,0.5,0.13636363636363635,0.8181818181818182,0.6039681818181818,0.09090909090909091,0.11764705882352941,3.7235294117647055,7.0,3.0,3.0,3.0,2.0,1.0,1.0,5.0,26.0,3.0,3.0,6.0,6.0,1.0,1.0,5.0,,3.0,2.0,4.0,,1.0,1.0,1.0,1.0,0.22727272727272727,,0.625,0.2,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.75,0.6666666666666666,0.6666666666666666,0.5,0.045454545454545456,0.045454545454545456,1.0,1.0,0.6014,0.17142857142857143,25.18,4.0,4.0,1.0,,1.0,,,,0.18181818181818182,,3.0,6.0,2.0,,2.0,0.6666666666666666,0.6,0.6,1.0,1.0,,,,1.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.6666666666666666,1.0,0.75,0.5071,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2024,2023-24,True
1627759-1628369-1628401-1628436-201950,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Jrue Holiday","Brown, Tatum, White, Kornet, Holiday",1627759-1628369-1628401-1628436-201950,BOS,965.0,7,16.0,1.0,35.0,36.0,71.0,3.0,6.0,8.0,7.0,17.0,4.0,45.0,4.0,10.0,2.0,8.0,,22.0,6.0,11.0,17.0,5.0,4.0,1.0,36.0,0.2857142857142857,0.4,0.4117647058823529,0.640625,0.6617647058823529,0.5454545454545454,0.5789473684210527,0.5555555555555556,0.5,105.94818652849742,14.485714285714286,12.722222222222221,13.714285714285714,11.777777777777779,0.1875,0.5,0.5,,0.25,0.65625,0.5258359375,0.030303030303030304,0.05555555555555555,6.929411764705883,10.0,6.0,2.0,2.0,3.0,3.0,4.0,15.0,44.0,2.0,2.0,9.0,4.0,2.0,6.0,5.0,,6.0,1.0,2.0,,,1.0,0.7,0.75,0.46875,,0.625,0.6,0.375,0.3333333333333333,0.5,0.6,0.375,0.5,0.6666666666666666,0.09375,0.125,0.4,1.0,0.58206,0.2,25.80666666666667,11.0,11.0,1.0,1.0,1.0,1.0,0.8,1.0,0.34375,2.0,9.0,18.0,6.0,2.0,,0.6666666666666666,0.6,0.6,,,0.5,0.5,1.0,9.0,2.0,7.0,3.0,9.0,7.0,4.0,3.0,3.0,5.0,3.0,2.0,6.0,1.0,,,9.0,0.8333333333333334,,1.0,0.6363636363636364,0.6363636363636364,0.5714285714285714,0.4,0.6363636363636364,0.5282600000000001,0.2571428571428571,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,4.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,7.0,0.3333333333333333,0.5,0.3,0.5,0.11764705882352941,0.25,0.5,0.3333333333333333,0.3333333333333333,0.4,0.5,1.0,0.2,0.4,0.5,0.15555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2024,2023-24,True
1627759-1628369-1628401-1628436-204001,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Luke Kornet, Kristaps Porzingis","Brown, Tatum, White, Kornet, Porzingis",1627759-1628369-1628401-1628436-204001,BOS,392.0,2,7.0,-4.0,12.0,12.0,24.0,4.0,5.0,2.0,4.0,7.0,4.0,15.0,4.0,4.0,2.0,3.0,2.0,7.0,1.0,2.0,3.0,4.0,8.0,2.0,13.0,0.5,0.6666666666666666,0.5714285714285714,0.5,0.5384615384615384,0.3333333333333333,0.5,,0.5,88.16326530612245,13.75,18.916666666666668,13.75,18.25,0.45454545454545453,0.8,0.8,0.5,0.18181818181818182,0.8181818181818182,0.5898454545454546,0.23076923076923078,0.25,2.814285714285714,3.0,1.0,1.0,1.0,,,1.0,4.0,19.0,1.0,1.0,2.0,2.0,,1.0,1.0,,1.0,2.0,4.0,,,1.0,1.0,1.0,0.36363636363636365,,1.0,0.3333333333333333,0.16666666666666666,,1.0,,,,,,0.09090909090909091,1.0,1.0,0.6238,0.13333333333333333,25.8,3.0,3.0,,,,,0.5,,0.2727272727272727,,1.0,3.0,1.0,,,1.0,0.25,0.25,,,,,,12.0,5.0,1.0,7.0,,1.0,1.0,1.0,,,,,,,1.0,,12.0,,,,0.3333333333333333,0.3333333333333333,1.0,0.45454545454545453,0.3333333333333333,0.5898454545454546,1.0,,,,,1.0,3.0,,,,1.0,4.0,4.0,15.0,1.0,,,,1.0,,15.0,,0.25,0.5,0.5384615384615384,0.14285714285714285,0.5,,,,,,,,0.2727272727272727,0.3333333333333333,1.0,4.0,1.0,4.0,1.0,2.0,1.0,0.5714285714285714,0.8,0.09090909090909091,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2024,2023-24,True
1627759-1628369-1628401-1629052-201143,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Oshae Brissett, Al Horford","Brown, Tatum, White, Brissett, Horford",1627759-1628369-1628401-1629052-201143,BOS,267.0,2,4.0,,8.0,7.0,15.0,1.0,2.0,2.0,2.0,6.0,2.0,6.0,,4.0,,,,,2.0,3.0,5.0,2.0,3.0,2.0,6.0,,,0.3333333333333333,0.2222222222222222,0.3,1.0,0.75,1.0,1.0,80.89887640449437,19.625,15.714285714285714,16.5,14.714285714285714,0.2222222222222222,0.5,1.0,,0.2222222222222222,0.5555555555555556,0.5164888888888889,0.2,0.2857142857142857,9.799999999999999,,1.0,,,1.0,2.0,1.0,3.0,6.0,,1.0,,,,2.0,1.0,,2.0,1.0,1.0,,,,,,0.3333333333333333,,0.5,0.5,0.3333333333333333,1.0,1.0,,0.5,0.5,,0.2222222222222222,0.1111111111111111,,,0.476875,,25.2,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,0.2222222222222222,,,,,,,,,,,,,,,2.0,,,,,,,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,,,,,,,,0.5817,0.25,,,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,0.25,0.16666666666666666,,,,,,,,0.5,,,0.16666666666666666,,1.0,,,,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2024,2023-24,True
1627759-1628369-1628401-1629052-204001,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Oshae Brissett, Kristaps Porzingis","Brown, Tatum, White, Brissett, Porzingis",1627759-1628369-1628401-1629052-204001,BOS,316.0,1,5.0,-6.0,11.0,10.0,21.0,1.0,2.0,,1.0,4.0,1.0,9.0,2.0,,1.0,3.0,1.0,8.0,,3.0,4.0,1.0,2.0,1.0,9.0,1.0,1.0,0.25,0.4444444444444444,0.45,,0.75,,,95.69620253164557,18.363636363636363,11.4,18.181818181818183,11.2,0.2222222222222222,0.5,1.0,1.0,,0.7777777777777778,0.5049833333333333,0.1,0.2,8.625,2.0,1.0,,,,2.0,1.0,5.0,15.0,,,,,,1.0,3.0,,1.0,1.0,1.0,,,,,,0.5555555555555556,,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,,,,0.2222222222222222,0.1111111111111111,,,,,25.839999999999996,4.0,4.0,,,,,,,0.4444444444444444,,2.0,6.0,2.0,,,1.0,0.4,0.4,,,,,,,,2.0,,,2.0,2.0,,,1.0,1.0,,3.0,,,,,0.3333333333333333,,,0.5,0.6666666666666666,1.0,,0.5,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2024,2023-24,True
1627759-1628369-1628401-1629674-1630202,1610612738,"Jaylen Brown, Jayson Tatum, Derrick White, Neemias Queta, Payton Pritchard","Brown, Tatum, White, Queta, Pritchard",1627759-1628369-1628401-1629674-1630202,BOS,100.0,2,2.0,2.0,4.0,3.0,7.0,,,,,1.0,2.0,5.0,,,,,,,1.0,2.0,2.0,1.0,2.0,1.0,5.0,,,,0.5,0.625,0.5,0.4,,1.0,100.8,11.0,18.666666666666668,11.0,17.0,,,,,,0.6666666666666666,0.48608333333333337,0.25,0.5,18.7,,,,,,1.0,,2.0,3.0,,,,,,,1.0,,,1.0,1.0,,,,,,0.6666666666666666,,0.3333333333333333,,,,0.5,,,,,0.3333333333333333,,,,,,28.1,2.0,2.0,1.0,,1.0,1.0,,1.0,0.6666666666666666,,1.0,,,,,,0.5,0.5,,,,,,,,1.0,,3.0,1.0,,,,,,,,,,1.0,,,,,0.5,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2024,2023-24,True
