EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Technical Free Throw Trips,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,Fg3aBlocked,Offensive Fouls,FG3APctBlocked,Arc3PctBlocked,BlockedArc3,SecondChanceCorner3FGM,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,PenaltyCorner3Accuracy,HeaveAttempts,Corner3PctBlocked,OffensiveGoaltends,3pt And 1 Free Throw Trips,3SecondViolations,Clear Path Fouls,Transition Take Fouls,Transition Take Fouls Drawn,HeaveMakes,team_id,year,season,team_vs
1628384-1628392-1628404-1628973-1628978,1610612752,"OG Anunoby, Isaiah Hartenstein, Josh Hart, Jalen Brunson, Donte DiVincenzo","Anunoby, Hartenstein, Hart, Brunson, DiVincenzo",1628384-1628392-1628404-1628973-1628978,NYK,7669.0,14,128.0,-40.0,247.0,250.0,25.0,35.0,19.0,497.0,52.0,75.0,8.0,13.0,5.0,10.0,19.0,41.0,7.0,20.0,4.0,25.0,1.0,1.0,23.0,59.0,1.0,3.0,1.0,6.0,78.0,136.0,27.0,84.0,25.0,262.0,302.0,9.0,15.0,1.0,4.0,2.0,23.0,8.0,16.0,1.0,7.0,6.0,25.0,82.0,74.0,66.0,15.0,12.0,59.0,23.0,11.0,41.0,22.0,63.0,18.0,4.0,29.0,8.0,4.0,148.0,8.0,13.0,42.0,36.0,2.0,80.0,21.0,101.0,3.0,19.0,11.0,8.0,22.0,2.0,12.0,14.0,2.0,10.0,3.0,36.0,1.0,1.0,23.0,41.0,3.0,2.0,31.0,2.0,1.0,1.0,33.0,5.0,17.0,1.0,9.0,1.0,2.0,1.0,7.0,10.0,6.0,239.0,25.0,25.0,1.0,1.0,0.5256410256410257,0.5694444444444444,0.8148148148148148,0.32142857142857145,0.25,0.14285714285714285,0.32142857142857145,0.5735294117647058,0.6,0.5,0.5386363636363637,0.5526315789473685,0.41304347826086957,0.5622317596566524,0.6052631578947368,0.4807692307692308,0.38181818181818183,0.08088235294117647,0.09333333333333334,0.0975609756097561,0.6111111111111112,1.0,0.6206896551724138,0.22413793103448276,0.75,0.14035087719298245,0.6842105263157895,0.1826086956521739,0.21739130434782608,0.3181818181818182,0.07692307692307693,0.16666666666666666,0.09523809523809523,0.5882352941176471,0.6451612903225806,0.6,0.7906976744186046,0.6153846153846154,0.028846153846153848,93.32116312426653,0.6,14.518218623481781,16.332,14.238866396761134,15.692,0.3409090909090909,0.6933333333333334,0.7647058823529411,0.5576923076923077,0.18636363636363637,0.4634146341463415,0.5135135135135135,0.42105263157894735,0.09090909090909091,0.35,0.35,0.5714285714285714,0.11363636363636363,0.16,0.16,1.0,0.2681818181818182,0.3898305084745763,0.3898305084745763,0.782608695652174,0.6842105263157895,0.6153846153846154,0.25,0.05263157894736842,0.15789473684210525,0.3333333333333333,1.0,0.43478260869565216,0.5,0.043478260869565216,0.2608695652173913,0.16666666666666666,0.7227272727272728,0.3898305084745763,0.5635347727272728,0.5530625,0.5562782608695652,0.07327586206896551,0.11486486486486487,0.08778625954198473,0.09541984732824428,6.061029411764706,25.295238095238098,0.10121457489878542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,True
1628384-1628392-1628404-1628973-1629656,1610612752,"OG Anunoby, Isaiah Hartenstein, Josh Hart, Jalen Brunson, Quentin Grimes","Anunoby, Hartenstein, Hart, Brunson, Grimes",1628384-1628392-1628404-1628973-1629656,NYK,1305.0,7,22.0,-17.0,43.0,43.0,10.0,11.0,3.0,86.0,5.0,12.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,9.0,1.0,3.0,,,2.0,9.0,,,1.0,4.0,8.0,25.0,3.0,12.0,12.0,37.0,54.0,1.0,1.0,,,3.0,5.0,1.0,5.0,1.0,4.0,7.0,12.0,10.0,6.0,6.0,3.0,2.0,9.0,2.0,1.0,5.0,2.0,7.0,1.0,1.0,3.0,,2.0,16.0,,3.0,8.0,5.0,,13.0,3.0,16.0,1.0,5.0,2.0,3.0,1.0,,1.0,1.0,,,,2.0,,,6.0,9.0,1.0,,10.0,,,,15.0,,5.0,2.0,3.0,,2.0,,1.0,3.0,1.0,32.0,12.0,10.0,,2.0,0.625,0.7142857142857143,0.6666666666666666,0.25,,0.25,0.25,0.32,1.0,0.2,0.33783783783783783,1.0,0.2777777777777778,0.4090909090909091,0.8333333333333334,0.4583333333333333,0.32432432432432434,0.04,0.08333333333333333,,0.5,,0.5555555555555556,0.17647058823529413,0.6153846153846154,,0.5909090909090909,0.11538461538461539,,0.3333333333333333,0.2857142857142857,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.4,0.04,94.89655172413794,0.3333333333333333,15.186046511627907,15.162790697674419,15.023255813953488,14.279069767441861,0.32432432432432434,0.4166666666666667,0.45454545454545453,0.6,0.10810810810810811,0.25,0.25,,0.24324324324324326,0.2222222222222222,0.2222222222222222,1.0,0.08108108108108109,0.3333333333333333,0.3333333333333333,1.0,0.24324324324324326,0.2222222222222222,0.2222222222222222,0.5,1.0,1.0,,,,,,0.2222222222222222,0.5,,0.4444444444444444,0.25,0.6486486486486487,0.2222222222222222,0.5313013513513514,0.6485,0.5038944444444444,0.11904761904761904,0.16666666666666666,0.13513513513513514,0.32432432432432434,8.044,25.03333333333333,0.23255813953488372,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,True
1628384-1628392-1628404-1628973-1630540,1610612752,"OG Anunoby, Isaiah Hartenstein, Josh Hart, Jalen Brunson, Miles McBride","Anunoby, Hartenstein, Hart, Brunson, McBride",1628384-1628392-1628404-1628973-1630540,NYK,399.0,3,7.0,-4.0,13.0,13.0,,,1.0,26.0,3.0,6.0,,,,,,,,,1.0,2.0,,,,1.0,,,,,3.0,6.0,1.0,3.0,3.0,12.0,16.0,,,,,1.0,1.0,,,,,,,4.0,2.0,3.0,,,1.0,,2.0,2.0,1.0,3.0,,1.0,2.0,,,7.0,,1.0,2.0,3.0,,5.0,1.0,6.0,,1.0,,1.0,1.0,,,2.0,1.0,1.0,,3.0,,,1.0,2.0,,,2.0,,,,5.0,,1.0,,1.0,,,,,1.0,1.0,11.0,,,,,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,,,0.3333333333333333,0.5,,,0.5,,,0.5454545454545454,0.5,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,0.75,0.3333333333333333,1.0,,0.8333333333333334,0.2,0.3333333333333333,,,,,,0.5,1.0,,1.0,,93.8345864661654,1.0,12.538461538461538,18.153846153846153,12.538461538461538,18.0,0.6666666666666666,0.5,0.75,0.6666666666666666,,,,,,,,,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,,,,,,,,,,,,,,,,1.0,,0.63085,,,0.18181818181818182,0.14285714285714285,0.08333333333333333,,1.9666666666666668,23.96666666666667,,,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,True
1628384-1628392-1628404-1628973-202711,1610612752,"OG Anunoby, Isaiah Hartenstein, Josh Hart, Jalen Brunson, Bojan Bogdanovic","Anunoby, Hartenstein, Hart, Brunson, Bogdanovic",1628384-1628392-1628404-1628973-202711,NYK,133.0,1,2.0,-4.0,4.0,5.0,,,1.0,9.0,,2.0,,1.0,,,1.0,2.0,,1.0,,,,,,,,,,,1.0,5.0,,,,2.0,6.0,,1.0,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,,,1.0,,2.0,,1.0,2.0,,,2.0,1.0,3.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,2.0,,,,,1.0,1.0,,,,,,0.2,,,0.2,,,0.2,,,,,,,,,,0.25,0.6666666666666666,,0.4,0.25,,,1.0,,,,,,0.6666666666666666,,,97.44360902255639,,17.0,13.0,16.5,9.0,0.4,,,,0.4,0.5,0.5,1.0,0.2,,,,,,,,,,,,1.0,,,,,,,,,,,,0.4,,0.46231999999999995,0.6082,,,,,,7.9799999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,True
1628384-1628392-1628404-1628973-203944,1610612752,"OG Anunoby, Isaiah Hartenstein, Josh Hart, Jalen Brunson, Julius Randle","Anunoby, Hartenstein, Hart, Brunson, Randle",1628384-1628392-1628404-1628973-203944,NYK,1732.0,9,29.0,-36.0,60.0,63.0,22.0,9.0,5.0,123.0,11.0,23.0,,2.0,5.0,9.0,2.0,11.0,,2.0,,3.0,,2.0,2.0,8.0,,,1.0,1.0,13.0,36.0,2.0,11.0,12.0,44.0,80.0,,3.0,,,1.0,1.0,5.0,14.0,1.0,3.0,4.0,17.0,18.0,8.0,,6.0,,8.0,2.0,8.0,9.0,,9.0,,,7.0,2.0,,18.0,1.0,6.0,12.0,5.0,,17.0,7.0,24.0,1.0,5.0,4.0,1.0,6.0,,4.0,5.0,1.0,2.0,2.0,11.0,1.0,6.0,12.0,16.0,1.0,,13.0,1.0,1.0,1.0,16.0,,7.0,1.0,2.0,,2.0,,,2.0,,43.0,17.0,22.0,,1.0,0.6923076923076923,0.6923076923076923,,0.18181818181818182,,0.3333333333333333,0.18181818181818182,0.3611111111111111,,0.35714285714285715,0.3404255319148936,,0.38235294117647056,0.4,0.125,0.40476190476190477,0.23404255319148937,0.2222222222222222,0.34782608695652173,,0.5454545454545454,,0.45454545454545453,0.2608695652173913,0.8,0.1111111111111111,0.6538461538461539,0.21875,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,,0.6,0.2,1.0,0.6666666666666666,1.0,0.041666666666666664,102.26327944572748,,13.75,14.396825396825397,13.433333333333334,13.428571428571429,0.48936170212765956,0.4782608695652174,0.7333333333333333,0.6363636363636364,0.23404255319148937,0.18181818181818182,0.18181818181818182,1.0,0.0425531914893617,,,,0.06382978723404255,,,,0.1702127659574468,0.25,0.25,,0.6666666666666666,,,,,,,0.5294117647058824,0.5555555555555556,0.11764705882352941,0.058823529411764705,1.0,0.723404255319149,0.25,0.5731744680851064,0.5004,0.5880970588235295,0.12962962962962962,0.16279069767441862,0.022727272727272728,0.38636363636363635,5.025,24.90909090909091,0.36666666666666664,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,True
1628384-1628392-1628404-1628978-203944,1610612752,"OG Anunoby, Isaiah Hartenstein, Josh Hart, Donte DiVincenzo, Julius Randle","Anunoby, Hartenstein, Hart, DiVincenzo, Randle",1628384-1628392-1628404-1628978-203944,NYK,39.0,1,1.0,-2.0,1.0,2.0,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,110.76923076923076,,25.0,7.0,25.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.6928,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,True
1628384-1628392-1628404-1629656-1630201,1610612752,"OG Anunoby, Isaiah Hartenstein, Josh Hart, Quentin Grimes, Malachi Flynn","Anunoby, Hartenstein, Hart, Grimes, Flynn",1628384-1628392-1628404-1629656-1630201,NYK,97.0,1,2.0,,3.0,2.0,,,,5.0,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,1.0,2.0,,1.0,,2.0,2.0,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.5,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,74.22680412371133,,11.0,32.0,11.0,32.0,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,1.0,,0.6930999999999999,,,,,,,1.0,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,True
1628384-1628392-1628404-1629656-1630540,1610612752,"OG Anunoby, Isaiah Hartenstein, Josh Hart, Quentin Grimes, Miles McBride","Anunoby, Hartenstein, Hart, Grimes, McBride",1628384-1628392-1628404-1629656-1630540,NYK,877.0,5,15.0,3.0,33.0,29.0,3.0,,3.0,62.0,3.0,7.0,,,,1.0,3.0,7.0,1.0,1.0,,1.0,,,3.0,15.0,1.0,3.0,1.0,3.0,7.0,15.0,3.0,16.0,5.0,28.0,25.0,,,1.0,3.0,,3.0,,1.0,1.0,3.0,,3.0,8.0,6.0,9.0,,,15.0,3.0,2.0,4.0,3.0,7.0,3.0,,1.0,2.0,1.0,17.0,2.0,1.0,4.0,4.0,,8.0,3.0,11.0,1.0,7.0,5.0,2.0,1.0,1.0,1.0,2.0,,,,3.0,,,2.0,4.0,,,3.0,,,,5.0,,1.0,,2.0,1.0,1.0,1.0,1.0,3.0,2.0,25.0,3.0,3.0,,,0.5714285714285714,0.5714285714285714,1.0,0.1875,0.3333333333333333,0.3333333333333333,0.1875,0.4666666666666667,,,0.3709677419354839,0.5,0.375,0.42424242424242425,0.5,0.375,0.5161290322580645,0.13333333333333333,0.14285714285714285,0.14285714285714285,0.3333333333333333,,0.4444444444444444,0.125,0.8,0.15384615384615385,0.5714285714285714,0.14285714285714285,,0.25,,0.16666666666666666,,0.4,0.6666666666666666,,0.75,1.0,0.05555555555555555,101.80159635119726,0.6666666666666666,14.636363636363637,13.586206896551724,14.212121212121213,13.03448275862069,0.22580645161290322,0.42857142857142855,0.5,0.3333333333333333,0.22580645161290322,0.42857142857142855,0.5,0.6666666666666666,0.03225806451612903,1.0,1.0,1.0,0.03225806451612903,,,,0.4838709677419355,0.2,0.21428571428571427,1.0,,,,,1.0,0.3333333333333333,1.0,0.25,,,0.75,0.3333333333333333,0.7419354838709677,0.2,0.5395274193548387,0.4857,0.52815,0.06060606060606061,0.0625,0.10714285714285714,0.10714285714285714,5.86,25.65,0.09090909090909091,,,1.0,,0.058823529411764705,,1.0,1.0,0.0625,0.06666666666666667,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,True
1628384-1628392-1628404-1630201-203944,1610612752,"OG Anunoby, Isaiah Hartenstein, Josh Hart, Malachi Flynn, Julius Randle","Anunoby, Hartenstein, Hart, Flynn, Randle",1628384-1628392-1628404-1630201-203944,NYK,119.0,1,2.0,-4.0,4.0,4.0,,,,8.0,,1.0,,,,,,3.0,,,,,,,,,,,,,,4.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,1.0,,,96.80672268907563,,17.75,12.0,17.75,12.0,0.25,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,0.461775,,,,,,,6.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,True
1628384-1628392-1628404-1630540-202711,1610612752,"OG Anunoby, Isaiah Hartenstein, Josh Hart, Miles McBride, Bojan Bogdanovic","Anunoby, Hartenstein, Hart, McBride, Bogdanovic",1628384-1628392-1628404-1630540-202711,NYK,214.0,2,4.0,,8.0,7.0,,,1.0,15.0,2.0,2.0,,,,,,3.0,1.0,1.0,,1.0,,,,,,,,,3.0,6.0,,1.0,4.0,10.0,10.0,,,,,2.0,2.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,2.0,1.0,3.0,,1.0,1.0,,,1.0,,1.0,,,,1.0,,,1.0,1.0,,,3.0,,,,4.0,2.0,3.0,,,,,,,,,8.0,,,,,,,,,,,,0.5,,,0.42857142857142855,,,0.625,1.0,,0.14285714285714285,,,,,,1.0,0.3333333333333333,1.0,,1.0,0.25,,0.3333333333333333,,,,,1.0,,1.0,,,100.93457943925233,,15.375,13.0,15.375,13.0,0.2857142857142857,1.0,1.0,,0.42857142857142855,,,,0.14285714285714285,1.0,1.0,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,0.42857142857142855,,0.5081214285714285,,,0.375,0.42857142857142855,0.2,,7.333333333333333,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2024,2023-24,True
