EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Transition Take Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BlockedArc3,Arc3PctBlocked,Clear Path Fouls,Transition Take Fouls Drawn,HeaveMakes,team_id,year,season,team_vs
1626145-1628398-1629655-1629673-1630166,1610612764,"Tyus Jones, Kyle Kuzma, Daniel Gafford, Jordan Poole, Deni Avdija","Jones, Kuzma, Gafford, Poole, Avdija",1626145-1628398-1629655-1629673-1630166,WAS,33396.0,46,557.0,-53.0,1190.0,1195.0,149.0,119.0,104.0,2385.0,253.0,343.0,44.0,63.0,42.0,59.0,123.0,293.0,34.0,89.0,39.0,96.0,2.0,6.0,3.0,13.0,95.0,265.0,4.0,20.0,8.0,29.0,410.0,725.0,134.0,361.0,158.0,1380.0,1433.0,51.0,83.0,6.0,26.0,6.0,126.0,60.0,96.0,11.0,42.0,26.0,179.0,480.0,340.0,333.0,69.0,80.0,1.0,264.0,95.0,54.0,1.0,240.0,111.0,351.0,72.0,39.0,162.0,58.0,20.0,813.0,33.0,91.0,1.0,191.0,200.0,30.0,421.0,125.0,546.0,16.0,82.0,56.0,26.0,78.0,19.0,52.0,67.0,8.0,26.0,2.0,13.0,145.0,9.0,19.0,129.0,216.0,5.0,4.0,13.0,1.0,193.0,6.0,9.0,16.0,205.0,26.0,1.0,4.0,103.0,2.0,9.0,82.0,1.0,44.0,1.0,3.0,35.0,83.0,45.0,1.0,1.0,1.0,1.0,1254.0,179.0,149.0,11.0,7.0,0.5853658536585366,0.6486486486486487,0.8283582089552238,0.37119113573407203,0.23076923076923078,0.2619047619047619,0.37222222222222223,0.5655172413793104,0.6144578313253012,0.625,0.5626151012891344,0.5504587155963303,0.5543478260869565,0.5865302642796248,0.5482456140350878,0.5811688311688312,0.3324125230202578,0.002770083102493075,0.07448275862068965,0.06705539358600583,0.09897610921501707,0.02247191011235955,0.010416666666666666,0.5379310344827586,0.9090909090909091,0.04,0.6172839506172839,0.2898089171974522,0.7609561752988048,0.14666666666666667,0.68,0.2300556586270872,0.36666666666666664,0.27058823529411763,0.2222222222222222,0.10059171597633136,0.2857142857142857,0.5365853658536586,0.6580645161290323,0.6956521739130435,0.7715736040609137,0.7222222222222222,0.03305785123966942,102.8386633129716,0.5421686746987951,13.869747899159664,14.134728033472804,13.505882352941176,13.577405857740585,0.31583793738489874,0.7376093294460642,0.790625,0.6403162055335968,0.26979742173112337,0.4197952218430034,0.4659090909090909,0.4715447154471545,0.08195211786372007,0.38202247191011235,0.39080459770114945,0.5882352941176471,0.08839779005524862,0.40625,0.4105263157894737,1.0,0.2440147329650092,0.3584905660377358,0.3584905660377358,0.7578947368421053,0.5779816513761468,0.6984126984126984,0.13636363636363635,0.05504587155963303,0.3333333333333333,1.0,0.1834862385321101,0.2,0.5,0.427536231884058,0.711864406779661,0.09420289855072464,0.23076923076923078,0.21014492753623187,0.27586206896551724,0.6482504604051565,0.35984848484848486,0.5422936405529953,0.5583903614457831,0.5489481751824817,0.09020618556701031,0.128428927680798,0.0055248618784530384,0.09130434782608696,0.12971014492753624,6.374896551724138,25.90470914127424,0.12521008403361344,,,,,,1610612764,2024,2023-24,False
1626145-1628398-1629655-1629673-1641731,1610612764,"Tyus Jones, Kyle Kuzma, Daniel Gafford, Jordan Poole, Bilal Coulibaly","Jones, Kuzma, Gafford, Poole, Coulibaly",1626145-1628398-1629655-1629673-1641731,WAS,8513.0,32,142.0,-54.0,298.0,297.0,52.0,59.0,26.0,595.0,45.0,61.0,7.0,9.0,5.0,8.0,39.0,82.0,10.0,32.0,13.0,28.0,1.0,1.0,2.0,8.0,19.0,69.0,2.0,5.0,2.0,9.0,94.0,175.0,32.0,97.0,37.0,321.0,375.0,10.0,16.0,3.0,6.0,5.0,34.0,13.0,28.0,4.0,17.0,9.0,47.0,110.0,78.0,84.0,12.0,12.0,,69.0,19.0,14.0,1.0,55.0,28.0,83.0,15.0,13.0,31.0,20.0,4.0,194.0,9.0,20.0,,29.0,40.0,6.0,75.0,29.0,104.0,2.0,28.0,14.0,14.0,16.0,3.0,10.0,16.0,1.0,6.0,3.0,3.0,32.0,2.0,7.0,37.0,59.0,1.0,2.0,4.0,,41.0,2.0,4.0,4.0,50.0,2.0,1.0,,23.0,1.0,3.0,23.0,2.0,13.0,,1.0,9.0,25.0,12.0,2.0,,,,287.0,47.0,52.0,5.0,2.0,0.5851063829787234,0.625,0.875,0.32989690721649484,0.5,0.23529411764705882,0.32989690721649484,0.5371428571428571,0.625,0.4642857142857143,0.5220588235294118,0.6590909090909091,0.4222222222222222,0.5422297297297297,0.6538461538461539,0.46078431372549017,0.35661764705882354,0.010309278350515464,0.08,0.04918032786885246,0.12195121951219512,0.03125,,0.5,0.6666666666666666,,0.5405405405405406,0.24691358024691357,0.6590909090909091,0.140625,0.5847457627118644,0.2,0.4375,0.16279069767441862,0.2727272727272727,0.16326530612244897,0.06666666666666667,0.5333333333333333,0.41935483870967744,0.8461538461538461,0.7333333333333333,0.5,0.015384615384615385,100.64607071537648,0.48,14.604026845637584,14.01010101010101,14.248322147651006,13.198653198653199,0.22426470588235295,0.7377049180327869,0.7758620689655172,0.6888888888888889,0.3014705882352941,0.47560975609756095,0.5416666666666666,0.5128205128205128,0.11764705882352941,0.3125,0.3225806451612903,0.4,0.10294117647058823,0.4642857142857143,0.4642857142857143,1.0,0.2536764705882353,0.2753623188405797,0.27941176470588236,0.7894736842105263,0.4090909090909091,0.7777777777777778,,0.045454545454545456,1.0,1.0,0.22727272727272727,0.4,1.0,0.17777777777777778,0.625,0.17777777777777778,0.25,0.2,0.2222222222222222,0.5808823529411765,0.2753623188405797,0.5174588235294117,0.4913382352941177,0.49629888888888885,0.08191126279863481,0.11734693877551021,0.010309278350515464,0.1059190031152648,0.14641744548286603,7.886857142857142,25.88556701030928,0.174496644295302,2.0,0.014492753623188406,,,,1610612764,2024,2023-24,False
1626145-1628398-1630166-1630557-1641731,1610612764,"Tyus Jones, Kyle Kuzma, Deni Avdija, Corey Kispert, Bilal Coulibaly","Jones, Kuzma, Avdija, Kispert, Coulibaly",1626145-1628398-1630166-1630557-1641731,WAS,5009.0,11,83.0,-6.0,178.0,173.0,23.0,45.0,9.0,351.0,32.0,43.0,2.0,3.0,1.0,3.0,9.0,25.0,5.0,8.0,8.0,23.0,1.0,4.0,2.0,3.0,22.0,49.0,,1.0,2.0,5.0,46.0,76.0,30.0,72.0,26.0,208.0,214.0,2.0,3.0,1.0,5.0,,7.0,3.0,6.0,4.0,8.0,7.0,25.0,66.0,26.0,81.0,9.0,4.0,,49.0,22.0,5.0,1.0,33.0,27.0,60.0,19.0,8.0,22.0,8.0,3.0,147.0,,9.0,,26.0,25.0,3.0,54.0,9.0,63.0,2.0,12.0,9.0,3.0,12.0,3.0,8.0,12.0,3.0,4.0,,1.0,24.0,1.0,6.0,16.0,26.0,2.0,1.0,2.0,,27.0,,4.0,1.0,35.0,5.0,,2.0,17.0,,2.0,4.0,,3.0,,,1.0,4.0,2.0,,,,,201.0,25.0,23.0,3.0,2.0,0.717391304347826,0.75,0.9,0.4166666666666667,0.2,0.5,0.4166666666666667,0.6052631578947368,0.6666666666666666,0.5,0.6148648648648649,0.4375,0.6428571428571429,0.6358024691358025,0.4375,0.6944444444444444,0.4864864864864865,0.013888888888888888,0.06578947368421052,0.046511627906976744,0.12,,,0.5,0.75,,0.6578947368421053,0.3,0.7027027027027027,,0.68,0.1267605633802817,0.2727272727272727,0.375,,,,0.5909090909090909,0.7777777777777778,0.7142857142857143,0.6666666666666666,0.8,0.03076923076923077,100.90636853663406,0.5,13.382022471910112,15.184971098265896,13.151685393258427,14.531791907514451,0.2905405405405405,0.7441860465116279,0.7804878048780488,0.6875,0.16891891891891891,0.36,0.4090909090909091,0.8888888888888888,0.05405405405405406,0.625,0.625,0.6,0.1554054054054054,0.34782608695652173,0.34782608695652173,1.0,0.3310810810810811,0.4489795918367347,0.4583333333333333,0.8636363636363636,0.375,0.6666666666666666,,0.5,0.25,1.0,0.125,,,0.21428571428571427,0.3333333333333333,0.21428571428571427,0.6666666666666666,0.35714285714285715,0.4,0.777027027027027,0.4489795918367347,0.5595158783783785,0.605225,0.5652035714285714,0.10625,0.19318181818181818,,0.03365384615384615,0.1201923076923077,5.352631578947369,25.202777777777776,0.12921348314606743,,0.02040816326530612,,,,1610612764,2024,2023-24,False
1626145-1628398-1629673-1630166-1641731,1610612764,"Tyus Jones, Kyle Kuzma, Jordan Poole, Deni Avdija, Bilal Coulibaly","Jones, Kuzma, Poole, Avdija, Coulibaly",1626145-1628398-1629673-1630166-1641731,WAS,4509.0,20,75.0,-53.0,163.0,160.0,40.0,63.0,9.0,323.0,20.0,29.0,1.0,1.0,4.0,8.0,20.0,43.0,2.0,5.0,2.0,7.0,,2.0,1.0,2.0,15.0,53.0,,5.0,7.0,17.0,42.0,77.0,17.0,60.0,22.0,157.0,210.0,1.0,2.0,,7.0,,2.0,5.0,16.0,8.0,19.0,4.0,38.0,48.0,36.0,45.0,6.0,,1.0,52.0,15.0,6.0,,24.0,15.0,39.0,13.0,2.0,14.0,9.0,1.0,93.0,5.0,3.0,1.0,22.0,20.0,1.0,43.0,9.0,52.0,,10.0,7.0,3.0,16.0,3.0,9.0,9.0,1.0,7.0,1.0,3.0,25.0,1.0,10.0,12.0,35.0,,4.0,,,26.0,,,2.0,29.0,5.0,,,15.0,,3.0,5.0,,2.0,,,3.0,5.0,2.0,,,,,155.0,38.0,40.0,9.0,1.0,0.5714285714285714,0.5714285714285714,0.8823529411764706,0.2833333333333333,,0.42105263157894735,0.288135593220339,0.5454545454545454,0.5,0.3125,0.4927007299270073,0.1111111111111111,0.4857142857142857,0.5233333333333333,0.1111111111111111,0.5277777777777778,0.43795620437956206,,0.07792207792207792,0.10344827586206896,0.06976744186046512,,,0.64,0.5,0.3333333333333333,0.6060606060606061,0.08571428571428572,0.7857142857142857,0.11904761904761904,0.6885245901639344,0.1038961038961039,0.2222222222222222,0.043478260869565216,,0.10810810810810811,0.2,0.8333333333333334,0.35294117647058826,1.0,0.7619047619047619,0.8571428571428571,,103.15369261477045,0.4,13.83435582822086,14.0875,13.496932515337424,13.7125,0.2116788321167883,0.6896551724137931,0.7692307692307693,0.7,0.31386861313868614,0.46511627906976744,0.5,0.45,0.0364963503649635,0.4,0.4,0.5,0.051094890510948905,0.2857142857142857,0.2857142857142857,1.0,0.38686131386861317,0.2830188679245283,0.2830188679245283,0.8666666666666667,0.1111111111111111,1.0,,0.2222222222222222,,,0.5555555555555556,,,0.22857142857142856,0.5,0.05714285714285714,0.5,0.4857142857142857,0.4117647058823529,0.6496350364963503,0.28846153846153844,0.5108117647058823,0.468775,0.5052911764705882,0.10204081632653061,0.1724137931034483,,0.012738853503184714,0.24203821656050956,6.3896103896103895,26.780000000000005,0.24539877300613497,,,1.0,1.0,,1610612764,2024,2023-24,False
1626145-1628398-1629655-1630557-1641731,1610612764,"Tyus Jones, Kyle Kuzma, Daniel Gafford, Corey Kispert, Bilal Coulibaly","Jones, Kuzma, Gafford, Kispert, Coulibaly",1626145-1628398-1629655-1630557-1641731,WAS,4452.0,22,74.0,-23.0,156.0,156.0,22.0,27.0,10.0,312.0,36.0,49.0,4.0,6.0,3.0,6.0,23.0,43.0,4.0,13.0,4.0,10.0,,,1.0,1.0,6.0,25.0,,1.0,1.0,5.0,63.0,105.0,10.0,35.0,12.0,168.0,191.0,6.0,11.0,,1.0,1.0,13.0,7.0,14.0,2.0,6.0,1.0,21.0,78.0,48.0,27.0,3.0,6.0,,25.0,6.0,8.0,1.0,39.0,9.0,48.0,5.0,4.0,22.0,14.0,3.0,105.0,4.0,8.0,,17.0,31.0,2.0,50.0,12.0,62.0,1.0,12.0,5.0,7.0,11.0,3.0,8.0,12.0,1.0,3.0,2.0,2.0,23.0,,4.0,20.0,31.0,2.0,,2.0,,16.0,1.0,2.0,1.0,16.0,5.0,,,9.0,1.0,,11.0,1.0,8.0,,,3.0,12.0,6.0,,,,,155.0,21.0,22.0,2.0,,0.6190476190476191,0.65,0.9,0.2857142857142857,,0.3333333333333333,0.2857142857142857,0.6,0.5454545454545454,0.5,0.5571428571428572,0.5,0.5,0.5793103448275863,0.5,0.525,0.25,0.02857142857142857,0.0761904761904762,0.12244897959183673,0.046511627906976744,,,0.4782608695652174,0.5,,0.6458333333333334,0.19047619047619047,0.6071428571428571,0.16,0.631578947368421,0.1791044776119403,0.3076923076923077,0.2,,0.15789473684210525,0.16666666666666666,0.5333333333333333,0.6521739130434783,0.8,0.5714285714285714,0.7142857142857143,0.017241379310344827,100.91644204851751,0.5,13.51923076923077,15.01923076923077,13.23076923076923,14.051282051282051,0.35,0.7346938775510204,0.8372093023255814,0.6111111111111112,0.30714285714285716,0.5348837209302325,0.5609756097560976,0.6086956521739131,0.09285714285714286,0.3076923076923077,0.3076923076923077,0.75,0.07142857142857142,0.4,0.4,1.0,0.17857142857142858,0.24,0.25,0.8333333333333334,0.5,0.6666666666666666,,,,,0.08333333333333333,,,0.3,0.5,0.05,1.0,0.25,0.2,0.6,0.24,0.53295,0.50468,0.5153575,0.06896551724137931,0.08256880733944955,0.027777777777777776,0.07738095238095238,0.125,6.3914285714285715,26.1,0.14102564102564102,1.0,0.04,,,,1610612764,2024,2023-24,False
1626145-1628398-1628963-1629673-1630166,1610612764,"Tyus Jones, Kyle Kuzma, Marvin Bagley III, Jordan Poole, Deni Avdija","Jones, Kuzma, Bagley III, Poole, Avdija",1626145-1628398-1628963-1629673-1630166,WAS,4084.0,10,68.0,-22.0,150.0,152.0,25.0,31.0,17.0,302.0,28.0,48.0,5.0,9.0,5.0,9.0,12.0,32.0,4.0,11.0,5.0,14.0,1.0,2.0,1.0,2.0,11.0,40.0,,4.0,,5.0,44.0,91.0,16.0,54.0,16.0,152.0,174.0,6.0,12.0,1.0,6.0,,15.0,9.0,16.0,1.0,7.0,7.0,28.0,52.0,36.0,39.0,9.0,8.0,,40.0,11.0,9.0,1.0,26.0,13.0,39.0,8.0,5.0,21.0,2.0,3.0,91.0,6.0,14.0,,26.0,24.0,8.0,58.0,20.0,78.0,2.0,13.0,7.0,6.0,6.0,2.0,5.0,11.0,2.0,1.0,1.0,2.0,17.0,1.0,1.0,12.0,25.0,2.0,1.0,2.0,,23.0,2.0,4.0,1.0,20.0,3.0,,1.0,9.0,,2.0,7.0,,5.0,,,2.0,7.0,4.0,4.0,,,,137.0,28.0,25.0,3.0,2.0,0.5909090909090909,0.65,0.8125,0.2962962962962963,0.16666666666666666,0.14285714285714285,0.2962962962962963,0.4835164835164835,0.5,0.5625,0.4689655172413793,0.4166666666666667,0.45652173913043476,0.4934640522875817,0.39473684210526316,0.5185185185185185,0.3724137931034483,0.018518518518518517,0.0989010989010989,0.10416666666666667,0.125,,,0.35294117647058826,0.8,,0.6486486486486487,0.2978723404255319,0.896551724137931,0.15789473684210525,0.7575757575757576,0.23529411764705882,0.5,0.2,,0.10344827586206896,0.3333333333333333,0.6666666666666666,0.6,0.7142857142857143,0.875,1.0,0.02666666666666667,106.48383937316358,0.5714285714285714,13.793333333333333,13.256578947368421,13.326666666666666,12.375,0.3310344827586207,0.5833333333333334,0.6511627906976745,0.75,0.2206896551724138,0.375,0.42857142857142855,0.16666666666666666,0.07586206896551724,0.36363636363636365,0.36363636363636365,0.75,0.09655172413793103,0.35714285714285715,0.35714285714285715,1.0,0.27586206896551724,0.275,0.28205128205128205,0.7272727272727273,0.5,0.5555555555555556,0.4,0.1111111111111111,0.5,1.0,0.2222222222222222,,,0.391304347826087,0.5555555555555556,0.08695652173913043,0.5,0.21739130434782608,,0.7034482758620689,0.275,0.5370086206896552,0.5598892857142858,0.5324652173913043,0.059602649006622516,0.09278350515463918,,0.09868421052631579,0.18421052631578946,5.829670329670329,25.65,0.16666666666666666,,0.025,,,,1610612764,2024,2023-24,False
1626158-1628398-1629673-1630166-1630557,1610612764,"Richaun Holmes, Kyle Kuzma, Jordan Poole, Deni Avdija, Corey Kispert","Holmes, Kuzma, Poole, Avdija, Kispert",1626158-1628398-1629673-1630166-1630557,WAS,3211.0,7,54.0,22.0,109.0,106.0,30.0,20.0,14.0,215.0,32.0,40.0,6.0,7.0,11.0,12.0,10.0,25.0,5.0,11.0,8.0,8.0,1.0,1.0,2.0,2.0,4.0,16.0,,2.0,2.0,4.0,47.0,76.0,12.0,24.0,12.0,142.0,120.0,6.0,9.0,1.0,3.0,2.0,17.0,17.0,23.0,4.0,6.0,6.0,52.0,38.0,56.0,36.0,,6.0,,16.0,4.0,8.0,,19.0,12.0,31.0,4.0,8.0,17.0,1.0,1.0,74.0,4.0,10.0,,27.0,20.0,2.0,49.0,14.0,63.0,2.0,5.0,3.0,2.0,10.0,,5.0,6.0,,5.0,1.0,,16.0,1.0,2.0,13.0,26.0,2.0,1.0,2.0,,16.0,,,,16.0,2.0,,,6.0,,2.0,3.0,1.0,2.0,,1.0,,4.0,2.0,1.0,,,,125.0,52.0,30.0,2.0,2.0,0.40425531914893614,0.4318181818181818,1.0,0.5,0.3333333333333333,0.6666666666666666,0.5,0.618421052631579,0.6666666666666666,0.7391304347826086,0.65,0.625,0.7931034482758621,0.6698113207547169,0.6538461538461539,0.8387096774193549,0.24,,0.10526315789473684,0.075,0.2,,,0.625,0.6666666666666666,,0.7407407407407407,0.3448275862068966,0.8709677419354839,0.36363636363636365,0.8103448275862069,0.35,0.5,0.26666666666666666,0.3333333333333333,0.36363636363636365,,0.75,0.7777777777777778,0.6,0.8636363636363636,0.8888888888888888,0.0625,96.41856119588913,0.5,14.623853211009175,15.254716981132075,14.174311926605505,14.575471698113208,0.4,0.8,0.8648648648648649,0.53125,0.25,0.4,0.5,0.1,0.11,0.45454545454545453,0.45454545454545453,0.2,0.08,1.0,1.0,1.0,0.16,0.25,0.25,1.0,0.5833333333333334,0.8571428571428571,0.16666666666666666,0.08333333333333333,1.0,1.0,0.16666666666666666,,,0.41379310344827586,0.9166666666666666,0.06896551724137931,1.0,0.13793103448275862,0.5,0.64,0.25,0.5259823232323232,0.5729071428571428,0.5217310344827586,0.057692307692307696,0.075,,0.11971830985915492,0.36619718309859156,5.681578947368421,26.72083333333333,0.27522935779816515,1.0,,,,,1610612764,2024,2023-24,False
1626145-1628398-1629655-1630166-1630557,1610612764,"Tyus Jones, Kyle Kuzma, Daniel Gafford, Deni Avdija, Corey Kispert","Jones, Kuzma, Gafford, Avdija, Kispert",1626145-1628398-1629655-1630166-1630557,WAS,3083.0,12,51.0,-2.0,112.0,109.0,30.0,16.0,13.0,221.0,22.0,29.0,4.0,4.0,6.0,7.0,14.0,27.0,2.0,6.0,7.0,12.0,1.0,1.0,,,6.0,26.0,,3.0,3.0,8.0,38.0,62.0,13.0,38.0,19.0,134.0,136.0,7.0,7.0,1.0,4.0,5.0,22.0,8.0,16.0,3.0,8.0,8.0,33.0,44.0,32.0,36.0,3.0,12.0,,26.0,6.0,5.0,2.0,22.0,12.0,34.0,5.0,7.0,15.0,5.0,2.0,80.0,4.0,8.0,,13.0,18.0,3.0,34.0,12.0,46.0,2.0,11.0,8.0,3.0,12.0,1.0,6.0,2.0,,6.0,,,14.0,1.0,6.0,14.0,15.0,,,,,21.0,,2.0,2.0,28.0,3.0,,1.0,13.0,,2.0,4.0,,3.0,,,1.0,4.0,1.0,,,,1.0,112.0,33.0,30.0,,2.0,0.5789473684210527,0.6875,0.9230769230769231,0.34210526315789475,0.25,0.375,0.34210526315789475,0.6129032258064516,1.0,0.5,0.575,0.7727272727272727,0.5208333333333334,0.59375,0.8461538461538461,0.532258064516129,0.38,0.05263157894736842,0.08064516129032258,0.10344827586206896,0.07407407407407407,,,0.8571428571428571,1.0,,0.6428571428571429,0.3333333333333333,0.6842105263157895,0.16,0.6595744680851063,0.24489795918367346,0.14285714285714285,0.3076923076923077,0.75,0.2,,0.6153846153846154,0.5555555555555556,0.8333333333333334,0.6875,0.6666666666666666,0.047619047619047616,103.22413233863121,0.25,14.321428571428571,13.568807339449542,14.0625,12.871559633027523,0.29,0.7586206896551724,0.8461538461538461,0.6818181818181818,0.27,0.5185185185185185,0.56,0.35714285714285715,0.06,0.3333333333333333,0.3333333333333333,1.0,0.12,0.5833333333333334,0.5833333333333334,1.0,0.26,0.23076923076923078,0.25,0.8333333333333334,0.36363636363636365,1.0,,0.09090909090909091,1.0,1.0,0.2727272727272727,,,0.2916666666666667,0.8571428571428571,,,0.3333333333333333,0.375,0.67,0.23076923076923078,0.528782,0.5751625,0.4994604166666667,0.11818181818181818,0.18055555555555555,,0.16417910447761194,0.2462686567164179,5.733870967741935,26.0,0.26785714285714285,,0.07692307692307693,,,,1610612764,2024,2023-24,False
